cell_id,Geranoaetus polyosoma,Geranoaetus polyosoma polyosoma,Geranoaetus polyosoma exsul,Geranoaetus polyosoma (Puna),Geranoaetus polyosoma (Red-backed)
838f0dfffffffff,108.0,1.0,0.0,0.0,26.0
838f29fffffffff,53.0,0.0,0.0,0.0,0.0
838f2afffffffff,213.0,0.0,0.0,0.0,25.0
838f2bfffffffff,31.0,0.0,0.0,0.0,1.0
838f2dfffffffff,129.0,0.0,0.0,17.0,2.0
838f2efffffffff,11.0,0.0,0.0,0.0,4.0
838f42fffffffff,62.0,0.0,0.0,6.0,3.0
838f46fffffffff,10.0,0.0,0.0,0.0,3.0
838f4afffffffff,5.0,0.0,0.0,0.0,0.0
838f50fffffffff,473.0,5.0,0.0,3.0,28.0
838f51fffffffff,131.0,2.0,0.0,23.0,9.0
838f53fffffffff,20.0,0.0,0.0,0.0,0.0
838f54fffffffff,173.0,8.0,0.0,0.0,17.0
838f55fffffffff,226.0,18.0,0.0,29.0,7.0
838f56fffffffff,100.0,2.0,0.0,0.0,0.0
838f58fffffffff,108.0,4.0,0.0,28.0,0.0
838f59fffffffff,105.0,0.0,0.0,8.0,0.0
838f5bfffffffff,49.0,2.0,0.0,17.0,0.0
838f5cfffffffff,32.0,0.0,0.0,0.0,6.0
838f5dfffffffff,2.0,0.0,0.0,0.0,0.0
838f5efffffffff,31.0,0.0,0.0,0.0,2.0
838f72fffffffff,140.0,2.0,0.0,3.0,10.0
838f73fffffffff,14.0,0.0,0.0,0.0,0.0
838f74fffffffff,2.0,0.0,0.0,0.0,0.0
838f76fffffffff,580.0,12.0,0.0,35.0,9.0
83b200fffffffff,44.0,0.0,0.0,0.0,0.0
83b201fffffffff,54.0,0.0,0.0,0.0,0.0
83b203fffffffff,102.0,0.0,0.0,0.0,2.0
83b204fffffffff,10.0,0.0,0.0,0.0,0.0
83b205fffffffff,7.0,0.0,0.0,0.0,0.0
83b208fffffffff,14.0,0.0,0.0,0.0,0.0
83b209fffffffff,28.0,0.0,0.0,0.0,0.0
83b20afffffffff,89.0,3.0,0.0,0.0,9.0
83b20bfffffffff,7.0,0.0,0.0,0.0,0.0
83b20cfffffffff,3.0,0.0,0.0,0.0,0.0
83b20dfffffffff,2.0,0.0,0.0,0.0,0.0
83b20efffffffff,2.0,0.0,0.0,0.0,0.0
83b218fffffffff,5.0,1.0,0.0,0.0,0.0
83b219fffffffff,603.0,33.0,0.0,0.0,22.0
83b21bfffffffff,59.0,3.0,0.0,0.0,0.0
83b21dfffffffff,146.0,3.0,0.0,0.0,4.0
83b221fffffffff,2.0,0.0,0.0,2.0,0.0
83b222fffffffff,35.0,0.0,0.0,0.0,0.0
83b224fffffffff,2.0,0.0,0.0,0.0,0.0
83b225fffffffff,10.0,0.0,0.0,0.0,0.0
83b226fffffffff,73.0,0.0,0.0,0.0,7.0
83b228fffffffff,6.0,0.0,0.0,0.0,0.0
83b229fffffffff,11.0,0.0,0.0,0.0,0.0
83b22afffffffff,3.0,0.0,0.0,0.0,0.0
83b22bfffffffff,6.0,0.0,0.0,0.0,0.0
83b22dfffffffff,4.0,0.0,0.0,4.0,0.0
83b240fffffffff,13.0,0.0,0.0,0.0,0.0
83b241fffffffff,7.0,0.0,0.0,0.0,0.0
83b242fffffffff,16.0,1.0,0.0,0.0,0.0
83b243fffffffff,48.0,0.0,0.0,0.0,1.0
83b244fffffffff,11.0,0.0,0.0,0.0,0.0
83b245fffffffff,1.0,0.0,0.0,0.0,0.0
83b246fffffffff,1.0,0.0,0.0,0.0,0.0
83b24afffffffff,7.0,0.0,0.0,0.0,0.0
83b24bfffffffff,3.0,0.0,0.0,0.0,0.0
83b24efffffffff,3.0,0.0,0.0,0.0,1.0
83b251fffffffff,11.0,0.0,0.0,0.0,0.0
83b252fffffffff,4.0,0.0,0.0,0.0,0.0
83b254fffffffff,16.0,0.0,0.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0,0.0,0.0
83b256fffffffff,3.0,0.0,0.0,0.0,0.0
83b258fffffffff,144.0,0.0,0.0,0.0,0.0
83b259fffffffff,14.0,0.0,0.0,0.0,0.0
83b25afffffffff,14.0,0.0,0.0,0.0,0.0
83b25bfffffffff,22.0,3.0,0.0,0.0,0.0
83b25cfffffffff,361.0,5.0,0.0,0.0,12.0
83b25dfffffffff,15.0,0.0,0.0,0.0,0.0
83b25efffffffff,52.0,0.0,0.0,0.0,0.0
83b260fffffffff,3.0,0.0,0.0,0.0,0.0
83b262fffffffff,5.0,0.0,0.0,0.0,0.0
83b266fffffffff,11.0,0.0,0.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0,0.0,0.0
83b270fffffffff,67.0,0.0,0.0,0.0,0.0
83b271fffffffff,10.0,0.0,0.0,0.0,0.0
83b272fffffffff,22.0,0.0,0.0,0.0,0.0
83b273fffffffff,5.0,0.0,0.0,0.0,0.0
83b274fffffffff,173.0,0.0,0.0,2.0,8.0
83b275fffffffff,12.0,0.0,0.0,0.0,0.0
83b276fffffffff,4.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,731.0,19.0,0.0,0.0,66.0
83b2c1fffffffff,125.0,2.0,0.0,0.0,16.0
83b2c2fffffffff,68.0,0.0,0.0,0.0,0.0
83b2c3fffffffff,204.0,0.0,0.0,0.0,9.0
83b2c4fffffffff,1663.0,54.0,0.0,0.0,69.0
83b2c5fffffffff,3075.0,65.0,0.0,0.0,310.0
83b2c8fffffffff,60.0,0.0,0.0,0.0,0.0
83b2cafffffffff,158.0,0.0,0.0,0.0,6.0
83b2cbfffffffff,13.0,0.0,0.0,0.0,0.0
83b2ccfffffffff,11.0,0.0,0.0,0.0,1.0
83b2cdfffffffff,22.0,0.0,0.0,0.0,0.0
83b2cefffffffff,243.0,0.0,0.0,0.0,49.0
83b2d8fffffffff,181.0,0.0,0.0,0.0,10.0
83b2d9fffffffff,102.0,0.0,0.0,0.0,3.0
83b2dafffffffff,170.0,0.0,0.0,0.0,4.0
83b2dbfffffffff,71.0,0.0,0.0,0.0,0.0
83b2dcfffffffff,186.0,0.0,0.0,0.0,0.0
83b2ddfffffffff,189.0,0.0,0.0,0.0,55.0
83b2e0fffffffff,1.0,0.0,0.0,0.0,0.0
83b2e1fffffffff,22.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,524.0,75.0,0.0,0.0,11.0
83b2e3fffffffff,151.0,9.0,0.0,1.0,6.0
83b2e4fffffffff,53.0,3.0,0.0,0.0,0.0
83b2e5fffffffff,7.0,0.0,0.0,0.0,0.0
83b2e6fffffffff,287.0,72.0,0.0,0.0,14.0
83b2e8fffffffff,27.0,0.0,0.0,0.0,0.0
83b2e9fffffffff,36.0,0.0,0.0,0.0,0.0
83b2eafffffffff,17.0,0.0,0.0,0.0,0.0
83b2ebfffffffff,42.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,36.0,0.0,0.0,0.0,0.0
83b2edfffffffff,20.0,0.0,0.0,0.0,0.0
83b2eefffffffff,200.0,0.0,0.0,5.0,52.0
83b300fffffffff,186.0,6.0,0.0,0.0,7.0
83b301fffffffff,61.0,2.0,0.0,2.0,0.0
83b303fffffffff,5.0,0.0,0.0,0.0,0.0
83b304fffffffff,410.0,4.0,0.0,21.0,19.0
83b305fffffffff,677.0,15.0,0.0,157.0,10.0
83b308fffffffff,7.0,0.0,0.0,0.0,0.0
83b309fffffffff,2.0,0.0,0.0,0.0,0.0
83b30afffffffff,18.0,0.0,0.0,0.0,0.0
83b30bfffffffff,157.0,0.0,0.0,0.0,10.0
83b30cfffffffff,6.0,0.0,0.0,2.0,0.0
83b30efffffffff,39.0,0.0,0.0,2.0,0.0
83b319fffffffff,4.0,0.0,0.0,0.0,0.0
83b31dfffffffff,5.0,0.0,0.0,0.0,0.0
83b320fffffffff,89.0,0.0,0.0,2.0,0.0
83b321fffffffff,93.0,0.0,0.0,0.0,0.0
83b322fffffffff,29.0,0.0,0.0,4.0,0.0
83b323fffffffff,94.0,0.0,0.0,33.0,0.0
83b324fffffffff,27.0,0.0,0.0,0.0,0.0
83b325fffffffff,98.0,0.0,0.0,0.0,0.0
83b326fffffffff,75.0,0.0,0.0,15.0,1.0
83b328fffffffff,3.0,0.0,0.0,0.0,0.0
83b32afffffffff,43.0,0.0,0.0,5.0,0.0
83b32cfffffffff,40.0,0.0,0.0,0.0,0.0
83b32dfffffffff,19.0,0.0,0.0,0.0,0.0
83b330fffffffff,25.0,0.0,0.0,0.0,3.0
83b331fffffffff,33.0,0.0,0.0,0.0,1.0
83b334fffffffff,97.0,0.0,0.0,5.0,5.0
83b335fffffffff,260.0,0.0,0.0,7.0,10.0
83b336fffffffff,9.0,0.0,0.0,0.0,0.0
83b340fffffffff,11.0,0.0,0.0,0.0,0.0
83b342fffffffff,89.0,0.0,0.0,1.0,2.0
83b343fffffffff,4.0,0.0,0.0,0.0,0.0
83b344fffffffff,3.0,0.0,0.0,0.0,0.0
83b346fffffffff,26.0,0.0,0.0,0.0,0.0
83b350fffffffff,5.0,0.0,0.0,0.0,0.0
83b351fffffffff,301.0,0.0,0.0,24.0,0.0
83b352fffffffff,13.0,2.0,0.0,1.0,0.0
83b353fffffffff,33.0,0.0,0.0,19.0,0.0
83b354fffffffff,202.0,0.0,0.0,97.0,3.0
83b355fffffffff,363.0,0.0,0.0,52.0,7.0
83b356fffffffff,46.0,0.0,0.0,0.0,0.0
83b358fffffffff,58.0,0.0,0.0,0.0,2.0
83b35afffffffff,332.0,0.0,0.0,15.0,34.0
83b35bfffffffff,20.0,0.0,0.0,0.0,0.0
83b35cfffffffff,116.0,0.0,0.0,0.0,1.0
83b35dfffffffff,8.0,0.0,0.0,0.0,0.0
83b35efffffffff,523.0,0.0,0.0,21.0,30.0
83b366fffffffff,7.0,0.0,0.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0,0.0,0.0
83b372fffffffff,14.0,0.0,0.0,0.0,0.0
83b373fffffffff,322.0,0.0,0.0,52.0,5.0
83b374fffffffff,2.0,0.0,0.0,0.0,0.0
83b376fffffffff,2.0,0.0,0.0,0.0,0.0
83c205fffffffff,5.0,0.0,0.0,0.0,0.0
83c21bfffffffff,2.0,0.0,0.0,0.0,0.0
83c221fffffffff,1.0,0.0,0.0,0.0,0.0
83c229fffffffff,7.0,0.0,0.0,0.0,0.0
83c22efffffffff,11.0,0.0,0.0,0.0,0.0
83c301fffffffff,6.0,0.0,0.0,0.0,0.0
83c305fffffffff,37.0,0.0,0.0,0.0,0.0
83c308fffffffff,6.0,0.0,0.0,0.0,0.0
83c309fffffffff,2.0,0.0,0.0,0.0,0.0
83c30cfffffffff,15.0,0.0,0.0,0.0,0.0
83c30dfffffffff,11.0,0.0,0.0,0.0,0.0
83c320fffffffff,84.0,0.0,0.0,0.0,0.0
83c321fffffffff,66.0,0.0,0.0,0.0,0.0
83c324fffffffff,57.0,0.0,0.0,0.0,0.0
83c325fffffffff,123.0,0.0,0.0,0.0,0.0
83c328fffffffff,17.0,0.0,0.0,0.0,0.0
83c329fffffffff,147.0,1.0,0.0,0.0,5.0
83c32afffffffff,170.0,0.0,0.0,0.0,0.0
83c32bfffffffff,47.0,0.0,0.0,0.0,0.0
83c32dfffffffff,11.0,0.0,0.0,0.0,0.0
83c32efffffffff,178.0,0.0,0.0,0.0,0.0
83c340fffffffff,22.0,0.0,0.0,0.0,0.0
83c341fffffffff,6.0,0.0,0.0,0.0,0.0
83c342fffffffff,6.0,0.0,0.0,0.0,0.0
83c344fffffffff,18.0,0.0,0.0,0.0,0.0
83c345fffffffff,12.0,0.0,0.0,0.0,0.0
83c346fffffffff,12.0,0.0,0.0,0.0,0.0
83c349fffffffff,4.0,0.0,0.0,0.0,0.0
83c34dfffffffff,14.0,0.0,0.0,0.0,0.0
83c350fffffffff,51.0,0.0,0.0,0.0,0.0
83c351fffffffff,2.0,0.0,0.0,0.0,0.0
83c352fffffffff,1.0,0.0,0.0,0.0,0.0
83c353fffffffff,10.0,0.0,0.0,0.0,0.0
83c354fffffffff,9.0,0.0,0.0,0.0,0.0
83c355fffffffff,12.0,0.0,0.0,0.0,0.0
83c356fffffffff,17.0,0.0,0.0,0.0,0.0
83c35cfffffffff,1.0,0.0,0.0,0.0,0.0
83c35dfffffffff,2.0,0.0,0.0,0.0,0.0
83c360fffffffff,58.0,0.0,0.0,0.0,0.0
83c361fffffffff,3.0,0.0,0.0,0.0,0.0
83c362fffffffff,8.0,0.0,0.0,0.0,0.0
83c363fffffffff,5.0,0.0,0.0,0.0,0.0
83c364fffffffff,17.0,0.0,0.0,0.0,0.0
83c365fffffffff,13.0,0.0,0.0,0.0,0.0
83c366fffffffff,36.0,0.0,0.0,0.0,0.0
83c368fffffffff,2.0,0.0,0.0,0.0,0.0
83c36afffffffff,3.0,0.0,0.0,0.0,0.0
83c36bfffffffff,1.0,0.0,0.0,0.0,0.0
83c36cfffffffff,4.0,0.0,0.0,0.0,0.0
83c36dfffffffff,7.0,0.0,0.0,0.0,0.0
83c36efffffffff,3.0,0.0,0.0,0.0,0.0
83c370fffffffff,22.0,0.0,0.0,0.0,0.0
83c371fffffffff,91.0,0.0,0.0,0.0,0.0
83c372fffffffff,4.0,0.0,0.0,0.0,0.0
83c373fffffffff,10.0,0.0,0.0,0.0,0.0
83c374fffffffff,4.0,0.0,0.0,0.0,0.0
83c375fffffffff,20.0,0.0,0.0,0.0,0.0
83c376fffffffff,29.0,0.0,0.0,0.0,0.0
83ce12fffffffff,1.0,0.0,0.0,0.0,0.0
83ce80fffffffff,417.0,0.0,0.0,0.0,17.0
83ce81fffffffff,126.0,0.0,0.0,0.0,2.0
83ce82fffffffff,27.0,0.0,0.0,0.0,0.0
83ce83fffffffff,354.0,0.0,0.0,0.0,2.0
83ce84fffffffff,15.0,0.0,0.0,0.0,0.0
83ce85fffffffff,89.0,0.0,0.0,0.0,9.0
83ce86fffffffff,27.0,0.0,0.0,0.0,0.0
83ce88fffffffff,116.0,4.0,0.0,0.0,6.0
83ce89fffffffff,1.0,0.0,0.0,0.0,0.0
83ce8afffffffff,94.0,0.0,0.0,0.0,0.0
83ce8bfffffffff,45.0,0.0,0.0,0.0,0.0
83ce8cfffffffff,262.0,0.0,0.0,0.0,0.0
83ce8efffffffff,121.0,2.0,0.0,0.0,2.0
83ce90fffffffff,3.0,0.0,0.0,0.0,0.0
83ce91fffffffff,3.0,0.0,0.0,0.0,0.0
83ce92fffffffff,2.0,0.0,0.0,0.0,0.0
83ce93fffffffff,53.0,0.0,0.0,0.0,0.0
83ce94fffffffff,4.0,0.0,0.0,0.0,0.0
83ce95fffffffff,28.0,0.0,0.0,0.0,0.0
83ce96fffffffff,3.0,0.0,0.0,0.0,0.0
83ce98fffffffff,199.0,0.0,0.0,0.0,0.0
83ce99fffffffff,117.0,0.0,0.0,0.0,0.0
83ce9afffffffff,15.0,0.0,0.0,0.0,0.0
83ce9bfffffffff,142.0,0.0,0.0,0.0,0.0
83ce9cfffffffff,161.0,0.0,0.0,0.0,0.0
83ce9dfffffffff,288.0,2.0,0.0,0.0,3.0
83ce9efffffffff,46.0,0.0,0.0,0.0,0.0
83cea0fffffffff,24.0,0.0,0.0,0.0,0.0
83cea1fffffffff,4.0,0.0,0.0,0.0,0.0
83cea2fffffffff,40.0,0.0,0.0,0.0,0.0
83cea3fffffffff,26.0,0.0,0.0,0.0,0.0
83cea6fffffffff,3.0,0.0,0.0,0.0,0.0
83cea8fffffffff,41.0,0.0,0.0,0.0,4.0
83ceaafffffffff,373.0,0.0,0.0,0.0,4.0
83ceacfffffffff,143.0,0.0,0.0,0.0,29.0
83ceaefffffffff,8.0,0.0,0.0,0.0,0.0
83ceb0fffffffff,1.0,0.0,0.0,0.0,0.0
83ceb2fffffffff,2.0,0.0,0.0,0.0,0.0
83ceb3fffffffff,8.0,0.0,0.0,0.0,0.0
83ceb4fffffffff,8.0,0.0,0.0,0.0,0.0
83cf12fffffffff,27.0,0.0,0.0,0.0,0.0
83cf13fffffffff,4.0,0.0,0.0,0.0,0.0
83cf81fffffffff,6.0,0.0,0.0,0.0,0.0
83cf82fffffffff,9.0,0.0,0.0,0.0,0.0
83cf83fffffffff,5.0,0.0,0.0,0.0,0.0
83cf85fffffffff,51.0,0.0,0.0,0.0,10.0
83cf88fffffffff,62.0,0.0,0.0,0.0,3.0
83cf8afffffffff,2.0,0.0,0.0,0.0,0.0
83cf8bfffffffff,28.0,0.0,0.0,0.0,0.0
83cf8cfffffffff,223.0,0.0,0.0,0.0,3.0
83cf8dfffffffff,3.0,0.0,0.0,0.0,0.0
83cf8efffffffff,121.0,0.0,0.0,0.0,5.0
83cf90fffffffff,2.0,0.0,0.0,0.0,0.0
83cf91fffffffff,72.0,0.0,0.0,0.0,16.0
83cf94fffffffff,48.0,0.0,0.0,0.0,0.0
83cf95fffffffff,7.0,0.0,0.0,0.0,0.0
83cf98fffffffff,44.0,0.0,0.0,0.0,0.0
83cf99fffffffff,4.0,0.0,0.0,0.0,0.0
83cf9bfffffffff,5.0,0.0,0.0,0.0,0.0
83cf9cfffffffff,3.0,0.0,0.0,0.0,0.0
83cf9dfffffffff,8.0,0.0,0.0,0.0,0.0
83cf9efffffffff,180.0,0.0,0.0,0.0,0.0
83cfa0fffffffff,18.0,0.0,0.0,0.0,0.0
83cfa1fffffffff,10.0,0.0,0.0,0.0,0.0
83cfa2fffffffff,52.0,0.0,0.0,0.0,0.0
83cfa3fffffffff,2.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,208.0,0.0,0.0,0.0,1.0
83cfa5fffffffff,8.0,0.0,0.0,0.0,2.0
83cfa8fffffffff,5.0,0.0,0.0,0.0,0.0
83cfaafffffffff,128.0,0.0,0.0,0.0,18.0
83cfacfffffffff,48.0,0.0,0.0,0.0,5.0
83cfaefffffffff,28.0,0.0,0.0,0.0,5.0
83cfb1fffffffff,26.0,0.0,0.0,0.0,0.0
83de62fffffffff,66.0,0.0,0.0,0.0,17.0
83de66fffffffff,18.0,0.0,0.0,0.0,3.0
83de70fffffffff,142.0,0.0,0.0,0.0,42.0
83de71fffffffff,11.0,0.0,0.0,0.0,2.0
83de74fffffffff,13.0,0.0,0.0,0.0,0.0
83de75fffffffff,11.0,0.0,0.0,0.0,3.0
83df42fffffffff,7.0,0.0,0.0,0.0,2.0
83df45fffffffff,25.0,0.0,0.0,0.0,7.0
83df4dfffffffff,21.0,0.0,0.0,0.0,0.0
83df68fffffffff,25.0,0.0,0.0,0.0,0.0
83df69fffffffff,104.0,0.0,0.0,0.0,0.0
83df6afffffffff,13.0,0.0,0.0,0.0,1.0
83df6bfffffffff,29.0,0.0,0.0,0.0,0.0
83df6dfffffffff,6.0,0.0,0.0,0.0,0.0
