cell_id,Chalybura buffonii,Chalybura buffonii [buffonii Group],Chalybura buffonii caeruleogaster,Chalybura buffonii intermedia
826627fffffffff,21.0,0.0,0.0,0.0
8266a7fffffffff,27.0,5.0,0.0,0.0
8266e7fffffffff,3.0,1.0,1.0,0.0
826747fffffffff,2.0,0.0,0.0,0.0
82674ffffffffff,85.0,2.0,0.0,0.0
826757fffffffff,2.0,0.0,0.0,0.0
82675ffffffffff,6.0,0.0,0.0,0.0
