cell_id,Cisticola chubbi,Cisticola chubbi discolor/adametzi,Cisticola chubbi chubbi/marungensis
8258c7fffffffff,2.0,0.0,0.0
8258d7fffffffff,35.0,32.0,0.0
8258dffffffffff,13.0,0.0,0.0
826ac7fffffffff,156.0,0.0,29.0
826acffffffffff,5.0,0.0,0.0
826adffffffffff,2096.0,0.0,216.0
826aeffffffffff,11.0,0.0,0.0
827a4ffffffffff,453.0,0.0,5.0
827a6ffffffffff,1.0,0.0,0.0
8282d7fffffffff,45.0,20.0,0.0
