cell_id,Thryothorus ludovicianus,Thryothorus ludovicianus [ludovicianus Group],Thryothorus ludovicianus [berlandieri Group],Thryothorus ludovicianus albinucha/subfulvus
8426d6bffffffff,2.0,0.0,0.0,0.0
8426dadffffffff,4.0,0.0,0.0,0.0
8426de7ffffffff,19.0,0.0,0.0,0.0
8426de9ffffffff,1.0,0.0,0.0,0.0
8426dedffffffff,1.0,0.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,5.0,1.0,0.0,0.0
8426e51ffffffff,1.0,0.0,0.0,0.0
8426e5bffffffff,26.0,0.0,0.0,0.0
8426e63ffffffff,2.0,0.0,0.0,0.0
8426ed3ffffffff,2.0,0.0,0.0,0.0
8426edbffffffff,1.0,0.0,0.0,0.0
8426eddffffffff,3.0,0.0,0.0,0.0
8426f0dffffffff,2.0,0.0,0.0,0.0
8426f17ffffffff,3.0,0.0,0.0,0.0
8426f25ffffffff,30.0,0.0,0.0,0.0
8426f27ffffffff,2.0,0.0,0.0,0.0
8426f33ffffffff,5.0,0.0,0.0,0.0
8426f6dffffffff,6.0,0.0,0.0,0.0
842702bffffffff,2.0,0.0,0.0,0.0
8427093ffffffff,5.0,0.0,0.0,0.0
84270b3ffffffff,8.0,0.0,0.0,0.0
842711bffffffff,1.0,0.0,0.0,0.0
84271c9ffffffff,8.0,0.0,0.0,0.0
8427401ffffffff,15.0,0.0,0.0,0.0
8427403ffffffff,2.0,0.0,0.0,0.0
8427409ffffffff,17.0,0.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0,0.0
8427417ffffffff,3.0,0.0,0.0,0.0
8427435ffffffff,22.0,0.0,0.0,0.0
8427437ffffffff,2.0,0.0,0.0,0.0
8427439ffffffff,1.0,0.0,0.0,0.0
8427445ffffffff,5.0,0.0,0.0,0.0
8427481ffffffff,10.0,0.0,0.0,0.0
8427483ffffffff,6.0,0.0,0.0,0.0
8427485ffffffff,14.0,0.0,0.0,0.0
8427487ffffffff,5.0,0.0,0.0,0.0
842748bffffffff,14.0,0.0,0.0,0.0
842748dffffffff,30.0,0.0,0.0,0.0
8427491ffffffff,2.0,0.0,0.0,0.0
8427493ffffffff,2.0,0.0,0.0,0.0
8427497ffffffff,4.0,0.0,0.0,0.0
8427499ffffffff,52.0,0.0,0.0,0.0
842749bffffffff,3.0,0.0,0.0,0.0
842749dffffffff,19.0,0.0,0.0,0.0
84274abffffffff,4.0,0.0,0.0,0.0
84274b1ffffffff,4.0,0.0,0.0,0.0
84274b5ffffffff,38.0,0.0,0.0,0.0
84274b9ffffffff,20.0,0.0,0.0,0.0
84274bdffffffff,4.0,0.0,0.0,0.0
84274c9ffffffff,2.0,0.0,0.0,0.0
84274cbffffffff,14.0,0.0,0.0,0.0
84274d1ffffffff,12.0,0.0,0.0,0.0
84274d3ffffffff,37.0,0.0,0.0,0.0
84274d5ffffffff,2.0,0.0,0.0,0.0
84274d7ffffffff,45.0,0.0,0.0,0.0
84274dbffffffff,2.0,0.0,0.0,0.0
84274e3ffffffff,2.0,0.0,0.0,0.0
842751bffffffff,2.0,0.0,0.0,0.0
8427521ffffffff,2.0,0.0,0.0,0.0
8427527ffffffff,56.0,1.0,0.0,0.0
842752dffffffff,6.0,0.0,0.0,0.0
8427535ffffffff,1.0,0.0,0.0,0.0
8427537ffffffff,8.0,0.0,0.0,0.0
8427541ffffffff,12.0,0.0,0.0,0.0
8427561ffffffff,1.0,0.0,0.0,0.0
8427569ffffffff,9.0,0.0,0.0,0.0
8427581ffffffff,5.0,0.0,0.0,0.0
8427583ffffffff,3.0,0.0,0.0,0.0
8427587ffffffff,1.0,0.0,0.0,0.0
8427589ffffffff,1.0,0.0,0.0,0.0
8427593ffffffff,6.0,0.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0,0.0
842759bffffffff,2.0,0.0,0.0,0.0
842759dffffffff,3.0,0.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0,0.0
84275adffffffff,2.0,0.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0,0.0
84275cbffffffff,2.0,0.0,0.0,0.0
84275cdffffffff,4.0,0.0,0.0,0.0
84275d3ffffffff,3.0,0.0,0.0,0.0
84275d7ffffffff,10.0,0.0,0.0,0.0
84275d9ffffffff,21.0,0.0,0.0,0.0
84275e3ffffffff,2.0,0.0,0.0,0.0
84275e5ffffffff,1.0,0.0,0.0,0.0
8427631ffffffff,4.0,0.0,0.0,0.0
842763bffffffff,29.0,0.0,0.0,0.0
8427687ffffffff,2.0,0.0,0.0,0.0
8427691ffffffff,27.0,0.0,0.0,0.0
8427693ffffffff,9.0,0.0,0.0,0.0
8427699ffffffff,7.0,0.0,0.0,0.0
84276a1ffffffff,1.0,0.0,0.0,0.0
84276abffffffff,1.0,0.0,0.0,0.0
84276b7ffffffff,1.0,0.0,0.0,0.0
84276bdffffffff,7.0,0.0,0.0,0.0
84276d3ffffffff,4.0,0.0,0.0,0.0
842770dffffffff,4.0,0.0,0.0,0.0
842773bffffffff,5.0,0.0,0.0,0.0
8428985ffffffff,3.0,0.0,0.0,0.0
842a065ffffffff,19.0,3.0,0.0,0.0
842a06dffffffff,14.0,0.0,0.0,0.0
842a101ffffffff,27.0,0.0,0.0,0.0
842a103ffffffff,11.0,0.0,0.0,0.0
842a105ffffffff,8.0,0.0,0.0,0.0
842a107ffffffff,15.0,3.0,0.0,0.0
842a109ffffffff,25.0,23.0,0.0,0.0
842a10bffffffff,5.0,0.0,0.0,0.0
842a10dffffffff,28.0,1.0,0.0,0.0
842a121ffffffff,3.0,0.0,0.0,0.0
842a123ffffffff,3745.0,0.0,0.0,0.0
842a127ffffffff,564.0,0.0,0.0,0.0
842a12bffffffff,45.0,11.0,0.0,0.0
842a135ffffffff,6029.0,4.0,0.0,0.0
842a13dffffffff,278.0,1.0,0.0,0.0
842a141ffffffff,1.0,1.0,0.0,0.0
842a143ffffffff,5.0,5.0,0.0,0.0
842a145ffffffff,7.0,1.0,0.0,0.0
842a147ffffffff,3.0,0.0,0.0,0.0
842a149ffffffff,30.0,0.0,0.0,0.0
842a14bffffffff,4.0,2.0,0.0,0.0
842a14dffffffff,17.0,1.0,0.0,0.0
842a157ffffffff,1.0,0.0,0.0,0.0
842a159ffffffff,5.0,0.0,0.0,0.0
842a15dffffffff,5.0,3.0,0.0,0.0
842a163ffffffff,6.0,0.0,0.0,0.0
842a169ffffffff,22.0,0.0,0.0,0.0
842a16bffffffff,5.0,0.0,0.0,0.0
842a187ffffffff,9.0,0.0,0.0,0.0
842a1a5ffffffff,1.0,0.0,0.0,0.0
842a303ffffffff,3.0,0.0,0.0,0.0
842a305ffffffff,5.0,0.0,0.0,0.0
842a307ffffffff,25.0,2.0,0.0,0.0
842a309ffffffff,32.0,0.0,0.0,0.0
842a30dffffffff,32.0,0.0,0.0,0.0
842a311ffffffff,31.0,1.0,0.0,0.0
842a313ffffffff,27.0,0.0,0.0,0.0
842a315ffffffff,14.0,0.0,0.0,0.0
842a317ffffffff,36.0,1.0,0.0,0.0
842a31dffffffff,4.0,0.0,0.0,0.0
842a321ffffffff,1.0,1.0,0.0,0.0
842a323ffffffff,2.0,0.0,0.0,0.0
842a325ffffffff,4.0,0.0,0.0,0.0
842a327ffffffff,4.0,0.0,0.0,0.0
842a329ffffffff,5.0,0.0,0.0,0.0
842a32bffffffff,6.0,0.0,0.0,0.0
842a32dffffffff,16.0,0.0,0.0,0.0
842a339ffffffff,8.0,4.0,0.0,0.0
842a33bffffffff,28.0,1.0,0.0,0.0
842a33dffffffff,7.0,0.0,0.0,0.0
842a341ffffffff,6.0,0.0,0.0,0.0
842a349ffffffff,52.0,0.0,0.0,0.0
842a363ffffffff,9.0,0.0,0.0,0.0
842a365ffffffff,8.0,0.0,0.0,0.0
842a801ffffffff,21.0,0.0,0.0,0.0
842a80bffffffff,4.0,4.0,0.0,0.0
842a813ffffffff,1.0,0.0,0.0,0.0
842a819ffffffff,4.0,4.0,0.0,0.0
842a81bffffffff,1.0,0.0,0.0,0.0
842a81dffffffff,1.0,0.0,0.0,0.0
842a845ffffffff,1.0,0.0,0.0,0.0
842a84dffffffff,5.0,0.0,0.0,0.0
842a853ffffffff,1.0,0.0,0.0,0.0
842a855ffffffff,1.0,0.0,0.0,0.0
842a859ffffffff,2.0,0.0,0.0,0.0
842a85bffffffff,2.0,0.0,0.0,0.0
842a86dffffffff,1.0,0.0,0.0,0.0
842a883ffffffff,2.0,0.0,0.0,0.0
842a8b1ffffffff,4.0,0.0,0.0,0.0
842a8c1ffffffff,2.0,0.0,0.0,0.0
842a8c9ffffffff,2.0,0.0,0.0,0.0
842a8e3ffffffff,3.0,0.0,0.0,0.0
842a91dffffffff,1.0,0.0,0.0,0.0
842a931ffffffff,1.0,0.0,0.0,0.0
842a93dffffffff,1.0,1.0,0.0,0.0
842a955ffffffff,2.0,0.0,0.0,0.0
842a957ffffffff,2.0,2.0,0.0,0.0
842a997ffffffff,1.0,0.0,0.0,0.0
842a9a9ffffffff,1.0,1.0,0.0,0.0
842a9adffffffff,5.0,0.0,0.0,0.0
842a9c7ffffffff,2.0,0.0,0.0,0.0
842aa11ffffffff,2.0,0.0,0.0,0.0
842aa13ffffffff,4.0,0.0,0.0,0.0
842aa17ffffffff,5.0,0.0,0.0,0.0
842aa1dffffffff,8.0,0.0,0.0,0.0
842aa23ffffffff,2.0,0.0,0.0,0.0
842aa25ffffffff,1.0,0.0,0.0,0.0
842aa31ffffffff,6.0,0.0,0.0,0.0
842aa33ffffffff,11.0,0.0,0.0,0.0
842aa41ffffffff,2.0,0.0,0.0,0.0
842aa49ffffffff,2.0,0.0,0.0,0.0
842aa4bffffffff,1.0,0.0,0.0,0.0
842aa4dffffffff,2.0,0.0,0.0,0.0
842aa5dffffffff,1.0,0.0,0.0,0.0
842aa67ffffffff,4.0,0.0,0.0,0.0
842aa81ffffffff,7.0,0.0,0.0,0.0
842aa83ffffffff,12.0,0.0,0.0,0.0
842aa85ffffffff,39.0,13.0,0.0,0.0
842aa87ffffffff,12.0,11.0,0.0,0.0
842aa89ffffffff,22.0,2.0,0.0,0.0
842aa8bffffffff,5.0,0.0,0.0,0.0
842aa8dffffffff,7.0,0.0,0.0,0.0
842aa91ffffffff,1.0,0.0,0.0,0.0
842aa95ffffffff,1.0,0.0,0.0,0.0
842aa9dffffffff,5.0,0.0,0.0,0.0
842aaa1ffffffff,7.0,3.0,0.0,0.0
842aaa3ffffffff,3.0,0.0,0.0,0.0
842aaa9ffffffff,27.0,0.0,0.0,0.0
842aaabffffffff,51.0,15.0,0.0,0.0
842aab1ffffffff,3.0,0.0,0.0,0.0
842aab3ffffffff,2.0,0.0,0.0,0.0
842aac1ffffffff,5.0,0.0,0.0,0.0
842aac5ffffffff,1.0,0.0,0.0,0.0
842aac7ffffffff,3.0,0.0,0.0,0.0
842aac9ffffffff,6017.0,0.0,0.0,0.0
842aacbffffffff,510.0,0.0,0.0,0.0
842aacdffffffff,3.0,3.0,0.0,0.0
842aad1ffffffff,41.0,4.0,0.0,0.0
842aad5ffffffff,32.0,18.0,0.0,0.0
842aad9ffffffff,8.0,2.0,0.0,0.0
842aadbffffffff,8.0,0.0,0.0,0.0
842aaddffffffff,20.0,15.0,0.0,0.0
842aae3ffffffff,8.0,0.0,0.0,0.0
842aae5ffffffff,1.0,0.0,0.0,0.0
842aae7ffffffff,3.0,0.0,0.0,0.0
842aaedffffffff,29.0,3.0,0.0,0.0
842ab05ffffffff,40.0,38.0,0.0,0.0
842ab09ffffffff,5.0,5.0,0.0,0.0
842ab0dffffffff,3.0,3.0,0.0,0.0
842ab1bffffffff,3.0,0.0,0.0,0.0
842ab21ffffffff,70.0,8.0,0.0,0.0
842ab23ffffffff,109.0,57.0,0.0,0.0
842ab25ffffffff,171.0,3.0,0.0,0.0
842ab27ffffffff,4.0,0.0,0.0,0.0
842ab29ffffffff,15.0,0.0,0.0,0.0
842ab2bffffffff,349.0,202.0,0.0,0.0
842ab2dffffffff,377.0,0.0,0.0,0.0
842ab31ffffffff,1.0,0.0,0.0,0.0
842ab39ffffffff,8.0,0.0,0.0,0.0
842ab3bffffffff,2.0,0.0,0.0,0.0
842ab41ffffffff,3.0,0.0,0.0,0.0
842ab43ffffffff,1.0,1.0,0.0,0.0
842ab45ffffffff,2.0,0.0,0.0,0.0
842ab47ffffffff,2.0,0.0,0.0,0.0
842ab49ffffffff,4.0,2.0,0.0,0.0
842ab4bffffffff,62.0,0.0,0.0,0.0
842ab55ffffffff,189.0,163.0,0.0,0.0
842ab59ffffffff,4.0,0.0,0.0,0.0
842ab5dffffffff,16.0,2.0,0.0,0.0
842ab63ffffffff,1.0,1.0,0.0,0.0
842ab67ffffffff,23.0,0.0,0.0,0.0
842ab6bffffffff,2.0,0.0,0.0,0.0
842ad37ffffffff,2.0,2.0,0.0,0.0
842ad6dffffffff,9.0,0.0,0.0,0.0
842af0dffffffff,2.0,0.0,0.0,0.0
842af39ffffffff,2.0,0.0,0.0,0.0
842af63ffffffff,9.0,0.0,0.0,0.0
842af69ffffffff,1.0,0.0,0.0,0.0
842af6bffffffff,1.0,1.0,0.0,0.0
842af6dffffffff,1.0,0.0,0.0,0.0
842b001ffffffff,2.0,0.0,0.0,0.0
842b003ffffffff,4.0,0.0,0.0,0.0
842b007ffffffff,17.0,0.0,0.0,0.0
842b00bffffffff,4.0,0.0,0.0,0.0
842b013ffffffff,314.0,0.0,0.0,0.0
842b01dffffffff,1.0,0.0,0.0,0.0
842b031ffffffff,2.0,0.0,0.0,0.0
842b039ffffffff,2.0,0.0,0.0,0.0
842b03bffffffff,152.0,2.0,0.0,0.0
842b0e1ffffffff,9.0,0.0,0.0,0.0
842b0e9ffffffff,2.0,0.0,0.0,0.0
842b121ffffffff,41.0,0.0,0.0,0.0
842b125ffffffff,6.0,0.0,0.0,0.0
842b161ffffffff,24.0,0.0,0.0,0.0
842b167ffffffff,22.0,0.0,0.0,0.0
842b181ffffffff,2.0,0.0,0.0,0.0
842b187ffffffff,9.0,0.0,0.0,0.0
842b189ffffffff,6.0,0.0,0.0,0.0
842b199ffffffff,4.0,0.0,0.0,0.0
842b1a5ffffffff,10.0,0.0,0.0,0.0
842b1a9ffffffff,2.0,0.0,0.0,0.0
842b1abffffffff,6.0,0.0,0.0,0.0
842b1c9ffffffff,2.0,0.0,0.0,0.0
842b1cbffffffff,8.0,0.0,0.0,0.0
842b1d1ffffffff,2.0,0.0,0.0,0.0
842b1d5ffffffff,7.0,0.0,0.0,0.0
842b1d7ffffffff,1.0,0.0,0.0,0.0
842b1d9ffffffff,4.0,0.0,0.0,0.0
842b303ffffffff,156.0,0.0,0.0,0.0
842b315ffffffff,14.0,0.0,0.0,0.0
842b801ffffffff,2.0,0.0,0.0,0.0
842b811ffffffff,16.0,0.0,0.0,0.0
842b813ffffffff,98.0,0.0,0.0,0.0
842b815ffffffff,116.0,0.0,0.0,0.0
842b817ffffffff,9.0,0.0,0.0,0.0
842b81bffffffff,34.0,0.0,0.0,0.0
842b831ffffffff,23.0,0.0,0.0,0.0
842b833ffffffff,6.0,0.0,0.0,0.0
842b835ffffffff,10.0,0.0,0.0,0.0
842b83bffffffff,256.0,6.0,0.0,0.0
842b851ffffffff,2.0,0.0,0.0,0.0
842b853ffffffff,3.0,0.0,0.0,0.0
842b88bffffffff,1.0,0.0,0.0,0.0
842b891ffffffff,111.0,0.0,0.0,0.0
842b893ffffffff,49.0,0.0,0.0,0.0
842b895ffffffff,2.0,0.0,0.0,0.0
842b897ffffffff,6.0,0.0,0.0,0.0
842b899ffffffff,13.0,0.0,0.0,0.0
842b89bffffffff,16.0,0.0,0.0,0.0
842b89dffffffff,1.0,0.0,0.0,0.0
842b8a9ffffffff,1.0,0.0,0.0,0.0
842b8adffffffff,4.0,0.0,0.0,0.0
842b8b9ffffffff,4.0,0.0,0.0,0.0
842b8cbffffffff,5.0,0.0,0.0,0.0
842b8d5ffffffff,6.0,0.0,0.0,0.0
842b8d7ffffffff,8.0,0.0,0.0,0.0
842b8dbffffffff,6.0,0.0,0.0,0.0
842b8ddffffffff,15.0,0.0,0.0,0.0
842b8e1ffffffff,9.0,3.0,0.0,0.0
842b8e5ffffffff,31.0,5.0,0.0,0.0
842b8e7ffffffff,34.0,4.0,0.0,0.0
842b8e9ffffffff,11.0,0.0,0.0,0.0
842b911ffffffff,1.0,0.0,0.0,0.0
842b915ffffffff,2.0,0.0,0.0,0.0
842b947ffffffff,5.0,0.0,0.0,0.0
842b949ffffffff,10.0,0.0,0.0,0.0
842b983ffffffff,1.0,0.0,0.0,0.0
842b985ffffffff,1.0,0.0,0.0,0.0
842b987ffffffff,1.0,0.0,0.0,0.0
842b98bffffffff,112.0,0.0,0.0,0.0
842b98dffffffff,6.0,0.0,0.0,0.0
842b993ffffffff,4.0,0.0,0.0,0.0
842b999ffffffff,2.0,2.0,0.0,0.0
842b99dffffffff,14.0,0.0,0.0,0.0
842b9a9ffffffff,8.0,0.0,0.0,0.0
842b9abffffffff,4.0,0.0,0.0,0.0
842b9adffffffff,2.0,0.0,0.0,0.0
842b9b1ffffffff,10.0,8.0,0.0,0.0
842b9b3ffffffff,42.0,33.0,0.0,0.0
842b9b5ffffffff,173.0,81.0,0.0,0.0
842b9b7ffffffff,5.0,2.0,0.0,0.0
842b9bbffffffff,4.0,4.0,0.0,0.0
842b9bdffffffff,44.0,27.0,0.0,0.0
842b9cdffffffff,2.0,0.0,0.0,0.0
842b9d1ffffffff,4.0,0.0,0.0,0.0
842b9d3ffffffff,28.0,4.0,0.0,0.0
842b9d7ffffffff,25.0,0.0,0.0,0.0
842b9d9ffffffff,4.0,0.0,0.0,0.0
842b9dbffffffff,316.0,6.0,0.0,0.0
842b9e1ffffffff,2.0,0.0,0.0,0.0
842b9e3ffffffff,21.0,0.0,0.0,0.0
842b9e7ffffffff,4.0,0.0,0.0,0.0
842b9ebffffffff,49.0,10.0,0.0,0.0
842ba01ffffffff,3.0,0.0,0.0,0.0
842ba09ffffffff,2.0,0.0,0.0,0.0
842ba13ffffffff,12.0,0.0,0.0,0.0
842ba55ffffffff,15.0,0.0,0.0,0.0
842ba5bffffffff,3.0,0.0,0.0,0.0
842ba85ffffffff,35.0,0.0,0.0,0.0
842ba87ffffffff,88.0,3.0,0.0,0.0
842ba89ffffffff,1.0,0.0,0.0,0.0
842ba8bffffffff,1.0,0.0,0.0,0.0
842ba91ffffffff,2.0,0.0,0.0,0.0
842ba95ffffffff,2.0,0.0,0.0,0.0
842ba97ffffffff,2.0,0.0,0.0,0.0
842baa1ffffffff,33.0,0.0,0.0,0.0
842baa3ffffffff,12.0,0.0,0.0,0.0
842baa5ffffffff,40.0,0.0,0.0,0.0
842baa9ffffffff,2.0,0.0,0.0,0.0
842baabffffffff,16.0,0.0,0.0,0.0
842baadffffffff,10.0,0.0,0.0,0.0
842bab7ffffffff,4.0,2.0,0.0,0.0
842bab9ffffffff,3.0,0.0,0.0,0.0
842bac3ffffffff,7.0,0.0,0.0,0.0
842bac5ffffffff,190.0,0.0,0.0,0.0
842bac7ffffffff,9.0,0.0,0.0,0.0
842bacdffffffff,50.0,0.0,0.0,0.0
842bae1ffffffff,3.0,0.0,0.0,0.0
842bae7ffffffff,4.0,0.0,0.0,0.0
842bae9ffffffff,3.0,0.0,0.0,0.0
8444125ffffffff,222.0,3.0,0.0,0.0
8444127ffffffff,9.0,0.0,0.0,0.0
844412dffffffff,49.0,0.0,0.0,0.0
84441a1ffffffff,24.0,20.0,0.0,0.0
84441a5ffffffff,3.0,0.0,0.0,0.0
84441abffffffff,38.0,13.0,0.0,0.0
84441e5ffffffff,4.0,0.0,0.0,0.0
8444401ffffffff,3.0,0.0,0.0,0.0
8444409ffffffff,4.0,0.0,0.0,0.0
8444413ffffffff,2.0,0.0,0.0,0.0
844445dffffffff,1.0,0.0,0.0,0.0
8444461ffffffff,5.0,0.0,0.0,0.0
8444465ffffffff,2.0,0.0,0.0,0.0
8444499ffffffff,1.0,0.0,0.0,0.0
844449dffffffff,10.0,0.0,0.0,0.0
84444c5ffffffff,6.0,0.0,0.0,0.0
84444c7ffffffff,3.0,0.0,0.0,0.0
84444cdffffffff,1.0,0.0,0.0,0.0
844450dffffffff,1.0,0.0,0.0,0.0
8444525ffffffff,1.0,0.0,0.0,0.0
8444555ffffffff,1.0,0.0,0.0,0.0
84445c1ffffffff,1.0,0.0,0.0,0.0
84445d9ffffffff,1.0,0.0,0.0,0.0
84446b7ffffffff,1.0,0.0,0.0,0.0
84446c3ffffffff,2.0,0.0,0.0,0.0
84446c5ffffffff,1.0,0.0,0.0,0.0
84446cbffffffff,1.0,0.0,0.0,0.0
8444a19ffffffff,17.0,0.0,0.0,0.0
8444a1bffffffff,13.0,0.0,0.0,0.0
8444a53ffffffff,316.0,3.0,0.0,0.0
8444a57ffffffff,4.0,0.0,0.0,0.0
8444a83ffffffff,2.0,0.0,0.0,0.0
8444a8bffffffff,2.0,2.0,0.0,0.0
8444a93ffffffff,8.0,0.0,0.0,0.0
8444a97ffffffff,2.0,0.0,0.0,0.0
8444a9bffffffff,8.0,0.0,0.0,0.0
8444abbffffffff,1.0,0.0,0.0,0.0
8444c13ffffffff,4.0,0.0,0.0,0.0
8444c25ffffffff,1.0,0.0,0.0,0.0
8444c27ffffffff,1.0,0.0,0.0,0.0
8444c87ffffffff,1.0,0.0,0.0,0.0
8444c99ffffffff,3.0,0.0,0.0,0.0
8444ca3ffffffff,1.0,0.0,0.0,0.0
8444cb3ffffffff,1.0,0.0,0.0,0.0
