cell_id,Formicarius nigricapillus,Formicarius nigricapillus nigricapillus,Formicarius nigricapillus destructus
826617fffffffff,7.0,0.0,0.0
82661ffffffffff,122.0,0.0,0.0
8266a7fffffffff,51.0,0.0,0.0
8266b7fffffffff,387.0,0.0,0.0
8266d7fffffffff,456.0,0.0,0.0
8266e7fffffffff,2.0,0.0,0.0
8266f7fffffffff,279.0,0.0,0.0
82679ffffffffff,4.0,0.0,0.0
826d6ffffffffff,697.0,0.0,0.0
828f27fffffffff,1.0,0.0,0.0
828f2ffffffffff,218.0,0.0,0.0
