cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
8412cabffffffff,2.0,0.0,0.0
8412ccdffffffff,78.0,0.0,0.0
8412cd9ffffffff,15.0,0.0,0.0
8412d11ffffffff,6.0,0.0,0.0
8412d17ffffffff,15.0,0.0,0.0
8412d19ffffffff,7.0,0.0,0.0
8412d23ffffffff,10.0,0.0,0.0
8412d3bffffffff,7.0,0.0,0.0
8412d85ffffffff,14.0,3.0,11.0
8412d89ffffffff,9.0,0.0,1.0
8412d8dffffffff,4.0,0.0,0.0
8412da1ffffffff,3.0,0.0,1.0
8412da9ffffffff,5.0,0.0,0.0
8412dc3ffffffff,7.0,0.0,0.0
8412dc7ffffffff,1.0,0.0,0.0
8412dd7ffffffff,1.0,0.0,1.0
8412de3ffffffff,3.0,0.0,3.0
8412de5ffffffff,4.0,0.0,0.0
8412e13ffffffff,8.0,0.0,0.0
8412e17ffffffff,2.0,0.0,0.0
8412e3dffffffff,2.0,0.0,0.0
8412ea5ffffffff,9.0,0.0,0.0
8412ea7ffffffff,4.0,0.0,0.0
8412f6dffffffff,4.0,0.0,0.0
841383dffffffff,4.0,0.0,0.0
8413867ffffffff,1.0,0.0,0.0
841aa07ffffffff,19.0,0.0,0.0
841aa23ffffffff,7.0,0.0,0.0
841aa35ffffffff,5.0,0.0,0.0
841aa3dffffffff,17.0,0.0,0.0
841aa69ffffffff,2.0,0.0,0.0
841b997ffffffff,2.0,0.0,0.0
841b9a9ffffffff,3.0,0.0,0.0
8426015ffffffff,5.0,0.0,0.0
8426017ffffffff,5.0,0.0,0.0
842603dffffffff,4.0,0.0,0.0
8426085ffffffff,2.0,0.0,0.0
842608bffffffff,2.0,0.0,0.0
842608dffffffff,14.0,0.0,0.0
84260a1ffffffff,6.0,0.0,0.0
84260b9ffffffff,1.0,0.0,0.0
84260bdffffffff,1.0,1.0,0.0
84260d9ffffffff,15.0,0.0,0.0
84260e3ffffffff,10.0,0.0,0.0
84260e7ffffffff,2.0,0.0,0.0
84260ebffffffff,2.0,0.0,0.0
8426111ffffffff,2.0,0.0,0.0
842611dffffffff,2.0,0.0,0.0
842612bffffffff,4.0,0.0,0.0
842612dffffffff,2.0,0.0,0.0
8426133ffffffff,2.0,0.0,0.0
842614bffffffff,1.0,0.0,0.0
8426209ffffffff,2.0,0.0,0.0
842620bffffffff,2.0,0.0,0.0
8426217ffffffff,2.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0
842624bffffffff,2.0,0.0,0.0
8426261ffffffff,2.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0
8426287ffffffff,2.0,0.0,0.0
8426291ffffffff,4.0,0.0,0.0
84262a1ffffffff,1.0,0.0,0.0
84262adffffffff,2.0,0.0,0.0
84262b3ffffffff,27.0,3.0,0.0
84262d9ffffffff,1.0,0.0,0.0
8426365ffffffff,2.0,0.0,0.0
8426369ffffffff,2.0,0.0,0.0
8426405ffffffff,12.0,0.0,0.0
8426413ffffffff,2.0,0.0,0.0
8426415ffffffff,3.0,0.0,0.0
8426421ffffffff,5.0,0.0,0.0
842642bffffffff,1.0,0.0,0.0
8426437ffffffff,3.0,0.0,0.0
8426439ffffffff,2.0,0.0,0.0
842643dffffffff,2.0,0.0,0.0
8426463ffffffff,27.0,0.0,0.0
8426489ffffffff,5.0,0.0,0.0
842648bffffffff,4.0,0.0,0.0
8426495ffffffff,3.0,0.0,0.0
84264a7ffffffff,1.0,0.0,0.0
84264b9ffffffff,1.0,0.0,0.0
84264bbffffffff,3.0,0.0,0.0
84264c1ffffffff,2.0,0.0,0.0
84264d1ffffffff,13.0,0.0,0.0
84264d9ffffffff,1.0,0.0,0.0
84264dbffffffff,6.0,3.0,0.0
84264ddffffffff,8.0,0.0,0.0
84264e5ffffffff,1.0,0.0,0.0
84264ebffffffff,2.0,0.0,0.0
842650dffffffff,2.0,0.0,0.0
8426515ffffffff,1.0,0.0,0.0
842651bffffffff,1.0,0.0,0.0
8426531ffffffff,6.0,0.0,0.0
8426533ffffffff,10.0,0.0,0.0
8426537ffffffff,2.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0
842653dffffffff,2.0,0.0,0.0
842655dffffffff,6.0,0.0,0.0
8426561ffffffff,2.0,0.0,0.0
8426563ffffffff,4.0,0.0,0.0
8426565ffffffff,17.0,0.0,0.0
8426567ffffffff,21.0,0.0,0.0
8426569ffffffff,2.0,0.0,0.0
842656dffffffff,4.0,0.0,0.0
8426587ffffffff,2.0,0.0,0.0
8426599ffffffff,4.0,0.0,0.0
842659bffffffff,3.0,0.0,0.0
84265b5ffffffff,13.0,0.0,0.0
84265c7ffffffff,2.0,0.0,0.0
84265cdffffffff,3.0,0.0,0.0
84265d7ffffffff,1.0,0.0,0.0
84265d9ffffffff,4.0,0.0,0.0
84265dbffffffff,14.0,0.0,0.0
84265e1ffffffff,4.0,0.0,0.0
8426607ffffffff,2.0,0.0,0.0
842660bffffffff,2.0,0.0,0.0
8426617ffffffff,2.0,0.0,0.0
842662bffffffff,1.0,0.0,0.0
842662dffffffff,4.0,0.0,0.0
8426641ffffffff,10.0,0.0,0.0
8426645ffffffff,4.0,0.0,0.0
8426649ffffffff,3.0,0.0,0.0
842664dffffffff,52.0,15.0,0.0
8426669ffffffff,9.0,0.0,0.0
842666bffffffff,5.0,0.0,0.0
8426689ffffffff,13.0,0.0,0.0
842668bffffffff,3.0,0.0,0.0
842669bffffffff,6.0,0.0,0.0
84266adffffffff,2.0,0.0,0.0
84266b1ffffffff,2.0,0.0,0.0
84266c3ffffffff,3.0,0.0,0.0
84266d3ffffffff,2.0,0.0,0.0
84266d5ffffffff,8.0,0.0,0.0
84266dbffffffff,12.0,0.0,0.0
8426705ffffffff,3.0,0.0,0.0
842670bffffffff,2.0,0.0,0.0
8426743ffffffff,2.0,0.0,0.0
8426747ffffffff,2.0,0.0,0.0
8426813ffffffff,8.0,0.0,0.0
8426817ffffffff,2.0,0.0,0.0
8426819ffffffff,16.0,0.0,0.0
842681bffffffff,104.0,0.0,0.0
8426833ffffffff,1.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0
8426853ffffffff,6.0,0.0,0.0
8426857ffffffff,8.0,0.0,0.0
8426859ffffffff,7.0,0.0,2.0
8426881ffffffff,21.0,0.0,2.0
8426889ffffffff,51.0,0.0,0.0
842688dffffffff,4.0,0.0,0.0
8426891ffffffff,4.0,0.0,0.0
8426893ffffffff,1.0,0.0,0.0
84268a9ffffffff,2.0,0.0,0.0
84268c5ffffffff,10.0,0.0,0.0
84268c7ffffffff,46.0,0.0,0.0
84268c9ffffffff,3.0,0.0,0.0
84268cdffffffff,65.0,0.0,0.0
84268d1ffffffff,2.0,0.0,0.0
84268d5ffffffff,19.0,0.0,0.0
84268d7ffffffff,2.0,0.0,0.0
84268dbffffffff,2.0,0.0,0.0
8426901ffffffff,2.0,0.0,0.0
8426905ffffffff,2.0,0.0,0.0
842690dffffffff,6.0,0.0,0.0
842691bffffffff,4.0,0.0,0.0
8426929ffffffff,2.0,0.0,0.0
8426961ffffffff,31.0,0.0,0.0
8426963ffffffff,14.0,0.0,0.0
8426969ffffffff,11.0,0.0,0.0
842696bffffffff,33.0,0.0,0.0
8426987ffffffff,22.0,0.0,0.0
8426989ffffffff,5.0,0.0,0.0
842698dffffffff,2.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,4.0,0.0,0.0
84269abffffffff,2.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0
84269c1ffffffff,10.0,0.0,0.0
84269c7ffffffff,2.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0
84269cdffffffff,5.0,0.0,0.0
84269d5ffffffff,6.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0
8426a87ffffffff,3.0,0.0,0.0
8426a8bffffffff,2.0,0.0,0.0
8426a8dffffffff,2.0,0.0,0.0
8426a97ffffffff,8.0,0.0,0.0
8426a9dffffffff,8.0,0.0,1.0
8426aa1ffffffff,2.0,0.0,0.0
8426aa5ffffffff,1.0,0.0,0.0
8426aa7ffffffff,6.0,0.0,0.0
8426aa9ffffffff,15.0,0.0,0.0
8426aabffffffff,2.0,0.0,0.0
8426ab3ffffffff,9.0,0.0,0.0
8426ab5ffffffff,3.0,0.0,0.0
8426ab7ffffffff,6.0,0.0,0.0
8426ab9ffffffff,1.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ae3ffffffff,8.0,0.0,0.0
8426ae7ffffffff,1.0,0.0,0.0
8426b23ffffffff,2.0,0.0,0.0
8426b3dffffffff,2.0,0.0,0.0
8426b51ffffffff,4.0,0.0,0.0
8426b63ffffffff,4.0,0.0,0.0
8426b67ffffffff,2.0,0.0,0.0
8426b69ffffffff,5.0,0.0,0.0
8426b6dffffffff,5.0,0.0,0.0
8426c19ffffffff,13.0,0.0,0.0
8426c5bffffffff,1.0,0.0,0.0
8426c65ffffffff,2.0,0.0,0.0
8426c85ffffffff,2.0,0.0,0.0
8426c87ffffffff,6.0,0.0,0.0
8426c89ffffffff,1.0,0.0,0.0
8426cb1ffffffff,2.0,0.0,0.0
8426cb9ffffffff,4.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0
8426cd5ffffffff,2.0,0.0,0.0
8426cd7ffffffff,3.0,0.0,0.0
8426ce1ffffffff,3.0,0.0,0.0
8426d2bffffffff,9.0,0.0,0.0
8426d5dffffffff,8.0,0.0,0.0
8426d6bffffffff,8.0,0.0,0.0
8426d95ffffffff,12.0,0.0,0.0
8426d9dffffffff,2.0,0.0,0.0
8426da1ffffffff,1.0,0.0,0.0
8426dbbffffffff,5.0,0.0,0.0
8426dd7ffffffff,2.0,0.0,0.0
8426ddbffffffff,6.0,0.0,0.0
8426de7ffffffff,20.0,0.0,0.0
8426e21ffffffff,4.0,0.0,0.0
8426e23ffffffff,2.0,0.0,0.0
8426e3dffffffff,3.0,0.0,0.0
8426e43ffffffff,4.0,0.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,4.0,0.0,0.0
8426e69ffffffff,2.0,0.0,0.0
8426e9dffffffff,5.0,0.0,0.0
8426ed1ffffffff,3.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0
8426eddffffffff,2.0,0.0,0.0
8426f25ffffffff,16.0,0.0,0.0
8426f27ffffffff,14.0,1.0,0.0
8426f2bffffffff,2.0,0.0,0.0
8426f2dffffffff,4.0,2.0,0.0
8426f51ffffffff,2.0,0.0,0.0
8426f6dffffffff,2.0,0.0,0.0
8427039ffffffff,3.0,0.0,0.0
8427085ffffffff,5.0,0.0,0.0
8427093ffffffff,2.0,0.0,0.0
842709bffffffff,1.0,0.0,0.0
842709dffffffff,2.0,0.0,0.0
84270b9ffffffff,1.0,0.0,0.0
84270d1ffffffff,3.0,3.0,0.0
84270d7ffffffff,4.0,0.0,0.0
84270d9ffffffff,1.0,1.0,0.0
84270dbffffffff,2.0,2.0,0.0
84270e1ffffffff,12.0,12.0,0.0
84270e3ffffffff,25.0,25.0,0.0
84270e7ffffffff,2.0,0.0,0.0
8427127ffffffff,1.0,0.0,0.0
8427129ffffffff,2.0,0.0,0.0
8427161ffffffff,2.0,0.0,0.0
8427189ffffffff,2.0,0.0,0.0
842719dffffffff,1.0,0.0,0.0
84271c9ffffffff,2.0,0.0,0.0
8427401ffffffff,1.0,0.0,0.0
8427409ffffffff,9.0,0.0,0.0
8427419ffffffff,1.0,0.0,0.0
8427421ffffffff,1.0,0.0,0.0
8427429ffffffff,5.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0
8427437ffffffff,7.0,0.0,0.0
8427441ffffffff,2.0,0.0,0.0
8427445ffffffff,4.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0
8427461ffffffff,3.0,0.0,0.0
8427463ffffffff,2.0,0.0,0.0
8427469ffffffff,6.0,0.0,0.0
842746bffffffff,4.0,0.0,0.0
842746dffffffff,1.0,0.0,0.0
8427481ffffffff,29.0,0.0,0.0
8427485ffffffff,19.0,0.0,0.0
8427487ffffffff,12.0,0.0,0.0
842748bffffffff,7.0,0.0,0.0
842748dffffffff,86.0,0.0,0.0
8427499ffffffff,30.0,0.0,0.0
842749dffffffff,2.0,0.0,0.0
84274abffffffff,7.0,0.0,0.0
84274b1ffffffff,6.0,2.0,0.0
84274b5ffffffff,8.0,0.0,0.0
84274b9ffffffff,26.0,0.0,0.0
84274c1ffffffff,6.0,0.0,0.0
84274cbffffffff,3.0,0.0,0.0
84274d1ffffffff,3.0,0.0,0.0
84274d3ffffffff,10.0,0.0,0.0
84274d7ffffffff,6.0,0.0,0.0
84274dbffffffff,4.0,0.0,0.0
84274ddffffffff,3.0,0.0,0.0
84274e1ffffffff,1.0,0.0,0.0
84274e3ffffffff,29.0,0.0,0.0
8427521ffffffff,4.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
8427529ffffffff,2.0,0.0,0.0
8427539ffffffff,1.0,1.0,0.0
8427541ffffffff,5.0,0.0,0.0
8427545ffffffff,7.0,0.0,0.0
842754dffffffff,4.0,0.0,0.0
8427553ffffffff,2.0,0.0,0.0
8427563ffffffff,3.0,0.0,0.0
8427569ffffffff,46.0,0.0,0.0
8427581ffffffff,14.0,0.0,0.0
8427585ffffffff,4.0,0.0,0.0
8427593ffffffff,10.0,0.0,0.0
8427597ffffffff,1.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759dffffffff,1.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0
84275b5ffffffff,5.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275c5ffffffff,2.0,0.0,0.0
84275cdffffffff,2.0,0.0,0.0
84275d1ffffffff,19.0,1.0,0.0
84275d3ffffffff,7.0,0.0,0.0
84275d9ffffffff,3.0,0.0,0.0
84275ddffffffff,4.0,0.0,0.0
84275e9ffffffff,3.0,0.0,0.0
8427609ffffffff,6.0,6.0,0.0
842760bffffffff,8.0,8.0,0.0
842760dffffffff,5.0,5.0,0.0
8427611ffffffff,2.0,2.0,0.0
8427613ffffffff,1.0,1.0,0.0
8427617ffffffff,9.0,9.0,0.0
8427631ffffffff,14.0,0.0,0.0
8427633ffffffff,2.0,1.0,0.0
8427637ffffffff,9.0,0.0,0.0
842763bffffffff,6.0,2.0,0.0
8427655ffffffff,1.0,1.0,0.0
8427657ffffffff,2.0,2.0,0.0
8427665ffffffff,2.0,2.0,0.0
8427687ffffffff,3.0,0.0,0.0
8427691ffffffff,5.0,0.0,0.0
8427699ffffffff,20.0,15.0,0.0
84276a1ffffffff,14.0,0.0,0.0
84276a3ffffffff,6.0,0.0,0.0
84276a5ffffffff,2.0,0.0,0.0
84276a7ffffffff,12.0,0.0,0.0
84276a9ffffffff,9.0,0.0,0.0
84276abffffffff,2.0,0.0,0.0
84276adffffffff,4.0,0.0,0.0
84276b1ffffffff,4.0,0.0,0.0
84276b7ffffffff,10.0,0.0,0.0
84276bbffffffff,4.0,0.0,0.0
84276bdffffffff,24.0,0.0,0.0
84276c1ffffffff,3.0,3.0,0.0
84276c3ffffffff,11.0,9.0,0.0
84276c7ffffffff,3.0,3.0,0.0
84276cbffffffff,17.0,17.0,0.0
84276d1ffffffff,35.0,33.0,0.0
84276d3ffffffff,43.0,40.0,0.0
84276d7ffffffff,71.0,71.0,0.0
84276e5ffffffff,2.0,0.0,0.0
84276ebffffffff,12.0,12.0,0.0
84276edffffffff,5.0,4.0,0.0
8427701ffffffff,2.0,0.0,0.0
8427705ffffffff,27.0,27.0,0.0
8427707ffffffff,2.0,2.0,0.0
8427709ffffffff,2.0,2.0,0.0
842770dffffffff,5.0,5.0,0.0
842771dffffffff,3.0,0.0,0.0
8427727ffffffff,1.0,0.0,0.0
8427729ffffffff,10.0,6.0,0.0
842773bffffffff,4.0,0.0,0.0
8427741ffffffff,2.0,2.0,0.0
8427759ffffffff,2.0,2.0,0.0
8427761ffffffff,8.0,8.0,0.0
8427763ffffffff,4.0,4.0,0.0
8427859ffffffff,2.0,0.0,0.0
842785dffffffff,2.0,0.0,0.0
84278b1ffffffff,2.0,0.0,0.0
84278c1ffffffff,1.0,0.0,0.0
84278c7ffffffff,2.0,0.0,0.0
8427945ffffffff,2.0,2.0,0.0
8427969ffffffff,4.0,0.0,0.0
8427a05ffffffff,1.0,0.0,0.0
8427a47ffffffff,2.0,0.0,0.0
8427a97ffffffff,2.0,0.0,0.0
8427aabffffffff,2.0,0.0,0.0
8427ab1ffffffff,8.0,0.0,0.0
8427ab7ffffffff,3.0,0.0,0.0
8427abdffffffff,3.0,0.0,0.0
8427ae5ffffffff,7.0,0.0,0.0
8427b13ffffffff,2.0,0.0,0.0
8427b29ffffffff,2.0,0.0,0.0
8427b2bffffffff,2.0,0.0,0.0
8428023ffffffff,20.0,0.0,9.0
842802bffffffff,75.0,2.0,18.0
8428069ffffffff,16.0,0.0,2.0
842806dffffffff,9.0,0.0,0.0
842810bffffffff,2.0,0.0,0.0
8428115ffffffff,1.0,0.0,0.0
8428133ffffffff,4.0,0.0,0.0
8428143ffffffff,1.0,0.0,1.0
8428149ffffffff,80.0,0.0,64.0
842814bffffffff,1.0,0.0,0.0
842814dffffffff,59.0,0.0,59.0
8428151ffffffff,6.0,0.0,0.0
8428155ffffffff,4.0,0.0,2.0
8428157ffffffff,10.0,0.0,0.0
842815bffffffff,2.0,0.0,2.0
8428181ffffffff,2.0,0.0,0.0
8428183ffffffff,12.0,0.0,4.0
8428189ffffffff,16.0,0.0,0.0
842818dffffffff,2.0,0.0,2.0
842819dffffffff,11.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0
84281b5ffffffff,6.0,0.0,0.0
84281c3ffffffff,13.0,0.0,2.0
84281c7ffffffff,3.0,0.0,0.0
84281c9ffffffff,4.0,0.0,0.0
84281cbffffffff,1.0,0.0,0.0
84281d5ffffffff,4.0,0.0,0.0
84281e1ffffffff,2.0,0.0,0.0
84281e5ffffffff,68.0,0.0,0.0
84281e7ffffffff,3.0,0.0,0.0
84281e9ffffffff,5.0,0.0,1.0
84281ebffffffff,3.0,0.0,0.0
84281edffffffff,7.0,0.0,0.0
8428229ffffffff,2.0,0.0,0.0
8428301ffffffff,25.0,0.0,0.0
8428303ffffffff,16.0,0.0,0.0
8428305ffffffff,11.0,0.0,4.0
8428307ffffffff,47.0,0.0,0.0
8428309ffffffff,85.0,0.0,1.0
842830bffffffff,12.0,0.0,5.0
842830dffffffff,35.0,0.0,5.0
8428315ffffffff,10.0,0.0,4.0
842831dffffffff,57.0,0.0,1.0
8428321ffffffff,15.0,0.0,11.0
8428323ffffffff,27.0,0.0,27.0
8428325ffffffff,2.0,0.0,0.0
8428327ffffffff,553.0,0.0,549.0
8428329ffffffff,6.0,0.0,0.0
842832bffffffff,3.0,0.0,0.0
8428333ffffffff,10.0,0.0,0.0
8428339ffffffff,5.0,0.0,0.0
842833bffffffff,1.0,0.0,1.0
8428341ffffffff,146.0,0.0,1.0
8428343ffffffff,133.0,0.0,11.0
8428345ffffffff,41.0,0.0,2.0
8428347ffffffff,24.0,0.0,0.0
842834dffffffff,46.0,1.0,21.0
8428355ffffffff,22.0,0.0,0.0
8428357ffffffff,43.0,0.0,0.0
8428361ffffffff,8.0,0.0,0.0
8428363ffffffff,69.0,0.0,2.0
8428367ffffffff,21.0,0.0,0.0
8428369ffffffff,1.0,0.0,0.0
842836bffffffff,51.0,0.0,4.0
8428801ffffffff,3.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0
842880dffffffff,5.0,0.0,0.0
8428811ffffffff,8.0,0.0,0.0
842881dffffffff,1.0,0.0,0.0
8428841ffffffff,38.0,0.0,0.0
8428843ffffffff,28.0,0.0,0.0
8428845ffffffff,2.0,0.0,0.0
8428847ffffffff,197.0,0.0,0.0
842884bffffffff,2.0,0.0,0.0
8428855ffffffff,2.0,0.0,0.0
8428857ffffffff,2.0,0.0,0.0
8428863ffffffff,1.0,0.0,0.0
8428881ffffffff,1.0,0.0,1.0
8428885ffffffff,2.0,0.0,2.0
8428887ffffffff,1.0,0.0,1.0
842888bffffffff,4.0,0.0,0.0
842888dffffffff,7.0,0.0,0.0
8428891ffffffff,2.0,0.0,2.0
8428893ffffffff,2.0,0.0,1.0
842889bffffffff,6.0,0.0,6.0
84288adffffffff,2.0,0.0,0.0
84288d3ffffffff,2.0,0.0,0.0
84288d5ffffffff,2.0,0.0,0.0
84288e3ffffffff,1.0,0.0,0.0
8428915ffffffff,2.0,0.0,0.0
842891bffffffff,2.0,0.0,0.0
8428923ffffffff,11.0,0.0,0.0
8428941ffffffff,13.0,0.0,0.0
8428945ffffffff,2.0,0.0,0.0
8428963ffffffff,6.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0
842898dffffffff,2.0,0.0,0.0
84289b3ffffffff,2.0,0.0,2.0
84289e3ffffffff,7.0,0.0,5.0
8428a11ffffffff,1.0,0.0,1.0
8428a35ffffffff,4.0,0.0,0.0
8428a91ffffffff,2.0,0.0,0.0
8428a93ffffffff,9.0,0.0,2.0
8428ad3ffffffff,2.0,0.0,0.0
8428ae1ffffffff,4.0,0.0,2.0
8428ae3ffffffff,2.0,0.0,0.0
8428ae9ffffffff,4.0,0.0,0.0
8428b01ffffffff,4.0,0.0,0.0
8428b07ffffffff,2.0,0.0,0.0
8428b0bffffffff,2.0,0.0,0.0
8428b11ffffffff,2.0,0.0,0.0
8428b21ffffffff,1.0,0.0,0.0
8428b27ffffffff,4.0,0.0,0.0
8428b2bffffffff,5.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0
8428b61ffffffff,4.0,0.0,0.0
8428b6dffffffff,5.0,0.0,0.0
8428c23ffffffff,3.0,0.0,0.0
8428c25ffffffff,2.0,0.0,0.0
8428c27ffffffff,1.0,0.0,0.0
8428c61ffffffff,5.0,0.0,0.0
8428c65ffffffff,1.0,0.0,0.0
8428d01ffffffff,5.0,0.0,3.0
8428d05ffffffff,3.0,0.0,0.0
8428d07ffffffff,17.0,0.0,4.0
8428d0dffffffff,4.0,0.0,2.0
8428d11ffffffff,2.0,0.0,2.0
8428d13ffffffff,1.0,0.0,0.0
8428d1bffffffff,26.0,4.0,3.0
8428d21ffffffff,2.0,0.0,2.0
8428d29ffffffff,4.0,0.0,0.0
8428d2bffffffff,10.0,0.0,0.0
8428d37ffffffff,3.0,0.0,0.0
8428d39ffffffff,2.0,0.0,0.0
8428d3dffffffff,12.0,0.0,0.0
8428d41ffffffff,59.0,0.0,12.0
8428d43ffffffff,2.0,0.0,0.0
8428d45ffffffff,9.0,0.0,2.0
8428d49ffffffff,115.0,0.0,0.0
8428d4dffffffff,6.0,0.0,6.0
8428d51ffffffff,3.0,0.0,3.0
8428d55ffffffff,21.0,0.0,4.0
8428d57ffffffff,9.0,0.0,2.0
8428d5dffffffff,5.0,0.0,2.0
8428d61ffffffff,9.0,0.0,9.0
8428d6bffffffff,10.0,0.0,4.0
8428d9dffffffff,2.0,0.0,0.0
8428dc5ffffffff,3.0,0.0,0.0
8428dc7ffffffff,8.0,0.0,0.0
8428dc9ffffffff,32.0,0.0,2.0
8428de1ffffffff,29.0,0.0,0.0
8428de9ffffffff,11.0,0.0,0.0
8428dedffffffff,2.0,0.0,0.0
8428e65ffffffff,1.0,0.0,0.0
8428f01ffffffff,47.0,0.0,0.0
8428f03ffffffff,4.0,0.0,0.0
8428f05ffffffff,30.0,0.0,0.0
8428f07ffffffff,11.0,0.0,0.0
8428f0dffffffff,2.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0
8428f15ffffffff,2.0,0.0,0.0
8428f17ffffffff,4.0,0.0,0.0
8428f19ffffffff,3.0,0.0,0.0
8428f21ffffffff,21.0,0.0,3.0
8428f23ffffffff,13.0,0.0,3.0
8428f25ffffffff,1.0,0.0,0.0
8428f27ffffffff,14.0,0.0,9.0
8428f29ffffffff,12.0,0.0,0.0
8428f35ffffffff,2.0,0.0,0.0
8428f37ffffffff,7.0,0.0,0.0
8428f3dffffffff,2.0,0.0,0.0
8428f4bffffffff,11.0,0.0,0.0
8428f51ffffffff,4.0,0.0,0.0
8428f57ffffffff,4.0,0.0,0.0
8428f59ffffffff,10.0,0.0,0.0
8428f5dffffffff,26.0,0.0,0.0
8428f67ffffffff,2.0,0.0,0.0
8429121ffffffff,6.0,0.0,0.0
8429125ffffffff,1.0,0.0,0.0
8429127ffffffff,25.0,0.0,2.0
8429135ffffffff,5.0,0.0,0.0
842913dffffffff,2.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0
84291a7ffffffff,92.0,0.0,39.0
842981bffffffff,2.0,0.0,0.0
8429849ffffffff,7.0,0.0,0.0
842984dffffffff,2.0,0.0,0.0
8429855ffffffff,7.0,0.0,0.0
8429869ffffffff,6.0,0.0,0.0
8429891ffffffff,14.0,0.0,12.0
8429893ffffffff,1.0,0.0,1.0
8429895ffffffff,1.0,0.0,0.0
8429899ffffffff,3.0,0.0,2.0
842989bffffffff,184.0,0.0,184.0
84298c9ffffffff,16.0,0.0,0.0
84298cbffffffff,2.0,0.0,0.0
84298cdffffffff,5.0,0.0,0.0
84298d9ffffffff,2.0,0.0,2.0
84298ddffffffff,1.0,0.0,0.0
8429951ffffffff,1.0,0.0,0.0
8429953ffffffff,5.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0
8429a01ffffffff,5.0,0.0,0.0
8429a03ffffffff,4.0,0.0,0.0
8429a05ffffffff,23.0,0.0,3.0
8429a07ffffffff,7.0,0.0,1.0
8429a09ffffffff,2.0,0.0,0.0
