cell_id,Egretta gularis,Egretta gularis gularis,Egretta gularis schistacea
842c823ffffffff,4.0,0.0,0.0
842c835ffffffff,7.0,0.0,1.0
842c933ffffffff,24.0,0.0,6.0
842c937ffffffff,3.0,0.0,0.0
842c93bffffffff,757.0,0.0,144.0
842c98dffffffff,5.0,0.0,0.0
842c9c5ffffffff,4.0,0.0,0.0
842c9c9ffffffff,27.0,0.0,1.0
842c9cbffffffff,2.0,0.0,0.0
842c9e3ffffffff,3.0,0.0,0.0
842c9e9ffffffff,15.0,0.0,12.0
842c9edffffffff,14.0,0.0,6.0
842db37ffffffff,1.0,0.0,0.0
843c927ffffffff,114.0,0.0,0.0
843c931ffffffff,19.0,0.0,0.0
843c93bffffffff,5.0,0.0,0.0
843c9e9ffffffff,4.0,0.0,0.0
843e2abffffffff,1.0,0.0,0.0
843e411ffffffff,66.0,0.0,1.0
843e413ffffffff,15.0,0.0,0.0
843e451ffffffff,2.0,0.0,0.0
843e457ffffffff,329.0,0.0,6.0
843e4a1ffffffff,1.0,0.0,0.0
843e4a3ffffffff,2.0,0.0,0.0
843e4a9ffffffff,5.0,0.0,0.0
843e4e3ffffffff,4.0,0.0,2.0
843e4e9ffffffff,3.0,0.0,0.0
843e583ffffffff,9.0,0.0,0.0
843e5b9ffffffff,1.0,0.0,0.0
843e5cbffffffff,2.0,0.0,0.0
843e5d5ffffffff,4.0,0.0,0.0
843e625ffffffff,10.0,0.0,0.0
843e631ffffffff,3.0,0.0,3.0
843e639ffffffff,3.0,0.0,3.0
843e685ffffffff,1.0,0.0,0.0
843e689ffffffff,673.0,0.0,115.0
843e68dffffffff,507.0,0.0,75.0
843e6a1ffffffff,3.0,0.0,0.0
843e6a3ffffffff,6.0,0.0,2.0
843e6a7ffffffff,20.0,0.0,3.0
843e6abffffffff,3.0,0.0,0.0
843f5bbffffffff,1.0,0.0,0.0
8442305ffffffff,2.0,0.0,0.0
8442307ffffffff,8.0,0.0,0.0
844231dffffffff,6.0,0.0,0.0
8442331ffffffff,14.0,0.0,0.0
8442333ffffffff,29.0,0.0,0.0
8442337ffffffff,5.0,0.0,0.0
8442345ffffffff,2.0,0.0,0.0
8442369ffffffff,3.0,0.0,0.0
8442c01ffffffff,492.0,0.0,0.0
8442c03ffffffff,3.0,0.0,0.0
8442c05ffffffff,56.0,0.0,0.0
8442c07ffffffff,12.0,0.0,0.0
8442c09ffffffff,10.0,0.0,0.0
8442c0bffffffff,13.0,0.0,0.0
8442c0dffffffff,532.0,0.0,0.0
8442c11ffffffff,4.0,0.0,0.0
8442c13ffffffff,115.0,0.0,0.0
8442c19ffffffff,10.0,0.0,0.0
8442c1bffffffff,22.0,0.0,0.0
8442c1dffffffff,19.0,0.0,0.0
8442c21ffffffff,8.0,0.0,0.0
8442c25ffffffff,16.0,0.0,0.0
8442c27ffffffff,11.0,0.0,0.0
8442c29ffffffff,2.0,0.0,0.0
8442c2dffffffff,257.0,0.0,0.0
8442c33ffffffff,1.0,0.0,0.0
8442c35ffffffff,2.0,0.0,0.0
8442c3dffffffff,2.0,0.0,0.0
8442c41ffffffff,11.0,0.0,0.0
8442c43ffffffff,20.0,0.0,0.0
8442c45ffffffff,33.0,0.0,0.0
8442c47ffffffff,141.0,0.0,0.0
8442c49ffffffff,7.0,0.0,0.0
8442c4bffffffff,61.0,0.0,0.0
8442c4dffffffff,15.0,0.0,0.0
8442c51ffffffff,5.0,0.0,0.0
8442c53ffffffff,9.0,0.0,0.0
8442c55ffffffff,7.0,0.0,0.0
8442c57ffffffff,50.0,0.0,0.0
8442c59ffffffff,2.0,0.0,0.0
8442c5bffffffff,5.0,0.0,0.0
8442c5dffffffff,76.0,0.0,0.0
8442c61ffffffff,153.0,0.0,0.0
8442c63ffffffff,11.0,0.0,0.0
8442c67ffffffff,47.0,0.0,0.0
8442c69ffffffff,199.0,0.0,0.0
8442c6bffffffff,3.0,0.0,0.0
8442c6dffffffff,52.0,0.0,0.0
8442ca5ffffffff,10.0,0.0,0.0
8442ca9ffffffff,9.0,0.0,0.0
8442cabffffffff,5.0,0.0,0.0
8442cbdffffffff,2.0,0.0,0.0
8442cc5ffffffff,20.0,0.0,0.0
8442cc7ffffffff,3.0,0.0,0.0
8442ccdffffffff,1.0,0.0,0.0
8442cd5ffffffff,2.0,0.0,0.0
8442ce1ffffffff,13.0,0.0,0.0
8442ce3ffffffff,20.0,0.0,0.0
8442ce5ffffffff,30.0,0.0,0.0
8442ce7ffffffff,80.0,0.0,0.0
8442ce9ffffffff,97.0,0.0,0.0
8442cebffffffff,7.0,0.0,0.0
8442cedffffffff,3.0,0.0,0.0
8442d13ffffffff,19.0,0.0,0.0
8442d1bffffffff,9.0,0.0,0.0
8442d5bffffffff,15.0,0.0,0.0
8442d89ffffffff,14.0,0.0,0.0
8442d93ffffffff,8.0,0.0,0.0
8442d95ffffffff,76.0,0.0,0.0
8442d99ffffffff,19.0,0.0,0.0
8442d9dffffffff,23.0,0.0,0.0
8442db5ffffffff,591.0,0.0,0.0
8442db9ffffffff,4.0,0.0,0.0
8442dbdffffffff,36.0,0.0,0.0
8442dc1ffffffff,2.0,0.0,0.0
8442dc3ffffffff,86.0,0.0,0.0
8442dc5ffffffff,23.0,0.0,0.0
8442dc7ffffffff,12.0,0.0,0.0
8442dc9ffffffff,2.0,0.0,0.0
8442dcdffffffff,65.0,0.0,0.0
8442dd1ffffffff,176.0,0.0,0.0
8442dd3ffffffff,18.0,0.0,0.0
8442dd5ffffffff,37.0,0.0,0.0
8442dd7ffffffff,5.0,0.0,0.0
8442dd9ffffffff,165.0,0.0,0.0
8442ddbffffffff,7.0,0.0,0.0
8442e05ffffffff,1.0,0.0,0.0
8442e23ffffffff,13.0,0.0,0.0
8442e27ffffffff,24.0,0.0,0.0
8442e31ffffffff,1.0,0.0,0.0
8442e35ffffffff,12.0,0.0,0.0
8442e37ffffffff,32.0,0.0,0.0
8442e45ffffffff,28.0,0.0,0.0
8442e47ffffffff,1.0,0.0,0.0
8442e6bffffffff,15.0,0.0,0.0
8442ea1ffffffff,3.0,0.0,0.0
8442ea5ffffffff,4.0,0.0,0.0
8442ea9ffffffff,15.0,0.0,0.0
8442ee3ffffffff,1.0,0.0,0.0
8443101ffffffff,2.0,0.0,0.0
8443107ffffffff,13.0,0.0,2.0
8443133ffffffff,10.0,0.0,0.0
8443139ffffffff,7.0,0.0,0.0
844313bffffffff,74.0,0.0,1.0
8443145ffffffff,6.0,0.0,0.0
8443163ffffffff,19.0,0.0,0.0
844318dffffffff,3.0,0.0,0.0
84431adffffffff,22.0,0.0,0.0
84431e1ffffffff,67.0,0.0,0.0
84431e3ffffffff,68.0,0.0,0.0
84431e5ffffffff,3.0,0.0,0.0
84431e7ffffffff,9.0,0.0,0.0
84431e9ffffffff,130.0,0.0,1.0
84431edffffffff,27.0,0.0,2.0
8443321ffffffff,2.0,0.0,0.0
8443327ffffffff,5.0,0.0,0.0
8443329ffffffff,2.0,0.0,0.0
8443341ffffffff,10.0,0.0,0.0
8443345ffffffff,3.0,0.0,0.0
8443347ffffffff,2.0,0.0,0.0
8443367ffffffff,2.0,0.0,0.0
8443881ffffffff,5.0,0.0,0.0
8443885ffffffff,2.0,0.0,0.0
8443887ffffffff,2.0,0.0,2.0
8443889ffffffff,27.0,0.0,0.0
84438a3ffffffff,4.0,0.0,1.0
84438a7ffffffff,2.0,0.0,2.0
84438abffffffff,12.0,0.0,1.0
84438bdffffffff,11.0,0.0,2.0
84438c1ffffffff,17.0,0.0,4.0
84438c3ffffffff,137.0,0.0,49.0
84438c9ffffffff,43.0,0.0,16.0
844396dffffffff,1.0,0.0,0.0
8443981ffffffff,16.0,0.0,6.0
8443983ffffffff,74.0,0.0,34.0
8443987ffffffff,13.0,0.0,4.0
8443989ffffffff,2.0,0.0,2.0
844398dffffffff,89.0,0.0,42.0
84439abffffffff,2.0,0.0,2.0
8443a01ffffffff,4.0,0.0,2.0
8443a03ffffffff,549.0,0.0,16.0
8443a07ffffffff,22.0,0.0,0.0
8443a0dffffffff,34.0,0.0,3.0
8443a11ffffffff,3.0,0.0,0.0
8443a13ffffffff,502.0,0.0,131.0
8443a15ffffffff,68.0,0.0,7.0
8443a17ffffffff,100.0,0.0,2.0
8443a1dffffffff,2.0,0.0,1.0
8443a33ffffffff,90.0,0.0,49.0
8443a39ffffffff,19.0,0.0,0.0
8443a41ffffffff,2.0,0.0,0.0
8443a69ffffffff,9.0,0.0,3.0
8443a6bffffffff,2.0,0.0,1.0
8443a89ffffffff,46.0,0.0,17.0
8443a8dffffffff,365.0,0.0,54.0
8443a91ffffffff,56.0,0.0,0.0
8443a93ffffffff,37.0,0.0,0.0
8443a99ffffffff,1.0,0.0,0.0
8443aa9ffffffff,27.0,0.0,0.0
8443ac1ffffffff,210.0,0.0,68.0
8443ac3ffffffff,101.0,0.0,20.0
8443ac7ffffffff,22.0,0.0,8.0
8443ac9ffffffff,18.0,0.0,4.0
8443acbffffffff,80.0,0.0,12.0
8443acdffffffff,335.0,0.0,49.0
8443ad3ffffffff,55.0,0.0,0.0
8443ad9ffffffff,2.0,0.0,0.0
8443addffffffff,1.0,0.0,0.0
8443ae3ffffffff,65.0,0.0,19.0
8443ae5ffffffff,87.0,0.0,13.0
8443aebffffffff,7.0,0.0,2.0
8443aedffffffff,1.0,0.0,0.0
8452025ffffffff,2.0,0.0,0.0
8452113ffffffff,8.0,0.0,3.0
8452119ffffffff,4.0,0.0,0.0
845214bffffffff,2.0,0.0,0.0
8452155ffffffff,13.0,0.0,1.0
8452157ffffffff,8.0,0.0,0.0
845215dffffffff,2.0,0.0,0.0
84521c5ffffffff,6.0,0.0,0.0
84521e9ffffffff,44.0,0.0,2.0
84521ebffffffff,2.0,0.0,0.0
84521edffffffff,5.0,0.0,0.0
8452323ffffffff,2.0,0.0,0.0
8452329ffffffff,10.0,0.0,0.0
845232bffffffff,2.0,0.0,0.0
8452335ffffffff,4.0,0.0,0.0
845233dffffffff,2.0,0.0,0.0
8452365ffffffff,2.0,0.0,0.0
845248bffffffff,8.0,0.0,3.0
84524d3ffffffff,105.0,0.0,44.0
84524d7ffffffff,79.0,0.0,31.0
8452893ffffffff,2.0,0.0,0.0
8452897ffffffff,2.0,0.0,0.0
8452d41ffffffff,152.0,0.0,5.0
8452f23ffffffff,3.0,0.0,0.0
8452f35ffffffff,5.0,0.0,0.0
8453129ffffffff,6.0,0.0,0.0
845312bffffffff,2.0,0.0,0.0
845313dffffffff,3.0,0.0,0.0
8453451ffffffff,9.0,0.0,0.0
845345bffffffff,6.0,0.0,0.0
84534cbffffffff,1.0,0.0,0.0
84534cdffffffff,2.0,0.0,0.0
84534d1ffffffff,2.0,0.0,0.0
84534d5ffffffff,14.0,0.0,0.0
84534d9ffffffff,12.0,0.0,9.0
84534dbffffffff,14.0,0.0,4.0
84534ddffffffff,1.0,0.0,0.0
8453623ffffffff,2.0,0.0,0.0
8453633ffffffff,3.0,0.0,0.0
845363bffffffff,4.0,0.0,0.0
8453645ffffffff,3.0,0.0,0.0
8453685ffffffff,35.0,0.0,3.0
8453687ffffffff,19.0,0.0,3.0
84536a3ffffffff,9.0,0.0,0.0
84536a9ffffffff,15.0,0.0,0.0
84536b1ffffffff,2.0,0.0,0.0
84536b5ffffffff,3.0,0.0,0.0
84536bdffffffff,20.0,0.0,0.0
84536e1ffffffff,14.0,0.0,1.0
84536e5ffffffff,47.0,0.0,0.0
84536e7ffffffff,5.0,0.0,0.0
84536edffffffff,15.0,0.0,3.0
8453a43ffffffff,38.0,0.0,18.0
8453a49ffffffff,2.0,0.0,0.0
8453a4bffffffff,31.0,0.0,8.0
8453a95ffffffff,24.0,0.0,0.0
8453a9dffffffff,1.0,0.0,0.0
8453abbffffffff,3.0,0.0,0.0
8453ad7ffffffff,56.0,0.0,0.0
