cell_id,Rallus elegans,Rallus elegans elegans,Rallus elegans ramsdeni
8426039ffffffff,1.0,0.0,0.0
8426087ffffffff,1.0,0.0,0.0
84260a9ffffffff,18.0,3.0,0.0
84260b9ffffffff,16.0,1.0,0.0
84260bbffffffff,1.0,0.0,0.0
8426205ffffffff,21.0,0.0,0.0
84262a1ffffffff,2.0,0.0,0.0
8426405ffffffff,2.0,0.0,0.0
842640dffffffff,2.0,0.0,0.0
8426461ffffffff,64.0,0.0,0.0
842646dffffffff,1.0,0.0,0.0
8426489ffffffff,15.0,0.0,0.0
8426493ffffffff,4.0,0.0,0.0
84264a7ffffffff,2.0,0.0,0.0
84264e5ffffffff,12.0,0.0,0.0
842652bffffffff,6.0,0.0,0.0
8426591ffffffff,1.0,0.0,0.0
84265b3ffffffff,1.0,0.0,0.0
84265d9ffffffff,2.0,0.0,0.0
84265dbffffffff,2.0,0.0,0.0
8426607ffffffff,9.0,0.0,0.0
8426629ffffffff,3.0,0.0,0.0
842662bffffffff,6.0,0.0,0.0
8426635ffffffff,8.0,0.0,0.0
8426641ffffffff,15.0,2.0,0.0
8426645ffffffff,36.0,1.0,0.0
8426649ffffffff,1.0,0.0,0.0
842664dffffffff,30.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0
8426669ffffffff,11.0,0.0,0.0
842666bffffffff,33.0,0.0,0.0
84266a1ffffffff,1.0,0.0,0.0
84266a5ffffffff,14.0,0.0,0.0
84266adffffffff,7.0,0.0,0.0
84266e1ffffffff,17.0,0.0,0.0
8426881ffffffff,2.0,0.0,0.0
8426899ffffffff,1.0,0.0,0.0
84268d5ffffffff,2.0,0.0,0.0
8426c37ffffffff,1.0,0.0,0.0
8426c55ffffffff,2.0,0.0,0.0
8426c95ffffffff,2.0,0.0,0.0
8426cabffffffff,1.0,0.0,0.0
8426cb9ffffffff,19.0,0.0,0.0
8426cbdffffffff,1.0,0.0,0.0
8426e2dffffffff,12.0,0.0,0.0
8426e31ffffffff,1.0,0.0,0.0
8426e33ffffffff,2.0,0.0,0.0
8426e5bffffffff,43.0,0.0,0.0
8426eb9ffffffff,1.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0
8426eedffffffff,20.0,1.0,0.0
8427417ffffffff,3.0,0.0,0.0
8427483ffffffff,3.0,0.0,0.0
84274b3ffffffff,2.0,0.0,0.0
84274b7ffffffff,8.0,0.0,0.0
84274d1ffffffff,21.0,0.0,0.0
84274d7ffffffff,9.0,0.0,0.0
84274ddffffffff,3.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,56.0,0.0,0.0
8427599ffffffff,1.0,1.0,0.0
842759bffffffff,57.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0
84275c3ffffffff,5.0,0.0,0.0
84275d5ffffffff,3.0,0.0,0.0
84276b7ffffffff,17.0,0.0,0.0
842a105ffffffff,3.0,0.0,0.0
842a107ffffffff,36.0,0.0,0.0
842a109ffffffff,38.0,4.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a12bffffffff,28.0,0.0,0.0
842a131ffffffff,11.0,0.0,0.0
842a133ffffffff,94.0,0.0,0.0
842a135ffffffff,28.0,0.0,0.0
842a13dffffffff,30.0,0.0,0.0
842a143ffffffff,2.0,0.0,0.0
842a15dffffffff,12.0,0.0,0.0
842a163ffffffff,2.0,0.0,0.0
842a1a5ffffffff,2.0,0.0,0.0
842a301ffffffff,14.0,1.0,0.0
842a307ffffffff,32.0,1.0,0.0
842a311ffffffff,2.0,0.0,0.0
842a315ffffffff,8.0,0.0,0.0
842a317ffffffff,1.0,0.0,0.0
842a31dffffffff,9.0,0.0,0.0
842a333ffffffff,30.0,2.0,0.0
842a335ffffffff,24.0,0.0,0.0
842a339ffffffff,33.0,0.0,0.0
842a33bffffffff,26.0,0.0,0.0
842a347ffffffff,98.0,1.0,0.0
842a861ffffffff,11.0,0.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,2.0,0.0,0.0
842a8c1ffffffff,1.0,0.0,0.0
842a8d9ffffffff,10.0,0.0,0.0
842a8e3ffffffff,3.0,0.0,0.0
842a903ffffffff,17.0,0.0,0.0
842a90bffffffff,62.0,0.0,0.0
842a911ffffffff,16.0,0.0,0.0
842a91dffffffff,8.0,0.0,0.0
842a935ffffffff,2.0,2.0,0.0
842a943ffffffff,6.0,0.0,0.0
842a949ffffffff,24.0,0.0,0.0
842a94dffffffff,3.0,0.0,0.0
842a955ffffffff,2.0,0.0,0.0
842a957ffffffff,2.0,0.0,0.0
842a959ffffffff,68.0,0.0,0.0
842a967ffffffff,3.0,0.0,0.0
842aa39ffffffff,12.0,0.0,0.0
842aa49ffffffff,2.0,2.0,0.0
842aa81ffffffff,56.0,0.0,0.0
842aa83ffffffff,4.0,0.0,0.0
842aa87ffffffff,18.0,0.0,0.0
842aa89ffffffff,85.0,6.0,0.0
842aa8bffffffff,33.0,2.0,0.0
842aa8dffffffff,21.0,0.0,0.0
842aa91ffffffff,6.0,0.0,0.0
