cell_id,Thalasseus sandvicensis,Thalasseus sandvicensis sandvicensis,Thalasseus sandvicensis acuflavidus,Thalasseus sandvicensis eurygnathus,Thalasseus sandvicensis acuflavidus x eurygnathus
841f0edffffffff,1.0,0.0,0.0,0.0,0.0
841f14bffffffff,1.0,0.0,0.0,0.0,0.0
841f15dffffffff,1.0,0.0,0.0,0.0,0.0
841f283ffffffff,4.0,4.0,0.0,0.0,0.0
841f335ffffffff,4.0,0.0,0.0,0.0,0.0
841f337ffffffff,5.0,0.0,0.0,0.0,0.0
841f33dffffffff,2.0,0.0,0.0,0.0,0.0
841f46bffffffff,1.0,0.0,0.0,0.0,0.0
841f645ffffffff,1.0,0.0,0.0,0.0,0.0
841f703ffffffff,4.0,0.0,0.0,0.0,0.0
841f71dffffffff,1.0,0.0,0.0,0.0,0.0
841f725ffffffff,12.0,2.0,0.0,0.0,0.0
841f72dffffffff,3.0,0.0,0.0,0.0,0.0
841f807ffffffff,2.0,0.0,0.0,0.0,0.0
841f8e5ffffffff,4.0,0.0,0.0,0.0,0.0
841fb2dffffffff,1.0,0.0,0.0,0.0,0.0
84264b9ffffffff,8.0,0.0,0.0,0.0,0.0
842664dffffffff,4.0,0.0,0.0,0.0,0.0
84268c5ffffffff,14.0,1.0,0.0,0.0,0.0
842a06dffffffff,2.0,0.0,0.0,0.0,0.0
842a103ffffffff,18.0,0.0,0.0,0.0,0.0
842a107ffffffff,14.0,0.0,0.0,0.0,0.0
842a109ffffffff,4.0,0.0,0.0,0.0,0.0
842a10bffffffff,1.0,0.0,0.0,0.0,0.0
842a133ffffffff,6.0,0.0,0.0,0.0,0.0
842a135ffffffff,1.0,0.0,0.0,0.0,0.0
842a139ffffffff,19.0,0.0,0.0,0.0,0.0
842a13bffffffff,9.0,0.0,0.0,0.0,0.0
842a143ffffffff,2.0,0.0,0.0,0.0,0.0
842a151ffffffff,8.0,0.0,0.0,0.0,0.0
842a157ffffffff,29.0,0.0,0.0,2.0,0.0
842a1a5ffffffff,56.0,0.0,8.0,0.0,0.0
842a301ffffffff,10.0,0.0,0.0,0.0,0.0
842a311ffffffff,8.0,1.0,0.0,0.0,0.0
842a313ffffffff,3.0,0.0,2.0,0.0,0.0
842a317ffffffff,1.0,0.0,0.0,0.0,0.0
842a31dffffffff,12.0,0.0,0.0,0.0,0.0
842a333ffffffff,2.0,0.0,0.0,0.0,0.0
842a347ffffffff,2.0,0.0,0.0,0.0,0.0
842a4c1ffffffff,12.0,0.0,2.0,0.0,0.0
842a4c9ffffffff,1.0,0.0,0.0,0.0,0.0
842a893ffffffff,4.0,0.0,0.0,0.0,0.0
842a89dffffffff,7.0,0.0,0.0,0.0,0.0
842aa81ffffffff,1.0,0.0,0.0,0.0,0.0
842aa83ffffffff,5.0,0.0,0.0,0.0,0.0
842aa89ffffffff,1.0,0.0,0.0,0.0,0.0
842aa95ffffffff,48.0,0.0,4.0,0.0,0.0
842aa97ffffffff,4.0,0.0,2.0,0.0,0.0
842aa9bffffffff,20.0,0.0,3.0,0.0,0.0
842aa9dffffffff,2.0,0.0,0.0,0.0,0.0
842aaa1ffffffff,1.0,0.0,0.0,0.0,0.0
842aaabffffffff,1.0,0.0,0.0,0.0,0.0
842aad1ffffffff,44.0,0.0,0.0,0.0,0.0
842aad3ffffffff,37.0,0.0,3.0,0.0,0.0
842aad9ffffffff,2.0,0.0,0.0,0.0,0.0
842aadbffffffff,17.0,0.0,2.0,0.0,0.0
842ac69ffffffff,5.0,0.0,1.0,0.0,0.0
842ac6dffffffff,94.0,0.0,6.0,0.0,0.0
842ad03ffffffff,2.0,0.0,0.0,0.0,0.0
842ad0bffffffff,4.0,0.0,2.0,0.0,0.0
842ad15ffffffff,6.0,0.0,0.0,0.0,0.0
842ad27ffffffff,2.0,0.0,0.0,0.0,0.0
842ad31ffffffff,9.0,0.0,0.0,0.0,0.0
842ad37ffffffff,41.0,0.0,4.0,0.0,0.0
842ad39ffffffff,6.0,0.0,0.0,0.0,0.0
842ad51ffffffff,13.0,0.0,0.0,0.0,0.0
842ad57ffffffff,4.0,0.0,0.0,0.0,0.0
842ad59ffffffff,3.0,0.0,0.0,0.0,0.0
842ad5bffffffff,4.0,0.0,0.0,0.0,0.0
842ad69ffffffff,8.0,0.0,0.0,0.0,0.0
842ad6dffffffff,6.0,0.0,0.0,0.0,0.0
842af0dffffffff,30.0,0.0,0.0,0.0,0.0
842af15ffffffff,14.0,0.0,0.0,0.0,0.0
842af17ffffffff,20.0,0.0,0.0,0.0,0.0
842af19ffffffff,2.0,0.0,0.0,0.0,0.0
842af1dffffffff,4.0,0.0,0.0,0.0,0.0
842af33ffffffff,2.0,0.0,0.0,0.0,0.0
842af45ffffffff,2.0,0.0,2.0,0.0,0.0
842af61ffffffff,25.0,0.0,0.0,0.0,0.0
842af63ffffffff,8.0,0.0,0.0,0.0,0.0
842af69ffffffff,14.0,0.0,0.0,0.0,0.0
842af6bffffffff,4.0,0.0,1.0,0.0,0.0
842af6dffffffff,4.0,0.0,0.0,0.0,0.0
842b0a1ffffffff,2.0,0.0,0.0,0.0,0.0
842b0a5ffffffff,2.0,0.0,0.0,0.0,0.0
842b0a7ffffffff,2.0,0.0,0.0,0.0,0.0
842b0a9ffffffff,1.0,0.0,0.0,0.0,0.0
842b0c5ffffffff,13.0,0.0,0.0,0.0,0.0
842b0cdffffffff,9.0,0.0,0.0,0.0,0.0
842b0e1ffffffff,1.0,0.0,0.0,0.0,0.0
842b167ffffffff,2.0,2.0,0.0,0.0,0.0
842b1b9ffffffff,3.0,0.0,1.0,0.0,0.0
842b235ffffffff,8.0,1.0,0.0,0.0,0.0
842b24bffffffff,7.0,0.0,0.0,0.0,0.0
842b255ffffffff,17.0,0.0,0.0,0.0,0.0
842b8a1ffffffff,7.0,0.0,0.0,0.0,0.0
842c203ffffffff,13.0,13.0,0.0,0.0,0.0
842c211ffffffff,1.0,1.0,0.0,0.0,0.0
842c219ffffffff,21.0,21.0,0.0,0.0,0.0
842c21dffffffff,6.0,6.0,0.0,0.0,0.0
842c933ffffffff,13.0,0.0,0.0,0.0,0.0
842c93bffffffff,7.0,0.0,0.0,0.0,0.0
842cf35ffffffff,4.0,0.0,0.0,0.0,0.0
842d0e5ffffffff,1.0,1.0,0.0,0.0,0.0
842d5c3ffffffff,1.0,0.0,0.0,0.0,0.0
842da23ffffffff,4.0,0.0,0.0,0.0,0.0
842db01ffffffff,2.0,2.0,0.0,0.0,0.0
842db0bffffffff,1.0,1.0,0.0,0.0,0.0
842db0dffffffff,2.0,0.0,0.0,0.0,0.0
842db19ffffffff,2.0,0.0,0.0,0.0,0.0
842db63ffffffff,1.0,0.0,0.0,0.0,0.0
8434697ffffffff,4.0,0.0,0.0,0.0,0.0
84351b5ffffffff,85.0,0.0,3.0,0.0,0.0
8438247ffffffff,2.0,0.0,0.0,0.0,0.0
84386a1ffffffff,2.0,2.0,0.0,0.0,0.0
84386abffffffff,2.0,2.0,0.0,0.0,0.0
843875bffffffff,1.0,0.0,0.0,0.0,0.0
8439007ffffffff,5.0,0.0,0.0,0.0,0.0
8439101ffffffff,65.0,0.0,0.0,0.0,0.0
8439103ffffffff,4.0,0.0,0.0,0.0,0.0
8439109ffffffff,2.0,0.0,0.0,0.0,0.0
8439111ffffffff,5.0,0.0,0.0,0.0,0.0
8439115ffffffff,9.0,0.0,0.0,0.0,0.0
8439117ffffffff,1.0,0.0,0.0,0.0,0.0
8439155ffffffff,2.0,0.0,0.0,0.0,0.0
8439159ffffffff,11.0,4.0,0.0,0.0,0.0
843915dffffffff,3.0,0.0,0.0,0.0,0.0
8439195ffffffff,26.0,3.0,0.0,0.0,0.0
84391abffffffff,31.0,0.0,0.0,0.0,0.0
84391b9ffffffff,19.0,0.0,0.0,0.0,0.0
84391e1ffffffff,10.0,10.0,0.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0,0.0,0.0
84391e9ffffffff,2.0,0.0,0.0,0.0,0.0
843920dffffffff,2.0,0.0,0.0,0.0,0.0
8439213ffffffff,2.0,0.0,0.0,0.0,0.0
8439217ffffffff,2.0,0.0,0.0,0.0,0.0
8439221ffffffff,28.0,0.0,0.0,0.0,0.0
8439227ffffffff,14.0,1.0,0.0,0.0,0.0
843923dffffffff,1.0,0.0,0.0,0.0,0.0
8439253ffffffff,2.0,0.0,0.0,0.0,0.0
843925bffffffff,31.0,0.0,0.0,0.0,0.0
8439263ffffffff,2.0,0.0,0.0,0.0,0.0
84392dbffffffff,5.0,0.0,0.0,0.0,0.0
8439311ffffffff,40.0,0.0,0.0,0.0,0.0
8439315ffffffff,1.0,0.0,0.0,0.0,0.0
8439317ffffffff,10.0,3.0,0.0,0.0,0.0
843931bffffffff,51.0,0.0,0.0,0.0,0.0
8439323ffffffff,1.0,0.0,0.0,0.0,0.0
8439337ffffffff,24.0,0.0,0.0,0.0,0.0
843933bffffffff,2.0,0.0,0.0,0.0,0.0
8439427ffffffff,5.0,1.0,0.0,0.0,0.0
8439433ffffffff,5.0,0.0,0.0,0.0,0.0
8439435ffffffff,2.0,2.0,0.0,0.0,0.0
8439447ffffffff,8.0,8.0,0.0,0.0,0.0
8439459ffffffff,3.0,3.0,0.0,0.0,0.0
8439469ffffffff,9.0,9.0,0.0,0.0,0.0
843946bffffffff,5.0,3.0,0.0,0.0,0.0
843946dffffffff,48.0,46.0,0.0,0.0,0.0
843951dffffffff,4.0,0.0,0.0,0.0,0.0
8439541ffffffff,18.0,16.0,0.0,0.0,0.0
8439547ffffffff,27.0,11.0,0.0,0.0,0.0
843955dffffffff,5.0,0.0,0.0,0.0,0.0
84395c9ffffffff,2.0,2.0,0.0,0.0,0.0
843968dffffffff,11.0,2.0,0.0,0.0,0.0
84396c7ffffffff,1.0,0.0,0.0,0.0,0.0
843971dffffffff,17.0,0.0,0.0,0.0,0.0
8439733ffffffff,69.0,69.0,0.0,0.0,0.0
8439743ffffffff,1.0,0.0,0.0,0.0,0.0
8439755ffffffff,4.0,0.0,0.0,0.0,0.0
8439761ffffffff,2.0,0.0,0.0,0.0,0.0
8439827ffffffff,2.0,2.0,0.0,0.0,0.0
8439a99ffffffff,4.0,2.0,0.0,0.0,0.0
843c927ffffffff,4.0,0.0,0.0,0.0,0.0
843c9ddffffffff,1.0,0.0,0.0,0.0,0.0
843e601ffffffff,1.0,0.0,0.0,0.0,0.0
843e68dffffffff,5.0,0.0,0.0,0.0,0.0
843f66bffffffff,5.0,0.0,0.0,0.0,0.0
843f755ffffffff,2.0,0.0,0.0,0.0,0.0
844109bffffffff,17.0,2.0,0.0,0.0,0.0
8442c2dffffffff,4.0,0.0,0.0,0.0,0.0
8442c4dffffffff,2.0,0.0,0.0,0.0,0.0
8442c61ffffffff,2.0,0.0,0.0,0.0,0.0
8442d11ffffffff,2.0,0.0,0.0,0.0,0.0
8443a8dffffffff,1.0,1.0,0.0,0.0,0.0
8443ac7ffffffff,2.0,0.0,0.0,0.0,0.0
8444093ffffffff,4.0,0.0,2.0,0.0,0.0
844412bffffffff,2.0,0.0,0.0,0.0,0.0
844412dffffffff,1.0,0.0,0.0,0.0,0.0
8444131ffffffff,9.0,0.0,0.0,0.0,0.0
8444133ffffffff,9.0,0.0,0.0,0.0,0.0
844415dffffffff,29.0,0.0,2.0,0.0,0.0
84441a3ffffffff,5.0,0.0,3.0,0.0,0.0
84441a5ffffffff,4.0,0.0,0.0,0.0,0.0
84441a9ffffffff,37.0,0.0,0.0,0.0,0.0
84441abffffffff,38.0,0.0,14.0,0.0,0.0
84441adffffffff,32.0,0.0,12.0,0.0,0.0
84441b5ffffffff,10.0,0.0,1.0,0.0,0.0
84441e1ffffffff,61.0,0.0,4.0,23.0,0.0
84441e3ffffffff,51.0,0.0,0.0,1.0,0.0
84441e5ffffffff,3.0,0.0,2.0,1.0,0.0
84441e7ffffffff,17.0,0.0,3.0,10.0,0.0
84441edffffffff,7.0,0.0,0.0,0.0,0.0
8444249ffffffff,1.0,0.0,0.0,0.0,0.0
8444325ffffffff,23.0,0.0,0.0,0.0,0.0
844436bffffffff,1.0,0.0,0.0,0.0,0.0
844440dffffffff,27.0,0.0,0.0,0.0,0.0
8444441ffffffff,2.0,0.0,0.0,0.0,0.0
8444445ffffffff,4.0,0.0,0.0,0.0,0.0
844445bffffffff,1.0,0.0,0.0,0.0,0.0
8444461ffffffff,5.0,0.0,0.0,0.0,0.0
8444465ffffffff,60.0,0.0,0.0,0.0,0.0
8444467ffffffff,11.0,0.0,0.0,0.0,0.0
8444501ffffffff,5.0,0.0,0.0,0.0,0.0
8444509ffffffff,52.0,0.0,2.0,0.0,0.0
844450dffffffff,81.0,0.0,2.0,0.0,0.0
8444543ffffffff,2.0,0.0,0.0,0.0,0.0
8444545ffffffff,2.0,0.0,0.0,0.0,0.0
844454bffffffff,5.0,0.0,0.0,0.0,0.0
8444551ffffffff,14.0,0.0,0.0,0.0,0.0
8444555ffffffff,29.0,0.0,0.0,0.0,0.0
844455bffffffff,19.0,0.0,0.0,0.0,0.0
844455dffffffff,6.0,0.0,0.0,0.0,0.0
8444563ffffffff,37.0,0.0,4.0,0.0,0.0
8444567ffffffff,7.0,0.0,0.0,0.0,0.0
84445c1ffffffff,2.0,0.0,0.0,0.0,0.0
84445c3ffffffff,2.0,0.0,0.0,0.0,0.0
8444633ffffffff,21.0,0.0,0.0,0.0,0.0
84446a1ffffffff,3.0,0.0,0.0,0.0,0.0
84446c1ffffffff,9.0,0.0,2.0,0.0,0.0
84446c5ffffffff,47.0,0.0,0.0,0.0,0.0
84446c9ffffffff,3.0,0.0,0.0,0.0,0.0
84446cdffffffff,64.0,0.0,10.0,0.0,0.0
84446e9ffffffff,4.0,0.0,0.0,0.0,0.0
84446edffffffff,46.0,0.0,0.0,2.0,0.0
8444711ffffffff,7.0,0.0,0.0,0.0,0.0
8444713ffffffff,5.0,0.0,0.0,0.0,0.0
8444715ffffffff,6.0,0.0,0.0,0.0,0.0
8444731ffffffff,6.0,0.0,0.0,0.0,0.0
8444737ffffffff,3.0,0.0,0.0,0.0,0.0
844473bffffffff,75.0,0.0,0.0,0.0,0.0
844484bffffffff,3.0,0.0,0.0,0.0,0.0
8444861ffffffff,1.0,0.0,0.0,0.0,0.0
844486bffffffff,5.0,0.0,0.0,0.0,0.0
8444a11ffffffff,1.0,0.0,0.0,0.0,0.0
8444a27ffffffff,2.0,0.0,0.0,0.0,0.0
8444a31ffffffff,3.0,0.0,0.0,0.0,0.0
8444a37ffffffff,2.0,0.0,0.0,0.0,0.0
8444a8dffffffff,4.0,0.0,0.0,0.0,0.0
8444a93ffffffff,3.0,0.0,0.0,0.0,0.0
8444a9bffffffff,2.0,0.0,0.0,0.0,0.0
8444a9dffffffff,1.0,0.0,1.0,0.0,0.0
8444ab9ffffffff,2.0,0.0,0.0,0.0,0.0
8444ad3ffffffff,21.0,0.0,4.0,0.0,0.0
8444ae9ffffffff,2.0,0.0,0.0,2.0,0.0
8444b05ffffffff,4.0,0.0,0.0,0.0,0.0
8444b07ffffffff,2.0,0.0,0.0,0.0,0.0
8444b0bffffffff,2.0,0.0,0.0,0.0,0.0
8444b13ffffffff,1.0,0.0,1.0,0.0,0.0
8444b57ffffffff,3.0,0.0,0.0,0.0,0.0
8444ccdffffffff,2.0,0.0,0.0,0.0,0.0
8444d01ffffffff,78.0,0.0,0.0,0.0,0.0
8444d07ffffffff,48.0,0.0,0.0,0.0,0.0
8444d09ffffffff,24.0,0.0,0.0,0.0,0.0
8444d23ffffffff,14.0,0.0,0.0,0.0,0.0
8444d2bffffffff,29.0,0.0,0.0,0.0,0.0
8444d3dffffffff,2.0,0.0,0.0,0.0,0.0
8444d41ffffffff,10.0,0.0,0.0,0.0,0.0
8444d47ffffffff,11.0,0.0,0.0,0.0,0.0
8444d55ffffffff,5.0,0.0,3.0,0.0,0.0
8444d5dffffffff,51.0,0.0,3.0,0.0,0.0
8444e29ffffffff,2.0,0.0,0.0,0.0,0.0
8444e43ffffffff,3.0,0.0,0.0,0.0,0.0
8444e47ffffffff,5.0,0.0,3.0,0.0,0.0
8444e51ffffffff,24.0,0.0,1.0,0.0,0.0
8444e55ffffffff,9.0,0.0,0.0,0.0,0.0
8444e6bffffffff,8.0,0.0,3.0,0.0,0.0
8444eadffffffff,12.0,0.0,0.0,0.0,0.0
8444f05ffffffff,53.0,0.0,0.0,0.0,0.0
8444f07ffffffff,4.0,0.0,2.0,0.0,0.0
8444f09ffffffff,5.0,0.0,0.0,0.0,0.0
8444f0dffffffff,9.0,0.0,0.0,0.0,0.0
8444f23ffffffff,5.0,0.0,0.0,0.0,0.0
8444f27ffffffff,5.0,0.0,0.0,0.0,0.0
8444f35ffffffff,6.0,0.0,0.0,0.0,0.0
8444f37ffffffff,15.0,0.0,0.0,0.0,0.0
8444f3dffffffff,20.0,0.0,0.0,0.0,0.0
8444f43ffffffff,37.0,0.0,0.0,0.0,0.0
8444f45ffffffff,2.0,0.0,0.0,0.0,0.0
8444f4dffffffff,7.0,0.0,0.0,0.0,0.0
8444f6bffffffff,5.0,0.0,0.0,0.0,0.0
8444f6dffffffff,8.0,0.0,7.0,0.0,0.0
8445043ffffffff,6.0,0.0,0.0,0.0,0.0
8445053ffffffff,41.0,0.0,1.0,0.0,0.0
8445057ffffffff,8.0,0.0,0.0,0.0,0.0
844505bffffffff,2.0,0.0,0.0,0.0,0.0
844509bffffffff,1.0,0.0,0.0,0.0,0.0
84450adffffffff,2.0,0.0,0.0,0.0,0.0
8445203ffffffff,8.0,0.0,0.0,0.0,0.0
8445215ffffffff,2.0,0.0,0.0,0.0,0.0
8445231ffffffff,6.0,0.0,0.0,0.0,0.0
8445233ffffffff,3.0,0.0,0.0,0.0,0.0
844523bffffffff,4.0,0.0,0.0,0.0,0.0
84452adffffffff,39.0,0.0,0.0,0.0,0.0
84452c7ffffffff,20.0,0.0,0.0,0.0,0.0
84452e3ffffffff,2.0,0.0,0.0,0.0,0.0
84452e7ffffffff,5.0,0.0,5.0,0.0,0.0
8445313ffffffff,5.0,0.0,0.0,0.0,0.0
8445317ffffffff,4.0,0.0,0.0,0.0,0.0
844531bffffffff,2.0,0.0,0.0,0.0,0.0
844549bffffffff,1.0,0.0,0.0,0.0,0.0
844550dffffffff,21.0,0.0,16.0,0.0,0.0
8445547ffffffff,22.0,0.0,12.0,0.0,0.0
84456dbffffffff,3.0,0.0,0.0,0.0,0.0
8445843ffffffff,2.0,0.0,0.0,0.0,0.0
8445847ffffffff,1.0,0.0,0.0,0.0,0.0
8445883ffffffff,2.0,0.0,0.0,0.0,0.0
84458c3ffffffff,4.0,0.0,0.0,0.0,0.0
844590bffffffff,3.0,0.0,0.0,0.0,0.0
8445955ffffffff,2.0,0.0,0.0,0.0,0.0
8445989ffffffff,6.0,0.0,0.0,0.0,0.0
8445a33ffffffff,20.0,0.0,0.0,0.0,0.0
8445b23ffffffff,2.0,0.0,0.0,0.0,0.0
84480e1ffffffff,2.0,0.0,0.0,0.0,0.0
8448369ffffffff,4.0,0.0,1.0,0.0,0.0
8448903ffffffff,14.0,0.0,0.0,0.0,0.0
8448907ffffffff,14.0,0.0,0.0,0.0,0.0
844890bffffffff,10.0,0.0,0.0,0.0,0.0
8448923ffffffff,9.0,0.0,0.0,0.0,0.0
8448927ffffffff,5.0,0.0,0.0,0.0,0.0
844892bffffffff,1.0,0.0,0.0,0.0,0.0
8448939ffffffff,12.0,0.0,0.0,0.0,0.0
8448955ffffffff,61.0,0.0,4.0,0.0,0.0
844895dffffffff,4.0,0.0,0.0,0.0,0.0
84489e3ffffffff,5.0,0.0,0.0,0.0,0.0
8448b23ffffffff,12.0,0.0,0.0,0.0,0.0
8448b31ffffffff,3.0,0.0,0.0,0.0,0.0
8448b35ffffffff,2.0,0.0,0.0,0.0,0.0
8448b4dffffffff,7.0,0.0,0.0,0.0,0.0
8449929ffffffff,2.0,0.0,0.0,0.0,0.0
844992bffffffff,2.0,0.0,0.0,0.0,0.0
844993dffffffff,2.0,0.0,0.0,0.0,0.0
8449965ffffffff,50.0,0.0,22.0,0.0,0.0
8449967ffffffff,4.0,0.0,0.0,0.0,0.0
844996bffffffff,4.0,0.0,0.0,0.0,0.0
8449a89ffffffff,1.0,0.0,0.0,0.0,0.0
8449a97ffffffff,8.0,0.0,0.0,0.0,0.0
8449ac7ffffffff,2.0,0.0,0.0,0.0,0.0
8449b47ffffffff,2.0,0.0,0.0,0.0,0.0
8449b51ffffffff,27.0,0.0,0.0,0.0,0.0
8449b53ffffffff,2.0,0.0,0.0,0.0,0.0
8449b55ffffffff,4.0,0.0,4.0,0.0,0.0
844bb53ffffffff,11.0,1.0,0.0,0.0,0.0
844c883ffffffff,4.0,0.0,0.0,0.0,0.0
844c895ffffffff,2.0,0.0,0.0,0.0,0.0
844c9abffffffff,2.0,0.0,0.0,0.0,0.0
844cab5ffffffff,3.0,0.0,0.0,0.0,0.0
844cc0bffffffff,3.0,0.0,0.0,0.0,0.0
844cc43ffffffff,2.0,0.0,0.0,0.0,0.0
844cc51ffffffff,10.0,0.0,0.0,0.0,0.0
844cc53ffffffff,1.0,0.0,0.0,0.0,0.0
844cc55ffffffff,68.0,0.0,0.0,6.0,0.0
844cc59ffffffff,44.0,0.0,0.0,4.0,0.0
844cc5bffffffff,2.0,0.0,0.0,0.0,0.0
844cc5dffffffff,32.0,0.0,0.0,1.0,0.0
844cd0dffffffff,19.0,0.0,3.0,0.0,0.0
844cd21ffffffff,2.0,0.0,0.0,0.0,0.0
844ce81ffffffff,2.0,0.0,0.0,0.0,0.0
844ce85ffffffff,20.0,0.0,2.0,0.0,0.0
844ce8bffffffff,5.0,0.0,1.0,0.0,0.0
844ce95ffffffff,2.0,0.0,0.0,0.0,0.0
844ceadffffffff,4.0,0.0,0.0,1.0,0.0
844ceb9ffffffff,1.0,0.0,0.0,0.0,0.0
844cee5ffffffff,8.0,0.0,0.0,0.0,0.0
844cee7ffffffff,13.0,0.0,0.0,0.0,0.0
844cf35ffffffff,5.0,0.0,0.0,0.0,0.0
8455341ffffffff,2.0,0.0,0.0,0.0,0.0
