cell_id,Myiarchus swainsoni,Myiarchus swainsoni phaeonotus,Myiarchus swainsoni [swainsoni Group]
83a8c3fffffffff,2.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0
83a8d0fffffffff,1.0,0.0,0.0
83a8d1fffffffff,21.0,0.0,0.0
83a8d3fffffffff,27.0,0.0,0.0
83a8d4fffffffff,2.0,0.0,0.0
83a8dbfffffffff,2.0,0.0,0.0
83a8defffffffff,69.0,0.0,0.0
83a8e4fffffffff,1.0,0.0,0.0
83a8e5fffffffff,3.0,0.0,0.0
83a8e6fffffffff,9.0,0.0,0.0
83a8ebfffffffff,1.0,0.0,0.0
83a8ecfffffffff,25.0,0.0,0.0
83a8f0fffffffff,5.0,0.0,0.0
83a8f1fffffffff,6.0,0.0,0.0
83a8f4fffffffff,11.0,0.0,0.0
83a8f5fffffffff,6.0,0.0,0.0
83a8f6fffffffff,2.0,0.0,0.0
83a900fffffffff,2.0,0.0,0.0
83a901fffffffff,29.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0
83a905fffffffff,18.0,0.0,0.0
83a908fffffffff,2.0,0.0,0.0
83a909fffffffff,34.0,0.0,0.0
83a90afffffffff,8.0,0.0,0.0
83a90bfffffffff,4.0,0.0,0.0
83a90cfffffffff,10.0,0.0,0.0
83a90dfffffffff,6.0,0.0,0.0
83a90efffffffff,46.0,0.0,0.0
83a918fffffffff,15.0,0.0,0.0
83a919fffffffff,113.0,0.0,0.0
83a91bfffffffff,96.0,0.0,0.0
83a91dfffffffff,101.0,0.0,0.0
83a921fffffffff,1.0,0.0,0.0
83a929fffffffff,8.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a92cfffffffff,342.0,0.0,0.0
83a92dfffffffff,21.0,0.0,0.0
83a92efffffffff,54.0,0.0,0.0
83a940fffffffff,6.0,0.0,0.0
83a941fffffffff,32.0,0.0,0.0
83a942fffffffff,24.0,0.0,0.0
83a943fffffffff,6.0,0.0,0.0
83a944fffffffff,148.0,0.0,0.0
83a945fffffffff,10.0,0.0,0.0
83a946fffffffff,58.0,0.0,0.0
83a94cfffffffff,19.0,0.0,0.0
83a94efffffffff,64.0,0.0,0.0
83a950fffffffff,66.0,0.0,0.0
83a951fffffffff,2.0,0.0,0.0
83a952fffffffff,63.0,0.0,0.0
83a953fffffffff,158.0,0.0,0.0
83a954fffffffff,2.0,0.0,0.0
83a955fffffffff,11.0,0.0,0.0
83a95afffffffff,4.0,0.0,0.0
83a95bfffffffff,2.0,0.0,0.0
83a95cfffffffff,8.0,0.0,0.0
83a95dfffffffff,11.0,0.0,0.0
83a95efffffffff,4.0,0.0,0.0
83a960fffffffff,5.0,0.0,0.0
83a961fffffffff,33.0,0.0,0.0
83a962fffffffff,121.0,0.0,0.0
83a963fffffffff,25.0,0.0,0.0
83a964fffffffff,77.0,0.0,0.0
83a966fffffffff,5.0,0.0,0.0
83a968fffffffff,6.0,0.0,0.0
83a96afffffffff,15.0,0.0,0.0
83a96bfffffffff,2.0,0.0,0.0
83a96efffffffff,17.0,0.0,0.0
83a971fffffffff,35.0,0.0,0.0
83a972fffffffff,6.0,0.0,0.0
83a973fffffffff,11.0,0.0,0.0
83a974fffffffff,3.0,0.0,0.0
83a975fffffffff,1.0,0.0,0.0
83a976fffffffff,20.0,0.0,0.0
83b240fffffffff,4.0,0.0,0.0
83b241fffffffff,35.0,0.0,0.0
83b242fffffffff,38.0,0.0,0.0
83b243fffffffff,88.0,0.0,0.0
83b245fffffffff,4.0,0.0,0.0
83b246fffffffff,17.0,0.0,0.0
83b248fffffffff,1.0,0.0,0.0
83b24afffffffff,10.0,0.0,0.0
83b24bfffffffff,8.0,0.0,0.0
83b24cfffffffff,18.0,0.0,0.0
83b24dfffffffff,18.0,0.0,0.0
83b24efffffffff,24.0,0.0,0.0
83b251fffffffff,44.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0
83b255fffffffff,12.0,0.0,0.0
83b256fffffffff,5.0,0.0,0.0
83b258fffffffff,34.0,0.0,0.0
83b259fffffffff,7.0,0.0,0.0
83b25afffffffff,4.0,0.0,0.0
83b25bfffffffff,3.0,0.0,0.0
83b25cfffffffff,42.0,0.0,0.0
83b25dfffffffff,54.0,0.0,0.0
83b25efffffffff,56.0,0.0,0.0
83b261fffffffff,7.0,0.0,0.0
83b262fffffffff,30.0,0.0,0.0
83b263fffffffff,5.0,0.0,0.0
83b265fffffffff,8.0,0.0,0.0
83b266fffffffff,2.0,0.0,0.0
83b268fffffffff,13.0,0.0,0.0
83b269fffffffff,7.0,0.0,0.0
83b26afffffffff,12.0,0.0,0.0
83b26dfffffffff,20.0,0.0,0.0
83b26efffffffff,1.0,0.0,0.0
83b270fffffffff,22.0,0.0,0.0
83b271fffffffff,12.0,0.0,0.0
83b272fffffffff,6.0,0.0,0.0
83b274fffffffff,9.0,0.0,0.0
83b275fffffffff,65.0,0.0,0.0
83b276fffffffff,3.0,0.0,0.0
83b2e9fffffffff,45.0,0.0,0.0
83b2ebfffffffff,9.0,0.0,0.0
83b2ecfffffffff,9.0,0.0,0.0
83b2edfffffffff,5.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0
83b342fffffffff,50.0,0.0,0.0
83b343fffffffff,29.0,0.0,0.0
83b344fffffffff,7.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,1.0,0.0,0.0
83b348fffffffff,2.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0
83b34afffffffff,4.0,0.0,0.0
83b34bfffffffff,47.0,0.0,0.0
83b34cfffffffff,17.0,0.0,0.0
83b34dfffffffff,19.0,0.0,0.0
83b34efffffffff,2.0,0.0,0.0
83b351fffffffff,27.0,0.0,0.0
83b358fffffffff,45.0,0.0,0.0
83b35afffffffff,2.0,0.0,0.0
83b35bfffffffff,8.0,0.0,0.0
83b35cfffffffff,22.0,0.0,0.0
83b35dfffffffff,11.0,0.0,0.0
83b35efffffffff,58.0,0.0,0.0
83b361fffffffff,6.0,0.0,0.0
83b363fffffffff,2.0,0.0,0.0
83b366fffffffff,2.0,0.0,0.0
83b368fffffffff,8.0,0.0,0.0
83b36dfffffffff,36.0,0.0,0.0
83c2c0fffffffff,2.0,0.0,0.0
83c2c1fffffffff,84.0,0.0,0.0
83c2c2fffffffff,2.0,0.0,0.0
83c2c4fffffffff,9.0,0.0,0.0
83c2c5fffffffff,163.0,0.0,0.0
83c2c6fffffffff,7.0,0.0,0.0
83c2c8fffffffff,22.0,0.0,0.0
83c2c9fffffffff,26.0,0.0,0.0
83c2cafffffffff,54.0,0.0,0.0
83c2cbfffffffff,60.0,0.0,0.0
83c2ccfffffffff,16.0,0.0,0.0
83c2cdfffffffff,55.0,0.0,0.0
83c2cefffffffff,63.0,0.0,0.0
83c2d0fffffffff,20.0,0.0,0.0
83c2d3fffffffff,11.0,0.0,0.0
83c2d4fffffffff,64.0,0.0,0.0
83c2d5fffffffff,5.0,0.0,0.0
83c2d6fffffffff,24.0,0.0,0.0
83c2d8fffffffff,60.0,0.0,0.0
83c2d9fffffffff,71.0,0.0,0.0
83c2dafffffffff,2.0,0.0,0.0
83c2dbfffffffff,4.0,0.0,0.0
83c2dcfffffffff,5.0,0.0,0.0
83c2ddfffffffff,2.0,0.0,0.0
83c2defffffffff,1.0,0.0,0.0
83c2e1fffffffff,9.0,0.0,0.0
83c2e3fffffffff,401.0,0.0,0.0
83c2e8fffffffff,13.0,0.0,0.0
83c2e9fffffffff,5.0,0.0,0.0
83c2eafffffffff,9.0,0.0,0.0
83c2ebfffffffff,8.0,0.0,0.0
83c2eefffffffff,60.0,0.0,0.0
83c2f1fffffffff,120.0,0.0,0.0
83c2f2fffffffff,57.0,0.0,0.0
83c2f3fffffffff,95.0,0.0,0.0
83c308fffffffff,2.0,0.0,0.0
83c329fffffffff,7.0,0.0,0.0
83c340fffffffff,14.0,0.0,0.0
83c345fffffffff,5.0,0.0,0.0
83c346fffffffff,16.0,0.0,0.0
83c350fffffffff,3.0,0.0,0.0
83c360fffffffff,4.0,0.0,0.0
83c36dfffffffff,1.0,0.0,0.0
83c371fffffffff,8.0,0.0,0.0
83c373fffffffff,2.0,0.0,0.0
83c375fffffffff,3.0,0.0,0.0
83ce92fffffffff,5.0,0.0,0.0
83ce93fffffffff,43.0,0.0,0.0
