cell_id,Anas flavirostris,Anas flavirostris flavirostris,Anas flavirostris oxyptera
828b27fffffffff,77.0,0.0,0.0
828b2ffffffffff,246.0,0.0,0.0
828b67fffffffff,2736.0,0.0,244.0
828b6ffffffffff,249.0,0.0,32.0
828b77fffffffff,1.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0
828e67fffffffff,773.0,0.0,100.0
828e6ffffffffff,164.0,0.0,23.0
828e77fffffffff,1.0,0.0,0.0
828f47fffffffff,22.0,0.0,3.0
828f4ffffffffff,2.0,0.0,0.0
828f57fffffffff,130.0,0.0,9.0
828f5ffffffffff,278.0,0.0,20.0
82a817fffffffff,133.0,0.0,0.0
82a81ffffffffff,3.0,0.0,0.0
82a827fffffffff,3.0,0.0,0.0
82a837fffffffff,9.0,0.0,0.0
82a907fffffffff,223.0,24.0,0.0
82a90ffffffffff,74.0,7.0,0.0
82a91ffffffffff,66.0,0.0,0.0
82a927fffffffff,44.0,0.0,0.0
82a92ffffffffff,680.0,19.0,0.0
82a947fffffffff,5.0,0.0,0.0
82a957fffffffff,2.0,0.0,0.0
82a967fffffffff,257.0,17.0,0.0
82a977fffffffff,28.0,0.0,0.0
82b207fffffffff,59.0,0.0,0.0
82b20ffffffffff,53.0,0.0,3.0
82b21ffffffffff,1070.0,29.0,2.0
82b227fffffffff,10.0,0.0,6.0
82b22ffffffffff,78.0,0.0,9.0
82b247fffffffff,609.0,13.0,0.0
82b24ffffffffff,943.0,29.0,0.0
82b257fffffffff,35.0,0.0,0.0
82b25ffffffffff,1766.0,18.0,0.0
82b267fffffffff,69.0,0.0,0.0
82b26ffffffffff,20.0,0.0,0.0
82b277fffffffff,353.0,0.0,38.0
82b2c7fffffffff,8388.0,1036.0,6.0
82b2cffffffffff,350.0,45.0,0.0
82b2dffffffffff,962.0,42.0,0.0
82b2e7fffffffff,945.0,84.0,2.0
82b2effffffffff,585.0,0.0,0.0
82b307fffffffff,1535.0,0.0,625.0
82b30ffffffffff,544.0,0.0,193.0
82b31ffffffffff,6.0,0.0,0.0
82b327fffffffff,801.0,0.0,25.0
82b32ffffffffff,151.0,0.0,2.0
82b337fffffffff,372.0,0.0,32.0
82b347fffffffff,44.0,0.0,5.0
82b357fffffffff,1521.0,0.0,410.0
82b35ffffffffff,617.0,0.0,74.0
82b377fffffffff,168.0,0.0,51.0
82c207fffffffff,266.0,0.0,0.0
82c21ffffffffff,1223.0,0.0,0.0
82c227fffffffff,108.0,0.0,0.0
82c22ffffffffff,580.0,0.0,0.0
82c2c7fffffffff,1800.0,5.0,0.0
82c2cffffffffff,590.0,0.0,0.0
82c2d7fffffffff,869.0,0.0,0.0
82c2dffffffffff,189.0,2.0,0.0
82c2e7fffffffff,6250.0,65.0,0.0
82c2effffffffff,547.0,0.0,0.0
82c2f7fffffffff,3654.0,5.0,0.0
82c307fffffffff,1.0,0.0,0.0
82c30ffffffffff,19.0,0.0,0.0
82c327fffffffff,286.0,0.0,0.0
82c32ffffffffff,171.0,1.0,0.0
82c347fffffffff,280.0,0.0,0.0
82c34ffffffffff,324.0,9.0,0.0
82c357fffffffff,275.0,0.0,0.0
82c35ffffffffff,77.0,0.0,0.0
82c367fffffffff,186.0,0.0,0.0
82c36ffffffffff,21.0,0.0,0.0
82c377fffffffff,186.0,1.0,0.0
82ce17fffffffff,71.0,13.0,0.0
82ce87fffffffff,1416.0,9.0,0.0
82ce8ffffffffff,2121.0,54.0,0.0
82ce97fffffffff,1064.0,0.0,0.0
82ce9ffffffffff,1400.0,2.0,0.0
82cea7fffffffff,421.0,5.0,0.0
82ceaffffffffff,4971.0,621.0,0.0
82ceb7fffffffff,5.0,0.0,0.0
82cf17fffffffff,793.0,130.0,0.0
82cf87fffffffff,98.0,0.0,0.0
82cf8ffffffffff,881.0,13.0,0.0
82cf97fffffffff,105.0,0.0,0.0
82cf9ffffffffff,174.0,0.0,0.0
82cfa7fffffffff,3701.0,33.0,0.0
82cfaffffffffff,796.0,10.0,0.0
82cfb7fffffffff,32.0,0.0,0.0
82de67fffffffff,78.0,0.0,0.0
82de77fffffffff,238.0,0.0,0.0
82df47fffffffff,1375.0,124.0,0.0
82df4ffffffffff,23.0,2.0,0.0
82df5ffffffffff,6.0,0.0,0.0
82df6ffffffffff,2063.0,415.0,0.0
