cell_id,Parus major,Parus major [major Group],Parus major [bokharensis Group]
82218ffffffffff,9.0,0.0,9.0
82219ffffffffff,20.0,0.0,19.0
8221a7fffffffff,2.0,0.0,0.0
82240ffffffffff,1.0,0.0,0.0
822427fffffffff,20.0,8.0,0.0
82242ffffffffff,5.0,0.0,0.0
822447fffffffff,2.0,0.0,0.0
822467fffffffff,11.0,0.0,0.0
822507fffffffff,1.0,0.0,0.0
822517fffffffff,63.0,11.0,2.0
822537fffffffff,4.0,0.0,0.0
822547fffffffff,103.0,0.0,0.0
822557fffffffff,6.0,0.0,0.0
82255ffffffffff,490.0,61.0,3.0
82256ffffffffff,2.0,2.0,0.0
822577fffffffff,69.0,0.0,0.0
8225a7fffffffff,32.0,0.0,8.0
8225affffffffff,24.0,3.0,6.0
8225b7fffffffff,84.0,14.0,13.0
82275ffffffffff,171.0,0.0,0.0
822c07fffffffff,1523.0,49.0,0.0
822c0ffffffffff,320.0,10.0,0.0
822c17fffffffff,131.0,0.0,0.0
822c1ffffffffff,213.0,40.0,0.0
822c27fffffffff,468.0,15.0,0.0
822c2ffffffffff,891.0,8.0,0.0
822c37fffffffff,38.0,5.0,0.0
822c67fffffffff,51.0,0.0,0.0
822c6ffffffffff,1.0,0.0,0.0
822c77fffffffff,65.0,0.0,0.0
822c87fffffffff,35.0,4.0,0.0
822c8ffffffffff,27.0,4.0,0.0
822c9ffffffffff,1.0,0.0,0.0
822caffffffffff,236.0,20.0,0.0
822cc7fffffffff,950.0,57.0,0.0
822ccffffffffff,61.0,6.0,0.0
822cd7fffffffff,74.0,22.0,0.0
822cdffffffffff,2.0,0.0,0.0
822ce7fffffffff,88.0,10.0,0.0
822cf7fffffffff,1430.0,330.0,0.0
822d07fffffffff,448.0,8.0,0.0
822d0ffffffffff,3.0,2.0,0.0
822d17fffffffff,641.0,47.0,0.0
822d1ffffffffff,150.0,0.0,0.0
822d27fffffffff,125.0,0.0,0.0
822d2ffffffffff,18.0,4.0,0.0
822d37fffffffff,1508.0,103.0,0.0
822d47fffffffff,4.0,0.0,0.0
822d57fffffffff,46.0,2.0,0.0
822d5ffffffffff,26.0,0.0,0.0
822d67fffffffff,2005.0,0.0,0.0
822d77fffffffff,43.0,0.0,0.0
822d87fffffffff,9.0,0.0,0.0
822da7fffffffff,717.0,42.0,0.0
822daffffffffff,448.0,51.0,0.0
822db7fffffffff,8830.0,1697.0,0.0
822e8ffffffffff,2.0,0.0,0.0
823817fffffffff,5.0,0.0,0.0
823827fffffffff,856.0,14.0,0.0
82382ffffffffff,3.0,0.0,0.0
823837fffffffff,263.0,41.0,0.0
82384ffffffffff,1.0,0.0,0.0
823867fffffffff,52.0,6.0,0.0
82386ffffffffff,32.0,0.0,0.0
823877fffffffff,24.0,4.0,0.0
823907fffffffff,18073.0,151.0,0.0
82390ffffffffff,9984.0,142.0,0.0
823917fffffffff,6204.0,245.0,0.0
82391ffffffffff,9898.0,182.0,0.0
823927fffffffff,9784.0,570.0,0.0
82392ffffffffff,15349.0,105.0,0.0
823937fffffffff,3323.0,40.0,0.0
823947fffffffff,6129.0,2.0,0.0
82394ffffffffff,23.0,4.0,0.0
823957fffffffff,3973.0,7.0,0.0
82395ffffffffff,153.0,0.0,0.0
823967fffffffff,1839.0,104.0,0.0
82396ffffffffff,1498.0,148.0,0.0
823977fffffffff,8041.0,97.0,0.0
823987fffffffff,450.0,80.0,0.0
82398ffffffffff,149.0,8.0,0.0
823997fffffffff,105.0,36.0,0.0
82399ffffffffff,39.0,2.0,0.0
8239affffffffff,237.0,28.0,0.0
823e6ffffffffff,49.0,0.0,0.0
823f27fffffffff,13.0,0.0,0.0
823f2ffffffffff,438.0,20.0,0.0
823f37fffffffff,84.0,2.0,0.0
823f47fffffffff,50.0,3.0,0.0
823f4ffffffffff,356.0,78.0,0.0
823f67fffffffff,1402.0,34.0,0.0
823f6ffffffffff,619.0,63.0,0.0
823f77fffffffff,349.0,17.0,0.0
82430ffffffffff,4.0,0.0,0.0
824327fffffffff,61.0,0.0,0.0
824337fffffffff,10.0,1.0,0.0
824367fffffffff,142.0,12.0,0.0
