cell_id,Megaceryle torquata,Megaceryle torquata torquata/stictipennis,Megaceryle torquata stellata
83662bfffffffff,3.0,0.0,0.0
83662dfffffffff,2.0,0.0,0.0
836660fffffffff,2.0,0.0,0.0
836663fffffffff,2.0,0.0,0.0
8366a0fffffffff,44.0,0.0,0.0
8366a3fffffffff,3.0,3.0,0.0
8366a5fffffffff,23.0,0.0,0.0
8366b0fffffffff,5.0,4.0,0.0
8366b4fffffffff,3.0,3.0,0.0
8366b5fffffffff,4.0,0.0,0.0
8366b6fffffffff,2.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0
8366d3fffffffff,13.0,0.0,0.0
8366dafffffffff,6.0,6.0,0.0
8366dcfffffffff,2.0,1.0,0.0
8366ddfffffffff,2.0,0.0,0.0
8366e6fffffffff,48.0,0.0,0.0
8366f1fffffffff,3.0,0.0,0.0
8366f5fffffffff,14.0,0.0,0.0
836746fffffffff,1.0,0.0,0.0
83674cfffffffff,1.0,0.0,0.0
836752fffffffff,2.0,0.0,0.0
836759fffffffff,1.0,0.0,0.0
83675cfffffffff,5.0,0.0,0.0
83679afffffffff,6.0,1.0,0.0
83679bfffffffff,2.0,0.0,0.0
836d05fffffffff,7.0,4.0,0.0
836d20fffffffff,2.0,2.0,0.0
836d23fffffffff,1.0,0.0,0.0
836d24fffffffff,2.0,0.0,0.0
836d25fffffffff,15.0,11.0,0.0
836d29fffffffff,4.0,0.0,0.0
836d2afffffffff,7.0,0.0,0.0
836d2efffffffff,10.0,0.0,0.0
836d32fffffffff,6.0,0.0,0.0
836d34fffffffff,6.0,0.0,0.0
836d61fffffffff,7.0,0.0,0.0
836d63fffffffff,2.0,0.0,0.0
836d68fffffffff,4.0,0.0,0.0
836d69fffffffff,13.0,2.0,0.0
836d6dfffffffff,5.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0
838a05fffffffff,1.0,1.0,0.0
838a2efffffffff,1.0,0.0,0.0
838a45fffffffff,1.0,0.0,0.0
838a69fffffffff,1.0,0.0,0.0
838b22fffffffff,4.0,4.0,0.0
838f63fffffffff,1.0,0.0,0.0
838fa6fffffffff,1.0,0.0,0.0
83a840fffffffff,8.0,0.0,0.0
83a859fffffffff,3.0,0.0,0.0
83a953fffffffff,4.0,4.0,0.0
83a961fffffffff,58.0,0.0,0.0
83a965fffffffff,20.0,0.0,0.0
83a96cfffffffff,9.0,0.0,0.0
83b248fffffffff,5.0,0.0,0.0
83b249fffffffff,18.0,0.0,0.0
83b24bfffffffff,5.0,0.0,0.0
83b24dfffffffff,206.0,0.0,0.0
83b268fffffffff,15.0,0.0,0.0
83b269fffffffff,30.0,0.0,0.0
83b26bfffffffff,4.0,0.0,0.0
83b26dfffffffff,40.0,0.0,0.0
83b274fffffffff,2.0,2.0,0.0
83b2dbfffffffff,2.0,0.0,0.0
83c22cfffffffff,1.0,1.0,0.0
83c2c1fffffffff,2.0,0.0,0.0
83c2c5fffffffff,3.0,3.0,0.0
83c2c9fffffffff,72.0,0.0,0.0
83c2cbfffffffff,3.0,0.0,0.0
83c2cdfffffffff,67.0,0.0,0.0
83c2e9fffffffff,9.0,0.0,0.0
83c2ebfffffffff,26.0,0.0,0.0
83c2f1fffffffff,1.0,0.0,0.0
83c34bfffffffff,1.0,0.0,0.0
83ce81fffffffff,3.0,0.0,1.0
83ce83fffffffff,2.0,0.0,0.0
83ce8bfffffffff,2.0,0.0,0.0
83ce8cfffffffff,3.0,0.0,0.0
83cea3fffffffff,3.0,0.0,1.0
83ceaafffffffff,7.0,0.0,7.0
83cf12fffffffff,1.0,0.0,0.0
83df45fffffffff,14.0,0.0,14.0
