cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
831aa0fffffffff,5.0,0.0,0.0,0.0
831aa3fffffffff,4.0,0.0,0.0,0.0
832640fffffffff,1.0,0.0,0.0,0.0
832648fffffffff,13.0,0.0,0.0,0.0
832649fffffffff,2.0,0.0,0.0,0.0
83264cfffffffff,1.0,0.0,0.0,0.0
83264efffffffff,7.0,0.0,0.0,0.0
832652fffffffff,6.0,0.0,4.0,0.0
832659fffffffff,2.0,0.0,0.0,0.0
83265bfffffffff,24.0,0.0,0.0,0.0
83266bfffffffff,4.0,0.0,0.0,0.0
83268dfffffffff,7.0,0.0,0.0,0.0
8326a8fffffffff,3.0,0.0,3.0,0.0
8326c1fffffffff,1.0,0.0,0.0,0.0
8326c2fffffffff,2.0,0.0,0.0,0.0
8326c3fffffffff,67.0,0.0,0.0,0.0
8326c8fffffffff,71.0,0.0,0.0,0.0
8326cafffffffff,13.0,0.0,0.0,0.0
8326cbfffffffff,71.0,0.0,2.0,0.0
8326cdfffffffff,4.0,0.0,0.0,0.0
8326cefffffffff,2.0,0.0,0.0,0.0
8326d0fffffffff,4.0,0.0,0.0,0.0
8326d3fffffffff,1.0,0.0,0.0,0.0
8326d4fffffffff,2.0,0.0,0.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0
8326d8fffffffff,4.0,0.0,0.0,0.0
8326d9fffffffff,23.0,0.0,0.0,0.0
8326dafffffffff,16.0,0.0,2.0,0.0
8326dbfffffffff,19.0,0.0,0.0,0.0
8326dcfffffffff,15.0,0.0,0.0,0.0
8326defffffffff,10.0,0.0,1.0,0.0
8326e1fffffffff,3.0,0.0,0.0,0.0
8326e2fffffffff,8.0,0.0,0.0,0.0
8326e3fffffffff,3.0,0.0,0.0,0.0
8326e9fffffffff,2.0,0.0,0.0,0.0
83274afffffffff,2.0,0.0,0.0,0.0
832756fffffffff,2.0,0.0,0.0,0.0
832759fffffffff,21.0,0.0,0.0,0.0
83275dfffffffff,1.0,0.0,0.0,0.0
832763fffffffff,1.0,0.0,0.0,0.0
8328defffffffff,1.0,0.0,0.0,0.0
8328f4fffffffff,11.0,0.0,0.0,0.0
8329a1fffffffff,2.0,0.0,0.0,0.0
8329a6fffffffff,18.0,0.0,0.0,0.0
8329a8fffffffff,9.0,0.0,0.0,0.0
832a10fffffffff,122.0,0.0,2.0,0.0
832a12fffffffff,3.0,0.0,0.0,0.0
832a13fffffffff,38.0,0.0,1.0,0.0
832a14fffffffff,30.0,0.0,0.0,0.0
832a15fffffffff,17.0,0.0,0.0,0.0
832a1afffffffff,45.0,0.0,0.0,0.0
832a30fffffffff,63.0,29.0,2.0,0.0
832a31fffffffff,34.0,0.0,7.0,0.0
832a33fffffffff,39.0,0.0,7.0,0.0
832a34fffffffff,6.0,0.0,0.0,0.0
832a4cfffffffff,2.0,0.0,0.0,0.0
832a81fffffffff,1.0,0.0,0.0,0.0
832a8bfffffffff,1.0,0.0,0.0,0.0
832a8dfffffffff,9.0,0.0,0.0,0.0
832a90fffffffff,3.0,0.0,0.0,0.0
832a94fffffffff,2.0,0.0,0.0,0.0
832aa1fffffffff,13.0,0.0,6.0,0.0
832aa3fffffffff,2.0,0.0,0.0,0.0
832aa4fffffffff,29.0,0.0,0.0,0.0
832aa6fffffffff,4.0,0.0,0.0,0.0
832aa8fffffffff,3.0,0.0,0.0,0.0
832aa9fffffffff,46.0,0.0,3.0,0.0
832aacfffffffff,15.0,0.0,0.0,0.0
832aadfffffffff,208.0,3.0,2.0,0.0
832aaefffffffff,1.0,0.0,0.0,0.0
832ab0fffffffff,9.0,0.0,0.0,0.0
832ab1fffffffff,2.0,0.0,0.0,0.0
832ab2fffffffff,30.0,0.0,0.0,0.0
832ab3fffffffff,14.0,0.0,1.0,0.0
832ab5fffffffff,23.0,0.0,0.0,0.0
832ab6fffffffff,4.0,0.0,0.0,0.0
832ac6fffffffff,3.0,0.0,0.0,0.0
