cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
832ad0fffffffff,2.0,0.0,0.0,0.0
832ad3fffffffff,15.0,0.0,0.0,0.0
832ad4fffffffff,1.0,0.0,0.0,0.0
832ad5fffffffff,4.0,0.0,0.0,0.0
832af1fffffffff,5.0,0.0,0.0,0.0
832af6fffffffff,56.0,0.0,0.0,0.0
832b0cfffffffff,1.0,0.0,0.0,0.0
832b12fffffffff,5.0,0.0,0.0,0.0
832b16fffffffff,7.0,0.0,0.0,0.0
832b19fffffffff,4.0,0.0,0.0,0.0
832b83fffffffff,11.0,0.0,2.0,0.0
832b8afffffffff,2.0,0.0,0.0,0.0
832b8cfffffffff,3.0,0.0,0.0,0.0
832b98fffffffff,1.0,0.0,0.0,0.0
832b99fffffffff,31.0,0.0,0.0,0.0
832b9bfffffffff,57.0,0.0,4.0,0.0
832b9dfffffffff,3.0,0.0,2.0,0.0
832baafffffffff,47.0,0.0,8.0,0.0
834413fffffffff,48.0,3.0,0.0,0.0
834414fffffffff,7.0,2.0,0.0,0.0
834415fffffffff,2.0,0.0,0.0,0.0
834416fffffffff,34.0,0.0,0.0,0.0
83441afffffffff,9.0,0.0,0.0,0.0
83441bfffffffff,3.0,0.0,0.0,0.0
83441efffffffff,15.0,2.0,0.0,0.0
834432fffffffff,5.0,0.0,0.0,0.0
834440fffffffff,27.0,0.0,0.0,0.0
834441fffffffff,25.0,0.0,0.0,0.0
834444fffffffff,17.0,0.0,0.0,0.0
834445fffffffff,311.0,0.0,9.0,0.0
834446fffffffff,10.0,0.0,0.0,0.0
834448fffffffff,12.0,0.0,0.0,0.0
834449fffffffff,9.0,0.0,1.0,0.0
83444afffffffff,2.0,0.0,0.0,0.0
83444cfffffffff,16.0,0.0,0.0,0.0
83444dfffffffff,4.0,0.0,0.0,0.0
834450fffffffff,43.0,0.0,2.0,0.0
834452fffffffff,3.0,0.0,0.0,0.0
834455fffffffff,46.0,0.0,0.0,0.0
834456fffffffff,2.0,0.0,0.0,0.0
834459fffffffff,13.0,0.0,0.0,0.0
834463fffffffff,59.0,0.0,0.0,0.0
834468fffffffff,11.0,0.0,0.0,0.0
834469fffffffff,13.0,0.0,0.0,0.0
83446afffffffff,8.0,0.0,0.0,0.0
83446bfffffffff,37.0,0.0,2.0,0.0
83446cfffffffff,6.0,0.0,0.0,0.0
83446dfffffffff,26.0,0.0,1.0,0.0
83446efffffffff,69.0,0.0,0.0,0.0
834473fffffffff,33.0,0.0,0.0,0.0
8344a1fffffffff,74.0,27.0,0.0,0.0
8344a3fffffffff,7.0,0.0,0.0,0.0
8344a5fffffffff,4.0,0.0,2.0,0.0
8344a8fffffffff,4.0,0.0,0.0,0.0
8344a9fffffffff,62.0,0.0,0.0,0.0
8344abfffffffff,1.0,0.0,0.0,0.0
8344acfffffffff,300.0,9.0,0.0,0.0
8344aefffffffff,8.0,0.0,0.0,0.0
8344b6fffffffff,8.0,0.0,0.0,0.0
8344d0fffffffff,7.0,0.0,0.0,0.0
8344d2fffffffff,26.0,0.0,0.0,0.0
8344d3fffffffff,1.0,0.0,0.0,0.0
8344d5fffffffff,3.0,0.0,0.0,0.0
8344dbfffffffff,2.0,0.0,0.0,0.0
8344ddfffffffff,4.0,0.0,0.0,0.0
8344e4fffffffff,4.0,0.0,0.0,0.0
8344e5fffffffff,1.0,0.0,0.0,0.0
8344e6fffffffff,13.0,0.0,1.0,0.0
8344eefffffffff,29.0,0.0,14.0,0.0
8344f0fffffffff,2.0,0.0,0.0,0.0
8344f3fffffffff,10.0,0.0,0.0,0.0
8344f4fffffffff,9.0,0.0,0.0,0.0
8344f6fffffffff,4.0,0.0,0.0,0.0
834505fffffffff,6.0,0.0,0.0,0.0
83450dfffffffff,4.0,0.0,0.0,0.0
834521fffffffff,44.0,0.0,6.0,0.0
834522fffffffff,2.0,0.0,0.0,0.0
834523fffffffff,5.0,0.0,0.0,0.0
834524fffffffff,5.0,0.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0,0.0
83452afffffffff,6.0,0.0,0.0,0.0
83452cfffffffff,15.0,0.0,0.0,0.0
83452efffffffff,14.0,0.0,0.0,0.0
834588fffffffff,2.0,0.0,0.0,0.0
83458cfffffffff,2.0,2.0,0.0,0.0
834591fffffffff,2.0,2.0,0.0,0.0
8345a3fffffffff,5.0,0.0,0.0,0.0
8345b0fffffffff,2.0,2.0,0.0,0.0
8345b2fffffffff,124.0,107.0,0.0,0.0
834805fffffffff,3.0,0.0,0.0,0.0
834880fffffffff,1.0,0.0,0.0,0.0
834889fffffffff,2.0,0.0,0.0,0.0
83488afffffffff,5.0,0.0,0.0,0.0
83488bfffffffff,3.0,0.0,0.0,0.0
83488efffffffff,4.0,0.0,2.0,0.0
834890fffffffff,3.0,0.0,0.0,0.0
834893fffffffff,5.0,0.0,0.0,0.0
834895fffffffff,46.0,0.0,7.0,0.0
834899fffffffff,23.0,0.0,0.0,0.0
83489afffffffff,7.0,0.0,0.0,0.0
83489cfffffffff,18.0,0.0,0.0,0.0
83489dfffffffff,6.0,0.0,0.0,0.0
83489efffffffff,15.0,0.0,6.0,0.0
8348a2fffffffff,2.0,0.0,0.0,0.0
8348abfffffffff,5.0,0.0,1.0,0.0
8348b1fffffffff,7.0,0.0,7.0,0.0
8348b2fffffffff,2.0,0.0,0.0,0.0
8348b3fffffffff,6.0,0.0,2.0,0.0
8348c0fffffffff,20.0,0.0,0.0,0.0
8348c3fffffffff,8.0,0.0,0.0,0.0
8348d0fffffffff,13.0,0.0,3.0,0.0
8348d2fffffffff,3.0,0.0,2.0,0.0
8348d3fffffffff,51.0,0.0,0.0,0.0
8348d4fffffffff,17.0,0.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0
8348e8fffffffff,10.0,0.0,0.0,0.0
8348eafffffffff,6.0,0.0,0.0,0.0
8348ebfffffffff,4.0,0.0,0.0,0.0
8348f2fffffffff,4.0,0.0,0.0,0.0
8348f3fffffffff,5.0,0.0,0.0,0.0
8348f6fffffffff,2.0,0.0,2.0,0.0
834981fffffffff,4.0,0.0,0.0,0.0
834983fffffffff,9.0,0.0,1.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0
834996fffffffff,84.0,0.0,0.0,0.0
8349a2fffffffff,4.0,0.0,0.0,0.0
8349b3fffffffff,1.0,0.0,1.0,0.0
834c88fffffffff,14.0,0.0,0.0,0.0
834c90fffffffff,1.0,0.0,0.0,0.0
834cc0fffffffff,15.0,2.0,0.0,0.0
834cc5fffffffff,58.0,54.0,0.0,0.0
834cd2fffffffff,8.0,8.0,0.0,0.0
834cd5fffffffff,11.0,11.0,0.0,0.0
834ce8fffffffff,1.0,0.0,0.0,0.0
834ceafffffffff,11.0,4.0,0.0,0.0
834ceefffffffff,33.0,33.0,0.0,0.0
834cf3fffffffff,3.0,3.0,0.0,0.0
835e5dfffffffff,1.0,0.0,0.0,0.0
836616fffffffff,1.0,0.0,0.0,0.0
8366a5fffffffff,2.0,0.0,0.0,0.0
836730fffffffff,4.0,4.0,0.0,0.0
836732fffffffff,5.0,5.0,0.0,0.0
836736fffffffff,30.0,28.0,0.0,0.0
836744fffffffff,2.0,2.0,0.0,0.0
836746fffffffff,2.0,0.0,0.0,0.0
836752fffffffff,6.0,0.0,0.0,0.0
836783fffffffff,2.0,0.0,0.0,0.0
83679bfffffffff,2.0,0.0,0.0,0.0
836d23fffffffff,6.0,0.0,0.0,0.0
836d28fffffffff,2.0,0.0,0.0,0.0
836d29fffffffff,24.0,0.0,0.0,0.0
836d2afffffffff,19.0,0.0,0.0,0.0
836d2bfffffffff,6.0,0.0,0.0,0.0
836d2dfffffffff,14.0,0.0,0.0,0.0
836d31fffffffff,13.0,0.0,0.0,0.0
836d60fffffffff,32.0,0.0,4.0,0.0
836d61fffffffff,7.0,0.0,1.0,0.0
836d66fffffffff,7.0,0.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0,0.0
836d69fffffffff,30.0,0.0,0.0,0.0
836d6bfffffffff,13.0,0.0,0.0,0.0
836d6cfffffffff,7.0,0.0,0.0,0.0
836d6dfffffffff,2.0,0.0,0.0,0.0
836d74fffffffff,3.0,0.0,0.0,0.0
836d75fffffffff,2.0,0.0,0.0,0.0
836d76fffffffff,14.0,0.0,0.0,0.0
