cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
8408969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840896bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8408997ffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
8408999ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a7ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089adffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bdffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089cbffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8408a53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8408a8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a97ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408acbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b03ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b63ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8408c21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8408d21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d37ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8408d85ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8408d89ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8408d8bffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dd9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408e5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ea7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ec1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f63ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84095adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409805ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409807ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
8409817ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409819ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
840981dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409829ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84098c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84098ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8409913ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8409917ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
840991bffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
8409935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409937ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409981ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409987ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840998bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8409993ffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
8409995ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409997ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8409999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84099b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84099bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099cdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84099e9ffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,105.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
8409a41ffffffff,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8409a43ffffffff,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,69.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,190.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,2.0
8409a4dffffffff,33.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,79.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,140.0,0.0,0.0,66.0,0.0,0.0,0.0,3.0,0.0
8409a6bffffffff,116.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
8409ab1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410203ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410245ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411009ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411031ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841103bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411059ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841105bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8411061ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411155ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841115bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841116dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411201ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841120dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8411213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411217ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411221ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
