cell_id,Pachyglossa agilis,Pachyglossa agilis agilis/zeylonica,Pachyglossa agilis [obsoleta Group],Pachyglossa agilis [aeruginosa Group]
823c07fffffffff,2.0,0.0,0.0,0.0
823c17fffffffff,2.0,0.0,0.0,0.0
823c1ffffffffff,32.0,0.0,0.0,0.0
823c37fffffffff,33.0,0.0,0.0,0.0
823c87fffffffff,152.0,0.0,0.0,0.0
823c8ffffffffff,91.0,0.0,0.0,0.0
823c97fffffffff,345.0,0.0,0.0,0.0
823ca7fffffffff,70.0,0.0,0.0,0.0
823caffffffffff,97.0,4.0,0.0,0.0
823cb7fffffffff,1069.0,0.0,0.0,0.0
823cf7fffffffff,8.0,0.0,0.0,0.0
823d17fffffffff,424.0,0.0,0.0,0.0
823d37fffffffff,30.0,0.0,0.0,0.0
823d87fffffffff,18.0,0.0,0.0,0.0
823d8ffffffffff,80.0,0.0,0.0,0.0
823d97fffffffff,106.0,0.0,0.0,0.0
823d9ffffffffff,829.0,0.0,0.0,0.0
823da7fffffffff,2.0,0.0,0.0,0.0
823daffffffffff,143.0,0.0,0.0,0.0
823db7fffffffff,15.0,0.0,0.0,0.0
824067fffffffff,15.0,0.0,2.0,0.0
82414ffffffffff,5.0,0.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0,0.0
82416ffffffffff,28.0,0.0,2.0,0.0
8242c7fffffffff,51.0,0.0,0.0,0.0
8242cffffffffff,427.0,0.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0,0.0
8242dffffffffff,281.0,0.0,0.0,0.0
8242effffffffff,22.0,0.0,0.0,0.0
826007fffffffff,130.0,0.0,0.0,0.0
826017fffffffff,595.0,0.0,0.0,0.0
82601ffffffffff,195.0,0.0,0.0,0.0
826027fffffffff,95.0,0.0,0.0,0.0
826037fffffffff,1012.0,0.0,0.0,0.0
826087fffffffff,21.0,0.0,0.0,0.0
82608ffffffffff,2422.0,0.0,0.0,0.0
826097fffffffff,347.0,0.0,0.0,0.0
82609ffffffffff,129.0,0.0,0.0,0.0
8260a7fffffffff,222.0,0.0,0.0,0.0
8260affffffffff,1504.0,0.0,0.0,0.0
8260b7fffffffff,164.0,0.0,0.0,0.0
8260f7fffffffff,1.0,0.0,0.0,0.0
826107fffffffff,157.0,15.0,0.0,0.0
826117fffffffff,84.0,8.0,0.0,0.0
82611ffffffffff,8.0,0.0,0.0,0.0
82618ffffffffff,197.0,0.0,0.0,0.0
82619ffffffffff,8.0,0.0,0.0,0.0
826417fffffffff,190.0,0.0,45.0,0.0
826437fffffffff,77.0,0.0,23.0,0.0
826487fffffffff,48.0,0.0,14.0,0.0
82648ffffffffff,9.0,0.0,0.0,0.0
826497fffffffff,76.0,0.0,15.0,0.0
8264a7fffffffff,95.0,0.0,17.0,0.0
8264b7fffffffff,53.0,0.0,8.0,0.0
826507fffffffff,16.0,0.0,0.0,0.0
82650ffffffffff,1.0,0.0,0.0,0.0
82651ffffffffff,112.0,0.0,32.0,0.0
826527fffffffff,12.0,0.0,0.0,0.0
82652ffffffffff,2.0,0.0,0.0,0.0
826587fffffffff,3.0,0.0,0.0,0.0
82658ffffffffff,45.0,0.0,18.0,0.0
826597fffffffff,44.0,0.0,3.0,0.0
82659ffffffffff,211.0,0.0,63.0,0.0
8265b7fffffffff,198.0,0.0,0.0,0.0
826807fffffffff,6.0,0.0,0.0,0.0
826817fffffffff,4.0,0.0,0.0,0.0
82681ffffffffff,29.0,0.0,0.0,0.0
82682ffffffffff,53.0,0.0,0.0,19.0
82684ffffffffff,16.0,0.0,0.0,10.0
826857fffffffff,5.0,0.0,0.0,0.0
82685ffffffffff,2.0,0.0,0.0,2.0
82688ffffffffff,2.0,0.0,0.0,0.0
826937fffffffff,7.0,0.0,0.0,0.0
826947fffffffff,6.0,0.0,0.0,0.0
82694ffffffffff,108.0,0.0,0.0,41.0
82695ffffffffff,5.0,0.0,0.0,0.0
82696ffffffffff,24.0,0.0,0.0,11.0
828c97fffffffff,9.0,0.0,0.0,0.0
828cd7fffffffff,3.0,0.0,0.0,0.0
829427fffffffff,25.0,0.0,11.0,0.0
82942ffffffffff,6.0,0.0,0.0,0.0
82951ffffffffff,30.0,0.0,6.0,0.0
829557fffffffff,4.0,0.0,3.0,0.0
8295a7fffffffff,10.0,0.0,0.0,0.0
8295affffffffff,43.0,0.0,17.0,0.0
