cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
8419689ffffffff,2.0,0.0,0.0
8419691ffffffff,4.0,0.0,0.0
8419693ffffffff,2.0,0.0,0.0
841969bffffffff,3.0,0.0,0.0
841969dffffffff,4.0,0.0,0.0
84196d1ffffffff,2.0,0.0,0.0
84196d9ffffffff,2.0,0.0,0.0
84196ddffffffff,1.0,0.0,0.0
8419725ffffffff,3.0,0.0,0.0
8419739ffffffff,1.0,0.0,0.0
841973bffffffff,23.0,0.0,0.0
841973dffffffff,2.0,0.0,0.0
841e023ffffffff,2.0,0.0,0.0
841e037ffffffff,3.0,0.0,0.0
841e041ffffffff,5.0,0.0,0.0
841e05bffffffff,2.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0
841e0a9ffffffff,5.0,2.0,0.0
841e0b3ffffffff,28.0,28.0,0.0
841e0b7ffffffff,1.0,1.0,0.0
841e0e7ffffffff,1.0,0.0,0.0
841e153ffffffff,2.0,0.0,0.0
841e169ffffffff,1.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e351ffffffff,2.0,0.0,0.0
841e465ffffffff,2.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0
841e5cdffffffff,2.0,0.0,0.0
841e6b3ffffffff,2.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0
841ea03ffffffff,1.0,0.0,0.0
841ea09ffffffff,3.0,0.0,0.0
841ea0bffffffff,3.0,0.0,0.0
841ea49ffffffff,1.0,1.0,0.0
841ea4dffffffff,2.0,2.0,0.0
841ea53ffffffff,2.0,0.0,0.0
841ea55ffffffff,6.0,0.0,0.0
841ea93ffffffff,1.0,0.0,0.0
841eb2bffffffff,3.0,0.0,0.0
841eb49ffffffff,2.0,0.0,0.0
841eb4dffffffff,2.0,0.0,0.0
841eb59ffffffff,1.0,0.0,0.0
841eb5bffffffff,1.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0
841ec1dffffffff,11.0,0.0,0.0
841ec43ffffffff,2.0,0.0,0.0
841ec47ffffffff,14.0,0.0,0.0
841ec55ffffffff,1.0,0.0,0.0
841ec91ffffffff,1.0,0.0,0.0
841ec9dffffffff,2.0,2.0,0.0
841ed0dffffffff,2.0,0.0,0.0
841eda7ffffffff,1.0,1.0,0.0
841ee37ffffffff,2.0,0.0,0.0
841ee91ffffffff,2.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0
841ef59ffffffff,2.0,0.0,0.0
841f051ffffffff,5.0,5.0,0.0
841f05bffffffff,1.0,1.0,0.0
841f065ffffffff,1.0,1.0,0.0
841f169ffffffff,2.0,0.0,0.0
841f1a1ffffffff,1.0,0.0,0.0
841f1b5ffffffff,3.0,0.0,0.0
841f233ffffffff,2.0,2.0,0.0
841f283ffffffff,8.0,8.0,0.0
841f2adffffffff,1.0,1.0,0.0
841f2d7ffffffff,1.0,1.0,0.0
841f317ffffffff,1.0,1.0,0.0
841f33dffffffff,2.0,0.0,0.0
841f46bffffffff,1.0,0.0,0.0
841f715ffffffff,1.0,0.0,0.0
841f8d1ffffffff,2.0,0.0,0.0
841f8e1ffffffff,1.0,0.0,0.0
841f93dffffffff,1.0,0.0,0.0
841f983ffffffff,1.0,1.0,0.0
841f98bffffffff,2.0,2.0,0.0
841f9b1ffffffff,2.0,0.0,0.0
841f9d1ffffffff,8.0,8.0,0.0
841f9d7ffffffff,4.0,0.0,0.0
841f9e1ffffffff,3.0,0.0,0.0
841fa43ffffffff,2.0,0.0,0.0
841fa6bffffffff,2.0,0.0,0.0
8420991ffffffff,1.0,0.0,0.0
8420e61ffffffff,2.0,0.0,0.0
8421567ffffffff,4.0,0.0,0.0
8425717ffffffff,2.0,0.0,0.0
842a107ffffffff,12.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0
842c0b7ffffffff,8.0,0.0,0.0
842c193ffffffff,2.0,0.0,0.0
842c4cdffffffff,9.0,0.0,0.0
842c513ffffffff,23.0,0.0,0.0
842c5cdffffffff,2.0,0.0,0.0
842c6a9ffffffff,2.0,0.0,0.0
842c823ffffffff,2.0,0.0,2.0
842c831ffffffff,3.0,0.0,3.0
842c833ffffffff,18.0,0.0,18.0
842c835ffffffff,11.0,0.0,11.0
842c8edffffffff,2.0,0.0,2.0
842c9c9ffffffff,19.0,0.0,19.0
842c9d9ffffffff,6.0,0.0,6.0
842c9e1ffffffff,1.0,0.0,1.0
842ce4bffffffff,4.0,0.0,0.0
842ce59ffffffff,4.0,0.0,0.0
842d0e5ffffffff,1.0,0.0,0.0
842d183ffffffff,1.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0
842d331ffffffff,1.0,0.0,0.0
842db29ffffffff,1.0,1.0,0.0
842db67ffffffff,1.0,1.0,0.0
84346b5ffffffff,7.0,0.0,0.0
8438253ffffffff,2.0,0.0,0.0
84390cbffffffff,3.0,0.0,0.0
8439115ffffffff,2.0,0.0,0.0
8439155ffffffff,8.0,0.0,0.0
843915dffffffff,16.0,0.0,0.0
84391a9ffffffff,2.0,0.0,0.0
84391abffffffff,14.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0
8439221ffffffff,2.0,0.0,0.0
84392dbffffffff,15.0,0.0,0.0
8439337ffffffff,14.0,0.0,0.0
8439447ffffffff,35.0,0.0,0.0
843951dffffffff,1.0,0.0,0.0
843e411ffffffff,3.0,3.0,0.0
843e583ffffffff,6.0,6.0,0.0
843e5b9ffffffff,2.0,2.0,0.0
843e605ffffffff,6.0,6.0,0.0
843e629ffffffff,6.0,6.0,0.0
843e665ffffffff,1.0,1.0,0.0
843e6c3ffffffff,4.0,0.0,0.0
843e717ffffffff,3.0,3.0,0.0
843f305ffffffff,4.0,0.0,0.0
843f4d1ffffffff,1.0,1.0,0.0
843f4d3ffffffff,2.0,2.0,0.0
843f4dbffffffff,1.0,1.0,0.0
8442e45ffffffff,2.0,0.0,0.0
8443603ffffffff,1.0,0.0,0.0
8443ac1ffffffff,1.0,0.0,0.0
