cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
82608ffffffffff,54.0,1.0,0.0,0.0,0.0
82609ffffffffff,18.0,0.0,0.0,0.0,0.0
8260affffffffff,50.0,0.0,0.0,0.0,2.0
8260b7fffffffff,13.0,0.0,0.0,0.0,2.0
82618ffffffffff,6.0,0.0,0.0,0.0,6.0
82619ffffffffff,2.0,0.0,0.0,0.0,0.0
8261affffffffff,4.0,0.0,0.0,0.0,4.0
826327fffffffff,6.0,6.0,0.0,0.0,0.0
826337fffffffff,6.0,6.0,0.0,0.0,0.0
82640ffffffffff,11.0,0.0,0.0,0.0,9.0
82648ffffffffff,1.0,0.0,0.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0,0.0,0.0
8264e7fffffffff,2.0,0.0,0.0,0.0,2.0
826507fffffffff,104.0,0.0,0.0,0.0,0.0
82650ffffffffff,11.0,0.0,0.0,0.0,5.0
82651ffffffffff,250.0,0.0,0.0,0.0,0.0
826527fffffffff,144.0,0.0,0.0,0.0,0.0
826587fffffffff,2.0,0.0,0.0,0.0,0.0
82658ffffffffff,3.0,0.0,0.0,0.0,3.0
82659ffffffffff,27.0,0.0,0.0,0.0,13.0
8265b7fffffffff,1.0,0.0,0.0,0.0,0.0
82660ffffffffff,35.0,0.0,0.0,0.0,0.0
826617fffffffff,46.0,0.0,0.0,0.0,0.0
82661ffffffffff,6.0,0.0,0.0,6.0,0.0
826627fffffffff,13.0,0.0,0.0,4.0,0.0
82662ffffffffff,6.0,0.0,0.0,0.0,0.0
826637fffffffff,4.0,0.0,0.0,0.0,0.0
826647fffffffff,4.0,0.0,0.0,4.0,0.0
826677fffffffff,6.0,0.0,0.0,0.0,0.0
8266a7fffffffff,22.0,0.0,0.0,4.0,0.0
8266affffffffff,3.0,0.0,0.0,0.0,0.0
8266b7fffffffff,34.0,0.0,0.0,3.0,0.0
8266d7fffffffff,18.0,0.0,0.0,9.0,0.0
8266dffffffffff,2.0,0.0,0.0,0.0,0.0
8266e7fffffffff,1.0,0.0,0.0,0.0,0.0
8266effffffffff,6.0,0.0,0.0,6.0,0.0
8266f7fffffffff,19.0,0.0,0.0,3.0,0.0
826727fffffffff,4.0,0.0,0.0,3.0,0.0
826737fffffffff,8.0,0.0,0.0,8.0,0.0
826747fffffffff,45.0,0.0,0.0,2.0,0.0
82674ffffffffff,34.0,0.0,0.0,0.0,0.0
826757fffffffff,4.0,0.0,0.0,1.0,0.0
82675ffffffffff,46.0,0.0,0.0,38.0,0.0
82676ffffffffff,3.0,0.0,0.0,0.0,0.0
826777fffffffff,24.0,0.0,0.0,0.0,0.0
82679ffffffffff,12.0,0.0,0.0,3.0,0.0
826817fffffffff,6.0,0.0,0.0,0.0,0.0
82681ffffffffff,4.0,0.0,0.0,0.0,0.0
82685ffffffffff,1.0,0.0,0.0,0.0,0.0
826947fffffffff,21.0,0.0,0.0,0.0,2.0
826c67fffffffff,1.0,0.0,0.0,0.0,0.0
826d07fffffffff,10.0,0.0,0.0,4.0,0.0
826d27fffffffff,62.0,0.0,0.0,38.0,0.0
826d2ffffffffff,32.0,0.0,0.0,6.0,0.0
826d37fffffffff,14.0,0.0,0.0,9.0,0.0
826d67fffffffff,15.0,0.0,0.0,0.0,0.0
826d6ffffffffff,55.0,0.0,0.0,18.0,0.0
826d77fffffffff,11.0,0.0,0.0,0.0,0.0
82728ffffffffff,1.0,0.0,0.0,0.0,1.0
8272a7fffffffff,2.0,0.0,0.0,0.0,0.0
8272dffffffffff,3.0,0.0,0.0,0.0,0.0
8272f7fffffffff,1.0,0.0,0.0,0.0,1.0
827687fffffffff,2.0,0.0,0.0,0.0,2.0
82768ffffffffff,2.0,0.0,0.0,0.0,2.0
827a47fffffffff,5.0,0.0,2.0,0.0,0.0
827a4ffffffffff,1.0,0.0,0.0,0.0,0.0
827a57fffffffff,2.0,0.0,0.0,0.0,0.0
827a67fffffffff,10.0,0.0,3.0,0.0,0.0
827a6ffffffffff,4.0,0.0,4.0,0.0,0.0
827b4ffffffffff,45.0,0.0,11.0,0.0,0.0
828017fffffffff,2.0,0.0,0.0,2.0,0.0
828027fffffffff,2.0,0.0,0.0,0.0,0.0
828047fffffffff,2.0,0.0,0.0,0.0,0.0
82806ffffffffff,2.0,0.0,0.0,0.0,0.0
828117fffffffff,3.0,0.0,0.0,3.0,0.0
828127fffffffff,1.0,0.0,0.0,1.0,0.0
82812ffffffffff,2.0,0.0,0.0,2.0,0.0
828137fffffffff,1.0,0.0,0.0,1.0,0.0
8281affffffffff,1.0,0.0,0.0,1.0,0.0
82845ffffffffff,2.0,0.0,0.0,0.0,0.0
828a47fffffffff,2.0,0.0,0.0,0.0,0.0
828a6ffffffffff,2.0,0.0,0.0,2.0,0.0
828ae7fffffffff,1.0,0.0,0.0,0.0,0.0
828b0ffffffffff,17.0,0.0,0.0,17.0,0.0
828b27fffffffff,36.0,0.0,0.0,36.0,0.0
