cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
820137fffffffff,4.0,0.0,0.0,0.0,0.0
820747fffffffff,4.0,0.0,0.0,0.0,0.0
82075ffffffffff,3.0,0.0,0.0,0.0,0.0
820767fffffffff,1.0,1.0,0.0,0.0,0.0
820777fffffffff,9.0,9.0,0.0,0.0,0.0
820887fffffffff,5.0,2.0,0.0,0.0,0.0
82088ffffffffff,2.0,0.0,0.0,0.0,0.0
820897fffffffff,6.0,0.0,0.0,0.0,0.0
82089ffffffffff,11.0,0.0,0.0,0.0,0.0
8208a7fffffffff,2.0,0.0,0.0,0.0,0.0
8208b7fffffffff,14.0,2.0,0.0,0.0,0.0
82094ffffffffff,2.0,0.0,0.0,0.0,0.0
820987fffffffff,1.0,0.0,0.0,0.0,0.0
820997fffffffff,7.0,0.0,0.0,0.0,0.0
82099ffffffffff,8.0,2.0,0.0,0.0,0.0
8209a7fffffffff,12.0,0.0,0.0,0.0,0.0
820c47fffffffff,8.0,0.0,0.0,0.0,0.0
820c5ffffffffff,9.0,0.0,0.0,0.0,0.0
820d4ffffffffff,1.0,0.0,0.0,1.0,0.0
820e4ffffffffff,14.0,0.0,0.0,1.0,0.0
820e5ffffffffff,1.0,0.0,0.0,0.0,0.0
820ecffffffffff,2.0,0.0,0.0,0.0,0.0
820f17fffffffff,1.0,0.0,0.0,0.0,0.0
82110ffffffffff,6.0,0.0,0.0,0.0,0.0
82118ffffffffff,4.0,0.0,0.0,0.0,0.0
8211affffffffff,2.0,0.0,0.0,0.0,0.0
82124ffffffffff,5.0,0.0,0.0,0.0,0.0
82125ffffffffff,8.0,0.0,0.0,0.0,0.0
821287fffffffff,1.0,0.0,0.0,0.0,0.0
82128ffffffffff,1.0,0.0,0.0,0.0,0.0
8212affffffffff,1.0,0.0,0.0,0.0,0.0
8212c7fffffffff,24.0,0.0,0.0,0.0,0.0
8212cffffffffff,135.0,0.0,0.0,1.0,0.0
8212d7fffffffff,32.0,0.0,0.0,0.0,0.0
8212dffffffffff,22.0,0.0,0.0,0.0,0.0
8212e7fffffffff,25.0,0.0,0.0,2.0,0.0
8212effffffffff,38.0,0.0,0.0,0.0,0.0
8212f7fffffffff,2.0,0.0,0.0,0.0,0.0
8214affffffffff,2.0,2.0,0.0,0.0,0.0
821657fffffffff,5.0,2.0,0.0,0.0,3.0
82165ffffffffff,2.0,0.0,0.0,0.0,0.0
821827fffffffff,16.0,2.0,0.0,0.0,0.0
82182ffffffffff,15.0,1.0,0.0,0.0,0.0
821847fffffffff,5.0,2.0,0.0,0.0,0.0
82184ffffffffff,22.0,0.0,0.0,0.0,0.0
82185ffffffffff,63.0,0.0,0.0,0.0,0.0
82186ffffffffff,9.0,0.0,0.0,0.0,0.0
821877fffffffff,14.0,2.0,0.0,0.0,0.0
82190ffffffffff,2.0,0.0,0.0,0.0,0.0
82192ffffffffff,6.0,0.0,0.0,0.0,0.0
821947fffffffff,126.0,29.0,0.0,0.0,0.0
82194ffffffffff,65.0,10.0,0.0,0.0,0.0
821957fffffffff,92.0,38.0,0.0,0.0,0.0
82195ffffffffff,85.0,17.0,0.0,0.0,0.0
82196ffffffffff,8.0,7.0,0.0,0.0,0.0
821977fffffffff,29.0,6.0,0.0,0.0,0.0
821aa7fffffffff,49.0,0.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0
821b9ffffffffff,6.0,0.0,0.0,0.0,0.0
821e07fffffffff,43.0,9.0,0.0,0.0,0.0
821e0ffffffffff,21.0,0.0,0.0,0.0,0.0
821e17fffffffff,9.0,0.0,0.0,0.0,0.0
821e1ffffffffff,8.0,0.0,0.0,0.0,0.0
821e27fffffffff,22.0,2.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0,0.0
821e37fffffffff,30.0,0.0,0.0,0.0,0.0
821e47fffffffff,12.0,2.0,0.0,0.0,0.0
821e4ffffffffff,5.0,0.0,0.0,0.0,0.0
821e57fffffffff,13.0,0.0,0.0,0.0,0.0
821e5ffffffffff,29.0,0.0,0.0,0.0,0.0
821e67fffffffff,8.0,0.0,0.0,0.0,0.0
821e6ffffffffff,19.0,0.0,0.0,0.0,0.0
821e77fffffffff,10.0,0.0,0.0,0.0,0.0
821e87fffffffff,2.0,0.0,0.0,0.0,0.0
821ea7fffffffff,27.0,7.0,0.0,0.0,0.0
821ec7fffffffff,38.0,5.0,0.0,0.0,0.0
821ecffffffffff,23.0,2.0,0.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0,0.0,0.0
821edffffffffff,6.0,0.0,0.0,0.0,0.0
821eeffffffffff,11.0,0.0,0.0,0.0,0.0
821f07fffffffff,5.0,0.0,0.0,0.0,0.0
821f1ffffffffff,17.0,6.0,0.0,0.0,0.0
821f27fffffffff,8.0,7.0,0.0,0.0,0.0
821f2ffffffffff,13.0,4.0,0.0,0.0,0.0
821f37fffffffff,4.0,2.0,0.0,0.0,0.0
821f47fffffffff,5.0,0.0,0.0,0.0,0.0
821f4ffffffffff,5.0,0.0,0.0,0.0,0.0
821f57fffffffff,8.0,4.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0,0.0
821f67fffffffff,9.0,0.0,0.0,0.0,0.0
821f77fffffffff,24.0,0.0,0.0,0.0,0.0
821f87fffffffff,9.0,3.0,0.0,0.0,0.0
821f8ffffffffff,4.0,4.0,0.0,0.0,0.0
821f9ffffffffff,5.0,0.0,0.0,0.0,0.0
821fa7fffffffff,16.0,0.0,0.0,0.0,0.0
821faffffffffff,20.0,18.0,0.0,0.0,0.0
821fb7fffffffff,25.0,2.0,0.0,0.0,0.0
82201ffffffffff,14.0,0.0,0.0,0.0,0.0
822037fffffffff,10.0,0.0,0.0,0.0,0.0
8220a7fffffffff,2.0,0.0,0.0,0.0,0.0
8220e7fffffffff,3.0,0.0,0.0,0.0,0.0
822157fffffffff,4.0,2.0,0.0,0.0,0.0
8222effffffffff,18.0,0.0,0.0,0.0,3.0
822517fffffffff,6.0,6.0,0.0,0.0,0.0
82255ffffffffff,3.0,0.0,0.0,0.0,0.0
8225affffffffff,5.0,3.0,0.0,0.0,0.0
822607fffffffff,15.0,0.0,0.0,2.0,0.0
82260ffffffffff,67.0,0.0,0.0,4.0,0.0
822617fffffffff,1.0,0.0,0.0,0.0,0.0
82261ffffffffff,8.0,0.0,0.0,2.0,0.0
822627fffffffff,26.0,0.0,0.0,0.0,0.0
82262ffffffffff,13.0,0.0,0.0,4.0,0.0
822637fffffffff,20.0,0.0,0.0,0.0,0.0
822647fffffffff,239.0,0.0,0.0,0.0,0.0
82264ffffffffff,607.0,0.0,0.0,10.0,0.0
822657fffffffff,174.0,0.0,0.0,5.0,0.0
82265ffffffffff,98.0,0.0,0.0,0.0,0.0
822667fffffffff,100.0,0.0,0.0,5.0,0.0
82266ffffffffff,351.0,0.0,0.0,4.0,0.0
822677fffffffff,25.0,0.0,0.0,3.0,0.0
822687fffffffff,89.0,0.0,0.0,0.0,0.0
82268ffffffffff,135.0,0.0,0.0,2.0,0.0
822697fffffffff,242.0,0.0,0.0,2.0,0.0
82269ffffffffff,70.0,0.0,0.0,3.0,0.0
8226a7fffffffff,11.0,0.0,0.0,0.0,0.0
8226affffffffff,105.0,0.0,0.0,2.0,0.0
8226b7fffffffff,22.0,0.0,0.0,0.0,0.0
8226c7fffffffff,19.0,0.0,0.0,0.0,0.0
8226cffffffffff,112.0,0.0,0.0,1.0,0.0
8226d7fffffffff,17.0,0.0,0.0,0.0,0.0
8226dffffffffff,17.0,0.0,0.0,0.0,0.0
8226e7fffffffff,63.0,0.0,0.0,0.0,0.0
8226effffffffff,38.0,0.0,0.0,0.0,0.0
8226f7fffffffff,29.0,0.0,0.0,0.0,0.0
822707fffffffff,47.0,0.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0,0.0
822717fffffffff,29.0,0.0,0.0,3.0,0.0
82271ffffffffff,4.0,0.0,0.0,2.0,0.0
822747fffffffff,97.0,0.0,0.0,0.0,0.0
82274ffffffffff,570.0,0.0,0.0,4.0,0.0
822757fffffffff,177.0,0.0,0.0,2.0,0.0
82275ffffffffff,243.0,0.0,0.0,6.0,0.0
822767fffffffff,29.0,0.0,0.0,2.0,0.0
82276ffffffffff,314.0,0.0,0.0,80.0,0.0
822777fffffffff,12.0,0.0,0.0,0.0,0.0
822787fffffffff,3.0,0.0,0.0,0.0,0.0
82278ffffffffff,3.0,0.0,0.0,0.0,0.0
822797fffffffff,5.0,0.0,0.0,0.0,0.0
82279ffffffffff,38.0,0.0,0.0,0.0,0.0
8227a7fffffffff,52.0,0.0,0.0,0.0,0.0
8227affffffffff,11.0,0.0,0.0,0.0,0.0
8227b7fffffffff,9.0,0.0,0.0,0.0,0.0
822807fffffffff,14.0,0.0,0.0,5.0,0.0
822817fffffffff,91.0,0.0,0.0,0.0,0.0
82281ffffffffff,93.0,0.0,0.0,23.0,0.0
822837fffffffff,5256.0,0.0,0.0,36.0,0.0
822887fffffffff,191.0,0.0,0.0,0.0,0.0
82288ffffffffff,156.0,0.0,0.0,6.0,0.0
822897fffffffff,5.0,0.0,0.0,0.0,0.0
82289ffffffffff,44.0,0.0,0.0,0.0,0.0
8228a7fffffffff,55.0,0.0,0.0,0.0,0.0
8228affffffffff,17.0,0.0,0.0,0.0,0.0
8228b7fffffffff,77.0,0.0,0.0,0.0,0.0
8228c7fffffffff,31.0,0.0,0.0,0.0,0.0
8228d7fffffffff,520.0,0.0,0.0,14.0,0.0
8228dffffffffff,138.0,0.0,0.0,0.0,0.0
8228e7fffffffff,1.0,0.0,0.0,0.0,0.0
8228f7fffffffff,229.0,0.0,0.0,0.0,0.0
822917fffffffff,6.0,0.0,0.0,2.0,0.0
82291ffffffffff,14.0,0.0,0.0,2.0,0.0
822987fffffffff,61.0,0.0,0.0,6.0,0.0
82298ffffffffff,81.0,0.0,0.0,0.0,0.0
822997fffffffff,41.0,0.0,0.0,2.0,0.0
82299ffffffffff,14.0,0.0,0.0,3.0,0.0
8229a7fffffffff,362.0,0.0,0.0,7.0,0.0
8229affffffffff,87.0,0.0,0.0,6.0,0.0
8229b7fffffffff,55.0,0.0,0.0,1.0,0.0
822a07fffffffff,114.0,0.0,0.0,1.0,0.0
822a17fffffffff,1916.0,0.0,0.0,60.0,0.0
822a1ffffffffff,2.0,0.0,0.0,0.0,0.0
822a37fffffffff,1596.0,0.0,0.0,21.0,0.0
822a87fffffffff,226.0,0.0,0.0,0.0,0.0
822a8ffffffffff,516.0,0.0,0.0,57.0,0.0
822a97fffffffff,333.0,0.0,0.0,0.0,0.0
822a9ffffffffff,203.0,0.0,0.0,4.0,0.0
822aa7fffffffff,905.0,0.0,0.0,5.0,0.0
822aaffffffffff,2640.0,0.0,0.0,236.0,0.0
822ab7fffffffff,1683.0,0.0,0.0,259.0,0.0
822ad7fffffffff,75.0,0.0,0.0,6.0,0.0
822af7fffffffff,208.0,0.0,0.0,119.0,0.0
822b07fffffffff,136.0,0.0,0.0,3.0,0.0
822b0ffffffffff,113.0,0.0,0.0,0.0,0.0
822b17fffffffff,95.0,0.0,0.0,0.0,0.0
822b1ffffffffff,266.0,0.0,0.0,1.0,0.0
822b27fffffffff,13.0,0.0,0.0,0.0,0.0
822b2ffffffffff,50.0,0.0,0.0,2.0,0.0
822b37fffffffff,2.0,0.0,0.0,0.0,0.0
822b87fffffffff,416.0,0.0,0.0,9.0,0.0
822b8ffffffffff,864.0,0.0,0.0,55.0,0.0
822b97fffffffff,21.0,0.0,0.0,0.0,0.0
822b9ffffffffff,1683.0,0.0,0.0,206.0,0.0
822ba7fffffffff,68.0,0.0,0.0,0.0,0.0
822baffffffffff,841.0,0.0,0.0,12.0,0.0
822bb7fffffffff,2.0,0.0,0.0,2.0,0.0
822c0ffffffffff,25.0,0.0,0.0,0.0,0.0
822c2ffffffffff,2.0,0.0,0.0,0.0,0.0
822c4ffffffffff,1.0,1.0,0.0,0.0,0.0
822c57fffffffff,2.0,0.0,0.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0,0.0,0.0
822c97fffffffff,20.0,0.0,0.0,0.0,0.0
822cc7fffffffff,2.0,0.0,0.0,0.0,0.0
822ce7fffffffff,6.0,0.0,0.0,0.0,0.0
822d07fffffffff,5.0,2.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0,0.0
822d37fffffffff,4.0,0.0,0.0,0.0,0.0
822d67fffffffff,8.0,0.0,0.0,0.0,0.0
822da7fffffffff,2.0,0.0,0.0,0.0,0.0
822daffffffffff,2.0,0.0,0.0,0.0,0.0
822db7fffffffff,45.0,18.0,0.0,0.0,0.0
822e67fffffffff,6.0,0.0,0.0,0.0,3.0
822f5ffffffffff,7.0,1.0,0.0,0.0,4.0
82301ffffffffff,16.0,16.0,0.0,0.0,0.0
823037fffffffff,8.0,8.0,0.0,0.0,0.0
823087fffffffff,24.0,18.0,0.0,0.0,0.0
823097fffffffff,2.0,2.0,0.0,0.0,0.0
82309ffffffffff,209.0,95.0,0.0,0.0,17.0
8230c7fffffffff,1.0,0.0,0.0,0.0,1.0
8230e7fffffffff,17.0,0.0,0.0,0.0,17.0
823187fffffffff,6.0,6.0,0.0,0.0,0.0
82318ffffffffff,6.0,6.0,0.0,0.0,0.0
8231affffffffff,8.0,5.0,0.0,0.0,3.0
823427fffffffff,19.0,0.0,0.0,10.0,0.0
82346ffffffffff,2.0,0.0,0.0,0.0,0.0
82351ffffffffff,99.0,0.0,0.0,73.0,0.0
8235affffffffff,34.0,2.0,0.0,22.0,0.0
823837fffffffff,4.0,0.0,0.0,0.0,0.0
82384ffffffffff,2.0,0.0,0.0,0.0,0.0
823867fffffffff,16.0,4.0,0.0,0.0,0.0
82386ffffffffff,11.0,5.0,0.0,0.0,0.0
823877fffffffff,29.0,4.0,0.0,0.0,0.0
823907fffffffff,277.0,75.0,0.0,0.0,0.0
82390ffffffffff,22.0,3.0,0.0,0.0,0.0
823917fffffffff,99.0,6.0,0.0,0.0,0.0
82391ffffffffff,34.0,0.0,0.0,0.0,0.0
823927fffffffff,255.0,0.0,0.0,0.0,0.0
82392ffffffffff,91.0,2.0,0.0,0.0,0.0
823937fffffffff,77.0,3.0,0.0,0.0,0.0
823947fffffffff,65.0,30.0,0.0,0.0,0.0
823957fffffffff,16.0,3.0,0.0,0.0,0.0
82395ffffffffff,6.0,0.0,0.0,0.0,0.0
823977fffffffff,195.0,133.0,0.0,0.0,0.0
8239affffffffff,7.0,4.0,0.0,0.0,0.0
823c07fffffffff,13.0,0.0,0.0,0.0,4.0
823c17fffffffff,18.0,4.0,0.0,0.0,14.0
823c1ffffffffff,48.0,0.0,0.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0,0.0,0.0
823c5ffffffffff,31.0,6.0,0.0,0.0,16.0
823c87fffffffff,10.0,0.0,0.0,0.0,0.0
823c8ffffffffff,22.0,0.0,0.0,0.0,0.0
823c9ffffffffff,28.0,0.0,0.0,0.0,0.0
823caffffffffff,3.0,0.0,0.0,0.0,0.0
823cc7fffffffff,3.0,0.0,0.0,0.0,0.0
823ccffffffffff,4.0,0.0,0.0,0.0,0.0
823cd7fffffffff,2.0,0.0,0.0,0.0,0.0
823ce7fffffffff,35.0,0.0,0.0,0.0,32.0
823ceffffffffff,58.0,0.0,0.0,0.0,58.0
823cf7fffffffff,91.0,1.0,0.0,0.0,0.0
823d07fffffffff,23.0,0.0,0.0,0.0,0.0
823d17fffffffff,26.0,0.0,0.0,0.0,9.0
823d37fffffffff,2.0,0.0,0.0,0.0,2.0
823d87fffffffff,71.0,0.0,0.0,0.0,53.0
823d8ffffffffff,3.0,0.0,0.0,0.0,3.0
823d97fffffffff,2.0,0.0,0.0,0.0,0.0
823d9ffffffffff,10.0,0.0,0.0,0.0,0.0
823da7fffffffff,11.0,0.0,0.0,0.0,2.0
823daffffffffff,24.0,0.0,0.0,0.0,24.0
823db7fffffffff,2.0,0.0,0.0,0.0,2.0
823e2ffffffffff,1.0,0.0,0.0,0.0,0.0
823e4ffffffffff,2.0,0.0,0.0,0.0,0.0
823e5ffffffffff,14.0,0.0,0.0,0.0,0.0
823e67fffffffff,7.0,0.0,0.0,0.0,0.0
823e6ffffffffff,5.0,0.0,0.0,0.0,2.0
823e77fffffffff,1.0,0.0,0.0,0.0,0.0
823f2ffffffffff,5.0,0.0,0.0,0.0,0.0
823f67fffffffff,7.0,0.0,0.0,0.0,0.0
82404ffffffffff,2.0,0.0,0.0,0.0,0.0
82408ffffffffff,8.0,6.0,0.0,0.0,2.0
8240e7fffffffff,5.0,3.0,0.0,0.0,2.0
8240effffffffff,1.0,0.0,0.0,0.0,1.0
82411ffffffffff,6.0,6.0,0.0,0.0,0.0
824177fffffffff,12.0,0.0,0.0,0.0,0.0
824197fffffffff,34.0,34.0,0.0,0.0,0.0
82419ffffffffff,6.0,6.0,0.0,0.0,0.0
8241a7fffffffff,7.0,0.0,0.0,0.0,3.0
8241b7fffffffff,28.0,15.0,0.0,0.0,9.0
82425ffffffffff,3.0,0.0,0.0,0.0,0.0
8242c7fffffffff,34.0,1.0,0.0,0.0,11.0
8242cffffffffff,20.0,0.0,0.0,0.0,0.0
8242dffffffffff,2.0,0.0,0.0,0.0,0.0
8242effffffffff,5.0,0.0,0.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0,0.0,0.0
82438ffffffffff,10.0,10.0,0.0,0.0,0.0
82439ffffffffff,10.0,10.0,0.0,0.0,0.0
8243affffffffff,10.0,10.0,0.0,0.0,0.0
824417fffffffff,67.0,0.0,0.0,7.0,0.0
82441ffffffffff,97.0,0.0,0.0,71.0,0.0
824447fffffffff,71.0,0.0,0.0,0.0,0.0
82444ffffffffff,77.0,0.0,0.0,1.0,0.0
824457fffffffff,8.0,0.0,0.0,0.0,0.0
82445ffffffffff,27.0,0.0,0.0,0.0,0.0
824467fffffffff,2.0,0.0,0.0,0.0,0.0
82446ffffffffff,187.0,0.0,0.0,17.0,0.0
824477fffffffff,4.0,0.0,0.0,0.0,0.0
824487fffffffff,24.0,0.0,0.0,0.0,0.0
8244a7fffffffff,39.0,0.0,0.0,1.0,0.0
8244affffffffff,42.0,0.0,0.0,20.0,0.0
8244b7fffffffff,4.0,0.0,0.0,0.0,0.0
8244c7fffffffff,294.0,0.0,0.0,5.0,0.0
8244cffffffffff,259.0,0.0,0.0,3.0,0.0
8244d7fffffffff,467.0,0.0,0.0,369.0,0.0
8244dffffffffff,130.0,0.0,0.0,0.0,0.0
8244e7fffffffff,19.0,0.0,0.0,7.0,0.0
8244effffffffff,29.0,0.0,0.0,0.0,0.0
8244f7fffffffff,430.0,0.0,0.0,14.0,0.0
824507fffffffff,12.0,0.0,0.0,8.0,0.0
82450ffffffffff,764.0,0.0,0.0,760.0,0.0
82451ffffffffff,13.0,0.0,0.0,13.0,0.0
824527fffffffff,24.0,0.0,0.0,0.0,0.0
82452ffffffffff,82.0,0.0,0.0,11.0,0.0
824577fffffffff,391.0,0.0,0.0,390.0,0.0
824587fffffffff,1.0,0.0,0.0,0.0,0.0
82459ffffffffff,11.0,0.0,0.0,6.0,0.0
8245a7fffffffff,8.0,0.0,0.0,0.0,0.0
8245b7fffffffff,21.0,0.0,0.0,19.0,0.0
82464ffffffffff,45.0,0.0,0.0,0.0,0.0
82480ffffffffff,33.0,0.0,0.0,29.0,0.0
824817fffffffff,2.0,0.0,0.0,2.0,0.0
824827fffffffff,2.0,0.0,0.0,0.0,0.0
82482ffffffffff,5.0,0.0,0.0,0.0,0.0
824837fffffffff,18.0,0.0,0.0,6.0,0.0
824847fffffffff,1.0,0.0,0.0,0.0,0.0
824857fffffffff,7.0,0.0,0.0,6.0,0.0
82485ffffffffff,86.0,0.0,0.0,12.0,0.0
824877fffffffff,1.0,0.0,0.0,0.0,0.0
824887fffffffff,15.0,0.0,0.0,0.0,0.0
82488ffffffffff,45.0,0.0,0.0,2.0,0.0
824897fffffffff,431.0,0.0,0.0,21.0,0.0
82489ffffffffff,54.0,0.0,0.0,1.0,0.0
8248a7fffffffff,1.0,0.0,0.0,1.0,0.0
8248b7fffffffff,50.0,0.0,0.0,10.0,0.0
8248c7fffffffff,37.0,0.0,0.0,0.0,0.0
8248cffffffffff,15.0,0.0,0.0,7.0,0.0
8248d7fffffffff,33.0,0.0,0.0,0.0,0.0
8248dffffffffff,56.0,0.0,0.0,0.0,0.0
8248e7fffffffff,8.0,0.0,0.0,8.0,0.0
8248effffffffff,387.0,0.0,0.0,13.0,0.0
8248f7fffffffff,21.0,0.0,0.0,0.0,0.0
824987fffffffff,140.0,0.0,0.0,133.0,0.0
82498ffffffffff,6.0,0.0,0.0,6.0,0.0
824997fffffffff,198.0,0.0,0.0,158.0,0.0
82499ffffffffff,5.0,0.0,0.0,5.0,0.0
8249affffffffff,25.0,0.0,0.0,24.0,0.0
8249b7fffffffff,64.0,0.0,0.0,60.0,0.0
824b37fffffffff,8.0,8.0,0.0,0.0,0.0
824b87fffffffff,27.0,0.0,0.0,0.0,4.0
824ba7fffffffff,174.0,1.0,0.0,0.0,16.0
824bb7fffffffff,488.0,0.0,0.0,0.0,42.0
824c87fffffffff,1.0,0.0,0.0,0.0,0.0
824c8ffffffffff,2.0,0.0,0.0,0.0,0.0
824c97fffffffff,2.0,0.0,0.0,0.0,0.0
824cb7fffffffff,12.0,0.0,0.0,0.0,0.0
824cc7fffffffff,122.0,0.0,0.0,59.0,0.0
824cd7fffffffff,17.0,0.0,0.0,11.0,0.0
824ceffffffffff,199.0,0.0,0.0,0.0,0.0
824cf7fffffffff,12.0,0.0,0.0,12.0,0.0
824d4ffffffffff,3.0,0.0,0.0,0.0,0.0
82524ffffffffff,29.0,29.0,0.0,0.0,0.0
825367fffffffff,2.0,0.0,0.0,0.0,0.0
8253a7fffffffff,6.0,4.0,0.0,0.0,0.0
825977fffffffff,2.0,0.0,0.0,0.0,0.0
825e47fffffffff,3.0,0.0,0.0,0.0,0.0
825e4ffffffffff,4.0,0.0,0.0,2.0,0.0
825e5ffffffffff,4.0,0.0,0.0,0.0,0.0
825e67fffffffff,6.0,0.0,0.0,0.0,0.0
825e77fffffffff,3.0,0.0,0.0,0.0,0.0
825f17fffffffff,6.0,0.0,0.0,6.0,0.0
825f4ffffffffff,13.0,0.0,0.0,0.0,0.0
825f5ffffffffff,13.0,0.0,0.0,7.0,0.0
826007fffffffff,134.0,0.0,0.0,0.0,47.0
826017fffffffff,37.0,0.0,0.0,0.0,15.0
82601ffffffffff,6.0,0.0,0.0,0.0,0.0
826027fffffffff,146.0,0.0,0.0,0.0,41.0
826037fffffffff,188.0,0.0,0.0,0.0,71.0
826087fffffffff,2.0,0.0,0.0,0.0,0.0
