cell_id,Colaptes melanochloros,Colaptes melanochloros melanochloros/nattereri,Colaptes melanochloros [melanolaimus Group]
8480025ffffffff,4.0,0.0,0.0
8480053ffffffff,3.0,0.0,0.0
84800e5ffffffff,1.0,1.0,0.0
8480101ffffffff,19.0,0.0,0.0
8480105ffffffff,61.0,0.0,0.0
8480107ffffffff,3.0,0.0,0.0
8480109ffffffff,90.0,3.0,0.0
8480117ffffffff,2.0,0.0,0.0
848011bffffffff,10.0,0.0,0.0
8480139ffffffff,2.0,0.0,0.0
8480141ffffffff,66.0,8.0,0.0
8480147ffffffff,5.0,2.0,0.0
8480165ffffffff,4.0,0.0,0.0
848016bffffffff,8.0,0.0,0.0
848016dffffffff,4.0,2.0,0.0
84801c9ffffffff,1.0,0.0,0.0
8480245ffffffff,2.0,0.0,0.0
84802b7ffffffff,2.0,0.0,0.0
8480301ffffffff,64.0,0.0,0.0
8480341ffffffff,1.0,0.0,0.0
8480345ffffffff,2.0,0.0,0.0
8480359ffffffff,4.0,0.0,0.0
8480367ffffffff,2.0,0.0,0.0
8480445ffffffff,6.0,0.0,0.0
8480469ffffffff,2.0,0.0,0.0
8481005ffffffff,10.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481021ffffffff,1.0,0.0,0.0
8481029ffffffff,24.0,0.0,0.0
848102dffffffff,1.0,1.0,0.0
8481053ffffffff,4.0,0.0,0.0
8481059ffffffff,3.0,0.0,0.0
8481061ffffffff,2.0,0.0,0.0
8481099ffffffff,3.0,0.0,0.0
8481117ffffffff,3.0,0.0,0.0
8481125ffffffff,19.0,2.0,0.0
848112dffffffff,4.0,0.0,0.0
8481141ffffffff,1.0,0.0,0.0
8481163ffffffff,2.0,0.0,0.0
848116bffffffff,4.0,0.0,0.0
8481187ffffffff,1.0,0.0,0.0
8481189ffffffff,6.0,0.0,0.0
8481193ffffffff,5.0,0.0,0.0
84811a1ffffffff,2.0,0.0,0.0
84811abffffffff,7.0,0.0,0.0
84811e9ffffffff,3.0,0.0,0.0
84811edffffffff,2.0,0.0,0.0
8481211ffffffff,25.0,0.0,0.0
8481215ffffffff,5.0,0.0,0.0
8481219ffffffff,1.0,0.0,0.0
848121dffffffff,1.0,1.0,0.0
848124bffffffff,11.0,0.0,0.0
848124dffffffff,16.0,0.0,0.0
84812bdffffffff,3.0,0.0,0.0
84812d3ffffffff,2.0,0.0,0.0
84812d7ffffffff,4.0,0.0,0.0
8481303ffffffff,16.0,0.0,0.0
848131dffffffff,1.0,0.0,0.0
8481321ffffffff,11.0,0.0,0.0
8481323ffffffff,1.0,0.0,0.0
8481327ffffffff,10.0,0.0,0.0
8481329ffffffff,2.0,0.0,0.0
848132dffffffff,3.0,0.0,0.0
8481335ffffffff,2.0,0.0,0.0
8481337ffffffff,2.0,1.0,0.0
8481339ffffffff,101.0,3.0,0.0
848133dffffffff,2.0,0.0,0.0
8481343ffffffff,12.0,0.0,0.0
848134dffffffff,5.0,0.0,0.0
8481363ffffffff,23.0,1.0,0.0
8481403ffffffff,9.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0
848140dffffffff,1.0,0.0,0.0
8481431ffffffff,1.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0
848145dffffffff,4.0,0.0,0.0
84814a9ffffffff,8.0,0.0,0.0
84814adffffffff,20.0,0.0,0.0
84814d5ffffffff,36.0,0.0,0.0
84814d9ffffffff,2.0,0.0,0.0
84814e3ffffffff,1.0,0.0,0.0
84814e5ffffffff,9.0,0.0,0.0
84814e7ffffffff,26.0,1.0,0.0
848151bffffffff,1.0,0.0,0.0
84815d9ffffffff,14.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0
8481627ffffffff,1.0,0.0,0.0
848162bffffffff,14.0,0.0,0.0
8481635ffffffff,2.0,0.0,0.0
8481649ffffffff,1.0,0.0,0.0
8481711ffffffff,22.0,0.0,0.0
8481713ffffffff,8.0,0.0,0.0
848172bffffffff,2.0,0.0,0.0
8481763ffffffff,2.0,0.0,0.0
8481801ffffffff,12.0,2.0,0.0
8481803ffffffff,2.0,0.0,0.0
8481807ffffffff,2.0,0.0,0.0
848180bffffffff,2.0,0.0,0.0
8481833ffffffff,1.0,0.0,0.0
8481837ffffffff,9.0,0.0,0.0
8481839ffffffff,22.0,0.0,0.0
8481851ffffffff,2.0,0.0,0.0
8481853ffffffff,2.0,0.0,0.0
8481855ffffffff,9.0,0.0,0.0
8481857ffffffff,10.0,2.0,0.0
848185bffffffff,1.0,0.0,0.0
848185dffffffff,17.0,0.0,0.0
8481881ffffffff,5.0,0.0,0.0
8481885ffffffff,11.0,0.0,0.0
848188dffffffff,6.0,0.0,0.0
84818a7ffffffff,5.0,0.0,0.0
84818abffffffff,2.0,0.0,0.0
84818b3ffffffff,19.0,4.0,0.0
84818bbffffffff,13.0,3.0,0.0
84819d1ffffffff,1.0,0.0,0.0
84819d3ffffffff,8.0,0.0,0.0
84819d9ffffffff,5.0,0.0,0.0
8481a33ffffffff,3.0,1.0,0.0
8481a8dffffffff,4.0,0.0,0.0
8481ac3ffffffff,4.0,0.0,0.0
8481ad1ffffffff,13.0,0.0,0.0
8481ad5ffffffff,7.0,1.0,0.0
8481ad9ffffffff,3.0,0.0,0.0
848b0c1ffffffff,6.0,0.0,0.0
848b0d1ffffffff,1.0,0.0,0.0
848b105ffffffff,2.0,0.0,0.0
848b10dffffffff,2.0,0.0,0.0
848b201ffffffff,1.0,0.0,0.0
848b203ffffffff,4.0,0.0,0.0
848b20bffffffff,41.0,0.0,0.0
848b211ffffffff,4.0,0.0,0.0
848b213ffffffff,1.0,0.0,0.0
848b221ffffffff,10.0,0.0,0.0
848b223ffffffff,3.0,0.0,0.0
848b22dffffffff,60.0,0.0,0.0
848b249ffffffff,1.0,0.0,0.0
848b24bffffffff,6.0,0.0,0.0
848b251ffffffff,3.0,0.0,0.0
848b259ffffffff,49.0,0.0,0.0
848b25dffffffff,7.0,0.0,0.0
848b269ffffffff,1.0,0.0,0.0
848b2a5ffffffff,6.0,0.0,0.0
848b2a7ffffffff,9.0,0.0,0.0
848b2c9ffffffff,175.0,0.0,0.0
848b2cdffffffff,24.0,0.0,0.0
848b2d9ffffffff,4.0,0.0,0.0
848b315ffffffff,9.0,0.0,0.0
848b31bffffffff,3.0,0.0,0.0
848b345ffffffff,4.0,0.0,0.0
848b429ffffffff,1.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848ba5dffffffff,2.0,0.0,0.0
848ba63ffffffff,29.0,0.0,0.0
848ba65ffffffff,4.0,0.0,0.0
848ba6dffffffff,21.0,0.0,0.0
848bb53ffffffff,4.0,0.0,0.0
848bb59ffffffff,243.0,11.0,0.0
848bb5bffffffff,3.0,0.0,0.0
84a5969ffffffff,25.0,0.0,0.0
84a8001ffffffff,4.0,0.0,0.0
84a8009ffffffff,1.0,0.0,0.0
84a8011ffffffff,2.0,0.0,0.0
84a8013ffffffff,2.0,0.0,0.0
84a8019ffffffff,15.0,0.0,0.0
84a801bffffffff,120.0,0.0,0.0
84a8025ffffffff,4.0,0.0,0.0
84a802dffffffff,8.0,2.0,0.0
84a8033ffffffff,4.0,0.0,0.0
84a8043ffffffff,2.0,0.0,0.0
84a8049ffffffff,5.0,0.0,0.0
84a804bffffffff,2.0,0.0,0.0
84a804dffffffff,15.0,0.0,0.0
84a8055ffffffff,3.0,0.0,0.0
84a8057ffffffff,8.0,0.0,0.0
84a805dffffffff,17.0,0.0,0.0
84a8061ffffffff,19.0,0.0,0.0
84a8063ffffffff,6.0,0.0,0.0
84a8065ffffffff,6.0,0.0,0.0
84a8067ffffffff,68.0,8.0,0.0
84a8069ffffffff,8.0,0.0,0.0
84a806dffffffff,3.0,0.0,0.0
84a808dffffffff,6.0,0.0,0.0
84a80a7ffffffff,2.0,0.0,0.0
84a80a9ffffffff,1.0,0.0,0.0
84a80b1ffffffff,5.0,0.0,0.0
84a80c3ffffffff,33.0,0.0,0.0
84a80c9ffffffff,5.0,0.0,0.0
84a80d9ffffffff,6.0,0.0,0.0
84a80e1ffffffff,3.0,0.0,0.0
84a80e3ffffffff,2.0,0.0,0.0
84a8101ffffffff,569.0,0.0,0.0
84a8103ffffffff,190.0,4.0,0.0
84a8105ffffffff,154.0,0.0,0.0
84a8107ffffffff,276.0,3.0,0.0
84a8109ffffffff,13.0,0.0,0.0
84a810bffffffff,32.0,0.0,0.0
84a810dffffffff,2.0,0.0,0.0
84a8113ffffffff,8.0,0.0,0.0
84a8115ffffffff,206.0,14.0,0.0
84a8117ffffffff,38.0,0.0,0.0
84a8119ffffffff,34.0,0.0,0.0
84a811bffffffff,6.0,0.0,0.0
84a811dffffffff,13.0,0.0,0.0
84a8121ffffffff,10.0,0.0,0.0
84a8123ffffffff,117.0,0.0,0.0
84a8125ffffffff,6.0,2.0,0.0
84a8127ffffffff,91.0,5.0,0.0
84a8129ffffffff,76.0,2.0,0.0
84a812bffffffff,123.0,0.0,0.0
84a812dffffffff,7.0,0.0,0.0
84a8131ffffffff,240.0,7.0,0.0
84a8133ffffffff,4.0,0.0,0.0
84a8137ffffffff,2.0,0.0,0.0
84a8139ffffffff,121.0,32.0,0.0
84a813bffffffff,164.0,8.0,0.0
84a813dffffffff,36.0,0.0,0.0
84a8143ffffffff,113.0,1.0,0.0
84a8151ffffffff,6.0,0.0,0.0
84a8153ffffffff,11.0,0.0,0.0
84a8155ffffffff,27.0,0.0,0.0
84a8157ffffffff,42.0,0.0,0.0
84a815bffffffff,77.0,9.0,0.0
84a815dffffffff,1.0,0.0,0.0
84a8163ffffffff,1.0,0.0,0.0
84a8167ffffffff,4.0,0.0,0.0
84a8181ffffffff,6.0,0.0,0.0
84a8185ffffffff,29.0,0.0,0.0
84a8187ffffffff,3.0,0.0,0.0
84a8189ffffffff,5.0,0.0,0.0
84a818dffffffff,62.0,0.0,0.0
84a8195ffffffff,35.0,0.0,0.0
84a81a1ffffffff,2.0,0.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81a9ffffffff,5.0,0.0,0.0
84a81abffffffff,22.0,0.0,0.0
84a81adffffffff,2.0,0.0,0.0
84a81b1ffffffff,2.0,0.0,0.0
84a81b3ffffffff,4.0,2.0,0.0
84a81b9ffffffff,2.0,0.0,0.0
84a81bbffffffff,14.0,0.0,0.0
84a81bdffffffff,8.0,0.0,0.0
84a81c3ffffffff,15.0,0.0,0.0
84a81c7ffffffff,10.0,0.0,0.0
84a81cbffffffff,2.0,0.0,0.0
84a81cdffffffff,213.0,0.0,0.0
84a81d1ffffffff,2.0,0.0,0.0
84a81d9ffffffff,40.0,0.0,0.0
84a81e1ffffffff,87.0,0.0,0.0
84a81e3ffffffff,30.0,0.0,0.0
84a81e7ffffffff,33.0,0.0,0.0
84a81e9ffffffff,112.0,0.0,0.0
84a81ebffffffff,31.0,1.0,0.0
84a81edffffffff,1152.0,0.0,0.0
84a8203ffffffff,13.0,0.0,0.0
84a8211ffffffff,3.0,0.0,0.0
84a8213ffffffff,4.0,0.0,0.0
84a8219ffffffff,3.0,0.0,0.0
84a821bffffffff,2.0,0.0,0.0
84a8225ffffffff,5.0,0.0,0.0
84a822bffffffff,13.0,0.0,0.0
84a8235ffffffff,4.0,0.0,0.0
84a8237ffffffff,5.0,4.0,0.0
84a823dffffffff,2.0,0.0,0.0
84a8241ffffffff,10.0,0.0,0.0
84a8247ffffffff,5.0,0.0,0.0
84a824bffffffff,3.0,0.0,0.0
84a8251ffffffff,4.0,0.0,0.0
84a8257ffffffff,4.0,0.0,0.0
84a8261ffffffff,3.0,0.0,0.0
84a826dffffffff,13.0,0.0,0.0
84a8287ffffffff,2.0,0.0,0.0
84a8289ffffffff,2.0,0.0,0.0
84a8291ffffffff,8.0,0.0,0.0
84a8293ffffffff,1.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0
84a82a5ffffffff,8.0,0.0,0.0
84a82a7ffffffff,4.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0
84a82b9ffffffff,1.0,0.0,0.0
84a82bdffffffff,9.0,0.0,0.0
84a82c3ffffffff,6.0,0.0,0.0
84a82c9ffffffff,3.0,0.0,0.0
84a82d3ffffffff,12.0,0.0,0.0
84a82d7ffffffff,1.0,0.0,0.0
84a82dbffffffff,8.0,0.0,0.0
84a82ddffffffff,2.0,0.0,0.0
84a82e1ffffffff,5.0,0.0,0.0
84a82e3ffffffff,17.0,0.0,0.0
84a82e7ffffffff,5.0,0.0,0.0
84a82edffffffff,1.0,0.0,0.0
84a8311ffffffff,6.0,0.0,0.0
84a8313ffffffff,21.0,3.0,0.0
84a8317ffffffff,7.0,0.0,0.0
84a831bffffffff,24.0,0.0,0.0
84a831dffffffff,2.0,0.0,0.0
84a8337ffffffff,4.0,0.0,0.0
84a833bffffffff,11.0,0.0,0.0
84a8351ffffffff,1.0,0.0,0.0
84a8353ffffffff,6.0,0.0,0.0
84a8357ffffffff,3.0,3.0,0.0
84a835bffffffff,3.0,0.0,0.0
84a8403ffffffff,21.0,0.0,0.0
84a8405ffffffff,7.0,0.0,0.0
84a840dffffffff,124.0,0.0,0.0
84a8411ffffffff,6.0,0.0,0.0
84a8421ffffffff,16.0,0.0,0.0
84a842bffffffff,4.0,0.0,0.0
84a8439ffffffff,3.0,0.0,0.0
84a8441ffffffff,3.0,0.0,0.0
84a8447ffffffff,2.0,0.0,0.0
84a844dffffffff,33.0,0.0,0.0
84a8453ffffffff,2.0,0.0,0.0
84a845bffffffff,21.0,0.0,0.0
84a8461ffffffff,6.0,0.0,0.0
84a8463ffffffff,127.0,6.0,0.0
84a8465ffffffff,7.0,0.0,0.0
84a846bffffffff,3.0,0.0,0.0
84a84e7ffffffff,1.0,0.0,0.0
84a851bffffffff,2.0,0.0,0.0
84a8559ffffffff,8.0,0.0,0.0
84a855dffffffff,31.0,0.0,0.0
84a856dffffffff,1.0,0.0,0.0
84a8591ffffffff,426.0,13.0,0.0
84a8599ffffffff,70.0,0.0,0.0
84a85b3ffffffff,12.0,0.0,0.0
84a85b7ffffffff,3.0,0.0,0.0
84a85b9ffffffff,6.0,0.0,0.0
84a85d1ffffffff,2.0,0.0,0.0
84a85d3ffffffff,60.0,2.0,0.0
84a8605ffffffff,11.0,0.0,0.0
84a860dffffffff,3.0,0.0,0.0
84a8629ffffffff,6.0,0.0,0.0
84a862bffffffff,2.0,0.0,0.0
84a862dffffffff,9.0,0.0,0.0
84a8639ffffffff,5.0,0.0,0.0
84a8647ffffffff,1.0,0.0,0.0
84a864bffffffff,4.0,0.0,0.0
84a8653ffffffff,4.0,0.0,0.0
84a865bffffffff,4.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8691ffffffff,4.0,0.0,0.0
84a86c3ffffffff,6.0,0.0,0.0
84a86e7ffffffff,3.0,0.0,0.0
84a8701ffffffff,8.0,0.0,0.0
84a871bffffffff,5.0,0.0,0.0
84a8721ffffffff,4.0,0.0,0.0
84a8737ffffffff,34.0,6.0,0.0
84a8753ffffffff,2.0,0.0,0.0
84a8757ffffffff,2.0,0.0,0.0
84a8759ffffffff,9.0,0.0,0.0
84a875dffffffff,3.0,0.0,0.0
84a8765ffffffff,1.0,0.0,0.0
84a8767ffffffff,4.0,0.0,0.0
84a8769ffffffff,6.0,0.0,0.0
84a876dffffffff,10.0,0.0,0.0
84a8805ffffffff,2.0,0.0,0.0
84a8807ffffffff,2.0,0.0,0.0
84a880bffffffff,1.0,0.0,0.0
84a880dffffffff,1.0,0.0,0.0
84a8811ffffffff,41.0,0.0,0.0
84a881bffffffff,14.0,0.0,0.0
84a8825ffffffff,2.0,0.0,0.0
84a8829ffffffff,3.0,0.0,0.0
84a882dffffffff,20.0,0.0,0.0
84a8835ffffffff,2.0,0.0,0.0
84a883bffffffff,2.0,0.0,0.0
84a883dffffffff,1.0,0.0,0.0
84a8849ffffffff,92.0,5.0,0.0
84a884bffffffff,4.0,0.0,0.0
84a884dffffffff,9.0,0.0,0.0
84a8853ffffffff,4.0,0.0,0.0
84a8857ffffffff,4.0,0.0,0.0
84a8863ffffffff,2.0,0.0,0.0
84a8895ffffffff,1.0,0.0,0.0
84a88b1ffffffff,1.0,0.0,0.0
84a88bbffffffff,10.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0
84a88c9ffffffff,2.0,0.0,0.0
84a88cdffffffff,18.0,0.0,0.0
84a88d5ffffffff,1.0,0.0,0.0
84a88d7ffffffff,1.0,0.0,0.0
84a88ddffffffff,72.0,4.0,0.0
84a88e3ffffffff,1.0,0.0,0.0
84a88e9ffffffff,29.0,0.0,0.0
84a88ebffffffff,12.0,1.0,0.0
84a8919ffffffff,2.0,0.0,0.0
84a8953ffffffff,5.0,0.0,0.0
84a8a03ffffffff,6.0,0.0,0.0
84a8a07ffffffff,51.0,0.0,0.0
84a8a11ffffffff,5.0,0.0,0.0
84a8a13ffffffff,125.0,3.0,0.0
84a8a15ffffffff,37.0,0.0,0.0
84a8a17ffffffff,20.0,0.0,0.0
84a8a19ffffffff,50.0,0.0,0.0
84a8a1bffffffff,7.0,0.0,0.0
84a8a1dffffffff,12.0,0.0,0.0
84a8a21ffffffff,2.0,0.0,0.0
84a8a23ffffffff,63.0,2.0,0.0
84a8a27ffffffff,7.0,0.0,0.0
84a8a2bffffffff,21.0,0.0,0.0
84a8a31ffffffff,4.0,0.0,0.0
84a8a33ffffffff,4.0,0.0,0.0
84a8a35ffffffff,14.0,0.0,0.0
84a8a39ffffffff,17.0,0.0,0.0
84a8a3bffffffff,10.0,0.0,0.0
84a8a3dffffffff,21.0,0.0,0.0
84a8a53ffffffff,6.0,1.0,0.0
84a8a85ffffffff,5.0,0.0,0.0
84a8a8bffffffff,3.0,0.0,0.0
84a8a91ffffffff,25.0,5.0,0.0
84a8a93ffffffff,5.0,0.0,0.0
84a8a95ffffffff,4.0,0.0,0.0
84a8a97ffffffff,56.0,5.0,0.0
84a8a9dffffffff,2.0,0.0,0.0
84a8aa5ffffffff,2.0,0.0,0.0
84a8aa7ffffffff,6.0,0.0,0.0
84a8aadffffffff,13.0,0.0,0.0
84a8ab1ffffffff,2.0,0.0,0.0
84a8ab9ffffffff,3.0,0.0,0.0
84a8ac1ffffffff,3.0,0.0,0.0
84a8ac3ffffffff,2.0,0.0,0.0
84a8ac5ffffffff,14.0,0.0,0.0
84a8ac7ffffffff,2.0,2.0,0.0
84a8ac9ffffffff,25.0,0.0,0.0
84a8acbffffffff,12.0,0.0,0.0
84a8acdffffffff,8.0,0.0,0.0
84a8ad1ffffffff,10.0,0.0,0.0
84a8ad3ffffffff,5.0,0.0,0.0
84a8ad5ffffffff,4.0,0.0,0.0
84a8adbffffffff,4.0,0.0,0.0
84a8ae3ffffffff,3.0,0.0,0.0
84a8ae5ffffffff,3.0,0.0,0.0
84a8c01ffffffff,32.0,0.0,0.0
84a8c03ffffffff,33.0,2.0,0.0
84a8c05ffffffff,30.0,0.0,0.0
84a8c07ffffffff,3.0,0.0,0.0
84a8c09ffffffff,4.0,0.0,0.0
84a8c0dffffffff,35.0,0.0,0.0
84a8c15ffffffff,2.0,0.0,0.0
84a8c1dffffffff,2.0,0.0,0.0
84a8c25ffffffff,74.0,4.0,0.0
84a8c27ffffffff,12.0,0.0,0.0
84a8c2bffffffff,4.0,0.0,0.0
84a8c39ffffffff,2.0,0.0,0.0
84a8c43ffffffff,4.0,0.0,0.0
84a8c47ffffffff,10.0,0.0,0.0
84a8c63ffffffff,6.0,0.0,0.0
84a8c6dffffffff,2.0,0.0,0.0
84a8ca3ffffffff,1.0,0.0,0.0
84a8cebffffffff,5.0,0.0,0.0
84a8d05ffffffff,7.0,0.0,0.0
84a8d11ffffffff,4.0,0.0,0.0
84a8d19ffffffff,29.0,0.0,0.0
84a8d1bffffffff,52.0,2.0,0.0
84a8d35ffffffff,36.0,0.0,0.0
84a8d37ffffffff,3.0,0.0,0.0
84a8d43ffffffff,5.0,0.0,0.0
84a8d4bffffffff,5.0,0.0,0.0
84a8d53ffffffff,8.0,0.0,0.0
84a8d69ffffffff,3.0,0.0,0.0
84a8da1ffffffff,2.0,0.0,0.0
84a8dd9ffffffff,4.0,0.0,0.0
