cell_id,Colaptes melanochloros,Colaptes melanochloros melanochloros/nattereri,Colaptes melanochloros [melanolaimus Group]
84a956bffffffff,2.0,0.0,0.0
84a9595ffffffff,8.0,0.0,0.0
84a9599ffffffff,1.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0
84a95a5ffffffff,33.0,0.0,0.0
84a95abffffffff,26.0,0.0,0.0
84a95adffffffff,3.0,0.0,0.0
84a95b3ffffffff,3.0,0.0,0.0
84a95bbffffffff,5.0,0.0,0.0
84a95c3ffffffff,8.0,0.0,0.0
84a95c5ffffffff,8.0,0.0,0.0
84a95c9ffffffff,70.0,0.0,0.0
84a95cbffffffff,2.0,0.0,0.0
84a95d1ffffffff,10.0,0.0,0.0
84a95d9ffffffff,40.0,0.0,0.0
84a95dbffffffff,104.0,0.0,0.0
84a95e5ffffffff,2.0,0.0,0.0
84a95edffffffff,15.0,0.0,0.0
84a9601ffffffff,14.0,0.0,0.0
84a9603ffffffff,3.0,0.0,0.0
84a9605ffffffff,5.0,0.0,0.0
84a9607ffffffff,21.0,0.0,0.0
84a9609ffffffff,2.0,0.0,0.0
84a960bffffffff,3.0,0.0,0.0
84a960dffffffff,1.0,0.0,0.0
84a9611ffffffff,82.0,0.0,0.0
84a9613ffffffff,39.0,0.0,0.0
84a9615ffffffff,5.0,0.0,0.0
84a9617ffffffff,29.0,0.0,0.0
84a9619ffffffff,15.0,0.0,0.0
84a961dffffffff,4.0,0.0,0.0
84a9621ffffffff,20.0,0.0,0.0
84a9623ffffffff,184.0,0.0,0.0
84a9625ffffffff,27.0,0.0,0.0
84a9627ffffffff,368.0,0.0,0.0
84a9629ffffffff,6.0,0.0,0.0
84a962bffffffff,30.0,0.0,0.0
84a962dffffffff,26.0,0.0,0.0
84a9631ffffffff,21.0,0.0,0.0
84a9633ffffffff,11.0,0.0,0.0
84a9635ffffffff,2.0,0.0,0.0
84a9637ffffffff,38.0,0.0,0.0
84a9639ffffffff,10.0,0.0,0.0
84a963bffffffff,3.0,0.0,0.0
84a963dffffffff,42.0,0.0,0.0
84a9645ffffffff,71.0,0.0,0.0
84a9647ffffffff,2.0,0.0,0.0
84a9649ffffffff,23.0,0.0,0.0
84a964bffffffff,2.0,0.0,0.0
84a964dffffffff,11.0,0.0,0.0
84a9653ffffffff,7.0,0.0,0.0
84a9657ffffffff,5.0,0.0,0.0
84a9659ffffffff,4.0,0.0,0.0
84a9661ffffffff,10.0,0.0,0.0
84a9667ffffffff,4.0,0.0,0.0
84a9669ffffffff,16.0,4.0,0.0
84a966bffffffff,3.0,0.0,0.0
84a9685ffffffff,125.0,0.0,0.0
84a9687ffffffff,1.0,0.0,0.0
84a96a1ffffffff,5.0,0.0,0.0
84a96a3ffffffff,5.0,0.0,0.0
84a96a5ffffffff,34.0,0.0,0.0
84a96a7ffffffff,55.0,0.0,0.0
84a96a9ffffffff,17.0,0.0,0.0
84a96abffffffff,6.0,0.0,0.0
84a96adffffffff,279.0,0.0,0.0
84a96b1ffffffff,3.0,0.0,0.0
84a96b3ffffffff,8.0,0.0,0.0
84a96b5ffffffff,2.0,0.0,0.0
84a96b9ffffffff,33.0,0.0,0.0
84a96bbffffffff,2.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0
84a96c5ffffffff,26.0,0.0,0.0
84a96c7ffffffff,4.0,0.0,0.0
84a96d7ffffffff,1.0,0.0,0.0
84a96e1ffffffff,33.0,0.0,0.0
84a96e3ffffffff,15.0,0.0,0.0
84a96e5ffffffff,48.0,0.0,0.0
84a96e7ffffffff,279.0,0.0,0.0
84a96e9ffffffff,32.0,0.0,0.0
84a96ebffffffff,2.0,0.0,0.0
84a96edffffffff,4.0,0.0,0.0
84a9711ffffffff,15.0,0.0,0.0
84a9713ffffffff,1.0,0.0,0.0
84a9715ffffffff,1.0,0.0,0.0
84a9717ffffffff,85.0,0.0,0.0
84a9719ffffffff,14.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0
84a9733ffffffff,11.0,0.0,0.0
84a973bffffffff,18.0,0.0,0.0
84a973dffffffff,2.0,0.0,0.0
84a9745ffffffff,3.0,0.0,0.0
84a974bffffffff,1.0,0.0,0.0
84a974dffffffff,17.0,0.0,0.0
84a9753ffffffff,18.0,0.0,0.0
84a9755ffffffff,8.0,0.0,0.0
84a975bffffffff,3.0,0.0,0.0
84a975dffffffff,2.0,0.0,0.0
84a9761ffffffff,7.0,0.0,0.0
84a9765ffffffff,50.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b2091ffffffff,2.0,0.0,0.0
84b2095ffffffff,6.0,0.0,0.0
84b2099ffffffff,16.0,0.0,0.0
84b209bffffffff,9.0,0.0,0.0
84b209dffffffff,5.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0
84b20b7ffffffff,4.0,0.0,0.0
84b20d7ffffffff,3.0,0.0,0.0
84b20d9ffffffff,3.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0
84b22b3ffffffff,3.0,0.0,0.0
84b22d9ffffffff,2.0,0.0,0.0
84b2401ffffffff,30.0,0.0,0.0
84b2405ffffffff,3.0,0.0,0.0
84b2407ffffffff,9.0,0.0,0.0
84b240bffffffff,2.0,0.0,0.0
84b240dffffffff,1.0,0.0,0.0
84b2411ffffffff,3.0,0.0,0.0
84b2413ffffffff,448.0,0.0,0.0
84b2417ffffffff,6.0,0.0,0.0
84b2419ffffffff,12.0,0.0,0.0
84b2421ffffffff,5.0,0.0,0.0
84b2423ffffffff,13.0,0.0,0.0
84b2425ffffffff,13.0,0.0,0.0
84b2427ffffffff,5.0,0.0,0.0
84b2429ffffffff,2.0,0.0,0.0
84b242bffffffff,111.0,5.0,0.0
84b242dffffffff,5.0,0.0,0.0
84b2431ffffffff,28.0,0.0,0.0
84b2433ffffffff,2.0,0.0,0.0
84b2435ffffffff,1251.0,0.0,0.0
84b2437ffffffff,158.0,0.0,0.0
84b2439ffffffff,8.0,0.0,0.0
84b243bffffffff,2.0,0.0,0.0
84b243dffffffff,142.0,0.0,0.0
84b2441ffffffff,5.0,0.0,0.0
84b2443ffffffff,4.0,0.0,0.0
84b2447ffffffff,2.0,0.0,0.0
84b2455ffffffff,4.0,0.0,0.0
84b2459ffffffff,1.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b2463ffffffff,57.0,0.0,0.0
84b2467ffffffff,5.0,0.0,0.0
84b246bffffffff,6.0,0.0,0.0
84b246dffffffff,2.0,0.0,0.0
84b2481ffffffff,3.0,0.0,0.0
84b2485ffffffff,11.0,0.0,0.0
84b2487ffffffff,2.0,0.0,0.0
84b248dffffffff,3.0,0.0,0.0
84b2493ffffffff,2.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0
84b24a1ffffffff,26.0,0.0,0.0
84b24a3ffffffff,3.0,0.0,0.0
84b24a5ffffffff,2.0,0.0,0.0
84b24a7ffffffff,5.0,0.0,0.0
84b24a9ffffffff,62.0,0.0,0.0
84b24abffffffff,16.0,0.0,0.0
84b24adffffffff,122.0,0.0,0.0
84b24b1ffffffff,11.0,0.0,0.0
84b24b3ffffffff,2.0,0.0,0.0
84b24b9ffffffff,3.0,0.0,0.0
84b24bbffffffff,2.0,0.0,0.0
84b24bdffffffff,5.0,0.0,0.0
84b24c1ffffffff,64.0,0.0,0.0
84b24c5ffffffff,38.0,0.0,0.0
84b24c7ffffffff,4.0,0.0,0.0
84b24c9ffffffff,4.0,0.0,0.0
84b24cdffffffff,43.0,0.0,0.0
84b24d1ffffffff,12.0,0.0,0.0
84b24d3ffffffff,25.0,0.0,0.0
84b24d5ffffffff,2.0,0.0,0.0
84b24d7ffffffff,5.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0
84b24dbffffffff,33.0,0.0,0.0
84b24ddffffffff,1.0,0.0,0.0
84b24e3ffffffff,37.0,0.0,0.0
84b24e5ffffffff,65.0,0.0,0.0
84b24e9ffffffff,18.0,0.0,0.0
84b24ebffffffff,8.0,0.0,0.0
84b24edffffffff,19.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0
84b250dffffffff,15.0,0.0,0.0
84b2519ffffffff,5.0,0.0,0.0
84b251bffffffff,27.0,0.0,0.0
84b2525ffffffff,50.0,0.0,0.0
84b2527ffffffff,1.0,0.0,0.0
84b2533ffffffff,16.0,0.0,0.0
84b2539ffffffff,1.0,0.0,0.0
84b2543ffffffff,4.0,0.0,0.0
84b2549ffffffff,12.0,0.0,0.0
84b2555ffffffff,2.0,0.0,0.0
84b2557ffffffff,11.0,0.0,0.0
84b2563ffffffff,2.0,0.0,0.0
84b2569ffffffff,4.0,0.0,0.0
84b256bffffffff,1.0,0.0,0.0
84b256dffffffff,2.0,0.0,0.0
84b2581ffffffff,15.0,0.0,0.0
84b2583ffffffff,65.0,0.0,0.0
84b2585ffffffff,10.0,0.0,0.0
84b2587ffffffff,6.0,0.0,0.0
84b2589ffffffff,205.0,0.0,0.0
84b258bffffffff,52.0,0.0,0.0
84b258dffffffff,41.0,0.0,0.0
84b2591ffffffff,260.0,0.0,0.0
84b2593ffffffff,15.0,0.0,0.0
84b2595ffffffff,41.0,0.0,0.0
84b2599ffffffff,8.0,0.0,0.0
84b259bffffffff,20.0,0.0,0.0
84b259dffffffff,8.0,0.0,0.0
84b25a1ffffffff,31.0,0.0,0.0
84b25a7ffffffff,2.0,0.0,0.0
84b25a9ffffffff,3.0,0.0,0.0
84b25abffffffff,15.0,0.0,0.0
84b25adffffffff,4.0,0.0,0.0
84b25b1ffffffff,8.0,0.0,0.0
84b25b9ffffffff,54.0,0.0,0.0
84b25bbffffffff,9.0,0.0,0.0
84b25bdffffffff,5.0,0.0,0.0
84b25c1ffffffff,153.0,0.0,0.0
84b25c3ffffffff,64.0,0.0,0.0
84b25c7ffffffff,114.0,0.0,0.0
84b25c9ffffffff,28.0,0.0,0.0
84b25cbffffffff,148.0,0.0,0.0
84b25cdffffffff,197.0,0.0,0.0
84b25d1ffffffff,152.0,0.0,0.0
84b25d3ffffffff,27.0,0.0,0.0
84b25d5ffffffff,416.0,0.0,0.0
84b25d7ffffffff,52.0,0.0,0.0
84b25d9ffffffff,41.0,0.0,0.0
84b25dbffffffff,9.0,0.0,0.0
84b25ddffffffff,140.0,0.0,0.0
84b25e1ffffffff,93.0,0.0,0.0
84b25e3ffffffff,96.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25e7ffffffff,24.0,0.0,0.0
84b25ebffffffff,20.0,0.0,0.0
84b25edffffffff,1.0,0.0,0.0
84b2611ffffffff,4.0,0.0,0.0
84b2613ffffffff,21.0,0.0,0.0
84b2619ffffffff,4.0,0.0,0.0
84b2623ffffffff,3.0,0.0,0.0
84b2625ffffffff,5.0,0.0,0.0
84b2627ffffffff,8.0,0.0,0.0
84b262bffffffff,2.0,0.0,0.0
84b262dffffffff,565.0,0.0,0.0
84b2633ffffffff,6.0,0.0,0.0
84b2635ffffffff,5.0,0.0,0.0
84b263dffffffff,9.0,0.0,0.0
84b2655ffffffff,6.0,0.0,0.0
84b2657ffffffff,1.0,0.0,0.0
84b2661ffffffff,3.0,0.0,0.0
84b2663ffffffff,2.0,0.0,0.0
84b2665ffffffff,9.0,0.0,0.0
84b2667ffffffff,7.0,0.0,0.0
84b266bffffffff,1.0,0.0,0.0
84b2683ffffffff,20.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b268bffffffff,49.0,0.0,0.0
84b268dffffffff,35.0,0.0,0.0
84b2691ffffffff,35.0,0.0,0.0
84b2693ffffffff,8.0,0.0,0.0
84b2695ffffffff,23.0,0.0,0.0
84b2699ffffffff,16.0,0.0,0.0
84b269bffffffff,8.0,0.0,0.0
84b269dffffffff,33.0,0.0,0.0
84b26adffffffff,16.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0
84b26d1ffffffff,17.0,0.0,0.0
84b26d3ffffffff,6.0,0.0,0.0
84b26d5ffffffff,4.0,0.0,0.0
84b26d7ffffffff,73.0,0.0,0.0
84b26d9ffffffff,7.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0
84b26e3ffffffff,4.0,0.0,0.0
84b26e7ffffffff,3.0,0.0,0.0
84b26ebffffffff,2.0,0.0,0.0
84b26edffffffff,4.0,0.0,0.0
84b2701ffffffff,72.0,0.0,0.0
84b2703ffffffff,1.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0
84b2709ffffffff,50.0,0.0,0.0
84b270bffffffff,36.0,0.0,0.0
84b270dffffffff,14.0,0.0,0.0
84b2715ffffffff,9.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0
84b2719ffffffff,3.0,0.0,0.0
84b271dffffffff,4.0,0.0,0.0
84b2721ffffffff,4.0,0.0,0.0
84b2723ffffffff,3.0,0.0,0.0
84b2725ffffffff,5.0,0.0,0.0
84b2729ffffffff,4.0,0.0,0.0
84b272bffffffff,11.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0
84b2749ffffffff,59.0,0.0,0.0
84b274bffffffff,8.0,0.0,0.0
84b274dffffffff,1.0,0.0,0.0
84b2757ffffffff,13.0,0.0,0.0
84b2759ffffffff,2.0,0.0,0.0
84b275bffffffff,239.0,0.0,0.0
84b275dffffffff,20.0,0.0,0.0
84b276bffffffff,6.0,0.0,0.0
84b276dffffffff,2.0,0.0,0.0
84b2c89ffffffff,2.0,0.0,0.0
84b2c8dffffffff,11.0,0.0,0.0
84b2cddffffffff,7.0,0.0,0.0
84b2ce3ffffffff,1.0,0.0,0.0
84b2e13ffffffff,2.0,0.0,0.0
84b2e1bffffffff,4.0,0.0,0.0
84b2e1dffffffff,8.0,0.0,0.0
84b2e57ffffffff,3.0,0.0,0.0
84b2e5bffffffff,2.0,0.0,0.0
84b2e85ffffffff,65.0,0.0,0.0
84b2e8dffffffff,14.0,0.0,0.0
84b2e91ffffffff,56.0,0.0,0.0
84b2e95ffffffff,2.0,0.0,0.0
84b2e99ffffffff,55.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0
84b2e9dffffffff,1.0,0.0,0.0
84b2ea3ffffffff,1.0,0.0,0.0
84b2ea9ffffffff,23.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eadffffffff,3.0,0.0,0.0
84b2eb3ffffffff,3.0,0.0,0.0
84b2eb7ffffffff,11.0,0.0,0.0
84b2eb9ffffffff,3.0,0.0,0.0
84b2ebbffffffff,29.0,0.0,0.0
84b2ec1ffffffff,18.0,0.0,0.0
84b2ec5ffffffff,27.0,0.0,0.0
84b2ec7ffffffff,80.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0
84b2ecdffffffff,9.0,0.0,0.0
84b2ed9ffffffff,14.0,0.0,0.0
84b2ee1ffffffff,102.0,0.0,0.0
84b2ee3ffffffff,30.0,0.0,0.0
84b2ee9ffffffff,10.0,0.0,0.0
84b2eebffffffff,149.0,0.0,0.0
84b2eedffffffff,9.0,0.0,0.0
84b3219ffffffff,4.0,0.0,0.0
84b3253ffffffff,1.0,0.0,0.0
84b32c9ffffffff,9.0,0.0,0.0
84b32d9ffffffff,1.0,0.0,0.0
84b32dbffffffff,5.0,0.0,0.0
84b32ddffffffff,4.0,0.0,0.0
84b3407ffffffff,1.0,0.0,0.0
84b3409ffffffff,2.0,0.0,0.0
84b3415ffffffff,2.0,0.0,0.0
84b3421ffffffff,6.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0
84b3425ffffffff,2.0,0.0,0.0
84b3427ffffffff,1.0,0.0,0.0
84b3429ffffffff,5.0,0.0,0.0
84b342bffffffff,15.0,0.0,0.0
84b3439ffffffff,14.0,0.0,0.0
84b343bffffffff,20.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0
84b3441ffffffff,1.0,0.0,0.0
84b3445ffffffff,2.0,0.0,0.0
84b3447ffffffff,2.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0
84b3463ffffffff,3.0,0.0,0.0
84b346dffffffff,13.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0
84b3487ffffffff,4.0,0.0,0.0
84b348bffffffff,7.0,0.0,0.0
84b3491ffffffff,16.0,0.0,0.0
84b3493ffffffff,1.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,8.0,0.0,0.0
84b34a1ffffffff,2.0,0.0,0.0
84b34a3ffffffff,1.0,0.0,0.0
84b34a5ffffffff,15.0,0.0,0.0
84b34b1ffffffff,30.0,0.0,0.0
84b34b9ffffffff,43.0,0.0,0.0
84b34bdffffffff,25.0,0.0,0.0
84b34c1ffffffff,3.0,0.0,0.0
84b34c7ffffffff,12.0,0.0,0.0
84b34cdffffffff,1.0,0.0,0.0
84b34d1ffffffff,5.0,0.0,0.0
84b34d3ffffffff,11.0,0.0,0.0
84b34d7ffffffff,13.0,0.0,0.0
84b34d9ffffffff,43.0,0.0,0.0
84b34dbffffffff,49.0,0.0,0.0
84b34e5ffffffff,2.0,0.0,0.0
84b34e9ffffffff,4.0,0.0,0.0
84b34edffffffff,4.0,0.0,0.0
84b3511ffffffff,26.0,0.0,0.0
84b3513ffffffff,268.0,0.0,0.0
84b3517ffffffff,3.0,0.0,0.0
84b3519ffffffff,24.0,0.0,0.0
84b351bffffffff,8.0,0.0,0.0
84b3553ffffffff,2.0,0.0,0.0
84b3585ffffffff,3.0,0.0,0.0
84b3587ffffffff,6.0,0.0,0.0
84b3589ffffffff,59.0,0.0,0.0
84b358dffffffff,3.0,0.0,0.0
84b35a1ffffffff,5.0,0.0,0.0
84b35a5ffffffff,44.0,0.0,0.0
84b35a7ffffffff,37.0,0.0,0.0
84b35a9ffffffff,12.0,0.0,0.0
84b35abffffffff,14.0,0.0,0.0
84b35adffffffff,73.0,0.0,0.0
84b35b3ffffffff,3.0,0.0,0.0
84b35b5ffffffff,6.0,0.0,0.0
84b35b9ffffffff,2.0,0.0,0.0
84b35c3ffffffff,2.0,0.0,0.0
84b35c5ffffffff,22.0,0.0,0.0
84b35c7ffffffff,10.0,0.0,0.0
84b35c9ffffffff,4.0,0.0,0.0
84b35cdffffffff,6.0,0.0,0.0
84b35d3ffffffff,9.0,0.0,0.0
84b35d5ffffffff,19.0,0.0,0.0
84b35d7ffffffff,4.0,0.0,0.0
84b35d9ffffffff,6.0,0.0,0.0
84b35ddffffffff,14.0,0.0,0.0
84b35e1ffffffff,107.0,0.0,0.0
84b35e3ffffffff,24.0,0.0,0.0
84b35e5ffffffff,28.0,0.0,0.0
84b35e7ffffffff,5.0,0.0,0.0
84b35e9ffffffff,451.0,0.0,0.0
84b35ebffffffff,48.0,0.0,0.0
84b35edffffffff,31.0,0.0,0.0
84b3603ffffffff,3.0,0.0,0.0
84b3605ffffffff,5.0,0.0,0.0
84b3611ffffffff,8.0,0.0,0.0
84b3615ffffffff,3.0,0.0,0.0
84b3617ffffffff,9.0,0.0,0.0
84b361dffffffff,2.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b3629ffffffff,18.0,0.0,0.0
84b3657ffffffff,6.0,0.0,0.0
84b3683ffffffff,3.0,0.0,0.0
84b368bffffffff,15.0,0.0,0.0
84b3699ffffffff,35.0,0.0,0.0
84b369bffffffff,4.0,0.0,0.0
84b369dffffffff,15.0,0.0,0.0
84b36a7ffffffff,2.0,0.0,0.0
84b36a9ffffffff,2.0,0.0,0.0
84b36b3ffffffff,6.0,0.0,0.0
84b36b5ffffffff,5.0,0.0,0.0
84b36d5ffffffff,26.0,0.0,0.0
84b36d7ffffffff,5.0,0.0,0.0
84b3731ffffffff,167.0,0.0,0.0
84c2031ffffffff,12.0,0.0,0.0
84c2037ffffffff,31.0,0.0,0.0
84c203bffffffff,8.0,0.0,0.0
84c2053ffffffff,8.0,0.0,0.0
84c205bffffffff,73.0,0.0,4.0
84c2183ffffffff,18.0,0.0,0.0
84c218bffffffff,19.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0
84c219dffffffff,11.0,0.0,0.0
84c21b1ffffffff,37.0,0.0,0.0
84c21b3ffffffff,115.0,0.0,0.0
84c21b9ffffffff,11.0,0.0,0.0
84c21bbffffffff,84.0,0.0,0.0
84c21d1ffffffff,163.0,0.0,0.0
84c21d3ffffffff,1.0,0.0,0.0
84c21d5ffffffff,3.0,0.0,0.0
84c21d9ffffffff,50.0,0.0,0.0
84c21ddffffffff,159.0,0.0,1.0
84c2213ffffffff,11.0,0.0,0.0
84c2217ffffffff,12.0,0.0,0.0
84c221bffffffff,1.0,0.0,0.0
84c2281ffffffff,15.0,0.0,0.0
84c2283ffffffff,6.0,0.0,0.0
84c228bffffffff,1.0,0.0,0.0
84c2299ffffffff,2.0,0.0,0.0
84c22a1ffffffff,13.0,0.0,0.0
84c22a7ffffffff,5.0,0.0,0.0
84c22a9ffffffff,4.0,0.0,0.0
84c22abffffffff,11.0,0.0,0.0
84c22adffffffff,43.0,0.0,0.0
84c22b1ffffffff,2.0,0.0,0.0
84c22b9ffffffff,20.0,0.0,0.0
84c22c5ffffffff,20.0,0.0,0.0
84c22c7ffffffff,2.0,0.0,0.0
84c22cbffffffff,2.0,0.0,0.0
84c22d3ffffffff,2.0,0.0,0.0
84c22e1ffffffff,19.0,0.0,0.0
84c22e5ffffffff,16.0,0.0,0.0
84c22e7ffffffff,4.0,0.0,4.0
84c22e9ffffffff,4.0,0.0,0.0
84c22ebffffffff,3.0,0.0,0.0
84c2893ffffffff,14.0,0.0,0.0
84c2c03ffffffff,11.0,0.0,0.0
84c2c05ffffffff,11.0,0.0,0.0
84c2c07ffffffff,8.0,0.0,0.0
84c2c0dffffffff,6.0,0.0,0.0
84c2c11ffffffff,16.0,0.0,0.0
84c2c13ffffffff,14.0,0.0,0.0
84c2c15ffffffff,23.0,0.0,0.0
84c2c17ffffffff,160.0,0.0,0.0
84c2c19ffffffff,125.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c1dffffffff,34.0,0.0,0.0
84c2c23ffffffff,33.0,0.0,0.0
84c2c29ffffffff,12.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0
84c2c31ffffffff,8.0,0.0,0.0
84c2c33ffffffff,10.0,0.0,0.0
84c2c37ffffffff,2.0,0.0,0.0
84c2c39ffffffff,2.0,0.0,0.0
84c2c3bffffffff,16.0,0.0,1.0
84c2c41ffffffff,15.0,0.0,0.0
84c2c45ffffffff,2.0,0.0,0.0
84c2c47ffffffff,3.0,0.0,0.0
84c2c49ffffffff,41.0,0.0,0.0
84c2c4bffffffff,13.0,0.0,0.0
84c2c4dffffffff,28.0,0.0,0.0
84c2c51ffffffff,2.0,0.0,0.0
84c2c53ffffffff,843.0,0.0,0.0
84c2c57ffffffff,24.0,0.0,0.0
84c2c59ffffffff,5.0,0.0,1.0
84c2c5bffffffff,444.0,0.0,0.0
84c2c5dffffffff,2.0,0.0,0.0
84c2c61ffffffff,7.0,0.0,0.0
84c2c63ffffffff,7.0,0.0,0.0
84c2c69ffffffff,14.0,0.0,0.0
84c2c6dffffffff,73.0,0.0,0.0
84c2c81ffffffff,1.0,0.0,0.0
84c2c85ffffffff,3.0,0.0,0.0
84c2c87ffffffff,36.0,0.0,0.0
84c2c89ffffffff,25.0,0.0,0.0
84c2c8dffffffff,15.0,0.0,0.0
84c2c91ffffffff,36.0,0.0,0.0
84c2c95ffffffff,12.0,0.0,0.0
84c2c97ffffffff,108.0,0.0,0.0
84c2c99ffffffff,17.0,0.0,0.0
84c2ca1ffffffff,22.0,0.0,0.0
84c2ca3ffffffff,31.0,0.0,0.0
84c2ca5ffffffff,44.0,0.0,0.0
84c2ca7ffffffff,169.0,0.0,0.0
84c2ca9ffffffff,18.0,0.0,0.0
84c2cabffffffff,52.0,0.0,0.0
84c2cadffffffff,94.0,0.0,0.0
84c2cb1ffffffff,284.0,0.0,0.0
84c2cb3ffffffff,26.0,0.0,0.0
84c2cb5ffffffff,48.0,0.0,0.0
84c2cb7ffffffff,2.0,0.0,0.0
84c2cb9ffffffff,17.0,0.0,0.0
84c2cbbffffffff,5.0,0.0,0.0
84c2cbdffffffff,101.0,0.0,0.0
84c2cc1ffffffff,24.0,0.0,0.0
84c2cc3ffffffff,20.0,0.0,0.0
84c2cc5ffffffff,6.0,0.0,0.0
84c2cc7ffffffff,25.0,0.0,0.0
84c2ccbffffffff,3.0,0.0,0.0
84c2ccdffffffff,10.0,0.0,0.0
84c2cd1ffffffff,8.0,0.0,0.0
84c2cd3ffffffff,160.0,0.0,0.0
84c2cd5ffffffff,6.0,0.0,0.0
84c2cd7ffffffff,17.0,0.0,0.0
84c2cd9ffffffff,24.0,0.0,0.0
84c2cdbffffffff,304.0,0.0,0.0
84c2ce1ffffffff,308.0,0.0,0.0
84c2ce3ffffffff,4.0,0.0,0.0
84c2ce5ffffffff,18.0,0.0,0.0
84c2ce7ffffffff,26.0,0.0,0.0
84c2ce9ffffffff,19.0,0.0,0.0
84c2cedffffffff,29.0,0.0,0.0
84c2d01ffffffff,5.0,0.0,0.0
84c2d03ffffffff,24.0,0.0,0.0
84c2d05ffffffff,43.0,0.0,0.0
84c2d07ffffffff,3.0,0.0,0.0
84c2d09ffffffff,45.0,0.0,0.0
84c2d0bffffffff,7.0,0.0,0.0
84c2d0dffffffff,35.0,0.0,0.0
84c2d17ffffffff,15.0,0.0,0.0
84c2d1dffffffff,5.0,0.0,0.0
84c2d21ffffffff,2.0,0.0,0.0
84c2d23ffffffff,4.0,0.0,0.0
84c2d27ffffffff,11.0,0.0,0.0
84c2d2bffffffff,3.0,0.0,0.0
84c2d31ffffffff,12.0,0.0,0.0
84c2d33ffffffff,6.0,0.0,0.0
84c2d37ffffffff,99.0,0.0,0.0
84c2d39ffffffff,16.0,0.0,0.0
84c2d3bffffffff,4.0,0.0,0.0
84c2d43ffffffff,54.0,0.0,0.0
84c2d45ffffffff,71.0,0.0,0.0
84c2d49ffffffff,51.0,0.0,2.0
84c2d4bffffffff,50.0,0.0,0.0
84c2d4dffffffff,22.0,0.0,4.0
84c2d55ffffffff,19.0,0.0,0.0
84c2d59ffffffff,3.0,0.0,0.0
84c2d5bffffffff,1.0,0.0,0.0
84c2d5dffffffff,10.0,0.0,0.0
84c2d61ffffffff,8.0,0.0,0.0
84c2d63ffffffff,22.0,0.0,0.0
84c2d67ffffffff,2.0,0.0,0.0
84c2d69ffffffff,19.0,0.0,0.0
84c2d6bffffffff,81.0,0.0,0.0
84c2d85ffffffff,85.0,0.0,0.0
84c2d8dffffffff,24.0,0.0,0.0
84c2d93ffffffff,257.0,10.0,0.0
84c2d95ffffffff,1.0,0.0,0.0
84c2d97ffffffff,6.0,0.0,0.0
84c2d99ffffffff,3.0,0.0,0.0
84c2d9bffffffff,36.0,0.0,0.0
84c2d9dffffffff,1.0,0.0,0.0
84c2dabffffffff,4.0,0.0,0.0
84c2db1ffffffff,6.0,0.0,0.0
84c2db3ffffffff,4.0,0.0,0.0
84c2db7ffffffff,1.0,0.0,0.0
84c2db9ffffffff,4.0,0.0,0.0
84c2dbbffffffff,8.0,0.0,0.0
84c2dc3ffffffff,4.0,0.0,0.0
84c2dc7ffffffff,3.0,0.0,0.0
84c2dd1ffffffff,1.0,0.0,0.0
84c2dd5ffffffff,8.0,0.0,0.0
84c2dd7ffffffff,4.0,0.0,0.0
84c2dd9ffffffff,4.0,0.0,0.0
84c2ddbffffffff,9.0,0.0,0.0
84c2de1ffffffff,2.0,0.0,0.0
84c2de9ffffffff,4.0,0.0,0.0
84c2debffffffff,6.0,0.0,0.0
84c2dedffffffff,4.0,0.0,0.0
84c2e01ffffffff,7.0,0.0,0.0
84c2e03ffffffff,10.0,0.0,0.0
