cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
82099ffffffffff,1.0,0.0,0.0
8209a7fffffffff,2.0,0.0,0.0
821877fffffffff,2.0,0.0,0.0
821947fffffffff,187.0,8.0,0.0
821f07fffffffff,2.0,0.0,0.0
821f27fffffffff,3.0,0.0,0.0
821f37fffffffff,2.0,0.0,0.0
822af7fffffffff,2.0,0.0,0.0
8266a7fffffffff,2.0,0.0,2.0
828e67fffffffff,1.0,0.0,0.0
828e77fffffffff,2.0,0.0,0.0
82a817fffffffff,21.0,0.0,0.0
82a837fffffffff,12.0,0.0,0.0
82a8a7fffffffff,26.0,0.0,0.0
82a91ffffffffff,1.0,0.0,0.0
82ad37fffffffff,34.0,15.0,0.0
82b2c7fffffffff,41.0,0.0,0.0
82b2dffffffffff,17.0,8.0,2.0
82ba1ffffffffff,23.0,0.0,16.0
82ba27fffffffff,1.0,0.0,1.0
82bb1ffffffffff,1.0,1.0,0.0
82bb2ffffffffff,57.0,41.0,1.0
82bb57fffffffff,46.0,22.0,20.0
82be0ffffffffff,34.0,12.0,6.0
82be1ffffffffff,2.0,1.0,1.0
82be2ffffffffff,3.0,0.0,3.0
82be67fffffffff,2.0,0.0,0.0
82be6ffffffffff,4.0,0.0,0.0
82beaffffffffff,21.0,16.0,3.0
82bf5ffffffffff,2.0,0.0,1.0
82bf6ffffffffff,7.0,5.0,0.0
82bf8ffffffffff,2.0,0.0,0.0
82c207fffffffff,14.0,0.0,0.0
82c217fffffffff,36.0,36.0,0.0
82c21ffffffffff,34.0,0.0,0.0
82c227fffffffff,29.0,0.0,0.0
82c237fffffffff,3.0,0.0,0.0
82c2f7fffffffff,106.0,5.0,0.0
82c307fffffffff,8.0,0.0,0.0
82c30ffffffffff,7.0,0.0,0.0
82c317fffffffff,6.0,0.0,0.0
82c31ffffffffff,9.0,0.0,0.0
82c327fffffffff,28.0,0.0,0.0
82c32ffffffffff,16.0,0.0,0.0
82c337fffffffff,102.0,0.0,0.0
82c3a7fffffffff,7.0,7.0,0.0
82c987fffffffff,19.0,13.0,4.0
82c997fffffffff,6.0,4.0,0.0
82c99ffffffffff,2.0,0.0,0.0
82c9b7fffffffff,33.0,2.0,25.0
82cc47fffffffff,4.0,4.0,0.0
82ce17fffffffff,16.0,7.0,0.0
82ce8ffffffffff,8.0,3.0,0.0
82ceaffffffffff,3.0,3.0,0.0
82ced7fffffffff,3.0,3.0,0.0
82cedffffffffff,2.0,0.0,0.0
82cf17fffffffff,5.0,0.0,0.0
82cf9ffffffffff,2.0,0.0,0.0
82d6affffffffff,1.0,1.0,0.0
82d6d7fffffffff,1.0,1.0,0.0
82da07fffffffff,62.0,2.0,47.0
82da0ffffffffff,33.0,0.0,28.0
82da17fffffffff,8.0,0.0,8.0
82da1ffffffffff,16.0,0.0,15.0
82da37fffffffff,24.0,0.0,19.0
82da77fffffffff,2.0,2.0,0.0
82da87fffffffff,58.0,36.0,18.0
82da8ffffffffff,2.0,0.0,2.0
82da97fffffffff,20.0,8.0,7.0
82daa7fffffffff,3.0,0.0,1.0
82daaffffffffff,12.0,0.0,12.0
82dab7fffffffff,2.0,0.0,1.0
82db8ffffffffff,21.0,0.0,18.0
82de0ffffffffff,14.0,4.0,0.0
82de1ffffffffff,17.0,4.0,0.0
82de27fffffffff,5.0,5.0,0.0
82de4ffffffffff,23.0,0.0,0.0
82de5ffffffffff,18.0,18.0,0.0
82de67fffffffff,27.0,11.0,0.0
82de77fffffffff,8.0,2.0,0.0
82de87fffffffff,12.0,0.0,0.0
82de97fffffffff,11.0,0.0,0.0
82dea7fffffffff,10.0,10.0,0.0
82deaffffffffff,18.0,0.0,0.0
82deb7fffffffff,11.0,0.0,0.0
82df07fffffffff,4.0,4.0,0.0
82df0ffffffffff,9.0,3.0,0.0
82df1ffffffffff,11.0,8.0,0.0
82df27fffffffff,2.0,0.0,0.0
82df2ffffffffff,11.0,4.0,0.0
82df47fffffffff,49.0,12.0,0.0
82df5ffffffffff,5.0,2.0,0.0
82df67fffffffff,1.0,0.0,0.0
82df6ffffffffff,33.0,0.0,0.0
82df77fffffffff,24.0,24.0,0.0
82df87fffffffff,2.0,0.0,0.0
82df8ffffffffff,2.0,2.0,0.0
82df9ffffffffff,4.0,2.0,0.0
