cell_id,Henicorhina leucophrys,Henicorhina leucophrys [mexicana Group],Henicorhina leucophrys brunneiceps,Henicorhina leucophrys bangsi,Henicorhina leucophrys manastarae,Henicorhina leucophrys meridana,Henicorhina leucophrys venezuelensis,Henicorhina leucophrys hilaris,Henicorhina leucophrys leucophrys/boliviana
834520fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834524fffffffff,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834986fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834990fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834998fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8349a2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836608fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83660bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83660dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836613fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
836620fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8366a0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,44.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b5fffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c4fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d0fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d3fffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
8366defffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8366e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8366f0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836741fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d04fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d28fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d29fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d30fffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d31fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d32fffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d33fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,55.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838b61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
838b69fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f0dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
838f2afffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
838f72fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
