cell_id,Oxyura ferruginea,Oxyura ferruginea andina,Oxyura ferruginea ferruginea
836609fffffffff,11.0,0.0,0.0
83660bfffffffff,180.0,5.0,0.0
83660dfffffffff,6.0,0.0,0.0
836619fffffffff,4.0,0.0,0.0
8366c2fffffffff,156.0,0.0,19.0
8366c6fffffffff,13.0,1.0,0.0
8366d1fffffffff,79.0,3.0,11.0
8366d3fffffffff,211.0,0.0,51.0
8366defffffffff,1229.0,0.0,346.0
8366e0fffffffff,643.0,122.0,11.0
8366e2fffffffff,1.0,0.0,0.0
8366e4fffffffff,2692.0,272.0,0.0
8366e5fffffffff,65.0,3.0,0.0
8366e6fffffffff,1659.0,235.0,0.0
8366f1fffffffff,2.0,0.0,0.0
838b20fffffffff,4.0,0.0,0.0
838b21fffffffff,12.0,0.0,0.0
838b2cfffffffff,312.0,0.0,0.0
838b60fffffffff,17.0,0.0,4.0
838b61fffffffff,1433.0,0.0,213.0
838b64fffffffff,22.0,0.0,6.0
838b65fffffffff,13.0,0.0,1.0
838b66fffffffff,7.0,0.0,0.0
838b6cfffffffff,8.0,0.0,0.0
838b75fffffffff,1.0,0.0,0.0
838e45fffffffff,18.0,0.0,0.0
838e4cfffffffff,4.0,0.0,0.0
838e60fffffffff,104.0,0.0,16.0
838e61fffffffff,4.0,0.0,0.0
838e62fffffffff,1480.0,0.0,154.0
838e64fffffffff,99.0,0.0,29.0
838e65fffffffff,20.0,0.0,5.0
838e66fffffffff,246.0,0.0,47.0
838e68fffffffff,10.0,0.0,2.0
838e69fffffffff,8.0,0.0,0.0
838e6afffffffff,2.0,0.0,0.0
838e6bfffffffff,1.0,0.0,0.0
838e6cfffffffff,22.0,0.0,11.0
838e6dfffffffff,23.0,0.0,9.0
838e6efffffffff,4.0,0.0,0.0
838e75fffffffff,88.0,0.0,3.0
838f09fffffffff,57.0,0.0,0.0
838f0bfffffffff,10.0,0.0,0.0
838f29fffffffff,129.0,0.0,40.0
838f2dfffffffff,119.0,0.0,25.0
838f50fffffffff,159.0,0.0,0.0
838f51fffffffff,78.0,0.0,17.0
838f55fffffffff,2.0,0.0,0.0
838f58fffffffff,104.0,0.0,41.0
838f59fffffffff,10.0,0.0,6.0
838f5afffffffff,2.0,0.0,0.0
838f5bfffffffff,79.0,0.0,12.0
838f5cfffffffff,17.0,0.0,0.0
838f5dfffffffff,3.0,0.0,0.0
838f5efffffffff,20.0,0.0,0.0
838f76fffffffff,429.0,0.0,121.0
83b228fffffffff,9.0,0.0,0.0
83b22dfffffffff,6.0,0.0,0.0
83b270fffffffff,3.0,0.0,0.0
83b274fffffffff,7.0,0.0,2.0
83b2cafffffffff,10.0,0.0,2.0
83b2d9fffffffff,6.0,0.0,0.0
83b300fffffffff,2.0,0.0,0.0
83b304fffffffff,30.0,0.0,0.0
83b305fffffffff,353.0,0.0,97.0
83b309fffffffff,3.0,0.0,0.0
83b320fffffffff,204.0,0.0,0.0
83b321fffffffff,82.0,0.0,0.0
83b322fffffffff,4.0,0.0,0.0
83b324fffffffff,27.0,0.0,0.0
83b325fffffffff,47.0,0.0,0.0
83b326fffffffff,179.0,0.0,28.0
83b32afffffffff,2.0,0.0,0.0
83b32cfffffffff,28.0,0.0,0.0
83b330fffffffff,108.0,0.0,0.0
83b331fffffffff,66.0,0.0,0.0
83b334fffffffff,17.0,0.0,0.0
83b335fffffffff,34.0,0.0,0.0
83b336fffffffff,9.0,0.0,0.0
83b351fffffffff,110.0,0.0,9.0
83b354fffffffff,49.0,0.0,0.0
83b355fffffffff,213.0,0.0,0.0
83b35afffffffff,8.0,0.0,0.0
83b35cfffffffff,5.0,0.0,3.0
83b35efffffffff,323.0,0.0,36.0
83b366fffffffff,40.0,0.0,0.0
83b373fffffffff,1.0,0.0,0.0
83c329fffffffff,6.0,0.0,0.0
83c364fffffffff,2.0,0.0,0.0
83ce80fffffffff,3.0,0.0,0.0
83ce82fffffffff,5.0,0.0,0.0
83ce83fffffffff,50.0,0.0,0.0
83ce85fffffffff,4.0,0.0,0.0
83ce8efffffffff,15.0,0.0,0.0
83ce91fffffffff,1.0,0.0,0.0
83ce93fffffffff,1.0,0.0,0.0
83ce98fffffffff,154.0,0.0,0.0
83ce99fffffffff,8.0,0.0,0.0
83ce9bfffffffff,48.0,0.0,4.0
83ce9cfffffffff,90.0,0.0,2.0
83ce9dfffffffff,172.0,0.0,2.0
83ce9efffffffff,10.0,0.0,0.0
83cea0fffffffff,9.0,0.0,0.0
83cea2fffffffff,2.0,0.0,0.0
83cea3fffffffff,9.0,0.0,2.0
83cf12fffffffff,264.0,0.0,76.0
83cf16fffffffff,20.0,0.0,4.0
83cf85fffffffff,52.0,0.0,8.0
83cf8afffffffff,1.0,0.0,0.0
83cf8cfffffffff,11.0,0.0,3.0
83cf8efffffffff,32.0,0.0,25.0
83cfa0fffffffff,4.0,0.0,4.0
83cfa3fffffffff,5.0,0.0,0.0
83cfaafffffffff,33.0,0.0,5.0
83cfacfffffffff,358.0,0.0,73.0
83cfaefffffffff,10.0,0.0,0.0
83df69fffffffff,34.0,0.0,12.0
