cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
830ed9fffffffff,1.0,0.0,0.0,0.0
832608fffffffff,21.0,0.0,0.0,0.0
832609fffffffff,18.0,0.0,0.0,0.0
83260bfffffffff,266.0,0.0,0.0,0.0
83260dfffffffff,25.0,0.0,0.0,0.0
83260efffffffff,6.0,4.0,0.0,0.0
832620fffffffff,81.0,2.0,0.0,0.0
832621fffffffff,216.0,1.0,0.0,0.0
832623fffffffff,5.0,0.0,0.0,0.0
832624fffffffff,29.0,0.0,0.0,0.0
832625fffffffff,125.0,0.0,0.0,0.0
832626fffffffff,288.0,0.0,0.0,0.0
832628fffffffff,8.0,0.0,0.0,0.0
832629fffffffff,207.0,0.0,0.0,0.0
83262bfffffffff,32.0,0.0,0.0,0.0
83262cfffffffff,518.0,8.0,0.0,0.0
83262dfffffffff,51.0,2.0,0.0,0.0
83262efffffffff,11.0,0.0,0.0,0.0
832640fffffffff,1154.0,79.0,0.0,0.0
832641fffffffff,2734.0,442.0,0.0,0.0
832642fffffffff,1292.0,12.0,0.0,0.0
832643fffffffff,2004.0,51.0,0.0,0.0
832644fffffffff,124.0,4.0,0.0,0.0
832645fffffffff,149.0,42.0,0.0,0.0
832646fffffffff,3542.0,36.0,0.0,0.0
832648fffffffff,1355.0,0.0,0.0,0.0
832649fffffffff,885.0,0.0,0.0,0.0
83264afffffffff,2743.0,0.0,0.0,0.0
83264bfffffffff,536.0,3.0,0.0,0.0
83264cfffffffff,2342.0,26.0,0.0,0.0
83264dfffffffff,1676.0,0.0,0.0,0.0
83264efffffffff,1375.0,10.0,0.0,0.0
832650fffffffff,898.0,3.0,0.0,0.0
832651fffffffff,757.0,0.0,0.0,0.0
832652fffffffff,1874.0,27.0,0.0,0.0
832653fffffffff,2707.0,36.0,0.0,0.0
832654fffffffff,685.0,5.0,0.0,0.0
832655fffffffff,4153.0,8.0,0.0,0.0
832656fffffffff,2342.0,15.0,0.0,0.0
832658fffffffff,253.0,0.0,0.0,0.0
832659fffffffff,2916.0,10.0,0.0,0.0
83265afffffffff,940.0,22.0,0.0,0.0
83265bfffffffff,1544.0,26.0,0.0,0.0
83265cfffffffff,407.0,0.0,0.0,0.0
83265dfffffffff,742.0,11.0,0.0,0.0
83265efffffffff,567.0,1.0,0.0,0.0
832660fffffffff,307.0,4.0,0.0,0.0
832661fffffffff,2950.0,26.0,0.0,0.0
832662fffffffff,350.0,6.0,0.0,0.0
832663fffffffff,407.0,8.0,0.0,0.0
832664fffffffff,2823.0,58.0,0.0,0.0
832665fffffffff,819.0,3.0,0.0,0.0
832666fffffffff,204.0,4.0,0.0,0.0
832668fffffffff,2981.0,127.0,0.0,0.0
832669fffffffff,380.0,97.0,0.0,0.0
83266afffffffff,1234.0,27.0,0.0,0.0
83266bfffffffff,628.0,61.0,0.0,0.0
83266cfffffffff,2209.0,8.0,0.0,0.0
83266dfffffffff,1715.0,71.0,0.0,0.0
83266efffffffff,1943.0,9.0,0.0,0.0
832670fffffffff,99.0,0.0,0.0,0.0
832671fffffffff,128.0,12.0,0.0,0.0
832672fffffffff,95.0,0.0,0.0,0.0
832673fffffffff,213.0,2.0,0.0,0.0
832674fffffffff,36.0,0.0,0.0,0.0
832675fffffffff,60.0,2.0,0.0,0.0
832676fffffffff,7.0,2.0,0.0,0.0
8326c0fffffffff,22.0,0.0,0.0,0.0
8326c1fffffffff,1479.0,41.0,0.0,0.0
8326c3fffffffff,247.0,3.0,0.0,0.0
8326c4fffffffff,126.0,0.0,0.0,0.0
8326c5fffffffff,827.0,30.0,0.0,0.0
8326c6fffffffff,8.0,0.0,0.0,0.0
8326c8fffffffff,6406.0,46.0,0.0,0.0
8326c9fffffffff,855.0,0.0,0.0,0.0
8326cafffffffff,816.0,2.0,0.0,0.0
8326cbfffffffff,3866.0,28.0,0.0,0.0
8326ccfffffffff,156.0,1.0,0.0,0.0
8326cdfffffffff,361.0,4.0,0.0,0.0
8326cefffffffff,142.0,1.0,0.0,0.0
8326d8fffffffff,4.0,0.0,0.0,0.0
8326d9fffffffff,142.0,0.0,0.0,0.0
8326dafffffffff,5.0,0.0,0.0,0.0
8326dbfffffffff,178.0,0.0,0.0,0.0
8326dcfffffffff,1.0,0.0,0.0,0.0
8326ddfffffffff,57.0,0.0,0.0,0.0
8326defffffffff,16.0,0.0,0.0,0.0
8326e0fffffffff,159.0,0.0,0.0,0.0
8326e1fffffffff,290.0,2.0,0.0,0.0
8326e2fffffffff,11.0,0.0,0.0,0.0
8326e3fffffffff,222.0,0.0,0.0,0.0
8326e4fffffffff,170.0,2.0,0.0,0.0
8326e5fffffffff,2921.0,86.0,0.0,0.0
8326e8fffffffff,404.0,3.0,0.0,0.0
8326e9fffffffff,636.0,8.0,0.0,0.0
8326eafffffffff,253.0,7.0,0.0,0.0
8326ebfffffffff,69.0,0.0,0.0,0.0
8326ecfffffffff,1465.0,1.0,0.0,0.0
8326edfffffffff,2092.0,7.0,0.0,0.0
8326eefffffffff,543.0,13.0,0.0,0.0
832708fffffffff,4.0,0.0,0.0,0.0
83270afffffffff,4.0,0.0,0.0,0.0
83270bfffffffff,13.0,0.0,0.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0
832740fffffffff,61.0,0.0,0.0,0.0
832741fffffffff,546.0,0.0,0.0,0.0
832742fffffffff,24.0,1.0,0.0,0.0
832743fffffffff,8.0,0.0,0.0,0.0
832744fffffffff,33.0,0.0,0.0,0.0
832745fffffffff,244.0,0.0,0.0,0.0
832746fffffffff,31.0,0.0,0.0,0.0
832748fffffffff,753.0,0.0,0.0,0.0
832749fffffffff,454.0,0.0,0.0,0.0
83274afffffffff,128.0,0.0,0.0,0.0
83274bfffffffff,653.0,0.0,0.0,0.0
83274cfffffffff,323.0,0.0,0.0,0.0
83274dfffffffff,378.0,0.0,0.0,0.0
83274efffffffff,477.0,0.0,0.0,0.0
832750fffffffff,6.0,0.0,0.0,0.0
832751fffffffff,31.0,5.0,0.0,0.0
832752fffffffff,1103.0,10.0,0.0,0.0
832753fffffffff,73.0,4.0,0.0,0.0
832756fffffffff,11.0,0.0,0.0,0.0
832759fffffffff,632.0,13.0,0.0,0.0
83275afffffffff,89.0,0.0,0.0,0.0
83275bfffffffff,145.0,1.0,0.0,0.0
83275cfffffffff,80.0,0.0,0.0,0.0
83275efffffffff,122.0,2.0,0.0,0.0
832760fffffffff,2.0,0.0,0.0,0.0
832761fffffffff,4.0,0.0,0.0,0.0
832763fffffffff,226.0,2.0,0.0,0.0
