cell_id,Pyrocephalus nanus,Pyrocephalus nanus nanus,Pyrocephalus nanus dubius
836c58fffffffff,1.0,1.0,0.0
836c59fffffffff,1.0,1.0,0.0
836c5bfffffffff,4.0,0.0,0.0
838fa6fffffffff,3.0,1.0,0.0
