cell_id,Psophodes nigrogularis,Psophodes nigrogularis nigrogularis/oberon,Psophodes nigrogularis leucogaster/lashmari
83b911fffffffff,2.0,0.0,1.0
83c986fffffffff,2.0,0.0,0.0
83c995fffffffff,2.0,2.0,0.0
83c9b1fffffffff,4.0,2.0,0.0
