cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
82529ffffffffff,11.0,0.0,0.0,0.0,0.0
8252dffffffffff,2.0,0.0,0.0,0.0,0.0
826a4ffffffffff,51.0,7.0,0.0,0.0,0.0
826a5ffffffffff,71.0,0.0,0.0,0.0,0.0
826ac7fffffffff,2.0,0.0,0.0,0.0,0.0
826acffffffffff,59.0,1.0,0.0,0.0,0.0
826aeffffffffff,195.0,19.0,0.0,0.0,0.0
827a47fffffffff,1879.0,0.0,0.0,0.0,0.0
827a4ffffffffff,882.0,4.0,0.0,0.0,0.0
827a5ffffffffff,4.0,0.0,0.0,0.0,0.0
827a67fffffffff,1393.0,0.0,0.0,1.0,0.0
827a6ffffffffff,1052.0,0.0,0.0,0.0,0.0
827a77fffffffff,12.0,0.0,0.0,0.0,0.0
827acffffffffff,672.0,135.0,0.0,0.0,0.0
827adffffffffff,281.0,18.0,0.0,0.0,0.0
827aeffffffffff,100.0,3.0,0.0,0.0,0.0
827b4ffffffffff,21.0,0.0,0.0,0.0,0.0
827b6ffffffffff,71.0,0.0,0.0,0.0,0.0
828307fffffffff,8.0,0.0,0.0,0.0,0.0
828327fffffffff,11.0,0.0,0.0,0.0,0.0
829617fffffffff,30.0,0.0,0.0,0.0,0.0
829627fffffffff,197.0,0.0,0.0,15.0,0.0
82962ffffffffff,24.0,0.0,0.0,1.0,0.0
829637fffffffff,246.0,0.0,0.0,51.0,0.0
829667fffffffff,1.0,0.0,0.0,0.0,0.0
829687fffffffff,2.0,0.0,0.0,0.0,0.0
829697fffffffff,268.0,0.0,0.0,3.0,0.0
8296b7fffffffff,100.0,0.0,0.0,7.0,0.0
82970ffffffffff,17.0,0.0,0.0,0.0,0.0
82972ffffffffff,204.0,0.0,0.0,0.0,47.0
829747fffffffff,382.0,0.0,0.0,0.0,0.0
82974ffffffffff,240.0,0.0,0.0,0.0,0.0
829757fffffffff,700.0,0.0,0.0,58.0,0.0
82975ffffffffff,300.0,0.0,0.0,8.0,0.0
829767fffffffff,6.0,0.0,0.0,0.0,0.0
82976ffffffffff,9.0,0.0,0.0,0.0,0.0
829777fffffffff,46.0,0.0,0.0,0.0,4.0
829787fffffffff,2.0,0.0,0.0,0.0,0.0
82979ffffffffff,6.0,0.0,0.0,0.0,0.0
8297affffffffff,96.0,0.0,0.0,14.0,0.0
82ac17fffffffff,1.0,0.0,0.0,0.0,0.0
82ac87fffffffff,781.0,0.0,0.0,0.0,0.0
82ac8ffffffffff,99.0,0.0,0.0,0.0,0.0
82ac97fffffffff,19.0,0.0,0.0,0.0,0.0
82aca7fffffffff,1307.0,0.0,0.0,0.0,119.0
82acaffffffffff,52.0,0.0,0.0,0.0,0.0
82acb7fffffffff,87.0,0.0,0.0,0.0,0.0
82ad87fffffffff,168.0,0.0,0.0,0.0,15.0
82ad8ffffffffff,13.0,0.0,0.0,0.0,0.0
82ad97fffffffff,38.0,0.0,0.0,0.0,0.0
82ad9ffffffffff,15.0,0.0,0.0,0.0,0.0
82ada7fffffffff,45.0,0.0,0.0,0.0,4.0
82adaffffffffff,4.0,0.0,0.0,0.0,0.0
82adb7fffffffff,88.0,0.0,0.0,0.0,17.0
82bc57fffffffff,61.0,0.0,0.0,0.0,8.0
82bc5ffffffffff,1.0,0.0,0.0,0.0,1.0
82bc77fffffffff,2.0,0.0,0.0,0.0,0.0
82bcc7fffffffff,394.0,0.0,0.0,0.0,104.0
82bccffffffffff,87.0,0.0,0.0,0.0,12.0
82bcd7fffffffff,76.0,0.0,0.0,0.0,9.0
82bcdffffffffff,682.0,0.0,0.0,0.0,95.0
82bceffffffffff,127.0,0.0,0.0,0.0,26.0
