cell_id,Catharus ustulatus,Catharus ustulatus [ustulatus Group],Catharus ustulatus [swainsoni Group]
822647fffffffff,41.0,0.0,0.0
82264ffffffffff,111.0,0.0,7.0
822657fffffffff,58.0,0.0,2.0
82265ffffffffff,32.0,0.0,0.0
822667fffffffff,184.0,0.0,15.0
82266ffffffffff,71.0,0.0,6.0
822677fffffffff,18.0,0.0,0.0
822687fffffffff,69.0,0.0,11.0
82268ffffffffff,112.0,5.0,18.0
822697fffffffff,297.0,0.0,72.0
82269ffffffffff,49.0,0.0,2.0
8226a7fffffffff,8.0,0.0,6.0
8226affffffffff,135.0,9.0,37.0
8226b7fffffffff,22.0,0.0,11.0
8226c7fffffffff,37.0,0.0,3.0
8226cffffffffff,21.0,0.0,0.0
8226d7fffffffff,27.0,0.0,2.0
8226dffffffffff,4.0,0.0,0.0
8226e7fffffffff,34.0,0.0,0.0
8226effffffffff,81.0,0.0,0.0
8226f7fffffffff,64.0,3.0,10.0
822707fffffffff,34.0,0.0,0.0
82270ffffffffff,5.0,0.0,0.0
822717fffffffff,3.0,0.0,0.0
82271ffffffffff,5.0,0.0,0.0
822747fffffffff,43.0,0.0,0.0
82274ffffffffff,128.0,0.0,0.0
822757fffffffff,79.0,0.0,6.0
82275ffffffffff,142.0,0.0,3.0
822767fffffffff,19.0,0.0,0.0
82276ffffffffff,31.0,0.0,0.0
822777fffffffff,32.0,0.0,0.0
822787fffffffff,12.0,0.0,0.0
82278ffffffffff,32.0,0.0,12.0
822797fffffffff,24.0,0.0,2.0
82279ffffffffff,6.0,0.0,0.0
8227a7fffffffff,13.0,0.0,1.0
8227affffffffff,24.0,0.0,0.0
8227b7fffffffff,12.0,0.0,0.0
822807fffffffff,47.0,10.0,1.0
822817fffffffff,50.0,1.0,0.0
82281ffffffffff,73.0,7.0,0.0
822837fffffffff,634.0,79.0,66.0
822887fffffffff,45.0,0.0,1.0
82288ffffffffff,26.0,2.0,23.0
822897fffffffff,26.0,0.0,0.0
82289ffffffffff,31.0,0.0,10.0
8228a7fffffffff,35.0,0.0,10.0
8228affffffffff,62.0,15.0,8.0
8228b7fffffffff,25.0,0.0,0.0
8228c7fffffffff,31.0,3.0,0.0
8228d7fffffffff,364.0,50.0,23.0
8228dffffffffff,82.0,3.0,0.0
8228f7fffffffff,154.0,53.0,6.0
822917fffffffff,21.0,0.0,0.0
82291ffffffffff,23.0,11.0,0.0
822987fffffffff,20.0,5.0,2.0
82298ffffffffff,62.0,5.0,2.0
822997fffffffff,16.0,0.0,0.0
8229a7fffffffff,250.0,61.0,5.0
8229affffffffff,93.0,26.0,0.0
8229b7fffffffff,77.0,10.0,0.0
822a07fffffffff,20.0,0.0,0.0
822a17fffffffff,1017.0,0.0,22.0
822a37fffffffff,301.0,0.0,36.0
822a4ffffffffff,15.0,0.0,0.0
822a87fffffffff,78.0,0.0,6.0
822a8ffffffffff,93.0,0.0,3.0
822a97fffffffff,32.0,0.0,2.0
822a9ffffffffff,44.0,0.0,4.0
822aa7fffffffff,164.0,0.0,7.0
822aaffffffffff,444.0,0.0,23.0
822ab7fffffffff,680.0,0.0,92.0
822ad7fffffffff,25.0,0.0,0.0
822af7fffffffff,55.0,0.0,5.0
822b07fffffffff,10.0,0.0,0.0
822b0ffffffffff,184.0,0.0,1.0
822b17fffffffff,87.0,0.0,11.0
822b1ffffffffff,58.0,0.0,2.0
822b27fffffffff,70.0,0.0,1.0
822b2ffffffffff,4.0,0.0,2.0
822b37fffffffff,20.0,0.0,0.0
822b87fffffffff,108.0,0.0,0.0
822b8ffffffffff,249.0,0.0,28.0
822b97fffffffff,3.0,0.0,0.0
822b9ffffffffff,296.0,0.0,16.0
822ba7fffffffff,49.0,0.0,0.0
822baffffffffff,416.0,0.0,14.0
822bb7fffffffff,4.0,0.0,0.0
823437fffffffff,2.0,0.0,0.0
8235affffffffff,25.0,0.0,0.0
823927fffffffff,4.0,0.0,0.0
824417fffffffff,105.0,0.0,0.0
82441ffffffffff,166.0,0.0,6.0
824437fffffffff,6.0,0.0,0.0
824447fffffffff,64.0,0.0,2.0
82444ffffffffff,9.0,0.0,0.0
824457fffffffff,49.0,1.0,0.0
82445ffffffffff,4.0,0.0,0.0
824467fffffffff,9.0,0.0,0.0
82446ffffffffff,167.0,0.0,16.0
824477fffffffff,25.0,0.0,0.0
824487fffffffff,26.0,0.0,4.0
8244a7fffffffff,24.0,0.0,0.0
8244affffffffff,22.0,0.0,0.0
8244b7fffffffff,37.0,0.0,0.0
8244c7fffffffff,16.0,0.0,0.0
8244cffffffffff,136.0,0.0,1.0
8244d7fffffffff,121.0,0.0,0.0
8244dffffffffff,139.0,0.0,1.0
8244e7fffffffff,3.0,0.0,2.0
8244effffffffff,4.0,0.0,0.0
8244f7fffffffff,85.0,0.0,12.0
82450ffffffffff,13.0,0.0,2.0
824527fffffffff,69.0,0.0,0.0
82452ffffffffff,70.0,1.0,5.0
82458ffffffffff,11.0,0.0,0.0
824597fffffffff,2.0,0.0,0.0
82459ffffffffff,2.0,0.0,0.0
8245a7fffffffff,6.0,0.0,0.0
8245b7fffffffff,1.0,0.0,0.0
824807fffffffff,5.0,0.0,0.0
824817fffffffff,3.0,0.0,0.0
82482ffffffffff,1.0,1.0,0.0
824837fffffffff,8.0,0.0,0.0
824847fffffffff,15.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0
824857fffffffff,3.0,0.0,0.0
82485ffffffffff,37.0,8.0,0.0
824877fffffffff,8.0,0.0,0.0
824887fffffffff,4.0,0.0,2.0
82488ffffffffff,5.0,0.0,0.0
824897fffffffff,17.0,0.0,0.0
82489ffffffffff,33.0,0.0,0.0
8248affffffffff,12.0,0.0,0.0
8248b7fffffffff,237.0,0.0,40.0
8248c7fffffffff,16.0,1.0,2.0
8248cffffffffff,36.0,0.0,0.0
8248d7fffffffff,22.0,0.0,0.0
8248dffffffffff,22.0,0.0,0.0
8248effffffffff,198.0,47.0,2.0
824987fffffffff,15.0,2.0,0.0
824997fffffffff,31.0,0.0,0.0
82499ffffffffff,5.0,0.0,0.0
8249affffffffff,1.0,1.0,0.0
8249b7fffffffff,8.0,4.0,4.0
824c87fffffffff,1.0,0.0,0.0
824c9ffffffffff,1.0,0.0,0.0
824cc7fffffffff,2.0,0.0,0.0
824cd7fffffffff,3.0,0.0,0.0
824ceffffffffff,18.0,0.0,0.0
826607fffffffff,2.0,0.0,0.0
82660ffffffffff,16.0,0.0,0.0
826617fffffffff,25.0,0.0,2.0
82661ffffffffff,36.0,0.0,5.0
826627fffffffff,4.0,0.0,0.0
82662ffffffffff,2.0,0.0,0.0
8266a7fffffffff,247.0,0.0,6.0
8266b7fffffffff,108.0,1.0,4.0
8266c7fffffffff,2.0,0.0,0.0
8266d7fffffffff,25.0,0.0,3.0
8266dffffffffff,48.0,0.0,21.0
8266e7fffffffff,72.0,0.0,0.0
8266effffffffff,18.0,0.0,0.0
8266f7fffffffff,13.0,0.0,0.0
826747fffffffff,4.0,0.0,0.0
82674ffffffffff,10.0,0.0,0.0
82675ffffffffff,4.0,0.0,0.0
826787fffffffff,5.0,0.0,0.0
82679ffffffffff,18.0,0.0,0.0
826c67fffffffff,1.0,0.0,1.0
826d07fffffffff,3.0,0.0,0.0
826d17fffffffff,26.0,20.0,0.0
826d27fffffffff,9.0,0.0,0.0
826d2ffffffffff,143.0,2.0,2.0
826d37fffffffff,97.0,9.0,4.0
826d67fffffffff,4.0,4.0,0.0
826d6ffffffffff,42.0,0.0,21.0
826d77fffffffff,20.0,0.0,0.0
828b27fffffffff,2.0,0.0,0.0
828b2ffffffffff,1.0,0.0,0.0
828b47fffffffff,2.0,0.0,0.0
828b67fffffffff,56.0,0.0,50.0
828b6ffffffffff,4.0,0.0,4.0
828b77fffffffff,8.0,0.0,0.0
828bb7fffffffff,3.0,0.0,3.0
828e67fffffffff,11.0,0.0,0.0
828f0ffffffffff,4.0,0.0,2.0
828f2ffffffffff,4.0,0.0,4.0
828f57fffffffff,2.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0
82a837fffffffff,1.0,0.0,0.0
82b24ffffffffff,1.0,0.0,0.0
82b26ffffffffff,4.0,0.0,0.0
82b277fffffffff,3.0,0.0,0.0
82b2effffffffff,8.0,0.0,0.0
82b347fffffffff,4.0,0.0,0.0
82b35ffffffffff,29.0,0.0,0.0
82b367fffffffff,4.0,0.0,0.0
82b377fffffffff,4.0,0.0,0.0
82c2e7fffffffff,19.0,0.0,0.0
82c2effffffffff,6.0,0.0,0.0
82c2f7fffffffff,5.0,0.0,0.0
82c357fffffffff,1.0,0.0,0.0
