cell_id,Turdus papuensis,Turdus papuensis versteegi,Turdus papuensis erebus,Turdus papuensis papuensis,Turdus papuensis keysseri,Turdus papuensis canescens
837288fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
837289fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83728bfffffffff,72.0,15.0,0.0,0.0,0.0,0.0
83728efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8372d3fffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8372dafffffffff,308.0,0.0,0.0,107.0,0.0,0.0
8372dbfffffffff,110.0,0.0,0.0,0.0,0.0,0.0
839c85fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839cd2fffffffff,94.0,0.0,0.0,32.0,0.0,0.0
