cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
844484bffffffff,12.0,0.0,0.0
8444859ffffffff,7.0,0.0,0.0
8444861ffffffff,1.0,0.0,0.0
8444869ffffffff,32.0,0.0,0.0
844486bffffffff,59.0,0.0,0.0
8444a11ffffffff,46.0,3.0,0.0
8444a13ffffffff,1405.0,5.0,0.0
8444a19ffffffff,219.0,6.0,0.0
8444a1bffffffff,164.0,2.0,0.0
8444a2dffffffff,31.0,0.0,0.0
8444a37ffffffff,23.0,0.0,0.0
8444a53ffffffff,189.0,0.0,0.0
8444a81ffffffff,1171.0,14.0,0.0
8444a83ffffffff,1828.0,16.0,0.0
8444a87ffffffff,3.0,0.0,0.0
8444a89ffffffff,256.0,7.0,0.0
8444a8bffffffff,452.0,24.0,0.0
8444a8dffffffff,696.0,7.0,0.0
8444a91ffffffff,1652.0,37.0,0.0
8444a93ffffffff,1689.0,17.0,0.0
8444a95ffffffff,1896.0,42.0,0.0
8444a97ffffffff,595.0,2.0,0.0
8444a99ffffffff,586.0,0.0,0.0
8444a9bffffffff,645.0,13.0,0.0
8444a9dffffffff,1953.0,87.0,0.0
8444ab9ffffffff,11.0,0.0,0.0
8444abbffffffff,227.0,6.0,0.0
8444ac1ffffffff,701.0,51.0,0.0
8444ac3ffffffff,331.0,8.0,0.0
8444ac5ffffffff,1025.0,91.0,0.0
8444ac7ffffffff,265.0,17.0,0.0
8444ac9ffffffff,1119.0,4.0,0.0
8444acbffffffff,48.0,2.0,0.0
8444acdffffffff,656.0,45.0,0.0
8444ad1ffffffff,47.0,0.0,0.0
8444ad3ffffffff,1274.0,3.0,0.0
8444ad5ffffffff,250.0,15.0,0.0
8444ad7ffffffff,306.0,0.0,0.0
8444ad9ffffffff,237.0,0.0,0.0
8444adbffffffff,18.0,4.0,0.0
8444addffffffff,51.0,3.0,0.0
8444ae9ffffffff,4492.0,95.0,0.0
8444aebffffffff,659.0,32.0,0.0
8444b05ffffffff,18.0,0.0,0.0
8444b07ffffffff,1.0,0.0,0.0
8444b17ffffffff,9.0,0.0,0.0
8444b2bffffffff,2.0,0.0,0.0
8444b51ffffffff,6.0,0.0,0.0
8444b53ffffffff,2.0,0.0,0.0
8444b57ffffffff,377.0,0.0,0.0
8444b5bffffffff,6.0,0.0,0.0
8444e05ffffffff,531.0,1.0,0.0
8444e29ffffffff,197.0,0.0,0.0
8444e2bffffffff,1.0,0.0,0.0
8444e47ffffffff,2.0,0.0,0.0
8444eedffffffff,1.0,0.0,0.0
8444f01ffffffff,171.0,0.0,0.0
8444f05ffffffff,54.0,0.0,0.0
8444f07ffffffff,4.0,0.0,0.0
8444f09ffffffff,11.0,3.0,0.0
8444f0bffffffff,2.0,0.0,0.0
8444f0dffffffff,35.0,0.0,0.0
8444f41ffffffff,138.0,0.0,0.0
8444f43ffffffff,6008.0,329.0,0.0
8444f45ffffffff,54.0,0.0,0.0
8444f47ffffffff,19.0,0.0,0.0
8444f49ffffffff,180.0,0.0,0.0
8444f4bffffffff,4.0,0.0,0.0
8444f4dffffffff,571.0,22.0,0.0
8444f51ffffffff,28.0,0.0,0.0
8444f55ffffffff,121.0,0.0,0.0
8444f57ffffffff,14.0,0.0,0.0
8444f59ffffffff,2.0,0.0,0.0
8444f5dffffffff,13.0,0.0,0.0
8444f61ffffffff,26.0,0.0,0.0
8444f63ffffffff,17.0,0.0,0.0
8444f69ffffffff,120.0,0.0,0.0
8444f6bffffffff,507.0,0.0,0.0
8444f6dffffffff,3.0,0.0,0.0
8445011ffffffff,8.0,0.0,0.0
8445019ffffffff,2.0,0.0,0.0
844501bffffffff,32.0,0.0,0.0
8445053ffffffff,22.0,0.0,0.0
8445059ffffffff,18.0,0.0,0.0
844505bffffffff,352.0,5.0,0.0
8445085ffffffff,483.0,20.0,0.0
844508dffffffff,7.0,0.0,0.0
8445099ffffffff,4.0,0.0,0.0
844509bffffffff,435.0,0.0,0.0
84450a1ffffffff,7.0,0.0,0.0
84450a3ffffffff,47.0,0.0,0.0
84450a5ffffffff,24.0,0.0,0.0
84450a7ffffffff,4.0,0.0,0.0
84450a9ffffffff,1.0,0.0,0.0
84450abffffffff,36.0,0.0,0.0
84450adffffffff,5.0,0.0,0.0
84450b1ffffffff,108.0,0.0,0.0
84450b5ffffffff,159.0,0.0,0.0
84450b9ffffffff,5.0,0.0,0.0
84450bdffffffff,8.0,0.0,0.0
84450c1ffffffff,9.0,0.0,0.0
84450c3ffffffff,3.0,0.0,0.0
84450c5ffffffff,16.0,0.0,0.0
84450cdffffffff,61.0,0.0,0.0
84450d3ffffffff,7.0,0.0,0.0
84450d5ffffffff,44.0,0.0,0.0
84450e1ffffffff,5.0,0.0,0.0
84450e3ffffffff,19.0,1.0,0.0
84451b7ffffffff,2.0,0.0,0.0
8445203ffffffff,9.0,0.0,0.0
8445205ffffffff,39.0,0.0,0.0
8445207ffffffff,52.0,0.0,0.0
844520dffffffff,429.0,0.0,0.0
8445211ffffffff,2.0,0.0,0.0
8445215ffffffff,62.0,0.0,0.0
8445217ffffffff,196.0,0.0,0.0
8445219ffffffff,6.0,0.0,0.0
844521dffffffff,32.0,0.0,0.0
8445221ffffffff,8.0,0.0,0.0
8445225ffffffff,117.0,0.0,0.0
844522bffffffff,48.0,0.0,0.0
8445233ffffffff,112.0,0.0,0.0
844523bffffffff,16.0,0.0,0.0
8445249ffffffff,28.0,0.0,0.0
8445253ffffffff,14.0,0.0,0.0
8445255ffffffff,1.0,0.0,0.0
8445257ffffffff,69.0,0.0,0.0
8445263ffffffff,320.0,0.0,0.0
8445269ffffffff,3.0,0.0,0.0
844526bffffffff,815.0,0.0,0.0
844526dffffffff,1.0,0.0,0.0
8445283ffffffff,2.0,0.0,0.0
8445287ffffffff,52.0,0.0,0.0
8445289ffffffff,41.0,0.0,0.0
844528dffffffff,12.0,0.0,0.0
8445293ffffffff,5.0,0.0,0.0
8445295ffffffff,11.0,0.0,0.0
8445297ffffffff,3.0,0.0,0.0
844529bffffffff,7.0,0.0,0.0
84452a1ffffffff,3.0,0.0,0.0
84452a3ffffffff,10.0,0.0,0.0
84452a5ffffffff,142.0,0.0,0.0
84452a7ffffffff,76.0,1.0,0.0
84452a9ffffffff,98.0,4.0,0.0
84452abffffffff,8.0,0.0,0.0
84452adffffffff,4436.0,114.0,0.0
84452b1ffffffff,2.0,0.0,0.0
84452b5ffffffff,3.0,0.0,0.0
84452b7ffffffff,1.0,0.0,0.0
84452b9ffffffff,7.0,0.0,0.0
84452bdffffffff,54.0,0.0,0.0
84452c1ffffffff,29.0,0.0,0.0
84452c3ffffffff,120.0,0.0,0.0
84452c5ffffffff,35.0,0.0,0.0
84452c7ffffffff,596.0,0.0,0.0
84452c9ffffffff,10.0,0.0,0.0
84452cbffffffff,50.0,0.0,0.0
84452cdffffffff,3.0,0.0,0.0
84452d1ffffffff,2.0,0.0,0.0
84452d5ffffffff,3.0,0.0,0.0
84452dbffffffff,2.0,0.0,0.0
84452e1ffffffff,275.0,0.0,0.0
84452e3ffffffff,507.0,10.0,0.0
84452e5ffffffff,222.0,6.0,0.0
84452e7ffffffff,63.0,0.0,0.0
84452ebffffffff,407.0,0.0,0.0
8445303ffffffff,1.0,0.0,0.0
8445321ffffffff,2.0,0.0,0.0
844532bffffffff,1.0,0.0,0.0
8445649ffffffff,3.0,0.0,0.0
8445721ffffffff,42.0,0.0,0.0
8445723ffffffff,2.0,0.0,0.0
8445725ffffffff,2.0,0.0,0.0
8445727ffffffff,11.0,0.0,0.0
8445729ffffffff,4.0,0.0,0.0
8445745ffffffff,10.0,0.0,0.0
8445749ffffffff,23.0,0.0,0.0
844574dffffffff,20.0,0.0,0.0
8445761ffffffff,15.0,0.0,0.0
8445765ffffffff,2.0,0.0,0.0
8445767ffffffff,18.0,0.0,0.0
8445769ffffffff,4.0,0.0,0.0
8445833ffffffff,31.0,0.0,0.0
8445883ffffffff,4.0,0.0,0.0
8445889ffffffff,301.0,4.0,0.0
844588bffffffff,3.0,0.0,0.0
844588dffffffff,14.0,0.0,0.0
8445899ffffffff,1.0,0.0,0.0
844589dffffffff,3.0,0.0,0.0
84458c3ffffffff,16.0,0.0,0.0
84458c7ffffffff,320.0,4.0,0.0
84458d3ffffffff,6.0,0.0,0.0
84458d5ffffffff,160.0,10.0,0.0
84458d7ffffffff,2.0,0.0,0.0
84458e1ffffffff,48.0,0.0,0.0
84458e5ffffffff,23.0,0.0,0.0
84458e7ffffffff,33.0,0.0,0.0
84458ebffffffff,58.0,3.0,0.0
84458edffffffff,48.0,0.0,0.0
8445903ffffffff,1.0,0.0,0.0
8445905ffffffff,4.0,0.0,0.0
8445907ffffffff,5.0,0.0,0.0
844590bffffffff,3.0,0.0,0.0
8445911ffffffff,256.0,8.0,0.0
8445913ffffffff,10.0,2.0,0.0
8445917ffffffff,19.0,0.0,0.0
8445925ffffffff,3.0,0.0,0.0
8445927ffffffff,2.0,0.0,0.0
844592bffffffff,21.0,4.0,0.0
8445981ffffffff,19.0,0.0,0.0
8445989ffffffff,87.0,0.0,0.0
844598bffffffff,11.0,0.0,0.0
844598dffffffff,3.0,0.0,0.0
84459c1ffffffff,2.0,0.0,0.0
84459c3ffffffff,44.0,0.0,0.0
84459d1ffffffff,4.0,0.0,0.0
84459d5ffffffff,8.0,0.0,0.0
84459d7ffffffff,18.0,0.0,0.0
84459d9ffffffff,39.0,0.0,0.0
84459dbffffffff,26.0,0.0,0.0
84459e9ffffffff,3.0,0.0,0.0
8445b07ffffffff,2.0,0.0,0.0
8445b21ffffffff,91.0,0.0,0.0
8445b29ffffffff,6.0,0.0,0.0
8448305ffffffff,4.0,0.0,0.0
8448329ffffffff,5.0,0.0,0.0
844832bffffffff,5.0,0.0,0.0
8448361ffffffff,552.0,7.0,0.0
8448363ffffffff,943.0,14.0,0.0
8448365ffffffff,135.0,2.0,0.0
8448367ffffffff,4.0,0.0,0.0
8448369ffffffff,132.0,0.0,0.0
8448935ffffffff,168.0,0.0,0.0
84489ddffffffff,2.0,0.0,0.0
8449929ffffffff,15.0,0.0,0.0
844992bffffffff,4.0,0.0,0.0
8449961ffffffff,8.0,0.0,0.0
8449963ffffffff,87.0,4.0,0.0
8449965ffffffff,259.0,6.0,0.0
8449967ffffffff,13.0,1.0,0.0
8449969ffffffff,7.0,0.0,0.0
844996dffffffff,3.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0
8449a23ffffffff,2.0,0.0,0.0
8449a2bffffffff,6.0,0.0,0.0
8449a81ffffffff,4.0,0.0,0.0
8449a89ffffffff,14.0,0.0,0.0
8449a8bffffffff,8.0,0.0,0.0
8449a8dffffffff,12.0,0.0,0.0
8449a91ffffffff,8.0,0.0,0.0
8449a97ffffffff,91.0,0.0,0.0
8449aa3ffffffff,2.0,0.0,0.0
8449aabffffffff,3.0,0.0,0.0
8449ab1ffffffff,14.0,0.0,0.0
8449ab5ffffffff,29.0,0.0,0.0
8449ac7ffffffff,30.0,0.0,0.0
8449ad5ffffffff,7.0,0.0,0.0
8449ae3ffffffff,6.0,2.0,0.0
8449b33ffffffff,36.0,4.0,0.0
844c883ffffffff,125.0,0.0,0.0
844c891ffffffff,1.0,0.0,0.0
844c893ffffffff,1.0,0.0,0.0
844c895ffffffff,19.0,0.0,0.0
844c89bffffffff,3.0,0.0,0.0
844c933ffffffff,3.0,0.0,0.0
844c937ffffffff,1.0,0.0,0.0
844c985ffffffff,2.0,0.0,0.0
844c98dffffffff,2.0,0.0,0.0
844c9abffffffff,2.0,0.0,0.0
844c9adffffffff,6.0,0.0,0.0
844cc0bffffffff,222.0,9.0,0.0
844cc51ffffffff,32.0,0.0,0.0
844cc53ffffffff,13.0,0.0,0.0
844cc59ffffffff,11.0,0.0,0.0
844cc5bffffffff,30.0,0.0,0.0
844cc61ffffffff,53.0,22.0,0.0
844cc6dffffffff,16.0,0.0,0.0
844cd09ffffffff,10.0,0.0,0.0
844cd0dffffffff,1.0,0.0,0.0
844cd21ffffffff,3.0,0.0,0.0
844cd25ffffffff,5.0,0.0,0.0
844cd29ffffffff,5.0,0.0,0.0
844cd2dffffffff,9.0,0.0,0.0
844cd43ffffffff,66.0,0.0,0.0
844cd4bffffffff,8.0,0.0,0.0
844cd4dffffffff,8.0,0.0,0.0
844cd59ffffffff,6.0,0.0,0.0
844cd5dffffffff,3.0,1.0,0.0
844cd67ffffffff,51.0,7.0,0.0
844ceadffffffff,3.0,0.0,0.0
844cee3ffffffff,5.0,0.0,0.0
844cee5ffffffff,66.0,2.0,0.0
844cee7ffffffff,27.0,2.0,0.0
844cf23ffffffff,43.0,0.0,0.0
844cf27ffffffff,6.0,0.0,0.0
844cf31ffffffff,4.0,0.0,0.0
844cf33ffffffff,2.0,0.0,0.0
844cf35ffffffff,32.0,0.0,0.0
844cf37ffffffff,240.0,44.0,0.0
844cf3dffffffff,1.0,0.0,0.0
845f083ffffffff,66.0,0.0,0.0
845f087ffffffff,1.0,0.0,0.0
845f095ffffffff,417.0,0.0,0.0
845f097ffffffff,8.0,0.0,0.0
845f0b9ffffffff,5.0,0.0,0.0
845f0dbffffffff,2.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0
845f13dffffffff,1.0,0.0,0.0
845f1c3ffffffff,22.0,0.0,0.0
845f1ddffffffff,2.0,0.0,0.0
845f1e9ffffffff,2.0,0.0,0.0
845f283ffffffff,2.0,0.0,0.0
845f291ffffffff,103.0,0.0,0.0
845f295ffffffff,45.0,0.0,0.0
845f297ffffffff,4.0,0.0,0.0
845f299ffffffff,108.0,0.0,0.0
845f29bffffffff,1.0,0.0,0.0
845f29dffffffff,51.0,0.0,0.0
845f2b1ffffffff,2.0,0.0,0.0
845f2b9ffffffff,4.0,0.0,0.0
845f2bbffffffff,11.0,0.0,0.0
845f2d1ffffffff,8.0,0.0,0.0
845f2d3ffffffff,21.0,0.0,0.0
845f2d7ffffffff,9.0,0.0,0.0
845f407ffffffff,4.0,0.0,0.0
845f42bffffffff,5.0,0.0,0.0
845f445ffffffff,1.0,0.0,0.0
845f463ffffffff,3.0,0.0,0.0
845f487ffffffff,9.0,0.0,0.0
845f4a3ffffffff,11.0,0.0,0.0
845f4a7ffffffff,1.0,0.0,0.0
845f4a9ffffffff,2.0,0.0,0.0
845f4abffffffff,1.0,0.0,0.0
845f4e5ffffffff,2.0,0.0,0.0
845f4e7ffffffff,4.0,0.0,0.0
845f549ffffffff,2.0,0.0,0.0
845f581ffffffff,163.0,0.0,0.0
845f583ffffffff,228.0,0.0,0.0
845f587ffffffff,9.0,0.0,0.0
845f58bffffffff,105.0,0.0,0.0
845f5d7ffffffff,2.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0
8466005ffffffff,2.0,0.0,0.0
8466007ffffffff,5.0,0.0,0.0
8466009ffffffff,12.0,0.0,0.0
846600dffffffff,1.0,0.0,0.0
8466021ffffffff,83.0,0.0,0.0
8466023ffffffff,3.0,0.0,0.0
8466025ffffffff,8.0,0.0,0.0
8466027ffffffff,11.0,0.0,0.0
8466029ffffffff,60.0,0.0,0.0
846602bffffffff,4.0,0.0,0.0
8466035ffffffff,3.0,0.0,0.0
846603dffffffff,4.0,0.0,0.0
8466043ffffffff,22.0,0.0,0.0
8466045ffffffff,27.0,0.0,0.0
8466047ffffffff,11.0,0.0,0.0
846604dffffffff,20.0,0.0,0.0
8466051ffffffff,1.0,0.0,0.0
8466053ffffffff,2.0,0.0,0.0
8466055ffffffff,18.0,0.0,0.0
8466057ffffffff,10.0,0.0,0.0
8466059ffffffff,20.0,0.0,1.0
8466063ffffffff,2.0,0.0,0.0
8466067ffffffff,306.0,0.0,0.0
8466069ffffffff,15.0,0.0,0.0
846606bffffffff,2.0,0.0,0.0
846608dffffffff,3.0,0.0,0.0
8466093ffffffff,4.0,0.0,0.0
846609bffffffff,10.0,0.0,0.0
84660a7ffffffff,6.0,0.0,0.0
84660c5ffffffff,14.0,0.0,0.0
84660e1ffffffff,46.0,0.0,0.0
84660e3ffffffff,14.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0
84660e7ffffffff,2.0,0.0,0.0
84660e9ffffffff,9.0,0.0,0.0
8466103ffffffff,1.0,0.0,0.0
8466105ffffffff,2.0,0.0,0.0
8466107ffffffff,248.0,0.0,0.0
8466111ffffffff,6.0,0.0,0.0
8466113ffffffff,4.0,0.0,0.0
8466117ffffffff,4.0,0.0,0.0
8466119ffffffff,65.0,0.0,0.0
8466131ffffffff,2.0,0.0,0.0
8466139ffffffff,325.0,0.0,0.0
8466153ffffffff,6.0,0.0,0.0
8466163ffffffff,17.0,0.0,0.0
8466167ffffffff,17.0,0.0,0.0
846618bffffffff,28.0,0.0,0.0
8466193ffffffff,15.0,0.0,0.0
8466195ffffffff,9.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0
846619bffffffff,9.0,0.0,0.0
84661a5ffffffff,5.0,0.0,0.0
84661a7ffffffff,1.0,0.0,0.0
84661b3ffffffff,76.0,0.0,0.0
84661c1ffffffff,3.0,0.0,0.0
84661d1ffffffff,4.0,0.0,0.0
84661d7ffffffff,1.0,0.0,0.0
84661e1ffffffff,1.0,0.0,0.0
84661ebffffffff,4.0,0.0,0.0
8466201ffffffff,5.0,0.0,0.0
8466203ffffffff,2.0,0.0,0.0
8466205ffffffff,3.0,0.0,0.0
846620bffffffff,374.0,0.0,53.0
8466219ffffffff,7.0,0.0,0.0
846621bffffffff,2.0,0.0,0.0
8466221ffffffff,895.0,0.0,73.0
8466223ffffffff,5.0,0.0,3.0
8466225ffffffff,18.0,0.0,0.0
8466227ffffffff,38.0,0.0,0.0
846622bffffffff,3.0,0.0,0.0
8466231ffffffff,2.0,0.0,0.0
8466233ffffffff,1.0,0.0,0.0
8466235ffffffff,2.0,0.0,0.0
846623bffffffff,1.0,0.0,0.0
8466251ffffffff,3.0,0.0,0.0
8466257ffffffff,6.0,0.0,2.0
846625bffffffff,3.0,0.0,0.0
8466281ffffffff,5.0,0.0,0.0
846628bffffffff,4.0,0.0,0.0
84662b5ffffffff,8.0,0.0,0.0
84662c1ffffffff,12.0,0.0,0.0
84662cdffffffff,8.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0
8466311ffffffff,37.0,0.0,0.0
8466313ffffffff,113.0,0.0,0.0
846631bffffffff,114.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0
8466415ffffffff,21.0,0.0,0.0
8466417ffffffff,1.0,0.0,0.0
846641dffffffff,33.0,0.0,0.0
8466509ffffffff,2.0,0.0,0.0
846650dffffffff,3.0,0.0,0.0
8466529ffffffff,7.0,0.0,0.0
846652dffffffff,4.0,0.0,0.0
8466545ffffffff,20.0,0.0,0.0
8466547ffffffff,2.0,0.0,0.0
8466549ffffffff,19.0,0.0,0.0
846654bffffffff,3.0,0.0,0.0
846654dffffffff,6.0,0.0,0.0
8466561ffffffff,22.0,0.0,0.0
8466565ffffffff,3.0,0.0,0.0
8466569ffffffff,9.0,0.0,0.0
846656bffffffff,2.0,0.0,0.0
846656dffffffff,9.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0
8466623ffffffff,2.0,0.0,0.0
8466637ffffffff,4.0,0.0,0.0
846663dffffffff,1.0,0.0,0.0
8466641ffffffff,4.0,0.0,0.0
8466645ffffffff,8.0,0.0,0.0
8466647ffffffff,40.0,0.0,2.0
846664dffffffff,3.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0
846666dffffffff,1.0,0.0,0.0
84666e3ffffffff,2.0,0.0,0.0
8466707ffffffff,3.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,23.0,0.0,0.0
8466721ffffffff,2.0,0.0,0.0
8466725ffffffff,3.0,0.0,0.0
8466727ffffffff,78.0,0.0,0.0
8466735ffffffff,2.0,0.0,0.0
8466737ffffffff,4.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,2.0,0.0,0.0
846675dffffffff,43.0,0.0,0.0
8466763ffffffff,5.0,0.0,0.0
8466765ffffffff,2.0,0.0,0.0
8466849ffffffff,3.0,0.0,0.0
8466a15ffffffff,5.0,0.0,0.0
8466a1dffffffff,2.0,0.0,0.0
8466a39ffffffff,150.0,0.0,0.0
8466a51ffffffff,502.0,0.0,0.0
8466a55ffffffff,2.0,0.0,0.0
8466a59ffffffff,3.0,0.0,0.0
8466a5dffffffff,6.0,0.0,0.0
8466b0bffffffff,2.0,0.0,0.0
8466b45ffffffff,1.0,0.0,0.0
8466b49ffffffff,1.0,0.0,0.0
8466b4dffffffff,667.0,0.0,0.0
8466b55ffffffff,6.0,0.0,0.0
8466b57ffffffff,4.0,0.0,0.0
8466b59ffffffff,74.0,0.0,0.0
8466b5bffffffff,2.0,0.0,0.0
8466b69ffffffff,3.0,0.0,0.0
8466c01ffffffff,7.0,0.0,0.0
8466c07ffffffff,2.0,0.0,0.0
8466c21ffffffff,19.0,0.0,0.0
8466c23ffffffff,88.0,0.0,0.0
8466c27ffffffff,16.0,0.0,0.0
8466c37ffffffff,2.0,0.0,0.0
8466c47ffffffff,19.0,0.0,0.0
8466c49ffffffff,62.0,0.0,0.0
8466c63ffffffff,2.0,0.0,0.0
8466ce1ffffffff,8.0,0.0,0.0
8466ce9ffffffff,7.0,0.0,0.0
8466cedffffffff,5.0,0.0,0.0
8466d05ffffffff,9.0,0.0,0.0
8466d0dffffffff,5.0,0.0,0.0
8466d25ffffffff,3.0,0.0,0.0
8466db1ffffffff,2.0,0.0,0.0
8466db5ffffffff,2.0,0.0,0.0
8466dc1ffffffff,11.0,0.0,0.0
8466dc3ffffffff,962.0,0.0,104.0
8466dc7ffffffff,52.0,0.0,0.0
8466dc9ffffffff,68.0,0.0,0.0
8466dcbffffffff,6.0,0.0,0.0
8466dcdffffffff,2.0,0.0,0.0
8466dd3ffffffff,2.0,0.0,0.0
8466dd7ffffffff,6.0,0.0,0.0
8466dd9ffffffff,1.0,0.0,0.0
8466dddffffffff,2.0,0.0,2.0
8466de3ffffffff,54.0,0.0,2.0
8466de7ffffffff,2.0,0.0,0.0
8466debffffffff,3.0,0.0,2.0
8466e05ffffffff,16.0,0.0,0.0
8466e0bffffffff,4.0,0.0,0.0
8466e0dffffffff,14.0,0.0,0.0
8466e11ffffffff,10.0,0.0,0.0
8466e15ffffffff,75.0,0.0,0.0
8466e17ffffffff,11.0,0.0,0.0
8466e19ffffffff,8.0,0.0,0.0
8466e1dffffffff,2.0,0.0,0.0
8466e23ffffffff,8.0,0.0,0.0
8466e29ffffffff,2.0,0.0,0.0
8466e2bffffffff,6.0,0.0,0.0
8466e3bffffffff,5.0,0.0,0.0
8466e43ffffffff,8.0,0.0,0.0
8466e45ffffffff,8.0,0.0,0.0
8466e51ffffffff,4.0,0.0,0.0
8466e53ffffffff,62.0,0.0,0.0
8466e57ffffffff,278.0,0.0,0.0
8466e5bffffffff,14.0,0.0,0.0
8466e63ffffffff,29.0,0.0,0.0
8466e6bffffffff,7.0,0.0,0.0
8466e6dffffffff,8.0,0.0,0.0
8466ec1ffffffff,3.0,0.0,0.0
8466ec5ffffffff,9.0,0.0,0.0
8466ec7ffffffff,25.0,0.0,0.0
8466ecbffffffff,9.0,0.0,0.0
8466ee5ffffffff,2.0,0.0,0.0
8466f0bffffffff,10.0,0.0,0.0
8466f11ffffffff,401.0,0.0,0.0
8466f15ffffffff,172.0,0.0,1.0
8466f17ffffffff,13.0,0.0,0.0
8466f19ffffffff,14.0,0.0,0.0
8466f1dffffffff,123.0,0.0,2.0
8466f51ffffffff,6.0,0.0,0.0
8466f53ffffffff,10.0,0.0,0.0
8466f57ffffffff,1231.0,0.0,31.0
8466f59ffffffff,137.0,0.0,1.0
8466f5bffffffff,6.0,0.0,0.0
846725bffffffff,138.0,5.0,0.0
8467267ffffffff,1.0,0.0,0.0
8467421ffffffff,5.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0
8467425ffffffff,2.0,0.0,0.0
8467429ffffffff,1.0,0.0,0.0
846742bffffffff,2.0,0.0,0.0
846742dffffffff,24.0,0.0,0.0
8467433ffffffff,11.0,0.0,0.0
8467435ffffffff,2.0,0.0,0.0
8467437ffffffff,2.0,0.0,0.0
846743bffffffff,4.0,0.0,0.0
846743dffffffff,43.0,0.0,3.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,2.0,0.0,0.0
84674a5ffffffff,4.0,0.0,0.0
84674a7ffffffff,67.0,0.0,2.0
84674c9ffffffff,1.0,0.0,0.0
84674edffffffff,35.0,0.0,0.0
8467507ffffffff,3.0,0.0,0.0
8467521ffffffff,1.0,0.0,0.0
8467523ffffffff,2.0,0.0,0.0
8467525ffffffff,2.0,0.0,0.0
8467527ffffffff,4.0,0.0,0.0
8467535ffffffff,3.0,0.0,0.0
8467537ffffffff,10.0,0.0,0.0
846753dffffffff,5.0,0.0,0.0
8467553ffffffff,26.0,0.0,1.0
846756bffffffff,2.0,0.0,0.0
8467581ffffffff,12.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0
8467591ffffffff,2.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,51.0,0.0,0.0
846759bffffffff,2.0,0.0,0.0
