cell_id,Leistes loyca,Leistes loyca obscurus,Leistes loyca [loyca Group]
83ce9efffffffff,111.0,0.0,0.0
83cea0fffffffff,125.0,0.0,0.0
83cea1fffffffff,1.0,0.0,0.0
83cea2fffffffff,46.0,0.0,0.0
83cea3fffffffff,130.0,0.0,0.0
83cea4fffffffff,7.0,0.0,0.0
83cea5fffffffff,3.0,0.0,0.0
83cea6fffffffff,3.0,0.0,0.0
83cea8fffffffff,429.0,0.0,0.0
83ceaafffffffff,1125.0,0.0,0.0
83ceabfffffffff,3.0,0.0,0.0
83ceacfffffffff,104.0,0.0,0.0
83ceaefffffffff,133.0,0.0,0.0
83ceb1fffffffff,2.0,0.0,0.0
83ceb3fffffffff,5.0,0.0,0.0
83ceb4fffffffff,8.0,0.0,0.0
83cf10fffffffff,2.0,0.0,0.0
83cf12fffffffff,924.0,0.0,0.0
83cf13fffffffff,14.0,0.0,0.0
83cf16fffffffff,238.0,0.0,0.0
83cf81fffffffff,26.0,0.0,0.0
83cf82fffffffff,5.0,0.0,0.0
83cf83fffffffff,4.0,0.0,0.0
83cf85fffffffff,89.0,0.0,0.0
83cf86fffffffff,2.0,0.0,0.0
83cf88fffffffff,154.0,0.0,0.0
83cf89fffffffff,2.0,0.0,0.0
83cf8afffffffff,79.0,0.0,0.0
83cf8bfffffffff,128.0,0.0,0.0
83cf8cfffffffff,408.0,0.0,0.0
83cf8dfffffffff,8.0,0.0,0.0
83cf8efffffffff,222.0,0.0,0.0
83cf90fffffffff,18.0,0.0,0.0
83cf91fffffffff,49.0,0.0,0.0
83cf94fffffffff,250.0,0.0,0.0
83cf95fffffffff,9.0,0.0,0.0
83cf98fffffffff,61.0,0.0,0.0
83cf9afffffffff,2.0,0.0,0.0
83cf9cfffffffff,6.0,0.0,0.0
83cf9efffffffff,80.0,0.0,0.0
83cfa0fffffffff,119.0,0.0,0.0
83cfa1fffffffff,10.0,0.0,0.0
83cfa2fffffffff,370.0,0.0,0.0
83cfa3fffffffff,7.0,0.0,0.0
83cfa4fffffffff,4188.0,0.0,0.0
83cfa5fffffffff,32.0,0.0,0.0
83cfa8fffffffff,174.0,0.0,0.0
83cfaafffffffff,30.0,0.0,0.0
83cfacfffffffff,699.0,0.0,0.0
83cfaefffffffff,18.0,0.0,0.0
83cfb1fffffffff,71.0,0.0,0.0
83de62fffffffff,240.0,0.0,0.0
83de66fffffffff,60.0,0.0,0.0
83de70fffffffff,328.0,0.0,0.0
83de71fffffffff,44.0,0.0,0.0
83de74fffffffff,16.0,0.0,0.0
83de75fffffffff,28.0,0.0,0.0
83df40fffffffff,8.0,0.0,0.0
83df41fffffffff,519.0,0.0,0.0
83df45fffffffff,329.0,0.0,0.0
83df4dfffffffff,64.0,0.0,0.0
83df68fffffffff,809.0,0.0,0.0
83df69fffffffff,1331.0,0.0,0.0
83df6afffffffff,538.0,0.0,0.0
83df6bfffffffff,313.0,0.0,0.0
83df6dfffffffff,423.0,0.0,0.0
83df6efffffffff,1.0,0.0,0.0
