cell_id,Leistes loyca,Leistes loyca obscurus,Leistes loyca [loyca Group]
83b200fffffffff,2.0,0.0,0.0
83b201fffffffff,35.0,0.0,0.0
83b203fffffffff,39.0,0.0,0.0
83b208fffffffff,2.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0
83b20afffffffff,12.0,0.0,0.0
83b20bfffffffff,9.0,0.0,0.0
83b20efffffffff,2.0,0.0,0.0
83b219fffffffff,1554.0,0.0,0.0
83b21bfffffffff,51.0,0.0,0.0
83b21dfffffffff,152.0,0.0,0.0
83b229fffffffff,11.0,0.0,0.0
83b22dfffffffff,6.0,0.0,0.0
83b240fffffffff,1.0,0.0,0.0
83b242fffffffff,34.0,0.0,0.0
83b243fffffffff,51.0,0.0,0.0
83b246fffffffff,1.0,0.0,0.0
83b24afffffffff,2.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0
83b251fffffffff,2.0,0.0,0.0
83b252fffffffff,8.0,0.0,0.0
83b258fffffffff,171.0,0.0,0.0
83b25afffffffff,18.0,0.0,0.0
83b25bfffffffff,26.0,0.0,0.0
83b25cfffffffff,581.0,0.0,0.0
83b25dfffffffff,5.0,0.0,0.0
83b25efffffffff,23.0,0.0,0.0
83b270fffffffff,1.0,0.0,0.0
83b272fffffffff,3.0,0.0,0.0
83b2c0fffffffff,2648.0,0.0,0.0
83b2c1fffffffff,533.0,0.0,0.0
83b2c2fffffffff,236.0,0.0,0.0
83b2c3fffffffff,946.0,0.0,0.0
83b2c4fffffffff,3370.0,0.0,0.0
83b2c5fffffffff,6734.0,0.0,0.0
83b2c8fffffffff,99.0,0.0,0.0
83b2cafffffffff,94.0,0.0,0.0
83b2cbfffffffff,3.0,0.0,0.0
83b2ccfffffffff,9.0,0.0,0.0
83b2cdfffffffff,26.0,0.0,0.0
83b2cefffffffff,149.0,0.0,0.0
83b2d8fffffffff,340.0,0.0,0.0
83b2d9fffffffff,70.0,0.0,0.0
83b2dafffffffff,340.0,0.0,0.0
83b2dbfffffffff,111.0,0.0,0.0
83b2dcfffffffff,313.0,0.0,0.0
83b2ddfffffffff,399.0,0.0,0.0
83b2e0fffffffff,14.0,0.0,0.0
83b2e1fffffffff,36.0,0.0,0.0
83b2e2fffffffff,1204.0,0.0,0.0
83b2e3fffffffff,124.0,0.0,0.0
83b2e4fffffffff,33.0,0.0,0.0
83b2e6fffffffff,359.0,0.0,0.0
83b2e8fffffffff,99.0,0.0,0.0
83b2eafffffffff,64.0,0.0,0.0
83b2ebfffffffff,16.0,0.0,0.0
83b2ecfffffffff,128.0,0.0,0.0
83b2eefffffffff,176.0,0.0,0.0
83b351fffffffff,43.0,0.0,0.0
83b353fffffffff,3.0,0.0,0.0
83b355fffffffff,57.0,0.0,0.0
83b35afffffffff,73.0,0.0,0.0
83b35efffffffff,19.0,0.0,0.0
83c203fffffffff,14.0,0.0,0.0
83c205fffffffff,31.0,0.0,0.0
83c21dfffffffff,62.0,0.0,0.0
83c221fffffffff,56.0,0.0,0.0
83c228fffffffff,46.0,0.0,0.0
83c22afffffffff,200.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c22cfffffffff,11.0,0.0,0.0
83c22efffffffff,90.0,0.0,0.0
83c2e3fffffffff,3.0,0.0,0.0
83c2e4fffffffff,2.0,0.0,0.0
83c2e5fffffffff,1.0,0.0,0.0
83c301fffffffff,58.0,0.0,0.0
83c305fffffffff,41.0,0.0,0.0
83c308fffffffff,94.0,0.0,0.0
83c309fffffffff,30.0,0.0,0.0
83c30bfffffffff,8.0,0.0,0.0
83c30cfffffffff,15.0,0.0,0.0
83c30dfffffffff,39.0,0.0,0.0
83c320fffffffff,204.0,0.0,0.0
83c321fffffffff,93.0,0.0,0.0
83c324fffffffff,103.0,0.0,0.0
83c325fffffffff,30.0,0.0,0.0
83c328fffffffff,39.0,0.0,0.0
83c329fffffffff,578.0,0.0,0.0
83c32afffffffff,224.0,0.0,0.0
83c32bfffffffff,69.0,0.0,0.0
83c32dfffffffff,19.0,0.0,0.0
83c32efffffffff,406.0,0.0,0.0
83c340fffffffff,345.0,0.0,0.0
83c341fffffffff,28.0,0.0,0.0
83c342fffffffff,22.0,0.0,0.0
83c343fffffffff,7.0,0.0,0.0
83c344fffffffff,30.0,0.0,0.0
83c345fffffffff,103.0,0.0,0.0
83c346fffffffff,50.0,0.0,0.0
83c34cfffffffff,2.0,0.0,0.0
83c350fffffffff,422.0,0.0,0.0
83c351fffffffff,60.0,0.0,0.0
83c352fffffffff,50.0,0.0,0.0
83c353fffffffff,106.0,0.0,0.0
83c354fffffffff,124.0,0.0,0.0
83c355fffffffff,40.0,0.0,0.0
83c356fffffffff,271.0,0.0,0.0
83c35cfffffffff,2.0,0.0,0.0
83c360fffffffff,229.0,0.0,0.0
83c361fffffffff,4.0,0.0,0.0
83c362fffffffff,9.0,0.0,0.0
83c363fffffffff,6.0,0.0,0.0
83c364fffffffff,27.0,0.0,0.0
83c365fffffffff,21.0,0.0,0.0
83c366fffffffff,36.0,0.0,0.0
83c368fffffffff,1.0,0.0,0.0
83c369fffffffff,1.0,0.0,0.0
83c36afffffffff,17.0,0.0,0.0
83c36bfffffffff,10.0,0.0,0.0
83c36cfffffffff,4.0,0.0,0.0
83c36dfffffffff,16.0,0.0,0.0
83c36efffffffff,14.0,0.0,0.0
83c370fffffffff,105.0,0.0,0.0
83c371fffffffff,157.0,0.0,0.0
83c372fffffffff,12.0,0.0,0.0
83c373fffffffff,68.0,0.0,0.0
83c374fffffffff,11.0,0.0,0.0
83c375fffffffff,90.0,0.0,0.0
83c376fffffffff,177.0,0.0,0.0
83ce80fffffffff,1001.0,0.0,0.0
83ce81fffffffff,55.0,0.0,0.0
83ce82fffffffff,48.0,0.0,0.0
83ce83fffffffff,672.0,0.0,0.0
83ce84fffffffff,41.0,0.0,0.0
83ce85fffffffff,14.0,0.0,0.0
83ce86fffffffff,30.0,0.0,0.0
83ce88fffffffff,282.0,0.0,0.0
83ce8afffffffff,236.0,0.0,0.0
83ce8bfffffffff,21.0,0.0,0.0
83ce8cfffffffff,1022.0,0.0,0.0
83ce8efffffffff,202.0,0.0,0.0
83ce90fffffffff,5.0,0.0,0.0
83ce91fffffffff,42.0,0.0,0.0
83ce92fffffffff,59.0,0.0,0.0
83ce93fffffffff,977.0,0.0,0.0
83ce94fffffffff,7.0,0.0,0.0
83ce95fffffffff,23.0,0.0,0.0
83ce96fffffffff,42.0,0.0,0.0
83ce98fffffffff,632.0,0.0,0.0
83ce99fffffffff,98.0,0.0,0.0
83ce9afffffffff,1.0,0.0,0.0
83ce9bfffffffff,248.0,0.0,0.0
83ce9cfffffffff,374.0,0.0,0.0
83ce9dfffffffff,317.0,0.0,0.0
