cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
8401207ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840120bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840122bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840123dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840124dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840130bffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401319ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840131dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401351ffffffff,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8401353ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401355ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840135bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840136dffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
840604dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406565ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406661ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406885ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406889ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406897ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840689bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406c95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406c9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d1dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406dc1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406dcdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
