cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
831e0dfffffffff,2.0,0.0,0.0,0.0
831e0efffffffff,194.0,4.0,2.0,0.0
831e10fffffffff,33.0,0.0,0.0,0.0
831e11fffffffff,53.0,0.0,0.0,0.0
831e12fffffffff,191.0,0.0,2.0,0.0
831e13fffffffff,397.0,2.0,4.0,0.0
831e14fffffffff,4.0,0.0,0.0,0.0
831e15fffffffff,75.0,0.0,0.0,0.0
831e16fffffffff,32.0,0.0,0.0,0.0
831e18fffffffff,25.0,0.0,2.0,0.0
831e19fffffffff,32.0,0.0,0.0,0.0
831e1bfffffffff,536.0,0.0,0.0,0.0
831e1cfffffffff,74.0,2.0,2.0,0.0
831e1dfffffffff,64.0,2.0,0.0,0.0
831e1efffffffff,34.0,0.0,0.0,0.0
831e20fffffffff,34.0,6.0,2.0,0.0
831e21fffffffff,12.0,0.0,2.0,0.0
831e22fffffffff,204.0,2.0,0.0,0.0
831e23fffffffff,92.0,15.0,4.0,0.0
831e24fffffffff,45.0,3.0,0.0,0.0
831e25fffffffff,6.0,0.0,1.0,0.0
831e26fffffffff,61.0,2.0,0.0,0.0
831e28fffffffff,27.0,0.0,2.0,0.0
831e29fffffffff,4.0,0.0,0.0,0.0
831e2afffffffff,156.0,0.0,0.0,0.0
831e2bfffffffff,23.0,1.0,0.0,0.0
831e2dfffffffff,7.0,0.0,0.0,0.0
831e2efffffffff,78.0,4.0,4.0,0.0
831e30fffffffff,187.0,2.0,0.0,0.0
831e31fffffffff,67.0,1.0,1.0,0.0
831e32fffffffff,116.0,1.0,3.0,0.0
831e33fffffffff,193.0,0.0,0.0,0.0
831e34fffffffff,200.0,1.0,0.0,0.0
831e35fffffffff,908.0,0.0,0.0,0.0
831e36fffffffff,39.0,0.0,5.0,0.0
831e42fffffffff,41.0,0.0,3.0,0.0
831e46fffffffff,3.0,0.0,0.0,0.0
831e4bfffffffff,3.0,0.0,0.0,0.0
831e4dfffffffff,6.0,0.0,0.0,0.0
831e50fffffffff,1.0,0.0,0.0,0.0
831e51fffffffff,25.0,0.0,0.0,0.0
831e52fffffffff,7.0,0.0,0.0,0.0
831e54fffffffff,2.0,0.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0
831e56fffffffff,1.0,0.0,0.0,0.0
831e58fffffffff,3.0,0.0,0.0,0.0
831e5afffffffff,39.0,0.0,0.0,0.0
831e5cfffffffff,15.0,0.0,0.0,0.0
831e5efffffffff,37.0,0.0,0.0,0.0
831e60fffffffff,7.0,0.0,0.0,0.0
831e61fffffffff,5.0,0.0,0.0,0.0
831e63fffffffff,112.0,0.0,0.0,0.0
831e66fffffffff,5.0,0.0,0.0,0.0
831e69fffffffff,16.0,0.0,0.0,0.0
831e6afffffffff,6.0,0.0,0.0,0.0
831e6bfffffffff,19.0,0.0,0.0,0.0
831e6dfffffffff,21.0,0.0,0.0,0.0
831e6efffffffff,5.0,0.0,0.0,0.0
831e71fffffffff,3.0,0.0,0.0,0.0
831e73fffffffff,5.0,0.0,0.0,0.0
831e74fffffffff,2.0,0.0,0.0,0.0
831e75fffffffff,8.0,0.0,0.0,0.0
831e76fffffffff,21.0,0.0,0.0,0.0
831e80fffffffff,131.0,0.0,0.0,0.0
831e81fffffffff,3.0,0.0,0.0,0.0
831e82fffffffff,24.0,0.0,0.0,0.0
831e83fffffffff,26.0,0.0,0.0,0.0
831e84fffffffff,64.0,0.0,0.0,0.0
831e85fffffffff,7.0,0.0,0.0,0.0
831e86fffffffff,11.0,0.0,0.0,0.0
831e8afffffffff,3.0,0.0,0.0,0.0
831e8bfffffffff,1.0,0.0,0.0,0.0
831e8efffffffff,9.0,0.0,0.0,0.0
831e9afffffffff,2.0,0.0,0.0,0.0
831e9bfffffffff,7.0,0.0,0.0,0.0
831e9dfffffffff,5.0,0.0,0.0,0.0
831ea0fffffffff,56.0,0.0,6.0,0.0
831ea1fffffffff,69.0,0.0,2.0,0.0
831ea2fffffffff,67.0,0.0,0.0,0.0
831ea3fffffffff,6.0,0.0,0.0,0.0
831ea4fffffffff,33.0,0.0,2.0,0.0
831ea5fffffffff,80.0,0.0,0.0,0.0
831ea6fffffffff,6.0,0.0,0.0,0.0
831ea8fffffffff,17.0,0.0,0.0,0.0
831ea9fffffffff,2.0,0.0,0.0,0.0
831eabfffffffff,4.0,0.0,0.0,0.0
831eacfffffffff,33.0,0.0,2.0,0.0
831eadfffffffff,31.0,0.0,0.0,0.0
831eb0fffffffff,112.0,0.0,0.0,24.0
831eb1fffffffff,24.0,0.0,0.0,0.0
831eb2fffffffff,33.0,0.0,0.0,4.0
831eb3fffffffff,58.0,0.0,0.0,3.0
831eb4fffffffff,13.0,0.0,0.0,0.0
831eb5fffffffff,34.0,0.0,0.0,0.0
831ec0fffffffff,300.0,0.0,6.0,0.0
831ec1fffffffff,78.0,0.0,0.0,0.0
831ec2fffffffff,367.0,0.0,26.0,0.0
831ec3fffffffff,156.0,0.0,7.0,0.0
831ec4fffffffff,211.0,0.0,19.0,0.0
831ec5fffffffff,18.0,0.0,0.0,0.0
831ec6fffffffff,44.0,0.0,0.0,0.0
831ec8fffffffff,18.0,0.0,0.0,0.0
831ec9fffffffff,779.0,0.0,0.0,4.0
831ecafffffffff,248.0,0.0,0.0,0.0
831ecbfffffffff,127.0,0.0,0.0,2.0
831eccfffffffff,19.0,0.0,7.0,0.0
831ecdfffffffff,165.0,0.0,3.0,0.0
831ecefffffffff,75.0,0.0,7.0,0.0
831ed0fffffffff,76.0,0.0,0.0,0.0
831ed1fffffffff,93.0,0.0,3.0,0.0
831ed2fffffffff,3.0,0.0,0.0,0.0
831ed3fffffffff,42.0,0.0,4.0,0.0
831ed4fffffffff,11.0,0.0,0.0,0.0
831ed5fffffffff,66.0,0.0,0.0,0.0
831ed6fffffffff,1.0,0.0,0.0,0.0
831ed9fffffffff,50.0,0.0,0.0,3.0
831edafffffffff,214.0,0.0,4.0,0.0
831edcfffffffff,26.0,0.0,0.0,0.0
831edefffffffff,23.0,0.0,0.0,0.0
831ee1fffffffff,1.0,0.0,0.0,0.0
831ee2fffffffff,19.0,0.0,0.0,0.0
831ee3fffffffff,48.0,0.0,0.0,0.0
831ee6fffffffff,115.0,0.0,0.0,0.0
831ee8fffffffff,22.0,0.0,0.0,0.0
831ee9fffffffff,10.0,0.0,0.0,0.0
831eeafffffffff,20.0,0.0,0.0,0.0
831eebfffffffff,75.0,0.0,7.0,0.0
831eecfffffffff,4.0,0.0,0.0,0.0
831eedfffffffff,8.0,0.0,0.0,0.0
831eeefffffffff,26.0,0.0,6.0,0.0
831ef0fffffffff,26.0,0.0,0.0,0.0
831ef1fffffffff,51.0,0.0,0.0,0.0
831ef2fffffffff,11.0,0.0,0.0,0.0
831ef3fffffffff,9.0,0.0,0.0,0.0
831ef4fffffffff,13.0,0.0,0.0,0.0
831ef5fffffffff,60.0,0.0,0.0,0.0
831ef6fffffffff,16.0,0.0,0.0,0.0
831f00fffffffff,20.0,2.0,2.0,0.0
831f02fffffffff,63.0,0.0,10.0,0.0
831f03fffffffff,32.0,0.0,0.0,0.0
831f04fffffffff,14.0,1.0,2.0,0.0
831f05fffffffff,144.0,7.0,2.0,0.0
831f06fffffffff,47.0,0.0,3.0,0.0
831f08fffffffff,1.0,0.0,0.0,0.0
831f09fffffffff,2.0,0.0,0.0,0.0
831f0afffffffff,4.0,0.0,0.0,0.0
831f0bfffffffff,13.0,0.0,0.0,0.0
831f0dfffffffff,8.0,0.0,0.0,0.0
831f0efffffffff,7.0,0.0,0.0,0.0
831f10fffffffff,24.0,0.0,0.0,0.0
831f11fffffffff,21.0,0.0,0.0,0.0
831f12fffffffff,211.0,0.0,9.0,0.0
831f13fffffffff,156.0,0.0,1.0,0.0
831f14fffffffff,44.0,0.0,2.0,0.0
831f15fffffffff,48.0,0.0,16.0,0.0
831f16fffffffff,53.0,1.0,1.0,0.0
831f18fffffffff,128.0,0.0,4.0,0.0
831f19fffffffff,80.0,0.0,0.0,0.0
831f1afffffffff,239.0,0.0,53.0,0.0
831f1bfffffffff,76.0,0.0,8.0,0.0
831f1cfffffffff,31.0,0.0,0.0,0.0
831f1dfffffffff,142.0,0.0,1.0,0.0
831f1efffffffff,13.0,0.0,0.0,0.0
831f20fffffffff,6.0,0.0,0.0,0.0
831f21fffffffff,5.0,0.0,0.0,0.0
831f22fffffffff,37.0,0.0,0.0,0.0
831f23fffffffff,55.0,12.0,0.0,0.0
831f24fffffffff,11.0,5.0,0.0,0.0
831f25fffffffff,7.0,0.0,0.0,0.0
831f26fffffffff,15.0,4.0,2.0,0.0
831f28fffffffff,8.0,0.0,0.0,0.0
831f29fffffffff,26.0,0.0,0.0,0.0
831f2afffffffff,23.0,8.0,2.0,0.0
831f2cfffffffff,11.0,0.0,0.0,0.0
831f2dfffffffff,39.0,0.0,0.0,0.0
831f2efffffffff,17.0,2.0,0.0,0.0
831f31fffffffff,16.0,0.0,2.0,0.0
831f32fffffffff,5.0,0.0,0.0,0.0
831f33fffffffff,5.0,0.0,0.0,0.0
831f35fffffffff,8.0,1.0,2.0,0.0
831f40fffffffff,22.0,0.0,0.0,0.0
831f41fffffffff,2.0,0.0,0.0,0.0
831f42fffffffff,3.0,0.0,0.0,0.0
831f43fffffffff,3.0,0.0,0.0,0.0
831f44fffffffff,2.0,0.0,0.0,0.0
831f45fffffffff,2.0,0.0,0.0,0.0
831f48fffffffff,3.0,0.0,0.0,0.0
831f49fffffffff,1.0,0.0,0.0,0.0
831f4afffffffff,4.0,0.0,0.0,0.0
831f4cfffffffff,13.0,0.0,0.0,0.0
831f4efffffffff,100.0,0.0,0.0,0.0
831f51fffffffff,26.0,1.0,0.0,0.0
831f52fffffffff,18.0,0.0,0.0,0.0
831f53fffffffff,144.0,0.0,1.0,0.0
831f54fffffffff,6.0,0.0,0.0,0.0
831f56fffffffff,9.0,1.0,0.0,0.0
831f58fffffffff,9.0,0.0,0.0,0.0
831f59fffffffff,4.0,0.0,0.0,0.0
831f5afffffffff,14.0,0.0,0.0,0.0
831f5cfffffffff,31.0,0.0,0.0,0.0
831f5dfffffffff,1.0,0.0,0.0,0.0
831f5efffffffff,79.0,13.0,0.0,0.0
831f60fffffffff,29.0,2.0,0.0,0.0
831f61fffffffff,12.0,4.0,0.0,0.0
831f62fffffffff,2.0,0.0,0.0,0.0
831f63fffffffff,6.0,0.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0,0.0
831f65fffffffff,24.0,2.0,0.0,0.0
831f66fffffffff,6.0,0.0,0.0,0.0
831f68fffffffff,4.0,0.0,0.0,0.0
831f6cfffffffff,2.0,0.0,0.0,0.0
831f6efffffffff,2.0,0.0,0.0,0.0
831f71fffffffff,23.0,0.0,0.0,0.0
831f72fffffffff,110.0,2.0,0.0,0.0
831f75fffffffff,9.0,1.0,0.0,0.0
831f80fffffffff,122.0,0.0,8.0,0.0
831f81fffffffff,146.0,0.0,4.0,0.0
831f82fffffffff,160.0,0.0,9.0,0.0
831f83fffffffff,751.0,0.0,47.0,0.0
831f84fffffffff,11.0,0.0,0.0,0.0
831f85fffffffff,86.0,0.0,0.0,0.0
831f86fffffffff,1.0,0.0,0.0,0.0
831f88fffffffff,175.0,4.0,15.0,0.0
831f89fffffffff,73.0,0.0,9.0,0.0
831f8afffffffff,28.0,0.0,0.0,0.0
831f8bfffffffff,19.0,2.0,2.0,0.0
831f8cfffffffff,66.0,0.0,0.0,0.0
831f8dfffffffff,355.0,0.0,60.0,0.0
831f8efffffffff,284.0,0.0,12.0,0.0
831f90fffffffff,19.0,0.0,0.0,0.0
831f91fffffffff,177.0,0.0,76.0,0.0
831f92fffffffff,17.0,0.0,0.0,0.0
831f93fffffffff,55.0,0.0,12.0,0.0
831f94fffffffff,11.0,0.0,0.0,0.0
831f95fffffffff,7.0,0.0,0.0,0.0
831f96fffffffff,19.0,0.0,0.0,0.0
831f98fffffffff,251.0,0.0,5.0,0.0
831f99fffffffff,106.0,0.0,3.0,0.0
831f9afffffffff,125.0,0.0,0.0,0.0
831f9bfffffffff,46.0,0.0,0.0,0.0
831f9cfffffffff,126.0,0.0,17.0,0.0
831f9dfffffffff,135.0,0.0,8.0,0.0
831f9efffffffff,37.0,0.0,0.0,0.0
831fa0fffffffff,95.0,0.0,0.0,0.0
831fa1fffffffff,124.0,0.0,4.0,0.0
831fa2fffffffff,11.0,0.0,1.0,0.0
831fa3fffffffff,60.0,0.0,0.0,0.0
831fa4fffffffff,321.0,0.0,8.0,0.0
831fa5fffffffff,197.0,0.0,3.0,0.0
831fa6fffffffff,49.0,0.0,4.0,0.0
831fa8fffffffff,162.0,0.0,2.0,0.0
831fa9fffffffff,90.0,0.0,1.0,0.0
831faafffffffff,321.0,0.0,2.0,0.0
831fabfffffffff,63.0,0.0,1.0,0.0
831facfffffffff,28.0,0.0,0.0,0.0
831fadfffffffff,48.0,0.0,0.0,0.0
831faefffffffff,471.0,0.0,2.0,0.0
831fb0fffffffff,111.0,0.0,24.0,0.0
831fb1fffffffff,78.0,0.0,12.0,0.0
831fb2fffffffff,38.0,0.0,0.0,0.0
831fb3fffffffff,4.0,0.0,0.0,0.0
831fb4fffffffff,350.0,0.0,23.0,0.0
831fb5fffffffff,34.0,0.0,2.0,0.0
831fb6fffffffff,37.0,0.0,0.0,0.0
832048fffffffff,4.0,0.0,0.0,0.0
83204afffffffff,6.0,2.0,0.0,0.0
83204bfffffffff,9.0,0.0,0.0,0.0
832068fffffffff,3.0,1.0,0.0,0.0
83206bfffffffff,3.0,3.0,0.0,0.0
8320e3fffffffff,5.0,3.0,0.0,0.0
8320e6fffffffff,2.0,0.0,0.0,0.0
832125fffffffff,1.0,0.0,0.0,0.0
832405fffffffff,6.0,0.0,0.0,0.0
83240afffffffff,1.0,0.0,0.0,0.0
832425fffffffff,6.0,0.0,0.0,0.0
832428fffffffff,7.0,0.0,0.0,0.0
83242efffffffff,2.0,0.0,0.0,0.0
832460fffffffff,6.0,0.0,0.0,0.0
832463fffffffff,3.0,0.0,0.0,0.0
832466fffffffff,1.0,0.0,0.0,0.0
832503fffffffff,2.0,0.0,0.0,0.0
832512fffffffff,7.0,0.0,0.0,0.0
832535fffffffff,3.0,0.0,0.0,0.0
832540fffffffff,8.0,4.0,0.0,0.0
832546fffffffff,40.0,25.0,0.0,0.0
832559fffffffff,1.0,0.0,0.0,0.0
83255afffffffff,140.0,0.0,0.0,0.0
83255bfffffffff,18.0,0.0,0.0,0.0
832571fffffffff,20.0,2.0,0.0,0.0
8325acfffffffff,8.0,0.0,0.0,0.0
8325b4fffffffff,3.0,0.0,0.0,0.0
8325b6fffffffff,1.0,0.0,0.0,0.0
832c01fffffffff,19.0,0.0,0.0,0.0
832c03fffffffff,21.0,0.0,0.0,0.0
832c04fffffffff,129.0,0.0,0.0,42.0
832c05fffffffff,4.0,0.0,0.0,0.0
832c06fffffffff,2.0,0.0,0.0,0.0
832c09fffffffff,17.0,0.0,0.0,0.0
832c0bfffffffff,5.0,0.0,0.0,0.0
832c0cfffffffff,18.0,0.0,0.0,0.0
832c0dfffffffff,9.0,0.0,0.0,0.0
832c10fffffffff,3.0,0.0,0.0,0.0
832c12fffffffff,2.0,0.0,0.0,0.0
832c14fffffffff,2.0,0.0,0.0,0.0
832c15fffffffff,2.0,0.0,0.0,0.0
832c19fffffffff,34.0,0.0,0.0,0.0
832c1bfffffffff,9.0,0.0,0.0,0.0
832c1dfffffffff,11.0,0.0,0.0,0.0
832c20fffffffff,13.0,0.0,0.0,0.0
832c21fffffffff,177.0,0.0,0.0,6.0
832c22fffffffff,7.0,0.0,0.0,1.0
832c23fffffffff,5.0,0.0,0.0,0.0
832c26fffffffff,6.0,0.0,0.0,0.0
832c28fffffffff,119.0,0.0,0.0,0.0
832c2afffffffff,151.0,0.0,0.0,5.0
832c2bfffffffff,15.0,0.0,0.0,0.0
832c2cfffffffff,24.0,0.0,0.0,0.0
832c2efffffffff,32.0,0.0,0.0,2.0
832c31fffffffff,1.0,0.0,0.0,0.0
832c35fffffffff,2.0,0.0,0.0,0.0
832c62fffffffff,11.0,0.0,0.0,0.0
832c76fffffffff,9.0,0.0,0.0,0.0
832ca8fffffffff,8.0,0.0,0.0,0.0
832cacfffffffff,58.0,0.0,0.0,0.0
832cadfffffffff,2.0,0.0,0.0,0.0
832cc0fffffffff,299.0,0.0,0.0,0.0
832cc2fffffffff,20.0,0.0,0.0,0.0
832cc3fffffffff,8.0,0.0,0.0,0.0
832cc6fffffffff,59.0,0.0,0.0,0.0
832ccefffffffff,11.0,0.0,0.0,0.0
832ce6fffffffff,12.0,0.0,0.0,0.0
832cf1fffffffff,23.0,0.0,0.0,0.0
832cf5fffffffff,37.0,0.0,0.0,0.0
832d00fffffffff,12.0,0.0,0.0,0.0
832d01fffffffff,14.0,0.0,0.0,0.0
832d02fffffffff,10.0,0.0,0.0,0.0
832d03fffffffff,148.0,0.0,0.0,2.0
832d04fffffffff,16.0,0.0,0.0,0.0
832d05fffffffff,4.0,0.0,0.0,0.0
832d06fffffffff,15.0,0.0,0.0,0.0
832d10fffffffff,20.0,0.0,0.0,2.0
832d12fffffffff,42.0,0.0,0.0,0.0
832d13fffffffff,7.0,0.0,0.0,0.0
832d14fffffffff,4.0,0.0,0.0,0.0
832d15fffffffff,5.0,0.0,0.0,0.0
832d16fffffffff,3.0,0.0,0.0,0.0
832d19fffffffff,6.0,0.0,0.0,0.0
832d1afffffffff,6.0,0.0,0.0,0.0
832d1bfffffffff,8.0,0.0,0.0,5.0
832d1cfffffffff,9.0,0.0,0.0,0.0
832d1dfffffffff,15.0,0.0,0.0,0.0
832d22fffffffff,47.0,0.0,0.0,0.0
832d30fffffffff,15.0,0.0,0.0,0.0
832d31fffffffff,50.0,0.0,0.0,3.0
832d32fffffffff,17.0,0.0,0.0,0.0
