cell_id,Luscinia svecica,Luscinia svecica [svecica Group],Luscinia svecica azuricollis,Luscinia svecica cyanecula/namnetum,Luscinia svecica magna
820777fffffffff,3.0,3.0,0.0,0.0,0.0
820887fffffffff,2.0,2.0,0.0,0.0,0.0
820897fffffffff,3.0,0.0,0.0,0.0,0.0
8208a7fffffffff,2.0,2.0,0.0,0.0,0.0
8208e7fffffffff,2.0,2.0,0.0,0.0,0.0
8208effffffffff,2.0,2.0,0.0,0.0,0.0
82098ffffffffff,2.0,2.0,0.0,0.0,0.0
8209a7fffffffff,12.0,4.0,0.0,0.0,0.0
820c17fffffffff,9.0,3.0,0.0,0.0,0.0
820c37fffffffff,7.0,0.0,0.0,0.0,0.0
820c87fffffffff,2.0,0.0,0.0,0.0,0.0
820ca7fffffffff,32.0,0.0,0.0,0.0,0.0
820d0ffffffffff,3.0,0.0,0.0,0.0,0.0
820d57fffffffff,4.0,0.0,0.0,0.0,0.0
820d67fffffffff,11.0,0.0,0.0,0.0,0.0
820d77fffffffff,13.0,1.0,0.0,0.0,0.0
82118ffffffffff,2.0,0.0,0.0,0.0,0.0
821657fffffffff,6.0,0.0,0.0,0.0,0.0
82182ffffffffff,3.0,0.0,0.0,0.0,0.0
82184ffffffffff,30.0,0.0,0.0,3.0,0.0
82185ffffffffff,11.0,0.0,0.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0,0.0,0.0
821877fffffffff,4.0,0.0,0.0,0.0,0.0
821947fffffffff,19.0,6.0,0.0,2.0,0.0
82194ffffffffff,15.0,2.0,0.0,9.0,0.0
82195ffffffffff,11.0,0.0,0.0,8.0,0.0
82196ffffffffff,8.0,2.0,0.0,0.0,0.0
821977fffffffff,4.0,2.0,0.0,0.0,0.0
821e07fffffffff,82.0,0.0,0.0,0.0,0.0
821e0ffffffffff,33.0,0.0,0.0,1.0,0.0
821e17fffffffff,3.0,0.0,0.0,0.0,0.0
821e27fffffffff,15.0,11.0,0.0,0.0,0.0
821e2ffffffffff,4.0,0.0,0.0,0.0,0.0
821e37fffffffff,31.0,0.0,0.0,0.0,0.0
821e5ffffffffff,1.0,0.0,0.0,1.0,0.0
821e87fffffffff,4.0,0.0,0.0,0.0,0.0
821ea7fffffffff,8.0,0.0,0.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0,0.0,0.0
821ec7fffffffff,8.0,0.0,0.0,0.0,0.0
821ecffffffffff,12.0,0.0,0.0,0.0,0.0
821edffffffffff,15.0,0.0,0.0,0.0,0.0
821ef7fffffffff,1.0,0.0,0.0,0.0,0.0
821f07fffffffff,6.0,0.0,0.0,5.0,0.0
821f0ffffffffff,4.0,2.0,0.0,1.0,0.0
821f27fffffffff,1.0,1.0,0.0,0.0,0.0
821f2ffffffffff,13.0,10.0,0.0,1.0,0.0
821f37fffffffff,4.0,0.0,0.0,2.0,0.0
821f57fffffffff,4.0,0.0,0.0,4.0,0.0
821f77fffffffff,18.0,10.0,0.0,0.0,0.0
821f87fffffffff,3.0,0.0,0.0,2.0,0.0
821f8ffffffffff,3.0,0.0,0.0,0.0,0.0
821f9ffffffffff,4.0,1.0,0.0,2.0,0.0
821fa7fffffffff,2.0,0.0,0.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0,0.0,0.0
82201ffffffffff,1.0,0.0,0.0,0.0,0.0
8220b7fffffffff,14.0,0.0,0.0,0.0,0.0
822157fffffffff,2.0,0.0,0.0,0.0,0.0
8222dffffffffff,16.0,0.0,0.0,0.0,0.0
822517fffffffff,25.0,25.0,0.0,0.0,0.0
8225affffffffff,1.0,1.0,0.0,0.0,0.0
8229a7fffffffff,5.0,0.0,0.0,0.0,0.0
822c07fffffffff,212.0,93.0,0.0,86.0,0.0
822c27fffffffff,6.0,0.0,0.0,2.0,0.0
822c4ffffffffff,5.0,0.0,0.0,0.0,0.0
822c57fffffffff,2.0,0.0,0.0,0.0,0.0
822c97fffffffff,20.0,5.0,0.0,1.0,0.0
822cc7fffffffff,2.0,0.0,0.0,0.0,0.0
822d37fffffffff,9.0,0.0,0.0,0.0,0.0
822da7fffffffff,10.0,0.0,0.0,1.0,0.0
822db7fffffffff,46.0,2.0,0.0,0.0,0.0
823007fffffffff,1.0,0.0,0.0,0.0,0.0
82309ffffffffff,5.0,0.0,0.0,0.0,0.0
82318ffffffffff,2.0,0.0,0.0,0.0,0.0
82346ffffffffff,5.0,0.0,0.0,0.0,0.0
823877fffffffff,4.0,0.0,0.0,0.0,0.0
823907fffffffff,93.0,0.0,6.0,0.0,0.0
82390ffffffffff,4.0,0.0,0.0,0.0,0.0
823917fffffffff,40.0,0.0,0.0,0.0,0.0
82391ffffffffff,17.0,0.0,0.0,1.0,0.0
823927fffffffff,34.0,0.0,0.0,0.0,0.0
82392ffffffffff,78.0,0.0,2.0,4.0,0.0
823937fffffffff,26.0,3.0,0.0,0.0,0.0
823947fffffffff,11.0,0.0,0.0,6.0,0.0
823957fffffffff,7.0,0.0,0.0,4.0,0.0
82395ffffffffff,7.0,0.0,0.0,0.0,0.0
823977fffffffff,63.0,0.0,0.0,0.0,0.0
823987fffffffff,4.0,0.0,0.0,0.0,0.0
8239affffffffff,1.0,0.0,0.0,0.0,0.0
823c07fffffffff,8.0,4.0,0.0,0.0,0.0
823c0ffffffffff,8.0,3.0,0.0,0.0,0.0
823c1ffffffffff,23.0,1.0,0.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0,0.0,0.0
823c5ffffffffff,3.0,3.0,0.0,0.0,0.0
823c8ffffffffff,2.0,0.0,0.0,0.0,0.0
823c9ffffffffff,3.0,0.0,0.0,0.0,0.0
823ca7fffffffff,2.0,0.0,0.0,0.0,0.0
823caffffffffff,4.0,0.0,0.0,0.0,0.0
823cb7fffffffff,2.0,0.0,0.0,0.0,0.0
823cc7fffffffff,3.0,0.0,0.0,0.0,0.0
823ce7fffffffff,7.0,0.0,0.0,0.0,0.0
823cf7fffffffff,93.0,3.0,0.0,0.0,0.0
823d07fffffffff,15.0,7.0,0.0,8.0,0.0
823d17fffffffff,4.0,0.0,0.0,0.0,0.0
823d27fffffffff,8.0,0.0,0.0,8.0,0.0
823d37fffffffff,10.0,0.0,0.0,0.0,0.0
823d87fffffffff,19.0,13.0,0.0,0.0,0.0
823d8ffffffffff,1.0,0.0,0.0,0.0,0.0
823d9ffffffffff,23.0,0.0,0.0,0.0,0.0
823da7fffffffff,17.0,5.0,0.0,0.0,0.0
823daffffffffff,6.0,0.0,0.0,0.0,0.0
823db7fffffffff,1.0,0.0,0.0,0.0,0.0
823e47fffffffff,7.0,0.0,0.0,0.0,0.0
823e5ffffffffff,2.0,0.0,0.0,0.0,0.0
823e6ffffffffff,15.0,7.0,0.0,2.0,0.0
823f2ffffffffff,4.0,0.0,0.0,0.0,0.0
823f77fffffffff,3.0,0.0,0.0,0.0,0.0
82411ffffffffff,14.0,0.0,0.0,0.0,0.0
824177fffffffff,4.0,0.0,0.0,0.0,0.0
8241a7fffffffff,5.0,0.0,0.0,0.0,0.0
82425ffffffffff,2.0,0.0,0.0,0.0,0.0
8242c7fffffffff,22.0,2.0,0.0,0.0,0.0
8242cffffffffff,21.0,0.0,0.0,0.0,0.0
8242dffffffffff,6.0,0.0,0.0,0.0,0.0
8242effffffffff,7.0,0.0,0.0,0.0,0.0
824317fffffffff,3.0,0.0,0.0,3.0,0.0
824367fffffffff,4.0,0.0,0.0,0.0,0.0
8243a7fffffffff,8.0,0.0,0.0,0.0,0.0
8243affffffffff,2.0,0.0,0.0,0.0,0.0
824b77fffffffff,2.0,0.0,0.0,0.0,0.0
824ba7fffffffff,23.0,0.0,0.0,0.0,0.0
824bb7fffffffff,4.0,0.0,0.0,0.0,0.0
825357fffffffff,2.0,0.0,0.0,0.0,0.0
825537fffffffff,2.0,0.0,0.0,0.0,0.0
82592ffffffffff,3.0,0.0,0.0,0.0,0.0
826007fffffffff,73.0,0.0,0.0,0.0,0.0
826017fffffffff,18.0,0.0,0.0,0.0,0.0
82601ffffffffff,47.0,0.0,0.0,0.0,0.0
826027fffffffff,29.0,0.0,0.0,0.0,0.0
826037fffffffff,18.0,0.0,0.0,0.0,0.0
826087fffffffff,2.0,0.0,0.0,0.0,0.0
82608ffffffffff,12.0,0.0,0.0,0.0,0.0
82609ffffffffff,44.0,0.0,0.0,0.0,0.0
8260a7fffffffff,13.0,0.0,0.0,0.0,0.0
8260affffffffff,81.0,0.0,0.0,0.0,0.0
8260b7fffffffff,217.0,2.0,0.0,0.0,0.0
82618ffffffffff,4.0,0.0,0.0,0.0,0.0
82640ffffffffff,30.0,0.0,0.0,0.0,0.0
82659ffffffffff,2.0,0.0,0.0,0.0,0.0
