cell_id,Emberiza cineracea,Emberiza cineracea cineracea,Emberiza cineracea semenowi
821edffffffffff,1.0,1.0,0.0
822c17fffffffff,12.0,0.0,7.0
822c37fffffffff,8.0,0.0,7.0
822c97fffffffff,5.0,0.0,0.0
822caffffffffff,34.0,0.0,0.0
822daffffffffff,3.0,0.0,0.0
822db7fffffffff,11.0,0.0,2.0
823e6ffffffffff,18.0,4.0,3.0
823f4ffffffffff,3.0,0.0,2.0
823f67fffffffff,2.0,0.0,0.0
8243a7fffffffff,17.0,0.0,11.0
8243affffffffff,18.0,0.0,9.0
825347fffffffff,2.0,0.0,2.0
82534ffffffffff,2.0,0.0,0.0
