cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
8466a03ffffffff,25.0,0.0,0.0,0.0
8466a05ffffffff,102.0,0.0,0.0,0.0
8466a07ffffffff,6.0,2.0,0.0,0.0
8466a09ffffffff,8.0,0.0,0.0,0.0
8466a0bffffffff,626.0,32.0,0.0,0.0
8466a15ffffffff,139.0,73.0,0.0,0.0
8466a17ffffffff,17.0,3.0,0.0,0.0
8466a1dffffffff,450.0,24.0,0.0,0.0
8466a21ffffffff,38.0,0.0,0.0,0.0
8466a23ffffffff,2.0,0.0,0.0,0.0
8466a25ffffffff,21.0,0.0,0.0,0.0
8466a2bffffffff,10.0,0.0,0.0,0.0
8466a2dffffffff,65.0,2.0,0.0,0.0
8466a31ffffffff,35.0,0.0,0.0,0.0
8466a33ffffffff,76.0,3.0,0.0,0.0
8466a35ffffffff,5.0,0.0,0.0,0.0
8466a37ffffffff,5.0,2.0,0.0,0.0
8466a39ffffffff,89.0,22.0,0.0,0.0
8466a3bffffffff,50.0,7.0,0.0,0.0
8466a3dffffffff,34.0,0.0,0.0,0.0
8466a51ffffffff,2185.0,192.0,0.0,0.0
8466a53ffffffff,6.0,0.0,0.0,0.0
8466a55ffffffff,74.0,1.0,0.0,0.0
8466a57ffffffff,247.0,18.0,0.0,0.0
8466a59ffffffff,39.0,0.0,0.0,0.0
8466a5bffffffff,303.0,14.0,0.0,0.0
8466a5dffffffff,83.0,7.0,0.0,0.0
8466a65ffffffff,855.0,23.0,0.0,0.0
8466a67ffffffff,23.0,0.0,0.0,0.0
8466aedffffffff,20.0,3.0,0.0,0.0
8466b01ffffffff,129.0,0.0,0.0,0.0
8466b09ffffffff,678.0,0.0,0.0,0.0
8466b0bffffffff,837.0,0.0,0.0,0.0
8466b0dffffffff,1.0,0.0,0.0,0.0
8466b19ffffffff,59.0,0.0,0.0,0.0
8466b1dffffffff,17.0,3.0,0.0,0.0
8466b41ffffffff,1210.0,0.0,0.0,0.0
8466b43ffffffff,399.0,0.0,0.0,0.0
8466b45ffffffff,1444.0,0.0,0.0,0.0
8466b47ffffffff,560.0,0.0,0.0,0.0
8466b49ffffffff,2339.0,0.0,0.0,0.0
8466b4bffffffff,65.0,0.0,0.0,0.0
8466b4dffffffff,3011.0,0.0,0.0,0.0
8466b51ffffffff,816.0,18.0,0.0,0.0
8466b53ffffffff,365.0,11.0,0.0,0.0
8466b55ffffffff,1689.0,0.0,0.0,0.0
8466b57ffffffff,288.0,0.0,0.0,0.0
8466b59ffffffff,275.0,16.0,0.0,0.0
8466b5bffffffff,395.0,12.0,0.0,0.0
8466b5dffffffff,74.0,0.0,0.0,0.0
8466b69ffffffff,245.0,0.0,0.0,0.0
8466c01ffffffff,116.0,0.0,0.0,0.0
8466c03ffffffff,6.0,0.0,0.0,0.0
8466c05ffffffff,52.0,0.0,0.0,0.0
8466c09ffffffff,15.0,0.0,0.0,0.0
8466c0bffffffff,1.0,0.0,0.0,0.0
8466c0dffffffff,115.0,0.0,0.0,0.0
8466c15ffffffff,11.0,0.0,0.0,0.0
8466c17ffffffff,2.0,0.0,0.0,0.0
8466c19ffffffff,5.0,0.0,0.0,0.0
8466c1dffffffff,5.0,0.0,0.0,0.0
8466c21ffffffff,675.0,0.0,10.0,0.0
8466c23ffffffff,266.0,0.0,6.0,0.0
8466c25ffffffff,1.0,0.0,0.0,0.0
8466c27ffffffff,150.0,0.0,1.0,0.0
8466c29ffffffff,239.0,0.0,0.0,0.0
8466c2bffffffff,45.0,0.0,0.0,0.0
8466c2dffffffff,99.0,0.0,0.0,0.0
8466c33ffffffff,2.0,0.0,0.0,0.0
8466c35ffffffff,11.0,0.0,2.0,0.0
8466c37ffffffff,18.0,0.0,6.0,0.0
8466c41ffffffff,126.0,0.0,0.0,0.0
8466c45ffffffff,33.0,0.0,0.0,0.0
8466c47ffffffff,114.0,0.0,0.0,0.0
8466c49ffffffff,124.0,0.0,0.0,0.0
8466c4bffffffff,8.0,0.0,0.0,0.0
8466c4dffffffff,32.0,0.0,0.0,0.0
8466c53ffffffff,18.0,0.0,0.0,0.0
8466c55ffffffff,1.0,0.0,0.0,0.0
8466c57ffffffff,24.0,0.0,0.0,0.0
8466c59ffffffff,2.0,0.0,0.0,0.0
8466c5bffffffff,20.0,0.0,0.0,0.0
8466c5dffffffff,103.0,0.0,0.0,0.0
8466c61ffffffff,13.0,0.0,0.0,0.0
8466c63ffffffff,234.0,0.0,1.0,0.0
8466c67ffffffff,3.0,0.0,0.0,0.0
8466c69ffffffff,1.0,0.0,0.0,0.0
8466c6bffffffff,24.0,0.0,0.0,0.0
8466cb3ffffffff,2.0,0.0,0.0,0.0
8466cc5ffffffff,10.0,0.0,0.0,0.0
8466cdbffffffff,2.0,0.0,0.0,0.0
8466ce1ffffffff,50.0,0.0,0.0,0.0
8466ce9ffffffff,34.0,0.0,0.0,0.0
8466cedffffffff,14.0,0.0,3.0,0.0
8466d01ffffffff,20.0,0.0,0.0,0.0
8466d05ffffffff,10.0,0.0,0.0,3.0
8466d07ffffffff,14.0,0.0,0.0,1.0
8466d0dffffffff,12.0,0.0,0.0,0.0
8466d13ffffffff,15.0,0.0,5.0,0.0
8466d1bffffffff,113.0,0.0,0.0,0.0
8466d21ffffffff,6.0,0.0,0.0,0.0
8466d23ffffffff,45.0,0.0,0.0,8.0
8466d25ffffffff,4.0,0.0,0.0,0.0
8466d27ffffffff,21.0,0.0,0.0,2.0
8466d31ffffffff,176.0,0.0,0.0,8.0
8466d35ffffffff,1232.0,0.0,0.0,135.0
8466d37ffffffff,55.0,0.0,0.0,5.0
8466d3dffffffff,15.0,0.0,0.0,0.0
8466d81ffffffff,56.0,0.0,9.0,0.0
8466d89ffffffff,3.0,0.0,0.0,0.0
8466d8bffffffff,5.0,0.0,3.0,0.0
8466d8dffffffff,35.0,0.0,14.0,0.0
8466da1ffffffff,15.0,0.0,0.0,0.0
8466da3ffffffff,2.0,0.0,0.0,0.0
8466da7ffffffff,21.0,0.0,3.0,0.0
8466da9ffffffff,17.0,0.0,0.0,0.0
8466dabffffffff,2.0,0.0,0.0,0.0
8466dadffffffff,157.0,0.0,25.0,0.0
8466db1ffffffff,30.0,0.0,2.0,0.0
8466db5ffffffff,20.0,0.0,0.0,0.0
8466dc1ffffffff,4.0,0.0,0.0,0.0
8466dc3ffffffff,1147.0,0.0,199.0,0.0
8466dc7ffffffff,168.0,0.0,22.0,0.0
8466dc9ffffffff,170.0,0.0,4.0,0.0
8466dcbffffffff,29.0,0.0,2.0,0.0
8466dcdffffffff,7.0,0.0,0.0,0.0
8466dd1ffffffff,4.0,0.0,0.0,0.0
8466dd3ffffffff,8.0,0.0,2.0,0.0
8466dd5ffffffff,28.0,0.0,1.0,0.0
8466dd7ffffffff,4.0,0.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0,0.0
8466ddbffffffff,16.0,0.0,2.0,0.0
8466dddffffffff,62.0,0.0,7.0,0.0
8466de1ffffffff,357.0,0.0,69.0,0.0
8466de3ffffffff,270.0,0.0,38.0,0.0
8466de7ffffffff,97.0,0.0,3.0,0.0
8466de9ffffffff,3.0,0.0,0.0,0.0
8466debffffffff,147.0,0.0,48.0,0.0
8466e01ffffffff,11.0,0.0,3.0,0.0
8466e03ffffffff,108.0,0.0,0.0,0.0
8466e05ffffffff,58.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0
8466e0bffffffff,400.0,0.0,9.0,0.0
8466e0dffffffff,397.0,0.0,4.0,0.0
8466e11ffffffff,129.0,0.0,0.0,0.0
8466e13ffffffff,6.0,0.0,0.0,0.0
8466e15ffffffff,319.0,0.0,6.0,0.0
8466e17ffffffff,16.0,0.0,2.0,0.0
8466e19ffffffff,22.0,0.0,0.0,0.0
8466e1dffffffff,357.0,0.0,0.0,0.0
8466e23ffffffff,71.0,0.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0,0.0
8466e27ffffffff,31.0,0.0,0.0,0.0
8466e29ffffffff,40.0,0.0,0.0,0.0
8466e2bffffffff,74.0,0.0,0.0,0.0
8466e2dffffffff,12.0,0.0,0.0,0.0
8466e35ffffffff,3.0,0.0,0.0,0.0
8466e37ffffffff,8.0,0.0,0.0,0.0
8466e39ffffffff,62.0,0.0,2.0,0.0
8466e3bffffffff,101.0,0.0,5.0,0.0
8466e3dffffffff,1.0,0.0,0.0,0.0
8466e41ffffffff,127.0,0.0,8.0,0.0
8466e43ffffffff,3.0,0.0,0.0,0.0
8466e45ffffffff,212.0,0.0,0.0,0.0
8466e47ffffffff,113.0,0.0,1.0,0.0
8466e49ffffffff,38.0,0.0,0.0,0.0
8466e4dffffffff,26.0,0.0,0.0,0.0
8466e51ffffffff,73.0,0.0,0.0,0.0
8466e53ffffffff,191.0,0.0,0.0,0.0
8466e55ffffffff,5.0,0.0,0.0,0.0
8466e57ffffffff,2154.0,0.0,15.0,0.0
8466e59ffffffff,258.0,0.0,11.0,0.0
8466e5bffffffff,59.0,0.0,0.0,0.0
8466e5dffffffff,18.0,0.0,0.0,0.0
8466e61ffffffff,3.0,0.0,0.0,0.0
8466e63ffffffff,675.0,0.0,6.0,0.0
8466e67ffffffff,322.0,0.0,0.0,0.0
8466e69ffffffff,441.0,0.0,4.0,0.0
8466e6bffffffff,167.0,0.0,0.0,0.0
8466e6dffffffff,2.0,0.0,2.0,0.0
8466e8dffffffff,16.0,0.0,0.0,0.0
8466e9dffffffff,3.0,0.0,0.0,0.0
8466ec1ffffffff,16.0,0.0,0.0,0.0
8466ec3ffffffff,8.0,0.0,0.0,0.0
8466ec5ffffffff,55.0,0.0,0.0,0.0
8466ec7ffffffff,207.0,0.0,0.0,0.0
8466ec9ffffffff,4.0,0.0,0.0,0.0
8466ecbffffffff,124.0,0.0,0.0,0.0
8466ee5ffffffff,281.0,0.0,6.0,0.0
8466ee7ffffffff,10.0,0.0,0.0,0.0
8466eebffffffff,4.0,0.0,0.0,0.0
8466eedffffffff,16.0,0.0,0.0,0.0
8466f1bffffffff,13.0,0.0,0.0,0.0
8467413ffffffff,2188.0,0.0,17.0,0.0
8467417ffffffff,35.0,0.0,0.0,0.0
8467423ffffffff,4.0,0.0,0.0,0.0
8467425ffffffff,185.0,0.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0,0.0
846742bffffffff,1.0,0.0,0.0,0.0
846742dffffffff,17.0,0.0,0.0,0.0
8467431ffffffff,2.0,0.0,0.0,0.0
8467433ffffffff,227.0,0.0,2.0,0.0
8467435ffffffff,4.0,0.0,0.0,0.0
8467437ffffffff,96.0,0.0,5.0,0.0
846743bffffffff,143.0,0.0,0.0,0.0
846743dffffffff,68.0,0.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0,0.0
84674a1ffffffff,4.0,0.0,0.0,0.0
84674a5ffffffff,5.0,0.0,0.0,0.0
84674a7ffffffff,60.0,0.0,8.0,0.0
84674a9ffffffff,1.0,0.0,0.0,0.0
84674c1ffffffff,33.0,0.0,0.0,0.0
84674c5ffffffff,553.0,0.0,17.0,0.0
84674c7ffffffff,15.0,0.0,0.0,0.0
84674c9ffffffff,9.0,0.0,0.0,0.0
84674cbffffffff,3.0,0.0,0.0,0.0
84674cdffffffff,216.0,0.0,0.0,0.0
84674e1ffffffff,81.0,0.0,0.0,0.0
84674e5ffffffff,6.0,0.0,0.0,0.0
84674e9ffffffff,154.0,0.0,2.0,0.0
84674ebffffffff,24.0,0.0,0.0,0.0
84674edffffffff,183.0,0.0,8.0,0.0
8467503ffffffff,2.0,0.0,0.0,0.0
8467513ffffffff,2.0,0.0,0.0,0.0
8467519ffffffff,85.0,0.0,2.0,0.0
8467521ffffffff,2.0,0.0,0.0,0.0
8467523ffffffff,77.0,0.0,0.0,0.0
8467525ffffffff,2.0,0.0,0.0,0.0
8467527ffffffff,4.0,0.0,0.0,0.0
8467531ffffffff,12.0,0.0,0.0,0.0
8467535ffffffff,111.0,0.0,0.0,0.0
8467537ffffffff,24.0,0.0,0.0,0.0
8467539ffffffff,71.0,0.0,0.0,0.0
846753dffffffff,1.0,0.0,0.0,0.0
8467553ffffffff,400.0,0.0,0.0,0.0
8467555ffffffff,2.0,0.0,0.0,0.0
8467585ffffffff,4.0,0.0,0.0,0.0
8467587ffffffff,1.0,0.0,0.0,0.0
846758dffffffff,7.0,0.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0,0.0
8467599ffffffff,27.0,0.0,1.0,0.0
846759bffffffff,1.0,0.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0,0.0
84675a5ffffffff,42.0,0.0,0.0,0.0
84675a9ffffffff,38.0,0.0,0.0,0.0
84675abffffffff,107.0,0.0,0.0,0.0
84675adffffffff,1.0,0.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0,0.0
84675b3ffffffff,7.0,0.0,0.0,0.0
84675c1ffffffff,21.0,0.0,0.0,0.0
84675c5ffffffff,89.0,0.0,0.0,0.0
84675c7ffffffff,78.0,0.0,0.0,0.0
84675c9ffffffff,6.0,0.0,0.0,0.0
84675cbffffffff,220.0,0.0,0.0,0.0
84675d3ffffffff,2.0,0.0,0.0,0.0
84675d5ffffffff,8.0,0.0,0.0,0.0
84675d9ffffffff,7.0,0.0,0.0,0.0
84675ddffffffff,20.0,0.0,0.0,0.0
84675e1ffffffff,13.0,0.0,0.0,0.0
84675e3ffffffff,19.0,0.0,0.0,0.0
84675e7ffffffff,4.0,0.0,0.0,0.0
84675ebffffffff,36.0,0.0,1.0,0.0
84676b3ffffffff,1.0,0.0,0.0,0.0
8467909ffffffff,10.0,0.0,0.0,0.0
846790dffffffff,21.0,0.0,0.0,0.0
8467921ffffffff,9.0,0.0,0.0,0.0
8467923ffffffff,4.0,0.0,0.0,0.0
8467925ffffffff,3.0,0.0,0.0,0.0
8467927ffffffff,2.0,0.0,0.0,0.0
8467929ffffffff,2.0,0.0,0.0,0.0
846792dffffffff,22.0,0.0,0.0,0.0
8467931ffffffff,7.0,0.0,0.0,0.0
8467933ffffffff,6.0,0.0,0.0,0.0
8467937ffffffff,12.0,0.0,0.0,0.0
846793bffffffff,16.0,0.0,0.0,0.0
8467941ffffffff,2.0,0.0,0.0,0.0
8467945ffffffff,34.0,0.0,0.0,0.0
8467947ffffffff,5.0,0.0,0.0,0.0
8467949ffffffff,4.0,0.0,0.0,0.0
846794bffffffff,2.0,0.0,0.0,0.0
846795dffffffff,2.0,0.0,0.0,0.0
8467961ffffffff,88.0,0.0,0.0,0.0
8467963ffffffff,36.0,0.0,0.0,0.0
8467965ffffffff,3.0,0.0,0.0,0.0
8467967ffffffff,3.0,0.0,0.0,0.0
8467969ffffffff,13.0,0.0,0.0,0.0
846796bffffffff,22.0,0.0,0.0,0.0
84679a1ffffffff,593.0,0.0,0.0,0.0
84679a3ffffffff,102.0,0.0,0.0,0.0
84679a5ffffffff,4625.0,0.0,0.0,0.0
84679a7ffffffff,570.0,0.0,0.0,0.0
84679adffffffff,79.0,0.0,0.0,0.0
84679b3ffffffff,200.0,9.0,0.0,0.0
84679b5ffffffff,285.0,0.0,0.0,0.0
84679b7ffffffff,886.0,0.0,0.0,0.0
8467b21ffffffff,3.0,0.0,0.0,0.0
8467b27ffffffff,5.0,0.0,0.0,0.0
8467b2bffffffff,1.0,0.0,0.0,0.0
846d041ffffffff,20.0,7.0,0.0,0.0
846d043ffffffff,70.0,2.0,0.0,0.0
846d045ffffffff,2.0,0.0,0.0,0.0
846d049ffffffff,72.0,28.0,0.0,0.0
846d04bffffffff,161.0,38.0,0.0,0.0
846d04dffffffff,31.0,10.0,0.0,0.0
846d051ffffffff,6.0,2.0,0.0,0.0
846d053ffffffff,65.0,27.0,0.0,0.0
846d059ffffffff,76.0,6.0,0.0,0.0
846d05bffffffff,265.0,75.0,0.0,0.0
846d05dffffffff,35.0,13.0,0.0,0.0
846d069ffffffff,2.0,0.0,0.0,0.0
846d06dffffffff,13.0,2.0,0.0,0.0
846d145ffffffff,4.0,0.0,0.0,0.0
846d159ffffffff,343.0,40.0,0.0,0.0
846d15dffffffff,6.0,0.0,0.0,0.0
846d201ffffffff,23.0,0.0,0.0,0.0
846d203ffffffff,58.0,0.0,0.0,0.0
846d205ffffffff,2.0,0.0,0.0,0.0
846d207ffffffff,9.0,0.0,0.0,0.0
846d209ffffffff,13.0,0.0,0.0,0.0
846d20bffffffff,20.0,0.0,0.0,0.0
846d20dffffffff,104.0,0.0,0.0,0.0
846d211ffffffff,2.0,0.0,0.0,0.0
846d219ffffffff,10.0,2.0,0.0,0.0
846d21bffffffff,99.0,34.0,0.0,0.0
846d21dffffffff,164.0,29.0,0.0,0.0
846d221ffffffff,2.0,0.0,0.0,0.0
846d223ffffffff,41.0,0.0,0.0,0.0
846d22bffffffff,20.0,0.0,0.0,0.0
846d231ffffffff,552.0,34.0,0.0,0.0
846d233ffffffff,4.0,2.0,0.0,0.0
846d235ffffffff,23.0,9.0,0.0,0.0
846d237ffffffff,5.0,0.0,0.0,0.0
846d239ffffffff,232.0,70.0,0.0,0.0
846d23dffffffff,371.0,47.0,0.0,0.0
846d241ffffffff,10.0,0.0,0.0,0.0
846d243ffffffff,17.0,0.0,0.0,0.0
846d247ffffffff,12.0,0.0,0.0,0.0
846d24bffffffff,13.0,0.0,0.0,0.0
846d251ffffffff,26.0,2.0,0.0,0.0
846d253ffffffff,66.0,2.0,0.0,0.0
846d255ffffffff,54.0,9.0,0.0,0.0
846d257ffffffff,43.0,7.0,0.0,0.0
846d25dffffffff,39.0,0.0,0.0,0.0
846d261ffffffff,4.0,0.0,0.0,0.0
846d263ffffffff,2.0,0.0,0.0,0.0
846d267ffffffff,4.0,0.0,0.0,0.0
846d26bffffffff,8.0,0.0,0.0,0.0
846d281ffffffff,7.0,3.0,0.0,0.0
846d283ffffffff,455.0,42.0,0.0,0.0
846d285ffffffff,4.0,0.0,0.0,0.0
846d287ffffffff,61.0,13.0,0.0,0.0
846d28bffffffff,2.0,0.0,0.0,0.0
846d291ffffffff,667.0,59.0,0.0,0.0
846d293ffffffff,45.0,11.0,0.0,0.0
846d295ffffffff,1367.0,72.0,0.0,0.0
846d297ffffffff,179.0,37.0,0.0,0.0
846d299ffffffff,119.0,18.0,0.0,0.0
846d29bffffffff,11.0,2.0,0.0,0.0
846d29dffffffff,4.0,0.0,0.0,0.0
846d2a1ffffffff,109.0,34.0,0.0,0.0
846d2a3ffffffff,78.0,5.0,0.0,0.0
846d2a9ffffffff,39.0,10.0,0.0,0.0
846d2abffffffff,29.0,11.0,0.0,0.0
846d2adffffffff,17.0,0.0,0.0,0.0
846d2b3ffffffff,24.0,0.0,0.0,0.0
846d2b9ffffffff,1709.0,81.0,0.0,0.0
846d2bbffffffff,22.0,3.0,0.0,0.0
846d2bdffffffff,37.0,9.0,0.0,0.0
846d2c1ffffffff,25.0,14.0,0.0,0.0
846d2c3ffffffff,47.0,3.0,0.0,0.0
846d2c5ffffffff,8.0,0.0,0.0,0.0
846d2c7ffffffff,11.0,0.0,0.0,0.0
846d2c9ffffffff,293.0,44.0,0.0,0.0
846d2cbffffffff,83.0,19.0,0.0,0.0
846d2cdffffffff,4.0,0.0,0.0,0.0
846d2d1ffffffff,584.0,93.0,0.0,0.0
846d2d3ffffffff,60.0,29.0,0.0,0.0
846d2d5ffffffff,6.0,0.0,0.0,0.0
846d2d7ffffffff,1015.0,586.0,0.0,0.0
846d2d9ffffffff,25.0,20.0,0.0,0.0
846d2dbffffffff,40.0,7.0,0.0,0.0
846d2ddffffffff,19.0,13.0,0.0,0.0
846d2e3ffffffff,16.0,0.0,0.0,0.0
846d2e5ffffffff,117.0,56.0,0.0,0.0
846d2e7ffffffff,2.0,0.0,0.0,0.0
846d2e9ffffffff,17.0,4.0,0.0,0.0
846d2ebffffffff,43.0,0.0,0.0,0.0
846d2edffffffff,10.0,0.0,0.0,0.0
846d303ffffffff,13.0,0.0,0.0,0.0
846d305ffffffff,17.0,2.0,0.0,0.0
846d307ffffffff,4.0,0.0,0.0,0.0
846d30bffffffff,4.0,0.0,0.0,0.0
846d30dffffffff,405.0,56.0,0.0,0.0
846d311ffffffff,32.0,0.0,0.0,0.0
846d313ffffffff,228.0,22.0,0.0,0.0
846d315ffffffff,15.0,0.0,0.0,0.0
846d317ffffffff,26.0,0.0,0.0,0.0
846d319ffffffff,162.0,68.0,0.0,0.0
846d31bffffffff,78.0,2.0,0.0,0.0
846d31dffffffff,2.0,0.0,0.0,0.0
846d333ffffffff,19.0,3.0,0.0,0.0
846d337ffffffff,503.0,51.0,0.0,0.0
846d33bffffffff,8.0,0.0,0.0,0.0
846d341ffffffff,28.0,3.0,0.0,0.0
846d345ffffffff,1.0,0.0,0.0,0.0
846d347ffffffff,7.0,0.0,0.0,0.0
846d34bffffffff,33.0,12.0,0.0,0.0
846d34dffffffff,775.0,19.0,0.0,0.0
846d357ffffffff,6.0,0.0,0.0,0.0
846d359ffffffff,2.0,0.0,0.0,0.0
846d35bffffffff,57.0,0.0,0.0,0.0
846d35dffffffff,228.0,13.0,0.0,0.0
846d361ffffffff,4.0,0.0,0.0,0.0
846d363ffffffff,4.0,0.0,0.0,0.0
846d367ffffffff,3.0,0.0,0.0,0.0
846d369ffffffff,22.0,0.0,0.0,0.0
846d36bffffffff,8.0,0.0,0.0,0.0
846d36dffffffff,39.0,0.0,0.0,0.0
846d601ffffffff,22.0,0.0,0.0,0.0
846d603ffffffff,9.0,0.0,0.0,0.0
846d605ffffffff,113.0,0.0,0.0,0.0
846d607ffffffff,27.0,0.0,0.0,0.0
846d609ffffffff,174.0,0.0,0.0,0.0
846d60bffffffff,4.0,0.0,0.0,0.0
846d60dffffffff,125.0,0.0,0.0,0.0
846d611ffffffff,13.0,0.0,0.0,0.0
846d613ffffffff,440.0,0.0,0.0,0.0
846d615ffffffff,38.0,0.0,0.0,0.0
846d617ffffffff,678.0,0.0,0.0,0.0
846d619ffffffff,19.0,0.0,0.0,0.0
846d61bffffffff,63.0,0.0,0.0,0.0
846d61dffffffff,2.0,0.0,0.0,0.0
846d639ffffffff,31.0,0.0,0.0,0.0
846d63bffffffff,16.0,0.0,0.0,0.0
846d641ffffffff,1493.0,0.0,0.0,0.0
846d643ffffffff,49.0,0.0,0.0,0.0
846d645ffffffff,1488.0,0.0,0.0,0.0
846d647ffffffff,5.0,0.0,0.0,0.0
846d649ffffffff,26.0,0.0,0.0,0.0
846d64bffffffff,178.0,0.0,0.0,0.0
846d64dffffffff,78.0,0.0,0.0,0.0
846d651ffffffff,582.0,0.0,0.0,0.0
846d653ffffffff,868.0,0.0,0.0,0.0
846d655ffffffff,222.0,0.0,0.0,0.0
846d657ffffffff,108.0,0.0,0.0,0.0
846d659ffffffff,9.0,0.0,0.0,0.0
846d65bffffffff,84.0,0.0,0.0,0.0
846d65dffffffff,69.0,0.0,0.0,0.0
846d661ffffffff,3.0,0.0,0.0,0.0
846d663ffffffff,46.0,0.0,0.0,0.0
846d665ffffffff,166.0,0.0,0.0,0.0
846d667ffffffff,54.0,0.0,0.0,0.0
846d669ffffffff,26.0,0.0,0.0,0.0
846d66bffffffff,109.0,0.0,0.0,0.0
846d66dffffffff,377.0,0.0,0.0,0.0
846d681ffffffff,515.0,0.0,0.0,0.0
846d683ffffffff,537.0,0.0,0.0,0.0
846d685ffffffff,206.0,0.0,0.0,0.0
846d687ffffffff,400.0,0.0,0.0,0.0
846d689ffffffff,192.0,0.0,0.0,0.0
846d68bffffffff,1597.0,0.0,0.0,0.0
846d68dffffffff,215.0,0.0,0.0,0.0
846d691ffffffff,2652.0,0.0,0.0,0.0
846d693ffffffff,2692.0,0.0,0.0,0.0
846d695ffffffff,497.0,0.0,0.0,0.0
846d697ffffffff,3457.0,0.0,0.0,0.0
846d699ffffffff,657.0,0.0,0.0,0.0
846d69bffffffff,2618.0,0.0,0.0,0.0
846d69dffffffff,5147.0,0.0,0.0,0.0
846d6abffffffff,50.0,0.0,0.0,0.0
846d6b1ffffffff,39.0,0.0,0.0,0.0
846d6b9ffffffff,140.0,0.0,0.0,0.0
846d6bbffffffff,1419.0,0.0,0.0,0.0
846d6bdffffffff,119.0,0.0,0.0,0.0
846d6c3ffffffff,13.0,0.0,0.0,0.0
846d6c7ffffffff,37.0,0.0,0.0,0.0
846d6c9ffffffff,22.0,0.0,0.0,0.0
846d6cdffffffff,26.0,0.0,0.0,0.0
846d6d1ffffffff,45.0,0.0,0.0,0.0
846d6d3ffffffff,354.0,0.0,0.0,0.0
846d6d5ffffffff,127.0,0.0,0.0,0.0
846d6d7ffffffff,49.0,0.0,0.0,0.0
846d6d9ffffffff,1.0,0.0,0.0,0.0
846d6dbffffffff,8.0,0.0,0.0,0.0
846d6ddffffffff,15.0,0.0,0.0,0.0
846d6e1ffffffff,2.0,0.0,0.0,0.0
846d6e9ffffffff,548.0,0.0,0.0,0.0
846d6ebffffffff,69.0,0.0,0.0,0.0
846d6edffffffff,131.0,0.0,0.0,0.0
846d741ffffffff,322.0,0.0,0.0,0.0
846d743ffffffff,140.0,0.0,0.0,0.0
846d745ffffffff,108.0,2.0,0.0,0.0
846d747ffffffff,71.0,0.0,0.0,0.0
846d749ffffffff,120.0,0.0,0.0,0.0
846d74bffffffff,990.0,0.0,0.0,0.0
846d74dffffffff,2.0,0.0,0.0,0.0
846d751ffffffff,26.0,0.0,0.0,0.0
846d759ffffffff,27.0,0.0,0.0,0.0
846d75bffffffff,89.0,0.0,0.0,0.0
846d75dffffffff,222.0,0.0,0.0,0.0
846d769ffffffff,90.0,13.0,0.0,0.0
846d76dffffffff,48.0,2.0,0.0,0.0
8480007ffffffff,5.0,0.0,0.0,0.0
8480021ffffffff,4.0,0.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0,0.0
8480027ffffffff,2.0,0.0,0.0,0.0
8480053ffffffff,8.0,0.0,0.0,0.0
8480055ffffffff,2.0,0.0,0.0,0.0
8480061ffffffff,8.0,0.0,0.0,0.0
84800c5ffffffff,2.0,0.0,0.0,0.0
84800c7ffffffff,4.0,0.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0,0.0
8480101ffffffff,32.0,0.0,3.0,0.0
8480105ffffffff,27.0,0.0,0.0,0.0
8480107ffffffff,9.0,0.0,0.0,0.0
8480109ffffffff,166.0,0.0,13.0,0.0
848010dffffffff,4.0,0.0,0.0,0.0
848011bffffffff,36.0,0.0,0.0,0.0
8480139ffffffff,4.0,0.0,0.0,0.0
8480141ffffffff,88.0,0.0,13.0,0.0
848016bffffffff,2.0,0.0,0.0,0.0
848016dffffffff,6.0,0.0,0.0,0.0
84801c9ffffffff,2.0,0.0,0.0,0.0
8480245ffffffff,2.0,0.0,0.0,0.0
84802b7ffffffff,1.0,0.0,0.0,0.0
84802cdffffffff,1.0,0.0,0.0,0.0
8480301ffffffff,23.0,0.0,0.0,0.0
8480305ffffffff,6.0,0.0,1.0,0.0
8480309ffffffff,33.0,0.0,0.0,0.0
848030dffffffff,33.0,0.0,4.0,0.0
848032bffffffff,2.0,0.0,2.0,0.0
8480345ffffffff,2.0,0.0,0.0,0.0
8480363ffffffff,70.0,0.0,2.0,0.0
8480369ffffffff,1.0,0.0,1.0,0.0
848041dffffffff,7.0,0.0,0.0,0.0
8480441ffffffff,2.0,0.0,0.0,0.0
8480445ffffffff,10.0,0.0,0.0,0.0
8480449ffffffff,1.0,0.0,0.0,0.0
848044dffffffff,3.0,0.0,0.0,0.0
8480461ffffffff,1.0,0.0,0.0,0.0
8480469ffffffff,79.0,0.0,0.0,0.0
848046bffffffff,3.0,0.0,0.0,0.0
848046dffffffff,2.0,0.0,0.0,0.0
8480481ffffffff,1.0,0.0,0.0,0.0
