cell_id,Cistothorus palustris,Cistothorus palustris [paludicola Group],Cistothorus palustris [plesius Group],Cistothorus palustris [palustris Group],Cistothorus palustris griseus,Cistothorus palustris tolucensis
8312dafffffffff,103.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,821.0,0.0,0.0,0.0,0.0,0.0
8312dcfffffffff,75.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,1112.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,1409.0,0.0,0.0,0.0,0.0,0.0
8312e0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,155.0,0.0,0.0,0.0,0.0,0.0
8312e5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312e8fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8312e9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,108.0,0.0,0.0,0.0,0.0,0.0
8312ebfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,405.0,0.0,0.0,0.0,0.0,0.0
8312edfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8312eefffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8312f0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8312f2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312f3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,134.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,72.0,0.0,0.0,9.0,0.0,0.0
832602fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,73.0,0.0,0.0,15.0,0.0,0.0
832604fffffffff,116.0,0.0,0.0,0.0,0.0,0.0
832605fffffffff,210.0,0.0,0.0,0.0,0.0,0.0
832606fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
832609fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,249.0,0.0,0.0,2.0,0.0,0.0
83260bfffffffff,146.0,0.0,0.0,2.0,0.0,0.0
83260cfffffffff,52.0,0.0,0.0,0.0,0.0,0.0
83260dfffffffff,51.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,59.0,0.0,0.0,4.0,0.0,0.0
832610fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
832611fffffffff,88.0,0.0,12.0,0.0,0.0,0.0
832612fffffffff,19.0,0.0,1.0,0.0,0.0,0.0
832613fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832615fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832619fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
83261afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83261cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83261dfffffffff,49.0,0.0,0.0,2.0,0.0,0.0
83261efffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832620fffffffff,428.0,0.0,0.0,15.0,0.0,0.0
832621fffffffff,502.0,0.0,0.0,11.0,0.0,0.0
832622fffffffff,294.0,0.0,0.0,13.0,0.0,0.0
832623fffffffff,354.0,0.0,0.0,2.0,0.0,0.0
832624fffffffff,300.0,0.0,0.0,15.0,0.0,0.0
832625fffffffff,90.0,0.0,0.0,2.0,0.0,0.0
832626fffffffff,446.0,0.0,0.0,27.0,0.0,0.0
832628fffffffff,73.0,0.0,0.0,0.0,0.0,0.0
832629fffffffff,70.0,0.0,0.0,0.0,0.0,0.0
83262afffffffff,127.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,104.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,1606.0,0.0,0.0,18.0,0.0,0.0
83262dfffffffff,125.0,0.0,0.0,0.0,0.0,0.0
83262efffffffff,298.0,0.0,0.0,10.0,0.0,0.0
832630fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832631fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
832633fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
832634fffffffff,1455.0,0.0,0.0,213.0,0.0,0.0
832635fffffffff,171.0,0.0,0.0,12.0,0.0,0.0
832636fffffffff,300.0,0.0,0.0,58.0,0.0,0.0
832640fffffffff,58.0,0.0,0.0,2.0,0.0,0.0
832641fffffffff,44.0,0.0,0.0,2.0,0.0,0.0
832642fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,58.0,0.0,0.0,6.0,0.0,0.0
832644fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832645fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,496.0,0.0,0.0,10.0,0.0,0.0
832648fffffffff,91.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,179.0,0.0,0.0,1.0,0.0,0.0
832653fffffffff,70.0,0.0,0.0,2.0,0.0,0.0
832654fffffffff,107.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,673.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,226.0,0.0,0.0,6.0,0.0,0.0
832658fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,144.0,0.0,0.0,0.0,0.0,0.0
83265afffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83265bfffffffff,193.0,0.0,0.0,6.0,0.0,0.0
83265cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,64.0,0.0,0.0,0.0,0.0,0.0
832660fffffffff,135.0,0.0,0.0,4.0,0.0,0.0
832661fffffffff,89.0,0.0,0.0,3.0,0.0,0.0
832662fffffffff,106.0,0.0,0.0,0.0,0.0,0.0
832663fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,3426.0,0.0,0.0,117.0,0.0,0.0
832665fffffffff,43.0,0.0,0.0,1.0,0.0,0.0
832666fffffffff,518.0,0.0,0.0,6.0,0.0,0.0
832668fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,104.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,31.0,0.0,0.0,4.0,0.0,0.0
83266dfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,426.0,0.0,0.0,53.0,0.0,0.0
832670fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,161.0,0.0,0.0,10.0,0.0,0.0
832672fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
832675fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,333.0,0.0,4.0,0.0,0.0,0.0
832681fffffffff,747.0,0.0,41.0,0.0,0.0,0.0
832682fffffffff,68.0,0.0,6.0,0.0,0.0,0.0
832683fffffffff,41.0,0.0,2.0,0.0,0.0,0.0
832684fffffffff,139.0,0.0,1.0,0.0,0.0,0.0
832685fffffffff,563.0,0.0,5.0,0.0,0.0,0.0
832686fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,721.0,0.0,27.0,0.0,0.0,0.0
832689fffffffff,49.0,0.0,2.0,0.0,0.0,0.0
83268afffffffff,805.0,0.0,45.0,0.0,0.0,0.0
83268bfffffffff,59.0,0.0,3.0,0.0,0.0,0.0
83268cfffffffff,761.0,0.0,14.0,0.0,0.0,0.0
83268dfffffffff,276.0,0.0,15.0,0.0,0.0,0.0
83268efffffffff,19.0,0.0,4.0,0.0,0.0,0.0
832690fffffffff,530.0,0.0,55.0,0.0,0.0,0.0
832691fffffffff,9.0,0.0,2.0,0.0,0.0,0.0
832692fffffffff,180.0,0.0,15.0,0.0,0.0,0.0
832693fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,141.0,0.0,34.0,0.0,0.0,0.0
832695fffffffff,165.0,0.0,16.0,0.0,0.0,0.0
832696fffffffff,4782.0,0.0,1856.0,0.0,0.0,0.0
832698fffffffff,341.0,0.0,2.0,0.0,0.0,0.0
832699fffffffff,58.0,0.0,2.0,0.0,0.0,0.0
83269afffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,1155.0,0.0,62.0,0.0,0.0,0.0
83269dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,104.0,0.0,7.0,0.0,0.0,0.0
8326a1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8326a2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,179.0,0.0,4.0,0.0,0.0,0.0
8326a9fffffffff,106.0,0.0,11.0,0.0,0.0,0.0
8326aafffffffff,2065.0,0.0,142.0,0.0,0.0,0.0
8326abfffffffff,131.0,0.0,12.0,0.0,0.0,0.0
8326acfffffffff,98.0,0.0,10.0,0.0,0.0,0.0
8326adfffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8326aefffffffff,97.0,0.0,0.0,0.0,0.0,0.0
8326b0fffffffff,107.0,0.0,2.0,0.0,0.0,0.0
8326b1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326b2fffffffff,112.0,0.0,10.0,0.0,0.0,0.0
8326b3fffffffff,72.0,0.0,7.0,0.0,0.0,0.0
8326b5fffffffff,110.0,0.0,2.0,0.0,0.0,0.0
8326b6fffffffff,332.0,0.0,3.0,0.0,0.0,0.0
8326c0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326c1fffffffff,150.0,0.0,0.0,0.0,0.0,0.0
8326c2fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8326c5fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,364.0,0.0,0.0,0.0,0.0,0.0
8326c9fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
8326cafffffffff,166.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,552.0,0.0,0.0,0.0,0.0,0.0
8326ccfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326cdfffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8326cefffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8326d0fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8326d2fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,77.0,0.0,4.0,0.0,0.0,0.0
8326d5fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8326d6fffffffff,23.0,0.0,1.0,0.0,0.0,0.0
8326d8fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8326d9fffffffff,234.0,0.0,0.0,0.0,0.0,0.0
8326dafffffffff,65.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,174.0,0.0,0.0,0.0,0.0,0.0
8326dcfffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8326ddfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8326defffffffff,270.0,0.0,0.0,0.0,0.0,0.0
8326e0fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8326e1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326e2fffffffff,480.0,0.0,1.0,22.0,0.0,0.0
8326e3fffffffff,32.0,0.0,0.0,3.0,0.0,0.0
8326e4fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8326e5fffffffff,612.0,0.0,0.0,53.0,0.0,0.0
8326e6fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
8326e8fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,78.0,0.0,0.0,7.0,0.0,0.0
8326eafffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8326ebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326ecfffffffff,83.0,0.0,0.0,9.0,0.0,0.0
8326edfffffffff,138.0,0.0,0.0,0.0,0.0,0.0
8326eefffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8326f0fffffffff,51.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8326f2fffffffff,272.0,0.0,14.0,0.0,0.0,0.0
8326f3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8326f4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326f5fffffffff,14.0,0.0,0.0,2.0,0.0,0.0
8326f6fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
832702fffffffff,2057.0,0.0,0.0,0.0,0.0,0.0
832703fffffffff,160.0,0.0,0.0,0.0,0.0,0.0
832706fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832708fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,19.0,0.0,0.0,2.0,0.0,0.0
83270afffffffff,60.0,0.0,0.0,6.0,0.0,0.0
83270bfffffffff,47.0,0.0,0.0,0.0,0.0,0.0
83270dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83270efffffffff,66.0,0.0,0.0,0.0,0.0,0.0
832710fffffffff,94.0,0.0,0.0,0.0,0.0,0.0
832711fffffffff,326.0,0.0,0.0,0.0,0.0,0.0
832712fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
832713fffffffff,1230.0,0.0,0.0,0.0,0.0,0.0
832714fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832715fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832716fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832718fffffffff,321.0,0.0,0.0,11.0,0.0,0.0
832719fffffffff,323.0,0.0,0.0,6.0,0.0,0.0
83271afffffffff,142.0,0.0,0.0,3.0,0.0,0.0
83271bfffffffff,300.0,0.0,0.0,43.0,0.0,0.0
83271cfffffffff,104.0,0.0,0.0,0.0,0.0,0.0
83271dfffffffff,311.0,0.0,0.0,3.0,0.0,0.0
83271efffffffff,105.0,0.0,0.0,0.0,0.0,0.0
832740fffffffff,115.0,0.0,0.0,2.0,0.0,0.0
832741fffffffff,239.0,0.0,0.0,0.0,0.0,0.0
832742fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,928.0,0.0,0.0,12.0,0.0,0.0
832744fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
832745fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832748fffffffff,431.0,0.0,0.0,0.0,0.0,0.0
832749fffffffff,392.0,0.0,0.0,0.0,0.0,0.0
83274afffffffff,176.0,0.0,0.0,0.0,0.0,0.0
83274bfffffffff,343.0,0.0,0.0,4.0,0.0,0.0
83274cfffffffff,61.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,1048.0,0.0,0.0,0.0,0.0,0.0
83274efffffffff,537.0,0.0,0.0,0.0,0.0,0.0
832750fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,162.0,0.0,0.0,15.0,0.0,0.0
832752fffffffff,1013.0,0.0,0.0,24.0,0.0,0.0
832753fffffffff,103.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,182.0,0.0,0.0,3.0,0.0,0.0
832755fffffffff,86.0,0.0,0.0,8.0,0.0,0.0
832756fffffffff,281.0,0.0,0.0,65.0,0.0,0.0
832758fffffffff,1649.0,0.0,0.0,16.0,0.0,0.0
832759fffffffff,3658.0,0.0,0.0,39.0,0.0,0.0
83275afffffffff,85.0,0.0,0.0,2.0,0.0,0.0
83275bfffffffff,255.0,0.0,0.0,3.0,0.0,0.0
83275cfffffffff,1465.0,0.0,0.0,40.0,0.0,0.0
83275dfffffffff,3141.0,0.0,0.0,44.0,0.0,0.0
83275efffffffff,155.0,0.0,0.0,3.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
832768fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,82.0,0.0,0.0,0.0,0.0,0.0
83276afffffffff,138.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,1697.0,0.0,0.0,0.0,0.0,0.0
83276cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83276dfffffffff,478.0,0.0,0.0,0.0,0.0,0.0
83276efffffffff,114.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832780fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
832781fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832783fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832784fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832785fffffffff,157.0,0.0,0.0,0.0,0.0,0.0
832786fffffffff,506.0,0.0,42.0,0.0,0.0,0.0
83278bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83278cfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83278dfffffffff,11.0,0.0,0.0,3.0,0.0,0.0
83278efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832790fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832791fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832792fffffffff,403.0,0.0,0.0,0.0,0.0,0.0
832793fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
832794fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832795fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832796fffffffff,579.0,0.0,0.0,0.0,0.0,0.0
832798fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832799fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
83279afffffffff,33.0,0.0,0.0,0.0,0.0,0.0
83279bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83279cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83279efffffffff,93.0,0.0,0.0,0.0,0.0,0.0
8327a0fffffffff,150.0,0.0,0.0,0.0,0.0,0.0
8327a1fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8327a2fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8327a3fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8327a4fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
8327a5fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8327a8fffffffff,381.0,0.0,0.0,50.0,0.0,0.0
8327a9fffffffff,208.0,0.0,0.0,15.0,0.0,0.0
8327aafffffffff,40.0,0.0,0.0,2.0,0.0,0.0
8327abfffffffff,60.0,0.0,0.0,7.0,0.0,0.0
8327acfffffffff,85.0,0.0,0.0,0.0,0.0,0.0
8327adfffffffff,421.0,0.0,0.0,74.0,0.0,0.0
8327aefffffffff,158.0,0.0,0.0,6.0,0.0,0.0
8327b0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327b1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8327b2fffffffff,166.0,0.0,0.0,0.0,0.0,0.0
8327b3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327b4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327b5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8327b6fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
832800fffffffff,220.0,19.0,0.0,0.0,0.0,0.0
832802fffffffff,7521.0,476.0,0.0,0.0,0.0,0.0
832803fffffffff,130.0,9.0,0.0,0.0,0.0,0.0
832806fffffffff,512.0,0.0,0.0,0.0,0.0,0.0
832810fffffffff,247.0,0.0,2.0,0.0,0.0,0.0
832811fffffffff,285.0,0.0,0.0,0.0,0.0,0.0
832812fffffffff,545.0,0.0,5.0,0.0,0.0,0.0
832813fffffffff,1426.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,347.0,0.0,2.0,0.0,0.0,0.0
832815fffffffff,273.0,0.0,0.0,0.0,0.0,0.0
832816fffffffff,329.0,0.0,5.0,0.0,0.0,0.0
832818fffffffff,389.0,14.0,0.0,0.0,0.0,0.0
832819fffffffff,404.0,20.0,0.0,0.0,0.0,0.0
83281afffffffff,62.0,2.0,0.0,0.0,0.0,0.0
83281bfffffffff,3083.0,138.0,0.0,0.0,0.0,0.0
83281cfffffffff,913.0,5.0,0.0,0.0,0.0,0.0
83281dfffffffff,40.0,2.0,0.0,0.0,0.0,0.0
83281efffffffff,1080.0,0.0,0.0,0.0,0.0,0.0
832830fffffffff,20280.0,571.0,0.0,0.0,0.0,0.0
832831fffffffff,833.0,23.0,0.0,0.0,0.0,0.0
832832fffffffff,6141.0,41.0,9.0,0.0,0.0,0.0
832833fffffffff,5898.0,64.0,0.0,0.0,0.0,0.0
832834fffffffff,16877.0,1667.0,0.0,0.0,0.0,0.0
832835fffffffff,535.0,30.0,0.0,0.0,0.0,0.0
832836fffffffff,1767.0,31.0,0.0,0.0,0.0,0.0
832880fffffffff,73.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
832882fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832883fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,1797.0,0.0,0.0,0.0,0.0,0.0
832885fffffffff,884.0,0.0,0.0,0.0,0.0,0.0
832886fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,878.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,744.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,332.0,0.0,0.0,0.0,0.0,0.0
83288bfffffffff,945.0,0.0,0.0,0.0,0.0,0.0
83288cfffffffff,651.0,0.0,24.0,0.0,0.0,0.0
83288dfffffffff,431.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,92.0,0.0,0.0,0.0,0.0,0.0
832890fffffffff,395.0,0.0,8.0,0.0,0.0,0.0
832891fffffffff,62.0,0.0,6.0,0.0,0.0,0.0
832892fffffffff,427.0,0.0,0.0,0.0,0.0,0.0
832893fffffffff,1003.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,676.0,0.0,0.0,0.0,0.0,0.0
832895fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,106.0,0.0,1.0,0.0,0.0,0.0
832898fffffffff,175.0,0.0,0.0,0.0,0.0,0.0
832899fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83289afffffffff,259.0,0.0,0.0,0.0,0.0,0.0
83289bfffffffff,253.0,0.0,0.0,0.0,0.0,0.0
83289cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83289dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,954.0,0.0,2.0,0.0,0.0,0.0
8328a1fffffffff,58.0,0.0,8.0,0.0,0.0,0.0
8328a2fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
8328a3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328a6fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
