cell_id,Pheucticus aureoventris,Pheucticus aureoventris meridensis,Pheucticus aureoventris crissalis,Pheucticus aureoventris uropygialis/terminalis,Pheucticus aureoventris aureoventris
82660ffffffffff,2.0,0.0,0.0,0.0,0.0
8266c7fffffffff,28.0,0.0,0.0,0.0,0.0
8266d7fffffffff,93.0,0.0,2.0,0.0,0.0
828b27fffffffff,16.0,0.0,0.0,0.0,14.0
828b2ffffffffff,3.0,0.0,0.0,0.0,3.0
828b47fffffffff,5.0,0.0,0.0,0.0,0.0
828b77fffffffff,2.0,0.0,0.0,0.0,0.0
828ba7fffffffff,2.0,0.0,0.0,0.0,0.0
828e6ffffffffff,2.0,0.0,0.0,2.0,0.0
82a817fffffffff,33.0,0.0,0.0,0.0,0.0
82a847fffffffff,2.0,0.0,0.0,0.0,0.0
82a85ffffffffff,2.0,0.0,0.0,0.0,0.0
82a947fffffffff,4.0,0.0,0.0,0.0,0.0
82a94ffffffffff,1.0,0.0,0.0,0.0,0.0
82a977fffffffff,1.0,0.0,0.0,0.0,0.0
82b247fffffffff,8.0,0.0,0.0,0.0,0.0
82b24ffffffffff,3.0,0.0,0.0,0.0,0.0
82b25ffffffffff,2.0,0.0,0.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0,0.0,2.0
82b32ffffffffff,2.0,0.0,0.0,0.0,2.0
82b347fffffffff,8.0,0.0,0.0,0.0,0.0
82b34ffffffffff,27.0,0.0,0.0,0.0,0.0
82b367fffffffff,6.0,0.0,0.0,0.0,0.0
82c2cffffffffff,2.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,5.0,0.0,0.0,0.0,0.0
