cell_id,Glaucidium brasilianum,Glaucidium brasilianum [brasilianum Group],Glaucidium brasilianum tucumanum
846d209ffffffff,27.0,0.0,0.0
846d20bffffffff,16.0,0.0,0.0
846d20dffffffff,106.0,0.0,0.0
846d211ffffffff,4.0,0.0,0.0
846d219ffffffff,7.0,2.0,0.0
846d21bffffffff,5.0,0.0,0.0
846d21dffffffff,69.0,12.0,0.0
846d223ffffffff,12.0,2.0,0.0
846d22bffffffff,15.0,0.0,0.0
846d231ffffffff,322.0,9.0,0.0
846d233ffffffff,19.0,0.0,0.0
846d235ffffffff,20.0,8.0,0.0
846d237ffffffff,9.0,0.0,0.0
846d239ffffffff,137.0,32.0,0.0
846d23dffffffff,127.0,11.0,0.0
846d241ffffffff,8.0,0.0,0.0
846d243ffffffff,5.0,0.0,0.0
846d247ffffffff,2.0,0.0,0.0
846d24bffffffff,20.0,0.0,0.0
846d251ffffffff,20.0,5.0,0.0
846d253ffffffff,25.0,0.0,0.0
846d255ffffffff,91.0,7.0,0.0
846d257ffffffff,32.0,10.0,0.0
846d25dffffffff,38.0,0.0,0.0
846d261ffffffff,3.0,0.0,0.0
846d267ffffffff,4.0,0.0,0.0
846d26bffffffff,12.0,0.0,0.0
846d283ffffffff,29.0,0.0,0.0
846d287ffffffff,14.0,0.0,0.0
846d28bffffffff,3.0,0.0,0.0
846d28dffffffff,10.0,0.0,0.0
846d291ffffffff,423.0,17.0,0.0
846d293ffffffff,20.0,2.0,0.0
846d295ffffffff,762.0,0.0,0.0
846d297ffffffff,116.0,3.0,0.0
846d299ffffffff,69.0,7.0,0.0
846d29bffffffff,2.0,0.0,0.0
846d29dffffffff,4.0,0.0,0.0
846d2a1ffffffff,85.0,25.0,0.0
846d2a3ffffffff,77.0,0.0,0.0
846d2a9ffffffff,20.0,2.0,0.0
846d2abffffffff,14.0,0.0,0.0
846d2adffffffff,23.0,0.0,0.0
846d2b1ffffffff,3.0,0.0,0.0
846d2b3ffffffff,17.0,0.0,0.0
846d2b9ffffffff,748.0,0.0,0.0
846d2bbffffffff,14.0,0.0,0.0
846d2c1ffffffff,2.0,0.0,0.0
846d2c7ffffffff,1.0,0.0,0.0
846d2c9ffffffff,31.0,2.0,0.0
846d2cbffffffff,2.0,0.0,0.0
846d2cdffffffff,2.0,0.0,0.0
846d2d1ffffffff,315.0,38.0,0.0
846d2d3ffffffff,38.0,19.0,0.0
846d2d7ffffffff,268.0,106.0,0.0
846d2dbffffffff,6.0,0.0,0.0
846d2ddffffffff,2.0,0.0,0.0
846d2e3ffffffff,18.0,0.0,0.0
846d2e5ffffffff,147.0,58.0,0.0
846d2e9ffffffff,2.0,0.0,0.0
846d2ebffffffff,96.0,0.0,0.0
846d303ffffffff,1.0,0.0,0.0
846d305ffffffff,8.0,0.0,0.0
846d30bffffffff,1.0,0.0,0.0
846d30dffffffff,367.0,19.0,0.0
846d311ffffffff,29.0,0.0,0.0
846d313ffffffff,439.0,56.0,0.0
846d317ffffffff,68.0,0.0,0.0
846d319ffffffff,97.0,18.0,0.0
846d31bffffffff,51.0,0.0,0.0
846d325ffffffff,1.0,0.0,0.0
846d32bffffffff,4.0,0.0,0.0
846d333ffffffff,21.0,2.0,0.0
846d337ffffffff,266.0,29.0,0.0
846d339ffffffff,4.0,0.0,0.0
846d33bffffffff,6.0,0.0,0.0
846d33dffffffff,79.0,1.0,0.0
846d341ffffffff,22.0,4.0,0.0
846d347ffffffff,13.0,0.0,0.0
846d34bffffffff,7.0,0.0,0.0
846d34dffffffff,865.0,29.0,0.0
846d359ffffffff,1.0,0.0,0.0
846d35bffffffff,1139.0,3.0,0.0
846d35dffffffff,84.0,7.0,0.0
846d361ffffffff,2.0,0.0,0.0
846d365ffffffff,5.0,4.0,0.0
846d367ffffffff,31.0,0.0,0.0
846d369ffffffff,13.0,0.0,0.0
846d36bffffffff,3.0,0.0,0.0
846d36dffffffff,1.0,0.0,0.0
846d601ffffffff,39.0,0.0,0.0
846d603ffffffff,6.0,0.0,0.0
846d605ffffffff,139.0,0.0,0.0
846d607ffffffff,46.0,0.0,0.0
846d609ffffffff,64.0,0.0,0.0
846d60bffffffff,3.0,0.0,0.0
846d60dffffffff,161.0,0.0,0.0
846d611ffffffff,15.0,0.0,0.0
846d613ffffffff,330.0,0.0,0.0
846d615ffffffff,17.0,0.0,0.0
846d617ffffffff,398.0,0.0,0.0
846d619ffffffff,33.0,0.0,0.0
846d61bffffffff,16.0,0.0,0.0
846d639ffffffff,58.0,0.0,0.0
846d63bffffffff,11.0,0.0,0.0
846d641ffffffff,787.0,0.0,0.0
846d643ffffffff,59.0,0.0,0.0
846d645ffffffff,1207.0,0.0,0.0
846d647ffffffff,7.0,0.0,0.0
846d649ffffffff,14.0,0.0,0.0
846d64bffffffff,79.0,0.0,0.0
846d64dffffffff,68.0,0.0,0.0
846d651ffffffff,97.0,0.0,0.0
846d653ffffffff,90.0,0.0,0.0
846d655ffffffff,123.0,0.0,0.0
846d657ffffffff,50.0,0.0,0.0
846d659ffffffff,7.0,0.0,0.0
846d65bffffffff,15.0,0.0,0.0
846d65dffffffff,61.0,0.0,0.0
846d661ffffffff,8.0,0.0,0.0
846d663ffffffff,27.0,0.0,0.0
846d665ffffffff,131.0,0.0,0.0
846d667ffffffff,39.0,0.0,0.0
846d669ffffffff,29.0,0.0,0.0
846d66bffffffff,138.0,0.0,0.0
846d66dffffffff,466.0,0.0,0.0
846d681ffffffff,62.0,0.0,0.0
846d683ffffffff,632.0,0.0,0.0
846d685ffffffff,162.0,0.0,0.0
846d687ffffffff,409.0,0.0,0.0
846d689ffffffff,21.0,0.0,0.0
846d68bffffffff,1.0,0.0,0.0
846d68dffffffff,114.0,0.0,0.0
846d691ffffffff,270.0,0.0,0.0
846d693ffffffff,1188.0,0.0,0.0
846d695ffffffff,684.0,0.0,0.0
846d697ffffffff,2774.0,0.0,0.0
846d69bffffffff,588.0,0.0,0.0
846d69dffffffff,10.0,0.0,0.0
846d6abffffffff,30.0,0.0,0.0
846d6b1ffffffff,31.0,0.0,0.0
846d6b3ffffffff,2.0,0.0,0.0
846d6b9ffffffff,118.0,0.0,0.0
846d6bbffffffff,255.0,0.0,0.0
846d6bdffffffff,42.0,0.0,0.0
846d6c3ffffffff,8.0,0.0,0.0
846d6c9ffffffff,12.0,0.0,0.0
846d6cdffffffff,10.0,0.0,0.0
846d6d1ffffffff,11.0,0.0,0.0
846d6d5ffffffff,2.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0
846d6e1ffffffff,4.0,0.0,0.0
846d6e9ffffffff,74.0,0.0,0.0
846d6ebffffffff,64.0,0.0,0.0
846d6edffffffff,88.0,0.0,0.0
846d741ffffffff,130.0,0.0,0.0
846d743ffffffff,87.0,0.0,0.0
846d745ffffffff,101.0,0.0,0.0
846d747ffffffff,78.0,0.0,0.0
846d749ffffffff,80.0,0.0,0.0
846d74bffffffff,589.0,0.0,0.0
846d74dffffffff,11.0,0.0,0.0
846d751ffffffff,38.0,0.0,0.0
846d759ffffffff,29.0,0.0,0.0
846d75bffffffff,76.0,0.0,0.0
846d75dffffffff,116.0,0.0,0.0
846d769ffffffff,82.0,6.0,0.0
846d76dffffffff,41.0,0.0,0.0
8480007ffffffff,6.0,0.0,0.0
8480021ffffffff,2.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0
848002dffffffff,3.0,0.0,0.0
8480051ffffffff,2.0,0.0,0.0
8480053ffffffff,6.0,1.0,0.0
8480061ffffffff,10.0,0.0,0.0
848008bffffffff,1.0,0.0,0.0
84800c7ffffffff,3.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0
8480101ffffffff,14.0,0.0,0.0
8480105ffffffff,60.0,2.0,0.0
8480107ffffffff,9.0,0.0,0.0
8480109ffffffff,67.0,6.0,0.0
848011bffffffff,28.0,0.0,0.0
8480139ffffffff,3.0,0.0,0.0
8480141ffffffff,139.0,5.0,0.0
8480145ffffffff,2.0,0.0,0.0
8480149ffffffff,3.0,0.0,0.0
848014bffffffff,2.0,0.0,0.0
8480153ffffffff,3.0,0.0,0.0
8480157ffffffff,2.0,0.0,0.0
8480165ffffffff,4.0,0.0,0.0
848016bffffffff,7.0,0.0,0.0
848016dffffffff,4.0,0.0,0.0
84801c9ffffffff,2.0,0.0,0.0
8480265ffffffff,2.0,0.0,0.0
84802b7ffffffff,5.0,0.0,0.0
84802cdffffffff,1.0,0.0,0.0
8480301ffffffff,92.0,2.0,0.0
8480305ffffffff,7.0,3.0,0.0
8480309ffffffff,8.0,0.0,0.0
848030dffffffff,3.0,0.0,0.0
848032dffffffff,2.0,0.0,0.0
8480359ffffffff,5.0,0.0,0.0
8480363ffffffff,10.0,0.0,0.0
8480369ffffffff,1.0,0.0,0.0
848054bffffffff,3.0,0.0,0.0
848054dffffffff,1.0,0.0,0.0
84806b3ffffffff,1.0,1.0,0.0
8480747ffffffff,2.0,0.0,0.0
8481005ffffffff,29.0,4.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481011ffffffff,2.0,0.0,0.0
8481013ffffffff,3.0,0.0,0.0
8481021ffffffff,1.0,0.0,0.0
8481023ffffffff,9.0,0.0,0.0
8481027ffffffff,3.0,0.0,0.0
8481029ffffffff,157.0,6.0,0.0
848102dffffffff,1.0,0.0,0.0
8481049ffffffff,2.0,0.0,0.0
8481063ffffffff,5.0,0.0,0.0
8481099ffffffff,6.0,0.0,0.0
8481113ffffffff,3.0,0.0,0.0
8481119ffffffff,4.0,0.0,0.0
8481125ffffffff,13.0,0.0,0.0
8481149ffffffff,6.0,0.0,0.0
8481161ffffffff,2.0,0.0,0.0
8481167ffffffff,22.0,0.0,0.0
8481187ffffffff,2.0,0.0,0.0
8481193ffffffff,7.0,0.0,0.0
84811a1ffffffff,2.0,0.0,0.0
84811a3ffffffff,2.0,2.0,0.0
84811c5ffffffff,2.0,0.0,0.0
84811c9ffffffff,2.0,0.0,0.0
84811e1ffffffff,3.0,0.0,0.0
8481211ffffffff,62.0,2.0,0.0
8481215ffffffff,18.0,0.0,0.0
8481219ffffffff,3.0,0.0,0.0
848121dffffffff,3.0,0.0,0.0
8481237ffffffff,1.0,0.0,0.0
848124bffffffff,58.0,3.0,0.0
848124dffffffff,6.0,0.0,0.0
84812bdffffffff,15.0,0.0,0.0
84812d1ffffffff,9.0,2.0,0.0
84812d3ffffffff,2.0,0.0,0.0
84812d7ffffffff,29.0,3.0,0.0
84812d9ffffffff,2.0,0.0,0.0
8481303ffffffff,7.0,0.0,0.0
8481307ffffffff,4.0,0.0,0.0
8481321ffffffff,10.0,0.0,0.0
8481327ffffffff,30.0,2.0,0.0
8481329ffffffff,2.0,0.0,0.0
848132dffffffff,6.0,0.0,0.0
8481331ffffffff,10.0,0.0,0.0
8481337ffffffff,2.0,2.0,0.0
8481339ffffffff,45.0,2.0,0.0
848133dffffffff,4.0,1.0,0.0
8481343ffffffff,6.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0
8481363ffffffff,14.0,2.0,0.0
8481367ffffffff,2.0,0.0,0.0
8481403ffffffff,4.0,0.0,0.0
848141dffffffff,2.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481433ffffffff,2.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0
848145dffffffff,2.0,0.0,0.0
8481469ffffffff,2.0,0.0,0.0
848146bffffffff,6.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0
84814d5ffffffff,2.0,0.0,0.0
84814e5ffffffff,1.0,0.0,0.0
84814e7ffffffff,4.0,0.0,0.0
8481513ffffffff,8.0,0.0,0.0
84815abffffffff,1.0,0.0,0.0
84815e9ffffffff,1.0,0.0,0.0
8481627ffffffff,1.0,0.0,0.0
848162bffffffff,30.0,0.0,0.0
8481639ffffffff,1.0,0.0,0.0
848166dffffffff,6.0,0.0,0.0
8481705ffffffff,2.0,2.0,0.0
8481711ffffffff,43.0,2.0,0.0
8481713ffffffff,68.0,4.0,0.0
8481719ffffffff,1.0,0.0,0.0
848173dffffffff,4.0,0.0,0.0
848174bffffffff,4.0,0.0,0.0
8481751ffffffff,2.0,0.0,0.0
8481757ffffffff,2.0,0.0,0.0
848175bffffffff,1.0,0.0,0.0
848175dffffffff,20.0,0.0,0.0
8481801ffffffff,6.0,0.0,0.0
8481803ffffffff,2.0,0.0,0.0
848180bffffffff,1.0,0.0,0.0
8481839ffffffff,3.0,0.0,0.0
8481851ffffffff,14.0,5.0,0.0
8481857ffffffff,7.0,0.0,0.0
848185dffffffff,45.0,0.0,0.0
8481881ffffffff,7.0,0.0,0.0
8481885ffffffff,12.0,0.0,0.0
848188dffffffff,6.0,0.0,0.0
84818abffffffff,7.0,0.0,0.0
84818b3ffffffff,6.0,0.0,0.0
84818bbffffffff,5.0,0.0,0.0
84818c3ffffffff,2.0,0.0,0.0
84818c7ffffffff,2.0,0.0,0.0
84818d9ffffffff,2.0,0.0,0.0
84818dbffffffff,2.0,0.0,0.0
8481a17ffffffff,2.0,2.0,0.0
8481a8dffffffff,2.0,0.0,0.0
8481a93ffffffff,3.0,0.0,0.0
8481ad1ffffffff,12.0,1.0,0.0
8481ad5ffffffff,3.0,0.0,0.0
848a003ffffffff,29.0,2.0,0.0
848a059ffffffff,6.0,0.0,0.0
848a05dffffffff,1.0,0.0,0.0
848a195ffffffff,1.0,1.0,0.0
848a1abffffffff,2.0,0.0,0.0
848a249ffffffff,3.0,0.0,0.0
848a25bffffffff,4.0,0.0,0.0
848a317ffffffff,1.0,0.0,0.0
848a35dffffffff,2.0,0.0,0.0
848a43bffffffff,2.0,0.0,0.0
848a451ffffffff,55.0,0.0,0.0
848a459ffffffff,69.0,0.0,0.0
848a45bffffffff,12.0,0.0,0.0
848a45dffffffff,61.0,0.0,0.0
848a4e5ffffffff,2.0,0.0,0.0
848a525ffffffff,4.0,0.0,0.0
848a68bffffffff,10.0,0.0,0.0
848a699ffffffff,69.0,0.0,0.0
848a69dffffffff,5.0,0.0,0.0
848a6d1ffffffff,1.0,0.0,0.0
848a6d3ffffffff,148.0,0.0,0.0
848a6d7ffffffff,115.0,0.0,0.0
848a6d9ffffffff,114.0,0.0,0.0
848a6dbffffffff,94.0,0.0,0.0
848a6e5ffffffff,3.0,0.0,0.0
848a707ffffffff,7.0,0.0,0.0
848a70bffffffff,6.0,0.0,0.0
848a73dffffffff,4.0,0.0,0.0
848a8d9ffffffff,1.0,0.0,0.0
848ab21ffffffff,1.0,0.0,0.0
848ad89ffffffff,6.0,0.0,0.0
848ad8dffffffff,3.0,0.0,0.0
848ada3ffffffff,2.0,0.0,0.0
848ada9ffffffff,31.0,1.0,0.0
848adb1ffffffff,3.0,0.0,0.0
848adb5ffffffff,2.0,0.0,0.0
848adbbffffffff,49.0,6.0,0.0
848adc5ffffffff,5.0,0.0,0.0
848ade3ffffffff,4.0,2.0,0.0
848ae5bffffffff,11.0,0.0,0.0
848af09ffffffff,17.0,7.0,0.0
848af17ffffffff,2.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0
848af45ffffffff,25.0,5.0,0.0
848af47ffffffff,4.0,0.0,0.0
848af69ffffffff,5.0,0.0,0.0
848b045ffffffff,13.0,0.0,0.0
848b05dffffffff,3.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b08dffffffff,2.0,0.0,0.0
848b0a3ffffffff,2.0,0.0,0.0
848b0bdffffffff,6.0,0.0,0.0
848b0c1ffffffff,9.0,0.0,0.0
848b0c3ffffffff,4.0,0.0,0.0
848b0c9ffffffff,35.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0cdffffffff,3.0,0.0,0.0
848b0d1ffffffff,103.0,0.0,0.0
848b0d3ffffffff,3.0,0.0,0.0
848b0d5ffffffff,7.0,0.0,0.0
848b0d9ffffffff,9.0,0.0,0.0
848b0dbffffffff,2.0,0.0,0.0
848b0ddffffffff,2.0,0.0,0.0
848b0e7ffffffff,2.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b10dffffffff,6.0,0.0,0.0
848b11bffffffff,4.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0
848b1e1ffffffff,2.0,0.0,0.0
848b201ffffffff,6.0,0.0,0.0
848b203ffffffff,14.0,0.0,0.0
848b205ffffffff,8.0,0.0,0.0
848b20bffffffff,34.0,0.0,0.0
848b211ffffffff,2.0,0.0,0.0
848b213ffffffff,1.0,0.0,0.0
848b21dffffffff,1.0,0.0,0.0
848b221ffffffff,6.0,0.0,0.0
848b223ffffffff,24.0,0.0,0.0
848b229ffffffff,63.0,0.0,0.0
848b22bffffffff,4.0,0.0,0.0
848b22dffffffff,76.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b251ffffffff,2.0,0.0,0.0
848b261ffffffff,4.0,0.0,0.0
848b267ffffffff,9.0,0.0,0.0
848b269ffffffff,4.0,0.0,0.0
848b2a5ffffffff,17.0,0.0,0.0
848b2a7ffffffff,6.0,0.0,0.0
848b2b5ffffffff,3.0,0.0,0.0
848b2c5ffffffff,3.0,0.0,0.0
848b2e9ffffffff,7.0,0.0,0.0
848b315ffffffff,32.0,0.0,0.0
848b31bffffffff,3.0,0.0,0.0
848b31dffffffff,1.0,0.0,0.0
848b345ffffffff,2.0,0.0,0.0
848b363ffffffff,2.0,0.0,0.0
848b369ffffffff,2.0,0.0,0.0
848b401ffffffff,9.0,0.0,0.0
848b40dffffffff,20.0,0.0,0.0
848b429ffffffff,8.0,0.0,0.0
848b42dffffffff,4.0,0.0,0.0
848b445ffffffff,2.0,0.0,0.0
848b447ffffffff,2.0,0.0,0.0
848b44bffffffff,74.0,0.0,0.0
848b44dffffffff,76.0,0.0,0.0
848b459ffffffff,8.0,0.0,0.0
848b461ffffffff,1.0,0.0,0.0
848b463ffffffff,4.0,0.0,0.0
848b469ffffffff,2.0,0.0,0.0
848b4e5ffffffff,2.0,0.0,0.0
848b4e9ffffffff,3.0,0.0,0.0
848b513ffffffff,6.0,0.0,0.0
848b529ffffffff,6.0,0.0,0.0
848b563ffffffff,5.0,0.0,0.0
848b567ffffffff,8.0,0.0,0.0
848b5c3ffffffff,6.0,0.0,0.0
848b5cdffffffff,54.0,3.0,0.0
848b617ffffffff,37.0,0.0,0.0
848b623ffffffff,3.0,0.0,0.0
848b627ffffffff,8.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0
848b633ffffffff,7.0,0.0,0.0
848b635ffffffff,2.0,0.0,0.0
848b637ffffffff,114.0,0.0,0.0
848b63bffffffff,28.0,0.0,0.0
848b693ffffffff,7.0,0.0,0.0
848b695ffffffff,6.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0
848b6c9ffffffff,2.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0
848b6e5ffffffff,15.0,0.0,0.0
848b6e7ffffffff,96.0,0.0,0.0
848b6edffffffff,14.0,0.0,0.0
848b709ffffffff,3.0,0.0,0.0
848b713ffffffff,189.0,0.0,0.0
848b717ffffffff,5.0,0.0,0.0
848b71bffffffff,15.0,0.0,0.0
848b72dffffffff,1.0,0.0,0.0
848b745ffffffff,4.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0
848b75dffffffff,21.0,0.0,0.0
848b761ffffffff,3.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b765ffffffff,2.0,0.0,0.0
848b767ffffffff,2.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b849ffffffff,23.0,6.0,0.0
848b881ffffffff,1.0,0.0,0.0
848b99dffffffff,4.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0
848b9d5ffffffff,1.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0
848ba0dffffffff,4.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0
848ba47ffffffff,3.0,0.0,0.0
848ba55ffffffff,14.0,0.0,0.0
848ba63ffffffff,44.0,4.0,0.0
848ba65ffffffff,5.0,0.0,0.0
848ba6dffffffff,7.0,0.0,0.0
848bb53ffffffff,9.0,0.0,0.0
848bb59ffffffff,186.0,38.0,0.0
848e643ffffffff,5.0,0.0,0.0
848e649ffffffff,2.0,0.0,0.0
848e651ffffffff,1.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0
848e6d9ffffffff,2.0,0.0,0.0
848f401ffffffff,172.0,1.0,0.0
848f405ffffffff,6.0,0.0,0.0
848f407ffffffff,12.0,0.0,0.0
848f409ffffffff,3.0,0.0,0.0
848f40dffffffff,10.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f437ffffffff,2.0,0.0,0.0
848f439ffffffff,99.0,4.0,0.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,11.0,0.0,0.0
848f455ffffffff,7.0,0.0,0.0
848f461ffffffff,63.0,0.0,0.0
848f463ffffffff,169.0,1.0,0.0
848f465ffffffff,26.0,0.0,0.0
848f467ffffffff,10.0,0.0,0.0
848f485ffffffff,2.0,0.0,0.0
848f489ffffffff,5.0,0.0,0.0
848f48dffffffff,12.0,0.0,0.0
848f4a1ffffffff,2.0,0.0,0.0
848f4a5ffffffff,1.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0
848f4b3ffffffff,12.0,0.0,0.0
848f4c5ffffffff,1.0,0.0,0.0
848f4c7ffffffff,43.0,0.0,0.0
848f551ffffffff,2.0,0.0,0.0
848f553ffffffff,4.0,0.0,0.0
848f5d3ffffffff,9.0,0.0,0.0
848f5dbffffffff,3.0,0.0,0.0
848f5ddffffffff,3.0,0.0,0.0
848f611ffffffff,4.0,0.0,0.0
848f613ffffffff,69.0,0.0,0.0
848f61bffffffff,126.0,0.0,0.0
848f625ffffffff,2.0,0.0,0.0
848f633ffffffff,2.0,0.0,0.0
848f655ffffffff,4.0,0.0,0.0
848f657ffffffff,4.0,0.0,0.0
848f6b5ffffffff,23.0,4.0,0.0
848f6c9ffffffff,6.0,0.0,0.0
848f6cdffffffff,5.0,0.0,0.0
848f6e1ffffffff,2.0,0.0,0.0
848f6e9ffffffff,48.0,0.0,0.0
848f6ebffffffff,1.0,0.0,0.0
848f6edffffffff,19.0,0.0,0.0
848f705ffffffff,3.0,0.0,0.0
848f719ffffffff,4.0,0.0,0.0
848f71bffffffff,5.0,0.0,0.0
848f71dffffffff,3.0,0.0,0.0
848f721ffffffff,2.0,0.0,0.0
848f729ffffffff,2.0,0.0,0.0
848f72bffffffff,26.0,1.0,0.0
848f731ffffffff,1.0,0.0,0.0
848f733ffffffff,18.0,1.0,0.0
848f741ffffffff,1.0,0.0,0.0
848f74bffffffff,29.0,0.0,0.0
848f763ffffffff,2.0,0.0,0.0
84a5969ffffffff,2.0,0.0,0.0
84a8013ffffffff,2.0,0.0,0.0
84a8019ffffffff,14.0,0.0,0.0
84a801bffffffff,19.0,0.0,0.0
84a805dffffffff,6.0,0.0,0.0
84a8061ffffffff,3.0,0.0,0.0
84a8067ffffffff,6.0,3.0,0.0
84a80b1ffffffff,1.0,0.0,0.0
84a80c3ffffffff,8.0,0.0,0.0
84a80d9ffffffff,1.0,0.0,0.0
84a8105ffffffff,1.0,0.0,0.0
84a8107ffffffff,2.0,0.0,0.0
84a8109ffffffff,117.0,6.0,0.0
84a8113ffffffff,27.0,0.0,0.0
84a8125ffffffff,1.0,0.0,0.0
84a8127ffffffff,11.0,2.0,0.0
84a8143ffffffff,4.0,0.0,0.0
84a8155ffffffff,6.0,0.0,0.0
84a8157ffffffff,1.0,1.0,0.0
84a815bffffffff,1.0,0.0,0.0
84a8181ffffffff,2.0,0.0,0.0
84a8183ffffffff,1.0,0.0,0.0
84a8185ffffffff,2.0,0.0,0.0
84a8187ffffffff,7.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a8195ffffffff,7.0,0.0,0.0
84a8197ffffffff,2.0,0.0,0.0
84a81a1ffffffff,5.0,0.0,0.0
84a81a9ffffffff,2.0,0.0,0.0
84a81abffffffff,7.0,0.0,0.0
84a81adffffffff,2.0,0.0,0.0
84a81b3ffffffff,2.0,0.0,0.0
84a81b9ffffffff,3.0,0.0,0.0
84a81bbffffffff,11.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0
84a81c7ffffffff,2.0,0.0,0.0
84a81cdffffffff,2.0,0.0,0.0
84a81e1ffffffff,3.0,0.0,0.0
84a81e9ffffffff,1.0,0.0,0.0
84a81edffffffff,3.0,0.0,0.0
84a8203ffffffff,8.0,0.0,0.0
84a8207ffffffff,6.0,0.0,0.0
84a8211ffffffff,6.0,0.0,0.0
84a8213ffffffff,3.0,0.0,0.0
84a8219ffffffff,6.0,0.0,0.0
84a8229ffffffff,2.0,0.0,0.0
84a822bffffffff,30.0,0.0,0.0
84a8245ffffffff,2.0,0.0,0.0
84a8247ffffffff,3.0,0.0,0.0
84a8287ffffffff,7.0,0.0,0.0
84a82a5ffffffff,6.0,0.0,0.0
84a82b9ffffffff,2.0,0.0,0.0
84a82bdffffffff,10.0,0.0,0.0
84a82d3ffffffff,38.0,0.0,0.0
84a82dbffffffff,20.0,0.0,0.0
84a82e3ffffffff,5.0,0.0,0.0
84a8403ffffffff,42.0,0.0,0.0
84a8405ffffffff,11.0,0.0,0.0
84a840dffffffff,184.0,6.0,0.0
84a8411ffffffff,25.0,0.0,0.0
84a8413ffffffff,5.0,0.0,0.0
84a8421ffffffff,17.0,0.0,0.0
84a842bffffffff,1.0,0.0,0.0
84a8439ffffffff,12.0,0.0,0.0
84a8441ffffffff,22.0,0.0,0.0
84a8447ffffffff,13.0,0.0,0.0
84a8449ffffffff,1.0,0.0,0.0
84a844dffffffff,57.0,0.0,0.0
84a845bffffffff,3.0,0.0,0.0
84a8461ffffffff,13.0,0.0,0.0
84a8463ffffffff,191.0,27.0,0.0
84a8465ffffffff,4.0,0.0,0.0
84a846bffffffff,6.0,0.0,0.0
84a84a5ffffffff,2.0,2.0,0.0
84a84b5ffffffff,2.0,0.0,0.0
84a84e1ffffffff,4.0,0.0,0.0
84a84e7ffffffff,6.0,0.0,0.0
84a850bffffffff,3.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a8535ffffffff,1.0,0.0,0.0
84a8551ffffffff,1.0,0.0,0.0
84a8559ffffffff,2.0,0.0,0.0
84a855dffffffff,20.0,0.0,0.0
84a8565ffffffff,1.0,0.0,0.0
84a856dffffffff,2.0,0.0,0.0
84a8591ffffffff,919.0,127.0,0.0
84a8597ffffffff,6.0,3.0,0.0
84a8599ffffffff,337.0,58.0,0.0
84a859bffffffff,19.0,5.0,0.0
84a85a1ffffffff,3.0,0.0,0.0
84a85a7ffffffff,2.0,0.0,0.0
84a85b3ffffffff,12.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0
84a85b9ffffffff,7.0,2.0,0.0
84a85c1ffffffff,1.0,0.0,0.0
84a85c3ffffffff,2.0,0.0,0.0
84a85d3ffffffff,347.0,29.0,0.0
84a85d7ffffffff,55.0,10.0,0.0
84a8605ffffffff,32.0,0.0,0.0
84a8607ffffffff,2.0,0.0,0.0
84a860dffffffff,47.0,0.0,0.0
84a8629ffffffff,20.0,0.0,0.0
84a862dffffffff,18.0,0.0,0.0
84a8639ffffffff,4.0,0.0,0.0
84a863dffffffff,2.0,0.0,0.0
84a865bffffffff,36.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8691ffffffff,2.0,0.0,0.0
84a86a1ffffffff,1.0,0.0,0.0
84a86b9ffffffff,1.0,0.0,0.0
84a86c3ffffffff,6.0,0.0,0.0
84a86d3ffffffff,1.0,0.0,0.0
84a86d5ffffffff,6.0,0.0,0.0
84a86d7ffffffff,1.0,0.0,0.0
