cell_id,Nisaetus nipalensis,Nisaetus nipalensis nipalensis,Nisaetus nipalensis orientalis
843c005ffffffff,4.0,0.0,0.0
843c023ffffffff,2.0,0.0,0.0
843c029ffffffff,37.0,0.0,0.0
843c02bffffffff,1.0,0.0,0.0
843c02dffffffff,74.0,0.0,0.0
843c031ffffffff,4.0,0.0,0.0
843c063ffffffff,14.0,0.0,0.0
843c067ffffffff,7.0,0.0,0.0
843c06bffffffff,3.0,0.0,0.0
843c0a3ffffffff,15.0,0.0,0.0
843c0a5ffffffff,213.0,0.0,0.0
843c0a9ffffffff,14.0,0.0,0.0
843c0adffffffff,46.0,0.0,0.0
843c0b5ffffffff,137.0,0.0,0.0
843c0b7ffffffff,79.0,0.0,0.0
843c0bdffffffff,41.0,0.0,0.0
843c159ffffffff,4.0,0.0,0.0
843c199ffffffff,93.0,0.0,0.0
843c1d1ffffffff,14.0,0.0,0.0
843c1d3ffffffff,89.0,0.0,0.0
843c1d7ffffffff,3.0,0.0,0.0
843c1dbffffffff,25.0,0.0,0.0
843c303ffffffff,1.0,0.0,0.0
843c315ffffffff,12.0,0.0,0.0
843c333ffffffff,2.0,0.0,0.0
843c33bffffffff,36.0,0.0,0.0
843c521ffffffff,45.0,0.0,0.0
843c525ffffffff,28.0,0.0,0.0
843c527ffffffff,292.0,0.0,0.0
843c52dffffffff,6.0,0.0,0.0
843c533ffffffff,4.0,0.0,0.0
843c567ffffffff,2.0,0.0,0.0
843c581ffffffff,119.0,0.0,0.0
843c583ffffffff,2.0,0.0,0.0
843c587ffffffff,11.0,0.0,0.0
843c595ffffffff,4.0,0.0,0.0
843c5b9ffffffff,2.0,0.0,0.0
843c5bdffffffff,43.0,0.0,0.0
843c5c5ffffffff,2.0,0.0,0.0
843c5cbffffffff,14.0,0.0,0.0
843c5d1ffffffff,1.0,0.0,0.0
843cc03ffffffff,8.0,0.0,0.0
843cc11ffffffff,4.0,0.0,0.0
843cc1dffffffff,1.0,0.0,0.0
843cc31ffffffff,6.0,0.0,0.0
843cc33ffffffff,2.0,0.0,0.0
843cd8bffffffff,17.0,0.0,0.0
843cdc1ffffffff,1.0,0.0,0.0
843cdd5ffffffff,5.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843ce15ffffffff,3.0,0.0,0.0
843ce2bffffffff,6.0,0.0,0.0
843ce3bffffffff,3.0,0.0,0.0
843ce41ffffffff,2.0,0.0,0.0
843ce49ffffffff,6.0,0.0,0.0
843ce4bffffffff,26.0,0.0,0.0
843ce4dffffffff,6.0,0.0,0.0
843ce51ffffffff,52.0,0.0,0.0
843ce53ffffffff,46.0,0.0,0.0
843ce55ffffffff,14.0,0.0,0.0
843ce57ffffffff,14.0,0.0,0.0
843ce59ffffffff,69.0,0.0,0.0
843ce5bffffffff,116.0,0.0,0.0
843ce5dffffffff,129.0,0.0,0.0
843ce83ffffffff,10.0,0.0,0.0
843ce85ffffffff,68.0,0.0,0.0
843ce87ffffffff,3.0,0.0,0.0
843ce8bffffffff,7.0,0.0,0.0
843ce95ffffffff,21.0,0.0,0.0
843cea1ffffffff,4.0,0.0,0.0
843cea3ffffffff,3.0,0.0,0.0
843cebdffffffff,16.0,0.0,0.0
843cec9ffffffff,13.0,0.0,0.0
843d101ffffffff,3.0,0.0,0.0
843d103ffffffff,55.0,0.0,0.0
843d107ffffffff,1.0,0.0,0.0
843d109ffffffff,11.0,0.0,0.0
843d115ffffffff,15.0,0.0,0.0
843d11dffffffff,2.0,0.0,0.0
843d131ffffffff,34.0,0.0,0.0
843d133ffffffff,5.0,0.0,0.0
843d135ffffffff,10.0,0.0,0.0
843d137ffffffff,68.0,0.0,0.0
843d139ffffffff,106.0,0.0,0.0
843d13bffffffff,11.0,0.0,0.0
843d13dffffffff,3.0,0.0,0.0
843d155ffffffff,3.0,0.0,0.0
843d157ffffffff,3.0,0.0,0.0
843d15dffffffff,6.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0
843d1a9ffffffff,12.0,0.0,0.0
843d1adffffffff,2.0,0.0,0.0
843d1e1ffffffff,1.0,0.0,0.0
843d1e5ffffffff,3.0,0.0,0.0
843d1e7ffffffff,94.0,0.0,0.0
843d1e9ffffffff,7.0,0.0,0.0
843d1edffffffff,250.0,0.0,0.0
843d307ffffffff,17.0,0.0,0.0
843d337ffffffff,1.0,0.0,0.0
843d33dffffffff,29.0,0.0,0.0
843d34bffffffff,4.0,0.0,0.0
843da93ffffffff,5.0,0.0,0.0
843da9bffffffff,1.0,0.0,0.0
843dad1ffffffff,675.0,0.0,0.0
843dad3ffffffff,4.0,0.0,0.0
843dad7ffffffff,3.0,0.0,0.0
843dad9ffffffff,155.0,0.0,0.0
843dadbffffffff,27.0,0.0,0.0
843daddffffffff,62.0,0.0,0.0
8440133ffffffff,1.0,0.0,0.0
844020bffffffff,2.0,0.0,0.0
8440455ffffffff,1.0,0.0,0.0
84404c5ffffffff,11.0,0.0,0.0
84404cdffffffff,3.0,0.0,0.0
84404ddffffffff,36.0,0.0,0.0
84404e1ffffffff,1.0,0.0,0.0
8440591ffffffff,4.0,0.0,0.0
8440653ffffffff,1.0,0.0,0.0
84406b7ffffffff,4.0,0.0,0.0
8440899ffffffff,8.0,0.0,0.0
844089dffffffff,3.0,0.0,0.0
8440c59ffffffff,5.0,0.0,0.0
8440c6dffffffff,22.0,0.0,0.0
8440e13ffffffff,16.0,0.0,0.0
8440ec1ffffffff,2.0,0.0,0.0
8440ee5ffffffff,4.0,0.0,0.0
8440eebffffffff,2.0,0.0,0.0
84411a5ffffffff,4.0,0.0,0.0
84411b5ffffffff,2.0,0.0,0.0
8441433ffffffff,2.0,0.0,0.0
844143bffffffff,8.0,0.0,0.0
8441481ffffffff,2.0,0.0,0.0
84414c3ffffffff,5.0,0.0,0.0
84415c3ffffffff,4.0,0.0,0.0
8441611ffffffff,2.0,0.0,0.0
8441617ffffffff,4.0,0.0,0.0
8441655ffffffff,4.0,0.0,0.0
8441659ffffffff,2.0,0.0,0.0
84416abffffffff,2.0,0.0,0.0
84416e1ffffffff,3.0,0.0,0.0
844170bffffffff,1.0,0.0,0.0
8441719ffffffff,5.0,0.0,0.0
8441855ffffffff,3.0,0.0,0.0
8441901ffffffff,1.0,0.0,0.0
8441911ffffffff,2.0,0.0,0.0
8441921ffffffff,2.0,0.0,0.0
8441a97ffffffff,2.0,0.0,0.0
8441b37ffffffff,1.0,0.0,0.0
8441b53ffffffff,13.0,0.0,0.0
844b841ffffffff,10.0,0.0,0.0
844b845ffffffff,7.0,0.0,0.0
844b849ffffffff,28.0,0.0,0.0
844b84dffffffff,57.0,0.0,0.0
844b869ffffffff,7.0,0.0,0.0
844ba01ffffffff,32.0,0.0,0.0
844ba03ffffffff,156.0,0.0,0.0
844ba05ffffffff,383.0,0.0,0.0
844ba07ffffffff,151.0,0.0,0.0
844ba0bffffffff,5.0,0.0,0.0
844ba15ffffffff,9.0,0.0,0.0
844ba1dffffffff,35.0,0.0,0.0
844ba21ffffffff,10.0,0.0,0.0
844ba23ffffffff,1.0,0.0,0.0
844ba27ffffffff,134.0,0.0,0.0
844ba29ffffffff,1.0,0.0,0.0
844ba2bffffffff,67.0,0.0,0.0
844ba35ffffffff,14.0,0.0,0.0
844ba39ffffffff,220.0,0.0,0.0
844ba3dffffffff,64.0,0.0,0.0
844bb13ffffffff,19.0,0.0,0.0
844bb1bffffffff,54.0,0.0,0.0
8464161ffffffff,2.0,0.0,0.0
846416dffffffff,107.0,2.0,0.0
8464331ffffffff,1.0,0.0,0.0
8464807ffffffff,2.0,0.0,0.0
8464821ffffffff,2.0,0.0,0.0
8464825ffffffff,5.0,0.0,0.0
8464827ffffffff,5.0,0.0,0.0
846482bffffffff,31.0,0.0,0.0
8464843ffffffff,4.0,0.0,0.0
8464853ffffffff,2.0,0.0,0.0
846485dffffffff,1.0,0.0,0.0
84648b5ffffffff,4.0,0.0,0.0
8464903ffffffff,2.0,0.0,0.0
8464911ffffffff,242.0,0.0,0.0
846491bffffffff,2.0,0.0,0.0
846491dffffffff,2.0,0.0,0.0
8464a15ffffffff,3.0,0.0,0.0
8464a35ffffffff,31.0,0.0,0.0
8464a39ffffffff,2.0,0.0,0.0
8464a3dffffffff,4.0,0.0,0.0
8464a57ffffffff,5.0,0.0,0.0
8464a5bffffffff,2.0,0.0,0.0
8464b0bffffffff,5.0,0.0,0.0
8464b39ffffffff,1.0,0.0,0.0
8464b51ffffffff,2.0,0.0,0.0
8464b63ffffffff,2.0,0.0,0.0
8465199ffffffff,1.0,0.0,0.0
846519dffffffff,5.0,0.0,0.0
8465801ffffffff,1.0,0.0,0.0
8465803ffffffff,14.0,0.0,0.0
8465817ffffffff,4.0,0.0,0.0
846582bffffffff,1.0,0.0,0.0
8465851ffffffff,37.0,0.0,0.0
8465859ffffffff,4.0,0.0,0.0
846585dffffffff,6.0,0.0,0.0
8465897ffffffff,3.0,0.0,0.0
846589bffffffff,2.0,0.0,0.0
8465969ffffffff,3.0,0.0,0.0
8465993ffffffff,157.0,0.0,0.0
8465999ffffffff,3.0,0.0,0.0
846599bffffffff,1.0,0.0,0.0
8465b01ffffffff,8.0,0.0,0.0
8465b2bffffffff,15.0,0.0,0.0
8465b3dffffffff,12.0,0.0,0.0
8465b61ffffffff,29.0,0.0,0.0
8465b65ffffffff,3.0,0.0,0.0
8465b67ffffffff,12.0,0.0,0.0
8465b6bffffffff,11.0,0.0,0.0
8469341ffffffff,3.0,0.0,0.0
8469345ffffffff,5.0,0.0,0.0
846934dffffffff,1.0,0.0,0.0
