cell_id,Limnodromus griseus,Limnodromus griseus griseus,Limnodromus griseus hendersoni,Limnodromus griseus caurinus
83075dfffffffff,1.0,1.0,0.0,0.0
830c01fffffffff,2.0,0.0,0.0,0.0
830c1bfffffffff,1.0,0.0,0.0,0.0
830c45fffffffff,3.0,0.0,0.0,0.0
830c55fffffffff,21.0,0.0,0.0,0.0
830c5afffffffff,6.0,0.0,0.0,0.0
830c62fffffffff,3.0,0.0,0.0,0.0
830c6afffffffff,7.0,0.0,0.0,1.0
830c73fffffffff,55.0,0.0,0.0,17.0
830c75fffffffff,2.0,0.0,0.0,0.0
830cadfffffffff,1.0,0.0,0.0,0.0
830cd8fffffffff,2.0,0.0,0.0,0.0
830cdcfffffffff,1.0,0.0,0.0,0.0
830cdefffffffff,5.0,0.0,0.0,0.0
830ce3fffffffff,2.0,0.0,0.0,0.0
830ceafffffffff,2.0,0.0,0.0,0.0
830ceefffffffff,39.0,0.0,0.0,0.0
830e45fffffffff,3.0,0.0,0.0,0.0
830e49fffffffff,5.0,0.0,0.0,0.0
830e4dfffffffff,3.0,0.0,0.0,0.0
830e6efffffffff,2.0,0.0,0.0,0.0
830e80fffffffff,2.0,0.0,0.0,0.0
830ec1fffffffff,24.0,5.0,0.0,0.0
830ec5fffffffff,12.0,0.0,0.0,0.0
830ecbfffffffff,2.0,0.0,0.0,0.0
830eccfffffffff,4.0,0.0,0.0,0.0
830ee1fffffffff,3.0,0.0,0.0,0.0
830eeafffffffff,12.0,0.0,0.0,0.0
830eebfffffffff,1.0,0.0,1.0,0.0
830ef2fffffffff,1.0,0.0,0.0,0.0
831253fffffffff,2.0,0.0,0.0,0.0
831289fffffffff,4.0,0.0,0.0,0.0
83128dfffffffff,6.0,0.0,0.0,0.0
8312b0fffffffff,3.0,0.0,0.0,0.0
8312c1fffffffff,2.0,0.0,0.0,2.0
8312c5fffffffff,2.0,0.0,0.0,0.0
8312ccfffffffff,9.0,0.0,0.0,0.0
8312cdfffffffff,5.0,0.0,0.0,0.0
8312d1fffffffff,23.0,0.0,0.0,0.0
8312d6fffffffff,1.0,0.0,0.0,0.0
