cell_id,Petroica macrocephala,Petroica macrocephala [macrocephala Group],Petroica macrocephala dannefaerdi
82bb0ffffffffff,44.0,33.0,0.0
82bb2ffffffffff,30.0,16.0,0.0
82bb57fffffffff,10.0,10.0,0.0
82bb5ffffffffff,13.0,12.0,0.0
82bb77fffffffff,5.0,2.0,0.0
82d46ffffffffff,10.0,0.0,0.0
82da1ffffffffff,24.0,10.0,0.0
82da87fffffffff,85.0,43.0,0.0
82da8ffffffffff,10.0,8.0,0.0
82da97fffffffff,32.0,26.0,0.0
82daaffffffffff,30.0,22.0,2.0
