cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
831870fffffffff,2.0,0.0,0.0
831ab0fffffffff,1.0,0.0,0.0
831ae2fffffffff,2.0,0.0,0.0
831b82fffffffff,7.0,0.0,0.0
831b91fffffffff,4.0,0.0,0.0
831b92fffffffff,7.0,0.0,0.0
832831fffffffff,115.0,0.0,0.0
832834fffffffff,10.0,0.0,0.0
832835fffffffff,64.0,0.0,0.0
832a00fffffffff,570.0,0.0,0.0
832a01fffffffff,4.0,0.0,0.0
832a02fffffffff,395.0,0.0,0.0
832a03fffffffff,11.0,0.0,0.0
832a04fffffffff,862.0,0.0,0.0
832a05fffffffff,1398.0,0.0,0.0
832a06fffffffff,342.0,0.0,0.0
832a10fffffffff,250.0,0.0,0.0
832a11fffffffff,533.0,0.0,0.0
832a13fffffffff,135.0,0.0,0.0
832a15fffffffff,275.0,0.0,0.0
832a18fffffffff,401.0,0.0,0.0
832a1afffffffff,575.0,0.0,0.0
832a1bfffffffff,62.0,0.0,0.0
832a1cfffffffff,768.0,0.0,0.0
832a1efffffffff,81.0,0.0,0.0
832a21fffffffff,12.0,0.0,0.0
832a22fffffffff,2.0,0.0,0.0
832a23fffffffff,10.0,0.0,0.0
832a24fffffffff,28.0,0.0,0.0
832a25fffffffff,205.0,0.0,0.0
832a26fffffffff,2.0,0.0,0.0
832a2cfffffffff,2.0,0.0,0.0
832a2efffffffff,8.0,0.0,0.0
832a30fffffffff,1247.0,0.0,0.0
832a31fffffffff,1339.0,0.0,0.0
832a33fffffffff,122.0,0.0,0.0
832a34fffffffff,1169.0,0.0,0.0
832a35fffffffff,4.0,0.0,0.0
832a4cfffffffff,15.0,0.0,0.0
832a4efffffffff,3.0,0.0,0.0
832a76fffffffff,1.0,0.0,0.0
832aa9fffffffff,55.0,0.0,0.0
832aadfffffffff,585.0,0.0,0.0
832ac2fffffffff,4.0,0.0,0.0
832ac4fffffffff,2.0,0.0,0.0
832ac6fffffffff,4580.0,0.0,0.0
832ad5fffffffff,5.0,0.0,0.0
832adbfffffffff,1.0,0.0,0.0
832af0fffffffff,8.0,0.0,0.0
832af1fffffffff,212.0,0.0,0.0
832af3fffffffff,30.0,0.0,0.0
832af4fffffffff,11.0,0.0,0.0
832af5fffffffff,61.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0
832b04fffffffff,2.0,0.0,0.0
832b05fffffffff,4.0,0.0,0.0
832b0afffffffff,131.0,0.0,0.0
832b0bfffffffff,45.0,0.0,0.0
832b0cfffffffff,59.0,0.0,0.0
832b0efffffffff,36.0,0.0,0.0
832b18fffffffff,1175.0,0.0,0.0
832b19fffffffff,220.0,0.0,0.0
832b1afffffffff,55.0,0.0,0.0
832b1bfffffffff,1239.0,0.0,0.0
832b1cfffffffff,45.0,0.0,0.0
832b1dfffffffff,651.0,0.0,0.0
832b21fffffffff,18.0,0.0,0.0
832b22fffffffff,5.0,0.0,0.0
832b23fffffffff,16.0,0.0,0.0
832b29fffffffff,4.0,0.0,0.0
832b2cfffffffff,4.0,0.0,0.0
832b2efffffffff,20.0,0.0,0.0
832b30fffffffff,5.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0
832b34fffffffff,1.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0
833434fffffffff,6.0,0.0,0.0
833460fffffffff,6.0,0.0,0.0
833464fffffffff,11.0,0.0,0.0
833466fffffffff,14.0,0.0,0.0
83346dfffffffff,15.0,0.0,0.0
83351afffffffff,23.0,0.0,0.0
833910fffffffff,109.0,0.0,0.0
833911fffffffff,9.0,0.0,0.0
833913fffffffff,6.0,0.0,0.0
83391efffffffff,1.0,0.0,0.0
833933fffffffff,39.0,0.0,0.0
833994fffffffff,8.0,0.0,0.0
834219fffffffff,1.0,0.0,0.0
834398fffffffff,9.0,0.0,0.0
8343a8fffffffff,19.0,0.0,0.0
8343acfffffffff,2.0,0.0,0.0
8343adfffffffff,1.0,0.0,0.0
834409fffffffff,9.0,0.0,0.0
834414fffffffff,10.0,0.0,0.0
834416fffffffff,4.0,0.0,0.0
834470fffffffff,6.0,0.0,0.0
834471fffffffff,4.0,0.0,0.0
834472fffffffff,24.0,0.0,0.0
834486fffffffff,2.0,0.0,0.0
83449bfffffffff,2.0,0.0,0.0
8344a0fffffffff,11.0,0.0,0.0
8344a1fffffffff,76.0,0.0,0.0
8344a5fffffffff,1.0,0.0,0.0
8344d6fffffffff,3.0,0.0,0.0
83524dfffffffff,11.0,0.0,0.0
8352d4fffffffff,1.0,0.0,0.0
835436fffffffff,2.0,0.0,0.0
8354acfffffffff,6.0,0.0,0.0
835590fffffffff,1.0,0.0,0.0
83576bfffffffff,1.0,0.0,0.0
835e5cfffffffff,38.0,0.0,0.0
835facfffffffff,1.0,0.0,0.0
835fadfffffffff,1.0,0.0,0.0
836002fffffffff,283.0,0.0,0.0
836003fffffffff,5.0,0.0,0.0
836004fffffffff,71.0,0.0,0.0
836006fffffffff,11.0,0.0,0.0
836008fffffffff,2.0,0.0,0.0
836011fffffffff,1.0,0.0,0.0
83601cfffffffff,401.0,0.0,0.0
83601efffffffff,20.0,0.0,0.0
836020fffffffff,2.0,0.0,0.0
836022fffffffff,2.0,0.0,0.0
836026fffffffff,6.0,0.0,0.0
836100fffffffff,123.0,0.0,0.0
83611cfffffffff,2.0,0.0,0.0
836332fffffffff,9.0,0.0,0.0
837392fffffffff,2.0,0.0,0.0
83739afffffffff,11.0,0.0,0.0
83739bfffffffff,11.0,0.0,0.0
837cdcfffffffff,1.0,0.0,0.0
838199fffffffff,13.0,0.0,0.0
838c13fffffffff,1.0,0.0,0.0
838cacfffffffff,2.0,0.0,0.0
838da2fffffffff,7.0,0.0,0.0
838db5fffffffff,2.0,0.0,0.0
838e29fffffffff,4.0,0.0,0.0
838e2cfffffffff,2.0,0.0,0.0
838e41fffffffff,2.0,0.0,0.0
838e42fffffffff,1.0,0.0,0.0
838e44fffffffff,26.0,0.0,2.0
838e45fffffffff,12.0,0.0,0.0
838e4cfffffffff,29.0,0.0,0.0
838e62fffffffff,91.0,0.0,4.0
838e74fffffffff,2.0,0.0,0.0
838e75fffffffff,61.0,0.0,8.0
838f08fffffffff,4.0,0.0,0.0
838f0afffffffff,2.0,0.0,0.0
838f2afffffffff,7.0,0.0,0.0
838f50fffffffff,1.0,0.0,0.0
838f52fffffffff,2.0,0.0,0.0
838f5efffffffff,5.0,0.0,0.0
83940cfffffffff,1.0,0.0,0.0
839411fffffffff,10.0,0.0,0.0
839412fffffffff,5.0,0.0,0.0
839413fffffffff,51.0,0.0,0.0
839414fffffffff,16.0,0.0,0.0
839415fffffffff,74.0,0.0,0.0
839416fffffffff,3.0,0.0,0.0
839425fffffffff,8.0,0.0,0.0
839445fffffffff,2.0,0.0,0.0
83944cfffffffff,1.0,0.0,0.0
839450fffffffff,4.0,0.0,0.0
839454fffffffff,16.0,0.0,0.0
839460fffffffff,4.0,0.0,0.0
839466fffffffff,2.0,0.0,0.0
839473fffffffff,4.0,0.0,0.0
839480fffffffff,193.0,0.0,0.0
839484fffffffff,19.0,0.0,0.0
839485fffffffff,13.0,0.0,0.0
8394a0fffffffff,61.0,0.0,0.0
8394a1fffffffff,1.0,0.0,0.0
8394a2fffffffff,21.0,0.0,0.0
8394a5fffffffff,49.0,0.0,0.0
8394a8fffffffff,3.0,0.0,0.0
8394acfffffffff,2.0,0.0,0.0
8394aefffffffff,8.0,0.0,0.0
8394e5fffffffff,2.0,0.0,0.0
839518fffffffff,2.0,0.0,0.0
83951efffffffff,5.0,0.0,0.0
839558fffffffff,2.0,0.0,0.0
839559fffffffff,3.0,0.0,0.0
83955efffffffff,1.0,0.0,0.0
839568fffffffff,17.0,0.0,0.0
83956afffffffff,4.0,0.0,0.0
83956dfffffffff,7.0,0.0,0.0
83956efffffffff,4.0,0.0,0.0
8395a4fffffffff,9.0,0.0,0.0
8398f0fffffffff,1.0,1.0,0.0
839c00fffffffff,1.0,0.0,0.0
839c02fffffffff,1.0,0.0,0.0
839c1bfffffffff,3.0,0.0,0.0
839c1dfffffffff,3.0,0.0,0.0
839c23fffffffff,4.0,0.0,0.0
839c43fffffffff,1.0,0.0,0.0
839ce2fffffffff,2.0,0.0,0.0
839ce4fffffffff,3.0,0.0,0.0
839cebfffffffff,1.0,0.0,0.0
839d03fffffffff,2.0,0.0,0.0
839d20fffffffff,2.0,0.0,0.0
839ee3fffffffff,2.0,0.0,0.0
83a240fffffffff,1.0,0.0,0.0
83a356fffffffff,1.0,0.0,0.0
83a399fffffffff,1.0,0.0,0.0
83a610fffffffff,6.0,0.0,0.0
83a701fffffffff,5.0,0.0,0.0
83a70cfffffffff,6.0,0.0,0.0
83a70efffffffff,5.0,0.0,0.0
83a71dfffffffff,1.0,0.0,0.0
83a722fffffffff,6.0,0.0,0.0
83a726fffffffff,128.0,0.0,0.0
83a814fffffffff,11.0,0.0,0.0
83a835fffffffff,2.0,0.0,0.0
83a8a0fffffffff,1.0,0.0,0.0
83a8a5fffffffff,8.0,0.0,0.0
83a904fffffffff,3.0,0.0,0.0
83a92efffffffff,1.0,0.0,0.0
83a98bfffffffff,8.0,0.0,0.0
83ac12fffffffff,21.0,0.0,0.0
83ac22fffffffff,2.0,0.0,0.0
83ac35fffffffff,2.0,0.0,0.0
83ac36fffffffff,2.0,0.0,0.0
83acacfffffffff,4.0,0.0,0.0
83ad34fffffffff,103.0,4.0,0.0
83ad36fffffffff,29.0,3.0,0.0
83b200fffffffff,2.0,0.0,0.0
83b215fffffffff,1.0,0.0,0.0
83b218fffffffff,24.0,0.0,0.0
83b219fffffffff,114.0,0.0,0.0
83b21bfffffffff,2.0,0.0,0.0
83b21cfffffffff,2.0,0.0,0.0
83b21dfffffffff,12.0,0.0,0.0
83b2c0fffffffff,12.0,0.0,1.0
83b2c3fffffffff,10.0,0.0,0.0
83b2c4fffffffff,1471.0,0.0,0.0
83b2c6fffffffff,2.0,0.0,0.0
83b2d8fffffffff,7.0,0.0,0.0
83b2dafffffffff,50.0,0.0,0.0
83b2dcfffffffff,15.0,0.0,0.0
83b2defffffffff,12.0,0.0,0.0
83b2e2fffffffff,4.0,0.0,0.0
83b330fffffffff,12.0,0.0,0.0
83b331fffffffff,4.0,0.0,0.0
83b332fffffffff,1.0,0.0,0.0
83b333fffffffff,1.0,0.0,0.0
83b336fffffffff,2.0,0.0,0.0
83b38cfffffffff,1.0,0.0,0.0
83b94bfffffffff,4.0,0.0,0.0
83ba04fffffffff,16.0,0.0,0.0
83ba1afffffffff,9.0,0.0,0.0
83ba1cfffffffff,17.0,0.0,0.0
83ba60fffffffff,1.0,0.0,0.0
83baf2fffffffff,9.0,0.0,0.0
83baf4fffffffff,8.0,0.0,0.0
83baf6fffffffff,22.0,0.0,0.0
83bb2dfffffffff,6.0,0.0,0.0
83bb52fffffffff,1.0,0.0,0.0
83bb53fffffffff,76.0,0.0,0.0
83bb58fffffffff,16.0,0.0,0.0
83bb5afffffffff,2.0,0.0,0.0
83bb5efffffffff,6.0,0.0,0.0
83bc1bfffffffff,15.0,10.0,0.0
83bc65fffffffff,1.0,0.0,0.0
83bc68fffffffff,1.0,0.0,0.0
83bc69fffffffff,2.0,0.0,0.0
83bc6dfffffffff,10.0,0.0,0.0
83bc71fffffffff,2.0,0.0,0.0
83bc73fffffffff,2.0,0.0,0.0
83bc89fffffffff,5.0,0.0,0.0
83bc8bfffffffff,39.0,0.0,0.0
