cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
83bcf6fffffffff,3.0,3.0,0.0
83bd4efffffffff,3.0,0.0,0.0
83bd75fffffffff,2.0,0.0,0.0
83be0cfffffffff,133.0,0.0,0.0
83be0efffffffff,242.0,0.0,0.0
83be18fffffffff,6.0,0.0,0.0
83be1afffffffff,34.0,0.0,0.0
83be1dfffffffff,50.0,0.0,0.0
83be29fffffffff,118.0,0.0,0.0
83be2bfffffffff,3.0,0.0,0.0
83be68fffffffff,252.0,48.0,0.0
83be69fffffffff,89.0,0.0,0.0
83be6cfffffffff,2.0,0.0,0.0
83be74fffffffff,2.0,0.0,0.0
83be88fffffffff,117.0,0.0,0.0
83be8cfffffffff,266.0,0.0,0.0
83be8dfffffffff,12.0,0.0,0.0
83bea3fffffffff,1.0,0.0,0.0
83bea9fffffffff,2.0,0.0,0.0
83beaafffffffff,25.0,0.0,0.0
83beabfffffffff,446.0,2.0,0.0
83beaefffffffff,16.0,0.0,0.0
83bf4cfffffffff,683.0,0.0,0.0
83bf6afffffffff,2.0,0.0,0.0
83c01efffffffff,2.0,0.0,0.0
83c0d4fffffffff,1.0,0.0,0.0
83c0e2fffffffff,4.0,0.0,0.0
83c200fffffffff,1.0,0.0,0.0
83c203fffffffff,54.0,0.0,0.0
83c205fffffffff,7.0,0.0,0.0
83c211fffffffff,27.0,0.0,0.0
83c215fffffffff,5.0,0.0,0.0
83c218fffffffff,1.0,0.0,0.0
83c21bfffffffff,3.0,0.0,0.0
83c21cfffffffff,31.0,0.0,0.0
83c21efffffffff,7.0,0.0,0.0
83c220fffffffff,2.0,0.0,0.0
83c223fffffffff,3.0,0.0,0.0
83c224fffffffff,5.0,0.0,0.0
83c233fffffffff,6.0,0.0,0.0
83c2f2fffffffff,3.0,0.0,0.0
83c330fffffffff,13.0,0.0,0.0
83c332fffffffff,6.0,0.0,0.0
83c336fffffffff,27.0,0.0,0.0
83c3a4fffffffff,8.0,0.0,0.0
83c585fffffffff,5.0,0.0,0.0
83c983fffffffff,44.0,0.0,0.0
83c984fffffffff,36.0,0.0,0.0
83c986fffffffff,12.0,0.0,0.0
83c99cfffffffff,9.0,0.0,0.0
83c99efffffffff,10.0,0.0,0.0
83c9b0fffffffff,461.0,0.0,0.0
83c9b1fffffffff,36.0,0.0,0.0
83ca86fffffffff,2.0,0.0,0.0
83cb2dfffffffff,2.0,0.0,0.0
83cc44fffffffff,2.0,0.0,0.0
83cc61fffffffff,2.0,0.0,0.0
83cc65fffffffff,6.0,0.0,0.0
83ce10fffffffff,10.0,0.0,0.0
83ce13fffffffff,7.0,0.0,0.0
83ce14fffffffff,4.0,0.0,0.0
83ce15fffffffff,30.0,0.0,0.0
83ce16fffffffff,2.0,0.0,0.0
83ce30fffffffff,23.0,0.0,1.0
83ce33fffffffff,19.0,0.0,1.0
83ce34fffffffff,4.0,0.0,0.0
83ce35fffffffff,2.0,0.0,0.0
83ce36fffffffff,2.0,0.0,0.0
83ce89fffffffff,7.0,0.0,0.0
83ce8bfffffffff,17.0,0.0,0.0
83ce8cfffffffff,4.0,0.0,0.0
83ce8dfffffffff,8.0,0.0,0.0
83cea1fffffffff,5.0,0.0,0.0
83cea8fffffffff,9.0,0.0,0.0
83ceabfffffffff,10.0,0.0,0.0
83ceacfffffffff,3.0,0.0,0.0
83ceadfffffffff,3.0,0.0,0.0
83ceaefffffffff,47.0,0.0,0.0
83ced6fffffffff,9.0,0.0,0.0
83cf02fffffffff,5.0,0.0,0.0
83cf10fffffffff,6.0,0.0,6.0
83cf11fffffffff,40.0,0.0,13.0
83cf14fffffffff,13.0,0.0,0.0
83cf15fffffffff,47.0,0.0,8.0
83cf18fffffffff,2.0,0.0,0.0
83cf1afffffffff,6.0,0.0,3.0
83cf1bfffffffff,3.0,0.0,3.0
83cf1cfffffffff,5.0,0.0,2.0
83cf1efffffffff,4.0,0.0,4.0
83cf32fffffffff,14.0,0.0,13.0
83cf8dfffffffff,2.0,0.0,0.0
83cf92fffffffff,2.0,0.0,0.0
83cf94fffffffff,2.0,0.0,0.0
83cfa0fffffffff,2.0,0.0,0.0
83cfadfffffffff,9.0,0.0,2.0
83cfb2fffffffff,3.0,0.0,0.0
83d168fffffffff,1.0,0.0,0.0
83d169fffffffff,7.0,0.0,0.0
83d16cfffffffff,3.0,0.0,0.0
83d16dfffffffff,3.0,0.0,0.0
83d16efffffffff,4.0,0.0,0.0
83d469fffffffff,2.0,0.0,0.0
83d6a9fffffffff,8.0,0.0,0.0
83d6dbfffffffff,12.0,0.0,0.0
83d6f6fffffffff,8.0,0.0,0.0
83da73fffffffff,10.0,0.0,0.0
83da84fffffffff,3.0,0.0,0.0
83daaafffffffff,10.0,0.0,0.0
83db8dfffffffff,2.0,0.0,0.0
83dcddfffffffff,1.0,0.0,0.0
83dd42fffffffff,7.0,0.0,0.0
83dd46fffffffff,1.0,0.0,0.0
83dd5cfffffffff,2.0,0.0,0.0
83dd6cfffffffff,2.0,0.0,0.0
83de02fffffffff,1.0,0.0,0.0
83de08fffffffff,19.0,0.0,0.0
83de09fffffffff,6.0,1.0,0.0
83de0afffffffff,56.0,0.0,0.0
83de0bfffffffff,7.0,0.0,0.0
83de0dfffffffff,8.0,0.0,0.0
83de0efffffffff,4.0,0.0,0.0
83de10fffffffff,3.0,0.0,0.0
83de11fffffffff,2.0,0.0,0.0
83de14fffffffff,2.0,0.0,0.0
83de18fffffffff,12.0,0.0,0.0
83de19fffffffff,71.0,0.0,0.0
83de1afffffffff,20.0,0.0,0.0
83de1bfffffffff,27.0,0.0,0.0
83de1cfffffffff,3.0,0.0,0.0
83de1dfffffffff,1.0,0.0,0.0
83de20fffffffff,9.0,0.0,0.0
83de23fffffffff,3.0,0.0,0.0
83de24fffffffff,2.0,0.0,0.0
83de28fffffffff,13.0,0.0,0.0
83de29fffffffff,7.0,0.0,0.0
83de2bfffffffff,9.0,0.0,0.0
83de2cfffffffff,10.0,0.0,0.0
83de2dfffffffff,2.0,0.0,0.0
83de2efffffffff,25.0,0.0,0.0
83de36fffffffff,15.0,0.0,0.0
83de44fffffffff,2.0,0.0,0.0
83de48fffffffff,1.0,0.0,0.0
83de4cfffffffff,21.0,0.0,0.0
83de4dfffffffff,7.0,0.0,0.0
83de59fffffffff,1.0,0.0,0.0
83de5dfffffffff,1.0,0.0,0.0
83de62fffffffff,29.0,5.0,0.0
83de63fffffffff,26.0,2.0,0.0
83de64fffffffff,3.0,0.0,0.0
83de66fffffffff,27.0,0.0,0.0
83de68fffffffff,8.0,0.0,0.0
83de69fffffffff,2.0,0.0,0.0
83de6bfffffffff,5.0,0.0,0.0
83de6cfffffffff,4.0,0.0,0.0
83de6efffffffff,21.0,3.0,0.0
83de70fffffffff,106.0,18.0,0.0
83de71fffffffff,1.0,0.0,0.0
83de72fffffffff,59.0,2.0,0.0
83de74fffffffff,10.0,0.0,0.0
83de76fffffffff,10.0,0.0,0.0
83de80fffffffff,16.0,0.0,0.0
83de81fffffffff,46.0,4.0,0.0
83de82fffffffff,229.0,10.0,0.0
83de83fffffffff,3.0,0.0,0.0
83de84fffffffff,2.0,0.0,0.0
83de86fffffffff,1.0,0.0,0.0
83de88fffffffff,2.0,0.0,0.0
83de8cfffffffff,1.0,0.0,0.0
83de94fffffffff,3.0,0.0,0.0
83de95fffffffff,553.0,16.0,0.0
83dea0fffffffff,5.0,0.0,0.0
83dea2fffffffff,21.0,0.0,0.0
83dea4fffffffff,11.0,0.0,0.0
83dea5fffffffff,5.0,0.0,0.0
83dea6fffffffff,33.0,0.0,0.0
83dea8fffffffff,2.0,0.0,0.0
83dea9fffffffff,21.0,0.0,0.0
83deaafffffffff,136.0,0.0,0.0
83deabfffffffff,35.0,0.0,0.0
83deb0fffffffff,21.0,0.0,0.0
83deb1fffffffff,8.0,2.0,0.0
83deb2fffffffff,1.0,0.0,0.0
83deb3fffffffff,7.0,0.0,0.0
83deb4fffffffff,6.0,0.0,0.0
83deb5fffffffff,16.0,0.0,0.0
83dee4fffffffff,1.0,0.0,0.0
83def6fffffffff,2.0,0.0,0.0
83df00fffffffff,53.0,6.0,0.0
83df01fffffffff,33.0,2.0,0.0
83df02fffffffff,109.0,6.0,0.0
83df03fffffffff,4.0,0.0,0.0
83df04fffffffff,69.0,23.0,0.0
83df05fffffffff,22.0,0.0,0.0
83df06fffffffff,378.0,40.0,0.0
83df08fffffffff,20.0,4.0,0.0
83df09fffffffff,13.0,0.0,0.0
83df0afffffffff,3.0,0.0,0.0
83df0bfffffffff,7.0,0.0,0.0
83df0cfffffffff,33.0,2.0,0.0
83df0dfffffffff,54.0,0.0,0.0
83df0efffffffff,8.0,0.0,0.0
83df10fffffffff,18.0,0.0,0.0
83df11fffffffff,23.0,3.0,0.0
83df12fffffffff,12.0,0.0,0.0
83df13fffffffff,16.0,3.0,0.0
83df14fffffffff,307.0,12.0,0.0
83df15fffffffff,52.0,21.0,0.0
83df16fffffffff,18.0,0.0,0.0
83df19fffffffff,2.0,2.0,0.0
83df1bfffffffff,2.0,0.0,0.0
83df1cfffffffff,4.0,1.0,0.0
83df1dfffffffff,2.0,0.0,0.0
83df1efffffffff,143.0,29.0,0.0
83df20fffffffff,5.0,0.0,0.0
83df21fffffffff,2.0,0.0,0.0
83df22fffffffff,12.0,0.0,0.0
83df23fffffffff,34.0,0.0,0.0
83df24fffffffff,1.0,0.0,0.0
83df26fffffffff,13.0,3.0,0.0
83df28fffffffff,40.0,0.0,0.0
83df29fffffffff,3.0,0.0,0.0
83df2afffffffff,23.0,1.0,0.0
83df2bfffffffff,29.0,0.0,0.0
83df2cfffffffff,1.0,0.0,0.0
83df2efffffffff,9.0,2.0,0.0
83df30fffffffff,58.0,6.0,0.0
83df31fffffffff,172.0,29.0,0.0
83df32fffffffff,24.0,2.0,0.0
83df33fffffffff,8.0,2.0,0.0
83df35fffffffff,886.0,194.0,0.0
83df40fffffffff,44.0,0.0,4.0
83df41fffffffff,2.0,0.0,0.0
83df42fffffffff,82.0,0.0,4.0
83df43fffffffff,121.0,0.0,4.0
83df44fffffffff,28.0,0.0,3.0
83df45fffffffff,75.0,0.0,22.0
83df46fffffffff,186.0,0.0,30.0
83df4afffffffff,3.0,0.0,0.0
83df4dfffffffff,9.0,0.0,0.0
83df4efffffffff,4.0,0.0,0.0
83df51fffffffff,4.0,0.0,0.0
83df52fffffffff,2.0,0.0,0.0
83df54fffffffff,4.0,0.0,0.0
83df55fffffffff,9.0,0.0,0.0
83df58fffffffff,12.0,0.0,0.0
83df59fffffffff,29.0,0.0,0.0
83df5afffffffff,6.0,0.0,0.0
83df5bfffffffff,15.0,0.0,0.0
83df5cfffffffff,48.0,0.0,0.0
83df5dfffffffff,101.0,0.0,7.0
83df5efffffffff,7.0,0.0,0.0
83df61fffffffff,6.0,0.0,0.0
83df62fffffffff,2.0,0.0,0.0
83df63fffffffff,2.0,0.0,0.0
83df68fffffffff,211.0,0.0,66.0
83df69fffffffff,17.0,0.0,10.0
83df6bfffffffff,2.0,0.0,0.0
83df6cfffffffff,22.0,0.0,0.0
83df6dfffffffff,11.0,0.0,4.0
83df70fffffffff,30.0,0.0,0.0
83df71fffffffff,53.0,0.0,1.0
83df72fffffffff,27.0,0.0,1.0
83df73fffffffff,73.0,0.0,2.0
83df75fffffffff,2.0,0.0,0.0
83df76fffffffff,38.0,0.0,0.0
83df80fffffffff,9.0,0.0,0.0
83df81fffffffff,27.0,0.0,0.0
83df83fffffffff,17.0,0.0,0.0
83df85fffffffff,5.0,0.0,0.0
83df88fffffffff,20.0,0.0,0.0
83df8afffffffff,9.0,0.0,0.0
83df8bfffffffff,6.0,0.0,0.0
83df8cfffffffff,3.0,0.0,0.0
83df8dfffffffff,3.0,0.0,0.0
83df8efffffffff,8.0,0.0,0.0
83df93fffffffff,2.0,0.0,0.0
83df98fffffffff,1.0,0.0,0.0
83df9bfffffffff,13.0,0.0,0.0
83df9cfffffffff,2.0,0.0,0.0
83df9dfffffffff,14.0,0.0,0.0
83dfa1fffffffff,8.0,0.0,0.0
83dfa8fffffffff,20.0,2.0,0.0
83dfa9fffffffff,3.0,3.0,0.0
83dfaafffffffff,5.0,0.0,0.0
83dfabfffffffff,31.0,0.0,0.0
83dfacfffffffff,22.0,0.0,0.0
83dfadfffffffff,9.0,0.0,0.0
83dfaefffffffff,11.0,0.0,0.0
83e046fffffffff,1.0,0.0,0.0
83e090fffffffff,12.0,0.0,0.0
83e091fffffffff,2.0,0.0,0.0
83e092fffffffff,7.0,0.0,0.0
83e093fffffffff,6.0,0.0,0.0
83e0b6fffffffff,1.0,0.0,0.0
83e880fffffffff,4.0,0.0,0.0
83e882fffffffff,2.0,0.0,0.0
83e886fffffffff,6.0,0.0,0.0
83e88afffffffff,6.0,0.0,0.0
83e891fffffffff,12.0,0.0,0.0
83e898fffffffff,64.0,0.0,0.0
83e89bfffffffff,137.0,7.0,0.0
83e89cfffffffff,17.0,0.0,0.0
83e89dfffffffff,5.0,0.0,0.0
83e89efffffffff,14.0,0.0,0.0
83e8b0fffffffff,3.0,0.0,0.0
83e8b1fffffffff,7.0,0.0,0.0
83e8b6fffffffff,2.0,0.0,0.0
83ea9dfffffffff,1.0,0.0,0.0
83ead0fffffffff,1.0,0.0,0.0
83ead1fffffffff,1.0,0.0,0.0
83ead2fffffffff,1.0,0.0,0.0
83ead6fffffffff,1.0,0.0,0.0
83ead9fffffffff,1.0,0.0,0.0
83ed44fffffffff,1.0,0.0,0.0
83ed45fffffffff,1.0,0.0,0.0
83ed60fffffffff,2.0,0.0,0.0
83ed70fffffffff,1.0,0.0,0.0
