cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
830c51fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831249fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83124efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
83128bfffffffff,18.0,18.0,0.0,0.0,0.0,0.0
83128dfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8312abfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8312b0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,6.0,4.0,0.0,0.0,0.0,0.0
8312ccfffffffff,25.0,11.0,0.0,0.0,0.0,0.0
8312d3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312d4fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8312dafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8312dcfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8312ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8312eafffffffff,5.0,4.0,0.0,0.0,0.0,0.0
8312f6fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
831383fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,20.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b84fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83260bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832610fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832611fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832641fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832642fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832658fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83265cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832661fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,6.0,0.0,0.0,3.0,0.0,0.0
832664fffffffff,100.0,0.0,0.0,2.0,0.0,0.0
832665fffffffff,25.0,0.0,0.0,1.0,0.0,0.0
832666fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,61.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,16.0,0.0,0.0,0.0,3.0,0.0
