cell_id,Pyrocephalus rubinus,Pyrocephalus rubinus [mexicanus Group],Pyrocephalus rubinus saturatus,Pyrocephalus rubinus [obscurus Group],Pyrocephalus rubinus rubinus
83480afffffffff,526.0,6.0,0.0,0.0,0.0
83480bfffffffff,58.0,1.0,0.0,0.0,0.0
83480dfffffffff,197.0,0.0,0.0,0.0,0.0
83480efffffffff,198.0,0.0,0.0,0.0,0.0
834810fffffffff,171.0,0.0,0.0,0.0,0.0
834812fffffffff,44.0,0.0,0.0,0.0,0.0
834813fffffffff,2.0,0.0,0.0,0.0,0.0
834814fffffffff,910.0,0.0,0.0,0.0,0.0
834815fffffffff,56.0,0.0,0.0,0.0,0.0
834816fffffffff,71.0,0.0,0.0,0.0,0.0
834818fffffffff,3.0,0.0,0.0,0.0,0.0
834819fffffffff,3.0,0.0,0.0,0.0,0.0
83481afffffffff,55.0,0.0,0.0,0.0,0.0
83481bfffffffff,73.0,0.0,0.0,0.0,0.0
83481dfffffffff,66.0,0.0,0.0,0.0,0.0
83481efffffffff,11.0,0.0,0.0,0.0,0.0
834823fffffffff,138.0,0.0,0.0,0.0,0.0
834828fffffffff,2.0,0.0,0.0,0.0,0.0
83482afffffffff,401.0,0.0,0.0,0.0,0.0
83482bfffffffff,59.0,0.0,0.0,0.0,0.0
83482efffffffff,23.0,0.0,0.0,0.0,0.0
834830fffffffff,35.0,2.0,0.0,0.0,0.0
834832fffffffff,104.0,4.0,0.0,0.0,0.0
834833fffffffff,768.0,0.0,0.0,0.0,0.0
834836fffffffff,4244.0,122.0,0.0,0.0,0.0
834842fffffffff,80.0,0.0,0.0,0.0,0.0
834843fffffffff,155.0,0.0,0.0,0.0,0.0
834846fffffffff,21.0,0.0,0.0,0.0,0.0
83484afffffffff,802.0,0.0,0.0,0.0,0.0
834851fffffffff,2.0,0.0,0.0,0.0,0.0
834852fffffffff,4.0,4.0,0.0,0.0,0.0
834855fffffffff,73.0,0.0,0.0,0.0,0.0
834856fffffffff,693.0,0.0,0.0,0.0,0.0
834858fffffffff,106.0,3.0,0.0,0.0,0.0
834859fffffffff,310.0,0.0,0.0,0.0,0.0
83485afffffffff,172.0,0.0,0.0,0.0,0.0
83485bfffffffff,1086.0,0.0,0.0,0.0,0.0
83485cfffffffff,8.0,0.0,0.0,0.0,0.0
83485dfffffffff,148.0,0.0,0.0,0.0,0.0
83485efffffffff,14.0,9.0,0.0,0.0,0.0
834871fffffffff,26.0,0.0,0.0,0.0,0.0
834872fffffffff,250.0,0.0,0.0,0.0,0.0
834873fffffffff,180.0,0.0,0.0,0.0,0.0
834876fffffffff,1.0,0.0,0.0,0.0,0.0
834880fffffffff,1184.0,0.0,0.0,0.0,0.0
834881fffffffff,143.0,0.0,0.0,0.0,0.0
834882fffffffff,1530.0,0.0,0.0,0.0,0.0
834883fffffffff,2565.0,0.0,0.0,0.0,0.0
834884fffffffff,80.0,0.0,0.0,0.0,0.0
834885fffffffff,30.0,0.0,0.0,0.0,0.0
834886fffffffff,995.0,0.0,0.0,0.0,0.0
834888fffffffff,522.0,0.0,0.0,0.0,0.0
834889fffffffff,42.0,0.0,0.0,0.0,0.0
83488afffffffff,549.0,0.0,0.0,0.0,0.0
83488bfffffffff,116.0,0.0,0.0,0.0,0.0
83488cfffffffff,11.0,0.0,0.0,0.0,0.0
83488dfffffffff,1618.0,0.0,0.0,0.0,0.0
83488efffffffff,1546.0,0.0,0.0,0.0,0.0
834890fffffffff,800.0,0.0,0.0,0.0,0.0
834891fffffffff,631.0,0.0,0.0,0.0,0.0
834892fffffffff,281.0,0.0,0.0,0.0,0.0
834893fffffffff,564.0,0.0,0.0,0.0,0.0
834895fffffffff,1931.0,0.0,0.0,0.0,0.0
834898fffffffff,929.0,0.0,0.0,0.0,0.0
834899fffffffff,185.0,0.0,0.0,0.0,0.0
83489afffffffff,12.0,0.0,0.0,0.0,0.0
83489bfffffffff,26.0,0.0,0.0,0.0,0.0
83489cfffffffff,3132.0,0.0,0.0,0.0,0.0
83489dfffffffff,2465.0,0.0,0.0,0.0,0.0
83489efffffffff,142.0,0.0,0.0,0.0,0.0
8348a0fffffffff,628.0,0.0,0.0,0.0,0.0
8348a1fffffffff,9.0,0.0,0.0,0.0,0.0
8348a2fffffffff,783.0,0.0,0.0,0.0,0.0
8348a3fffffffff,9.0,0.0,0.0,0.0,0.0
8348a6fffffffff,161.0,0.0,0.0,0.0,0.0
8348abfffffffff,2831.0,0.0,0.0,0.0,0.0
8348aefffffffff,5.0,0.0,0.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0,0.0,0.0
8348b1fffffffff,2886.0,0.0,0.0,0.0,0.0
8348b2fffffffff,944.0,0.0,0.0,0.0,0.0
8348b3fffffffff,11705.0,8.0,0.0,0.0,0.0
8348b4fffffffff,2.0,0.0,0.0,0.0,0.0
8348b5fffffffff,88.0,0.0,0.0,0.0,0.0
8348c0fffffffff,734.0,0.0,0.0,0.0,0.0
8348c1fffffffff,476.0,0.0,0.0,0.0,0.0
8348c2fffffffff,12.0,0.0,0.0,0.0,0.0
8348c3fffffffff,1282.0,0.0,0.0,0.0,0.0
8348c4fffffffff,2.0,0.0,0.0,0.0,0.0
8348c5fffffffff,1728.0,48.0,0.0,0.0,0.0
8348c6fffffffff,121.0,0.0,0.0,0.0,0.0
8348c8fffffffff,4.0,2.0,0.0,0.0,0.0
8348ccfffffffff,33.0,6.0,0.0,0.0,0.0
8348cdfffffffff,305.0,0.0,0.0,0.0,0.0
8348d0fffffffff,38.0,0.0,0.0,0.0,0.0
8348d1fffffffff,13.0,0.0,0.0,0.0,0.0
8348d2fffffffff,5.0,0.0,0.0,0.0,0.0
8348d3fffffffff,14.0,0.0,0.0,0.0,0.0
8348d4fffffffff,885.0,0.0,0.0,0.0,0.0
8348dcfffffffff,33.0,0.0,0.0,0.0,0.0
8348e0fffffffff,21.0,0.0,0.0,0.0,0.0
8348e1fffffffff,130.0,19.0,0.0,0.0,0.0
8348e2fffffffff,16.0,0.0,0.0,0.0,0.0
8348e3fffffffff,583.0,20.0,0.0,0.0,0.0
8348e4fffffffff,106.0,15.0,0.0,0.0,0.0
8348e5fffffffff,177.0,31.0,0.0,0.0,0.0
8348e6fffffffff,5.0,0.0,0.0,0.0,0.0
8348e8fffffffff,36482.0,0.0,0.0,0.0,0.0
8348e9fffffffff,1457.0,0.0,0.0,0.0,0.0
8348eafffffffff,2788.0,153.0,0.0,0.0,0.0
8348ebfffffffff,4262.0,0.0,0.0,0.0,0.0
8348ecfffffffff,19060.0,2.0,0.0,0.0,0.0
8348edfffffffff,39.0,0.0,0.0,0.0,0.0
8348eefffffffff,18170.0,367.0,0.0,0.0,0.0
8348f0fffffffff,13.0,0.0,0.0,0.0,0.0
8348f2fffffffff,2449.0,0.0,0.0,0.0,0.0
8348f3fffffffff,87.0,0.0,0.0,0.0,0.0
8348f4fffffffff,14.0,0.0,0.0,0.0,0.0
8348f5fffffffff,25.0,0.0,0.0,0.0,0.0
8348f6fffffffff,429.0,0.0,0.0,0.0,0.0
834980fffffffff,1793.0,1.0,0.0,0.0,0.0
834981fffffffff,127.0,0.0,0.0,0.0,0.0
834982fffffffff,876.0,33.0,0.0,0.0,0.0
834983fffffffff,1002.0,12.0,0.0,0.0,0.0
834985fffffffff,203.0,8.0,0.0,0.0,0.0
834986fffffffff,1079.0,183.0,0.0,0.0,0.0
834988fffffffff,373.0,4.0,0.0,0.0,0.0
834989fffffffff,5.0,0.0,0.0,0.0,0.0
83498afffffffff,4.0,0.0,0.0,0.0,0.0
83498bfffffffff,19.0,6.0,0.0,0.0,0.0
83498cfffffffff,369.0,7.0,0.0,0.0,0.0
83498dfffffffff,8.0,0.0,0.0,0.0,0.0
83498efffffffff,524.0,2.0,0.0,0.0,0.0
834990fffffffff,146.0,25.0,0.0,0.0,0.0
834991fffffffff,209.0,29.0,0.0,0.0,0.0
834992fffffffff,65.0,6.0,0.0,0.0,0.0
834993fffffffff,8.0,0.0,0.0,0.0,0.0
834994fffffffff,1685.0,42.0,0.0,0.0,0.0
834995fffffffff,8624.0,940.0,0.0,0.0,0.0
834996fffffffff,2000.0,237.0,0.0,0.0,0.0
834998fffffffff,172.0,4.0,0.0,0.0,0.0
834999fffffffff,7.0,0.0,0.0,0.0,0.0
83499afffffffff,2.0,0.0,0.0,0.0,0.0
83499bfffffffff,44.0,0.0,0.0,0.0,0.0
83499cfffffffff,106.0,0.0,0.0,0.0,0.0
83499dfffffffff,218.0,2.0,0.0,0.0,0.0
83499efffffffff,56.0,0.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0,0.0
8349a2fffffffff,30.0,0.0,0.0,0.0,0.0
8349a3fffffffff,8.0,0.0,0.0,0.0,0.0
8349a8fffffffff,904.0,9.0,0.0,0.0,0.0
8349a9fffffffff,980.0,49.0,0.0,0.0,0.0
8349aafffffffff,1867.0,135.0,0.0,0.0,0.0
8349abfffffffff,827.0,59.0,0.0,0.0,0.0
8349adfffffffff,15.0,0.0,0.0,0.0,0.0
8349aefffffffff,17.0,0.0,0.0,0.0,0.0
8349b0fffffffff,20.0,0.0,0.0,0.0,0.0
8349b1fffffffff,21.0,0.0,0.0,0.0,0.0
8349b2fffffffff,426.0,7.0,0.0,0.0,0.0
8349b3fffffffff,1546.0,46.0,0.0,0.0,0.0
8349b4fffffffff,7.0,0.0,0.0,0.0,0.0
8349b5fffffffff,24.0,0.0,0.0,0.0,0.0
8349b6fffffffff,14.0,0.0,0.0,0.0,0.0
835f28fffffffff,2.0,0.0,0.0,0.0,0.0
835f29fffffffff,385.0,0.0,0.0,0.0,0.0
835f2bfffffffff,19.0,0.0,0.0,0.0,0.0
835f2dfffffffff,159.0,0.0,0.0,0.0,0.0
835f40fffffffff,6.0,0.0,0.0,0.0,0.0
835f41fffffffff,3.0,0.0,0.0,0.0,0.0
835f42fffffffff,8.0,0.0,0.0,0.0,0.0
835f46fffffffff,6.0,0.0,0.0,0.0,0.0
835f4efffffffff,2.0,0.0,0.0,0.0,0.0
835f68fffffffff,7.0,0.0,0.0,0.0,0.0
835f71fffffffff,1.0,0.0,0.0,0.0,0.0
835f74fffffffff,3.0,0.0,0.0,0.0,0.0
836600fffffffff,8.0,0.0,0.0,0.0,0.0
836601fffffffff,8.0,0.0,0.0,0.0,0.0
836602fffffffff,38.0,0.0,0.0,0.0,0.0
836604fffffffff,4.0,0.0,0.0,0.0,0.0
836605fffffffff,5.0,0.0,0.0,0.0,0.0
836608fffffffff,1706.0,0.0,0.0,26.0,0.0
836609fffffffff,19.0,0.0,0.0,0.0,0.0
83660afffffffff,30.0,0.0,0.0,0.0,0.0
83660bfffffffff,127.0,0.0,0.0,2.0,0.0
83660cfffffffff,145.0,0.0,0.0,0.0,0.0
83660dfffffffff,5.0,0.0,0.0,0.0,0.0
83660efffffffff,7.0,0.0,0.0,0.0,0.0
836615fffffffff,2.0,0.0,0.0,0.0,0.0
836618fffffffff,1037.0,0.0,0.0,20.0,0.0
836619fffffffff,946.0,0.0,0.0,5.0,0.0
83661afffffffff,8.0,0.0,0.0,0.0,0.0
83661bfffffffff,693.0,0.0,0.0,13.0,0.0
83661dfffffffff,54.0,0.0,0.0,0.0,0.0
83661efffffffff,4.0,0.0,0.0,0.0,0.0
836620fffffffff,850.0,0.0,61.0,0.0,0.0
836621fffffffff,118.0,0.0,17.0,0.0,0.0
836622fffffffff,127.0,0.0,5.0,0.0,0.0
836623fffffffff,20.0,0.0,0.0,0.0,0.0
836625fffffffff,723.0,0.0,115.0,0.0,0.0
836628fffffffff,35.0,0.0,1.0,0.0,0.0
836629fffffffff,24.0,0.0,0.0,0.0,0.0
83662afffffffff,4.0,0.0,0.0,0.0,0.0
83662bfffffffff,118.0,0.0,0.0,0.0,0.0
83662cfffffffff,50.0,0.0,0.0,0.0,0.0
83662efffffffff,54.0,0.0,0.0,0.0,0.0
836631fffffffff,46.0,0.0,0.0,0.0,0.0
836650fffffffff,11.0,0.0,0.0,0.0,0.0
836652fffffffff,92.0,0.0,0.0,0.0,0.0
836654fffffffff,91.0,0.0,0.0,0.0,0.0
836656fffffffff,115.0,0.0,0.0,0.0,0.0
83665afffffffff,1.0,0.0,0.0,0.0,0.0
836660fffffffff,28.0,0.0,0.0,0.0,0.0
836662fffffffff,2.0,0.0,0.0,0.0,0.0
836663fffffffff,31.0,0.0,0.0,0.0,0.0
836664fffffffff,63.0,0.0,0.0,0.0,0.0
836670fffffffff,23.0,0.0,0.0,0.0,0.0
836672fffffffff,1.0,0.0,0.0,0.0,0.0
836673fffffffff,28.0,0.0,0.0,0.0,0.0
836674fffffffff,6.0,0.0,0.0,0.0,0.0
836675fffffffff,147.0,0.0,0.0,0.0,0.0
8366c0fffffffff,55.0,0.0,0.0,0.0,0.0
8366c1fffffffff,32.0,0.0,0.0,0.0,0.0
8366c2fffffffff,85.0,0.0,0.0,0.0,0.0
8366c4fffffffff,617.0,0.0,0.0,2.0,0.0
8366c5fffffffff,158.0,0.0,0.0,0.0,0.0
8366c6fffffffff,596.0,0.0,0.0,6.0,0.0
8366d0fffffffff,349.0,0.0,0.0,4.0,0.0
8366d1fffffffff,144.0,0.0,0.0,7.0,0.0
8366d2fffffffff,154.0,0.0,0.0,2.0,0.0
8366d3fffffffff,3274.0,0.0,0.0,213.0,0.0
8366d4fffffffff,200.0,0.0,0.0,0.0,0.0
8366d5fffffffff,150.0,0.0,0.0,0.0,0.0
8366d6fffffffff,14.0,0.0,0.0,2.0,0.0
8366dcfffffffff,13.0,0.0,0.0,0.0,0.0
8366defffffffff,197.0,0.0,0.0,15.0,0.0
8366e0fffffffff,840.0,0.0,2.0,14.0,0.0
8366e1fffffffff,121.0,0.0,0.0,0.0,0.0
8366e2fffffffff,179.0,0.0,0.0,0.0,0.0
8366e3fffffffff,4.0,0.0,0.0,0.0,0.0
8366e4fffffffff,1719.0,0.0,2.0,16.0,0.0
8366e5fffffffff,171.0,0.0,0.0,0.0,0.0
8366e6fffffffff,5408.0,0.0,0.0,83.0,0.0
8366ecfffffffff,5.0,0.0,0.0,0.0,0.0
8366eefffffffff,103.0,0.0,0.0,0.0,2.0
8366f0fffffffff,135.0,0.0,0.0,1.0,0.0
8366f1fffffffff,3101.0,0.0,0.0,11.0,0.0
8366f3fffffffff,10.0,0.0,0.0,0.0,0.0
8366f5fffffffff,3591.0,0.0,0.0,17.0,0.0
836740fffffffff,10.0,0.0,0.0,0.0,0.0
836741fffffffff,7.0,0.0,0.0,0.0,0.0
836742fffffffff,203.0,0.0,1.0,0.0,0.0
836743fffffffff,166.0,0.0,13.0,0.0,0.0
83674afffffffff,68.0,0.0,11.0,0.0,0.0
83674bfffffffff,4.0,0.0,0.0,0.0,0.0
83674cfffffffff,3.0,0.0,0.0,0.0,0.0
83674dfffffffff,10.0,0.0,0.0,0.0,0.0
83674efffffffff,4.0,0.0,0.0,0.0,0.0
836750fffffffff,10.0,0.0,0.0,0.0,0.0
836751fffffffff,106.0,0.0,0.0,0.0,0.0
836752fffffffff,431.0,0.0,0.0,0.0,0.0
836753fffffffff,525.0,0.0,4.0,0.0,0.0
836755fffffffff,675.0,0.0,8.0,0.0,0.0
836756fffffffff,63.0,0.0,0.0,0.0,0.0
836758fffffffff,4.0,0.0,0.0,0.0,0.0
836759fffffffff,81.0,0.0,3.0,0.0,0.0
83675afffffffff,21.0,0.0,0.0,0.0,0.0
83675bfffffffff,23.0,0.0,0.0,0.0,0.0
83675cfffffffff,280.0,0.0,0.0,0.0,0.0
83675dfffffffff,14.0,0.0,0.0,0.0,0.0
83675efffffffff,25.0,0.0,0.0,0.0,0.0
83676bfffffffff,41.0,0.0,0.0,0.0,0.0
836790fffffffff,82.0,0.0,0.0,0.0,0.0
836794fffffffff,15.0,0.0,0.0,0.0,0.0
836796fffffffff,2.0,0.0,0.0,0.0,0.0
8367b2fffffffff,33.0,0.0,0.0,0.0,0.0
836d04fffffffff,18.0,0.0,0.0,0.0,0.0
836d05fffffffff,65.0,14.0,0.0,0.0,0.0
836d06fffffffff,9.0,0.0,0.0,0.0,0.0
836d14fffffffff,68.0,6.0,0.0,0.0,0.0
836d15fffffffff,210.0,10.0,0.0,0.0,0.0
836d20fffffffff,27.0,0.0,0.0,0.0,0.0
836d21fffffffff,111.0,8.0,0.0,0.0,0.0
836d22fffffffff,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,191.0,9.0,0.0,0.0,0.0
836d24fffffffff,82.0,0.0,0.0,0.0,0.0
836d25fffffffff,778.0,117.0,0.0,0.0,0.0
836d26fffffffff,6.0,0.0,0.0,0.0,0.0
836d28fffffffff,55.0,4.0,0.0,0.0,0.0
836d2cfffffffff,168.0,14.0,0.0,0.0,0.0
836d2dfffffffff,76.0,12.0,0.0,0.0,0.0
836d2efffffffff,197.0,49.0,0.0,0.0,0.0
836d30fffffffff,327.0,18.0,0.0,0.0,0.0
836d31fffffffff,201.0,48.0,0.0,0.0,0.0
836d32fffffffff,4440.0,373.0,0.0,0.0,0.0
836d33fffffffff,158.0,6.0,0.0,0.0,0.0
836d34fffffffff,962.0,84.0,0.0,0.0,0.0
836d35fffffffff,1803.0,3.0,0.0,0.0,0.0
836d36fffffffff,148.0,24.0,0.0,0.0,0.0
838106fffffffff,3.0,0.0,0.0,0.0,2.0
83811efffffffff,2.0,0.0,0.0,0.0,0.0
838124fffffffff,2.0,0.0,0.0,0.0,0.0
838125fffffffff,2.0,0.0,0.0,0.0,0.0
83812dfffffffff,4.0,0.0,0.0,0.0,0.0
838132fffffffff,6.0,0.0,0.0,0.0,0.0
838162fffffffff,9.0,0.0,0.0,0.0,3.0
838163fffffffff,2.0,0.0,0.0,0.0,0.0
838171fffffffff,15.0,0.0,0.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0,0.0,0.0
838a05fffffffff,14.0,0.0,0.0,0.0,0.0
838a10fffffffff,3.0,0.0,0.0,0.0,0.0
838a24fffffffff,5.0,0.0,0.0,0.0,2.0
838a25fffffffff,12.0,0.0,0.0,0.0,0.0
838a45fffffffff,116.0,0.0,0.0,0.0,12.0
838a63fffffffff,6.0,0.0,0.0,0.0,0.0
838a68fffffffff,1.0,0.0,0.0,0.0,0.0
838a69fffffffff,2.0,0.0,0.0,0.0,0.0
838a6dfffffffff,115.0,0.0,0.0,0.0,15.0
838a75fffffffff,4.0,0.0,0.0,0.0,0.0
838adafffffffff,51.0,0.0,7.0,0.0,0.0
838adbfffffffff,17.0,0.0,6.0,0.0,0.0
838af6fffffffff,4.0,0.0,0.0,0.0,0.0
838b00fffffffff,7.0,0.0,0.0,0.0,0.0
838b05fffffffff,6.0,0.0,0.0,0.0,0.0
838b06fffffffff,6.0,0.0,0.0,0.0,0.0
838b08fffffffff,10.0,0.0,0.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0,0.0,2.0
838b0cfffffffff,119.0,0.0,0.0,0.0,10.0
838b0dfffffffff,233.0,0.0,0.0,0.0,0.0
838b0efffffffff,5.0,0.0,0.0,0.0,0.0
838b10fffffffff,10.0,0.0,0.0,0.0,0.0
838b11fffffffff,10.0,0.0,0.0,0.0,0.0
838b13fffffffff,3.0,0.0,0.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0,0.0,0.0
838b1efffffffff,7.0,0.0,0.0,0.0,0.0
838b20fffffffff,47.0,0.0,0.0,0.0,4.0
838b21fffffffff,2.0,0.0,0.0,0.0,2.0
838b22fffffffff,452.0,0.0,0.0,0.0,10.0
838b23fffffffff,28.0,0.0,0.0,0.0,0.0
838b26fffffffff,42.0,0.0,0.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0,0.0,0.0
838b2afffffffff,125.0,0.0,0.0,0.0,17.0
838b2bfffffffff,14.0,0.0,0.0,0.0,0.0
838b2cfffffffff,15.0,0.0,0.0,0.0,0.0
838b2efffffffff,20.0,0.0,0.0,0.0,0.0
838b31fffffffff,31.0,0.0,0.0,0.0,3.0
838b36fffffffff,18.0,0.0,0.0,0.0,0.0
838b40fffffffff,181.0,0.0,0.0,0.0,3.0
838b42fffffffff,13.0,0.0,0.0,0.0,0.0
838b44fffffffff,262.0,0.0,0.0,0.0,4.0
838b45fffffffff,38.0,0.0,0.0,0.0,0.0
838b46fffffffff,31.0,0.0,0.0,0.0,0.0
838b4efffffffff,16.0,0.0,0.0,0.0,1.0
838b51fffffffff,11.0,0.0,0.0,0.0,0.0
838b52fffffffff,5.0,0.0,0.0,0.0,0.0
838b56fffffffff,27.0,0.0,0.0,0.0,3.0
838b5cfffffffff,8.0,0.0,0.0,0.0,0.0
838b5dfffffffff,2.0,0.0,0.0,0.0,0.0
838b61fffffffff,320.0,0.0,0.0,0.0,2.0
838b62fffffffff,53.0,0.0,0.0,0.0,5.0
838b63fffffffff,399.0,0.0,0.0,0.0,22.0
838b68fffffffff,4.0,0.0,0.0,0.0,0.0
838b69fffffffff,16.0,0.0,0.0,0.0,0.0
838b6cfffffffff,7.0,0.0,0.0,0.0,0.0
838b6efffffffff,90.0,0.0,0.0,0.0,2.0
838b71fffffffff,336.0,0.0,0.0,0.0,3.0
838b72fffffffff,17.0,0.0,0.0,0.0,0.0
838b74fffffffff,17.0,0.0,0.0,0.0,0.0
838b75fffffffff,4.0,0.0,0.0,0.0,0.0
838b76fffffffff,81.0,0.0,0.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0,0.0,0.0
838b84fffffffff,15.0,0.0,0.0,0.0,2.0
838b88fffffffff,11.0,0.0,0.0,0.0,0.0
838b99fffffffff,4.0,0.0,0.0,0.0,0.0
838b9dfffffffff,14.0,0.0,0.0,0.0,0.0
838ba0fffffffff,4.0,0.0,0.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0,0.0,0.0
838ba6fffffffff,39.0,0.0,0.0,0.0,0.0
838bacfffffffff,1.0,0.0,0.0,0.0,0.0
838bb5fffffffff,23.0,0.0,0.0,0.0,2.0
838e44fffffffff,2.0,0.0,0.0,0.0,0.0
838e45fffffffff,185.0,0.0,0.0,9.0,0.0
838e4cfffffffff,22.0,0.0,0.0,0.0,0.0
838e60fffffffff,2.0,0.0,0.0,0.0,0.0
838e62fffffffff,6603.0,0.0,0.0,1164.0,0.0
838e63fffffffff,56.0,0.0,0.0,2.0,0.0
838e64fffffffff,8.0,0.0,0.0,0.0,0.0
838e65fffffffff,6.0,0.0,0.0,0.0,0.0
838e66fffffffff,74.0,0.0,0.0,1.0,0.0
838e6afffffffff,68.0,0.0,0.0,0.0,0.0
838e6bfffffffff,24.0,0.0,0.0,0.0,0.0
838e6dfffffffff,1.0,0.0,0.0,0.0,0.0
838e6efffffffff,7.0,0.0,0.0,0.0,0.0
838e75fffffffff,438.0,0.0,0.0,18.0,0.0
838f08fffffffff,113.0,0.0,0.0,8.0,0.0
