cell_id,Empidonax traillii,Empidonax traillii traillii,Empidonax traillii brewsteri/adastus,Empidonax traillii extimus
842669bffffffff,3.0,0.0,0.0,0.0
84266a1ffffffff,2.0,0.0,0.0,0.0
84266b5ffffffff,2.0,0.0,0.0,0.0
84266d3ffffffff,3.0,0.0,0.0,0.0
84266d5ffffffff,1.0,0.0,0.0,0.0
84266dbffffffff,8.0,0.0,0.0,0.0
84266ddffffffff,2.0,0.0,0.0,0.0
84266e1ffffffff,2.0,0.0,0.0,0.0
8426707ffffffff,2.0,0.0,0.0,0.0
8426745ffffffff,2.0,0.0,0.0,0.0
8426801ffffffff,8.0,0.0,1.0,0.0
8426803ffffffff,28.0,0.0,0.0,0.0
8426809ffffffff,4.0,0.0,0.0,0.0
842680bffffffff,3.0,0.0,0.0,0.0
8426811ffffffff,5.0,0.0,0.0,0.0
8426813ffffffff,10.0,0.0,0.0,0.0
8426817ffffffff,2.0,0.0,0.0,0.0
8426819ffffffff,1.0,0.0,0.0,0.0
842681bffffffff,7.0,0.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,2.0,0.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0,0.0
8426837ffffffff,7.0,0.0,0.0,0.0
8426853ffffffff,1.0,0.0,0.0,0.0
8426859ffffffff,2.0,0.0,0.0,0.0
8426881ffffffff,7.0,0.0,0.0,0.0
8426885ffffffff,2.0,0.0,0.0,0.0
8426887ffffffff,3.0,0.0,0.0,0.0
8426889ffffffff,26.0,0.0,0.0,0.0
842688dffffffff,5.0,2.0,0.0,0.0
84268a3ffffffff,3.0,0.0,3.0,0.0
84268c3ffffffff,2.0,0.0,0.0,0.0
84268c5ffffffff,7.0,0.0,0.0,0.0
84268c9ffffffff,6.0,0.0,0.0,0.0
84268cbffffffff,3.0,0.0,0.0,0.0
84268cdffffffff,38.0,0.0,0.0,0.0
84268d5ffffffff,24.0,4.0,5.0,0.0
84268d9ffffffff,7.0,0.0,0.0,0.0
84268dbffffffff,6.0,2.0,0.0,0.0
842694dffffffff,2.0,0.0,0.0,0.0
8426953ffffffff,5.0,0.0,0.0,0.0
8426961ffffffff,46.0,0.0,0.0,0.0
8426963ffffffff,8.0,0.0,0.0,0.0
8426969ffffffff,6.0,0.0,0.0,0.0
842696bffffffff,23.0,0.0,7.0,0.0
8426987ffffffff,4.0,0.0,0.0,0.0
8426989ffffffff,2.0,0.0,0.0,0.0
842698bffffffff,1.0,0.0,0.0,0.0
842698dffffffff,2.0,0.0,0.0,0.0
8426991ffffffff,7.0,0.0,0.0,0.0
8426995ffffffff,9.0,0.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0,0.0
842699bffffffff,5.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269b9ffffffff,3.0,0.0,0.0,0.0
84269c1ffffffff,6.0,0.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0,0.0
84269cbffffffff,22.0,0.0,0.0,0.0
84269cdffffffff,13.0,0.0,0.0,0.0
84269d3ffffffff,1.0,0.0,0.0,0.0
84269d5ffffffff,1.0,0.0,0.0,0.0
84269ddffffffff,1.0,0.0,1.0,0.0
84269e1ffffffff,2.0,0.0,0.0,0.0
84269e9ffffffff,4.0,0.0,0.0,0.0
84269ebffffffff,2.0,0.0,0.0,0.0
8426a2bffffffff,2.0,0.0,0.0,0.0
8426a3bffffffff,2.0,0.0,0.0,0.0
8426a59ffffffff,3.0,0.0,0.0,0.0
8426a85ffffffff,1.0,0.0,1.0,0.0
8426a87ffffffff,7.0,0.0,0.0,0.0
8426a8bffffffff,4.0,0.0,0.0,0.0
8426a95ffffffff,1.0,1.0,0.0,0.0
8426a97ffffffff,3.0,0.0,0.0,0.0
8426aa7ffffffff,3.0,0.0,0.0,0.0
8426aa9ffffffff,15.0,0.0,1.0,0.0
8426ab3ffffffff,2.0,0.0,0.0,0.0
8426ab5ffffffff,2.0,0.0,0.0,0.0
8426ab7ffffffff,6.0,0.0,0.0,0.0
8426ab9ffffffff,3.0,1.0,0.0,0.0
8426acbffffffff,1.0,0.0,0.0,0.0
8426ad7ffffffff,2.0,2.0,0.0,0.0
8426ae7ffffffff,7.0,0.0,0.0,0.0
8426c11ffffffff,3.0,0.0,0.0,0.0
8426c1bffffffff,2.0,0.0,0.0,0.0
8426c37ffffffff,3.0,0.0,0.0,0.0
8426c83ffffffff,5.0,0.0,0.0,0.0
8426c85ffffffff,4.0,0.0,0.0,0.0
8426c87ffffffff,21.0,0.0,0.0,0.0
8426c89ffffffff,13.0,0.0,0.0,0.0
8426c9dffffffff,18.0,0.0,0.0,0.0
8426ca9ffffffff,2.0,0.0,0.0,0.0
8426cb3ffffffff,2.0,0.0,0.0,0.0
8426cb5ffffffff,2.0,0.0,0.0,0.0
8426cb9ffffffff,2.0,0.0,0.0,0.0
8426cbdffffffff,1.0,0.0,0.0,0.0
8426d0dffffffff,2.0,0.0,0.0,0.0
8426d15ffffffff,2.0,0.0,0.0,0.0
8426d39ffffffff,4.0,0.0,0.0,0.0
8426d45ffffffff,3.0,0.0,3.0,0.0
8426d53ffffffff,1.0,0.0,0.0,0.0
8426d69ffffffff,1.0,1.0,0.0,0.0
8426d6bffffffff,2.0,0.0,0.0,0.0
8426d91ffffffff,2.0,0.0,0.0,0.0
8426d99ffffffff,1.0,0.0,0.0,0.0
8426d9dffffffff,2.0,0.0,0.0,0.0
8426da7ffffffff,2.0,0.0,0.0,0.0
8426dc3ffffffff,3.0,0.0,0.0,0.0
8426dd1ffffffff,1.0,0.0,0.0,0.0
8426ddbffffffff,8.0,0.0,0.0,0.0
8426de7ffffffff,4.0,2.0,0.0,0.0
8426dedffffffff,2.0,0.0,0.0,0.0
8426e19ffffffff,1.0,0.0,0.0,0.0
8426e1bffffffff,4.0,0.0,0.0,0.0
8426e23ffffffff,4.0,0.0,0.0,0.0
8426e2dffffffff,1.0,0.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,1.0,0.0,0.0,0.0
8426e5bffffffff,24.0,0.0,0.0,0.0
8426e91ffffffff,2.0,0.0,0.0,0.0
8426e9dffffffff,8.0,0.0,0.0,0.0
8426ec1ffffffff,2.0,0.0,0.0,0.0
8426ec9ffffffff,4.0,0.0,0.0,0.0
8426ed5ffffffff,4.0,0.0,0.0,0.0
8426ed7ffffffff,9.0,0.0,0.0,0.0
8426edbffffffff,3.0,0.0,0.0,0.0
8426f07ffffffff,4.0,0.0,0.0,0.0
8426f0dffffffff,4.0,0.0,0.0,0.0
8426f25ffffffff,17.0,2.0,0.0,0.0
8426f27ffffffff,7.0,0.0,0.0,0.0
8426f2bffffffff,1.0,0.0,0.0,0.0
8426f2dffffffff,7.0,2.0,0.0,0.0
8426f57ffffffff,2.0,0.0,0.0,0.0
8427023ffffffff,4.0,0.0,0.0,0.0
84270e7ffffffff,2.0,0.0,0.0,0.0
8427137ffffffff,2.0,0.0,0.0,0.0
842719dffffffff,1.0,0.0,0.0,0.0
84271c7ffffffff,8.0,0.0,0.0,0.0
84271ebffffffff,7.0,0.0,0.0,0.0
8427409ffffffff,1.0,0.0,0.0,0.0
842740dffffffff,2.0,0.0,0.0,0.0
8427423ffffffff,8.0,0.0,0.0,0.0
8427435ffffffff,1.0,0.0,0.0,0.0
8427439ffffffff,1.0,0.0,0.0,0.0
842745bffffffff,17.0,0.0,0.0,0.0
8427463ffffffff,1.0,0.0,0.0,0.0
8427481ffffffff,7.0,0.0,0.0,0.0
8427485ffffffff,1.0,0.0,0.0,0.0
8427487ffffffff,2.0,0.0,0.0,0.0
842748bffffffff,3.0,0.0,0.0,0.0
842748dffffffff,38.0,0.0,0.0,0.0
8427499ffffffff,18.0,0.0,0.0,0.0
842749bffffffff,3.0,0.0,0.0,0.0
842749dffffffff,3.0,0.0,0.0,0.0
84274b5ffffffff,4.0,0.0,0.0,0.0
84274b7ffffffff,1.0,1.0,0.0,0.0
84274b9ffffffff,1.0,0.0,0.0,0.0
84274bdffffffff,1.0,0.0,0.0,0.0
84274c1ffffffff,2.0,0.0,0.0,0.0
84274cbffffffff,1.0,0.0,0.0,0.0
84274d1ffffffff,3.0,0.0,0.0,0.0
84274d3ffffffff,9.0,0.0,0.0,0.0
84274d5ffffffff,7.0,0.0,0.0,0.0
84274d7ffffffff,8.0,0.0,0.0,0.0
84274d9ffffffff,4.0,0.0,0.0,0.0
84274dbffffffff,20.0,0.0,0.0,0.0
84274ddffffffff,7.0,0.0,0.0,0.0
84274e3ffffffff,8.0,0.0,0.0,0.0
84274e9ffffffff,3.0,0.0,0.0,0.0
84274ebffffffff,2.0,0.0,0.0,0.0
8427511ffffffff,2.0,0.0,0.0,0.0
8427513ffffffff,7.0,0.0,0.0,0.0
8427517ffffffff,1.0,0.0,0.0,0.0
8427519ffffffff,9.0,0.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0,0.0
8427551ffffffff,1.0,0.0,0.0,0.0
8427569ffffffff,4.0,0.0,0.0,0.0
8427581ffffffff,2.0,0.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0,0.0
8427591ffffffff,2.0,2.0,0.0,0.0
8427593ffffffff,19.0,4.0,0.0,0.0
8427597ffffffff,5.0,0.0,0.0,0.0
8427599ffffffff,4.0,0.0,0.0,0.0
842759bffffffff,13.0,2.0,0.0,0.0
842759dffffffff,3.0,0.0,0.0,0.0
84275a3ffffffff,1.0,0.0,0.0,0.0
84275adffffffff,2.0,0.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0,0.0
84275c3ffffffff,17.0,0.0,0.0,0.0
84275c5ffffffff,14.0,0.0,0.0,0.0
84275c9ffffffff,2.0,0.0,0.0,0.0
84275cdffffffff,4.0,0.0,0.0,0.0
84275d3ffffffff,4.0,0.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0,0.0
84275d7ffffffff,4.0,0.0,0.0,0.0
84275e1ffffffff,2.0,0.0,0.0,0.0
84275e9ffffffff,2.0,0.0,0.0,0.0
8427633ffffffff,3.0,0.0,0.0,0.0
842763bffffffff,3.0,0.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0,0.0
8427693ffffffff,4.0,4.0,0.0,0.0
842769bffffffff,2.0,0.0,0.0,0.0
84276a1ffffffff,4.0,0.0,0.0,0.0
84276b1ffffffff,2.0,0.0,0.0,0.0
84276b5ffffffff,2.0,0.0,0.0,0.0
84276b7ffffffff,12.0,0.0,0.0,0.0
84276bdffffffff,4.0,0.0,0.0,0.0
84276c3ffffffff,1.0,0.0,0.0,0.0
84276d1ffffffff,2.0,2.0,0.0,0.0
84276d3ffffffff,6.0,5.0,0.0,0.0
84276e7ffffffff,1.0,0.0,0.0,0.0
84276edffffffff,52.0,0.0,0.0,0.0
8427717ffffffff,5.0,0.0,0.0,0.0
8427801ffffffff,4.0,0.0,0.0,0.0
8427859ffffffff,3.0,0.0,0.0,0.0
8427901ffffffff,2.0,0.0,0.0,0.0
8427969ffffffff,2.0,0.0,0.0,0.0
8427995ffffffff,3.0,0.0,0.0,0.0
84279e5ffffffff,2.0,0.0,0.0,0.0
8427a07ffffffff,2.0,0.0,0.0,0.0
8427a2dffffffff,2.0,0.0,0.0,0.0
8427a63ffffffff,2.0,0.0,0.0,0.0
8427a95ffffffff,1.0,0.0,0.0,0.0
8427addffffffff,5.0,0.0,0.0,0.0
8427ae5ffffffff,3.0,0.0,0.0,0.0
8427b21ffffffff,2.0,0.0,0.0,0.0
8427b29ffffffff,4.0,0.0,0.0,0.0
8427b2bffffffff,2.0,0.0,0.0,0.0
8427b53ffffffff,1.0,0.0,0.0,0.0
8427b67ffffffff,3.0,0.0,0.0,0.0
8428021ffffffff,2.0,0.0,0.0,0.0
8428023ffffffff,15.0,0.0,0.0,0.0
842802bffffffff,14.0,0.0,0.0,0.0
8428035ffffffff,2.0,0.0,0.0,0.0
8428063ffffffff,11.0,0.0,0.0,0.0
8428069ffffffff,3.0,0.0,0.0,0.0
842806dffffffff,1.0,0.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0,0.0
842810bffffffff,4.0,0.0,0.0,0.0
8428143ffffffff,13.0,0.0,0.0,0.0
8428145ffffffff,2.0,0.0,0.0,0.0
8428149ffffffff,2.0,0.0,0.0,0.0
842814bffffffff,6.0,0.0,0.0,0.0
8428151ffffffff,44.0,0.0,0.0,0.0
8428153ffffffff,7.0,0.0,4.0,0.0
8428155ffffffff,4.0,0.0,0.0,0.0
8428157ffffffff,10.0,0.0,0.0,0.0
8428183ffffffff,6.0,0.0,0.0,0.0
842818bffffffff,3.0,0.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0,0.0
84281b9ffffffff,2.0,0.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0,0.0
84281cbffffffff,2.0,0.0,0.0,0.0
84281d5ffffffff,10.0,0.0,0.0,0.0
84281e5ffffffff,92.0,0.0,0.0,0.0
84281e9ffffffff,6.0,0.0,0.0,0.0
84281ebffffffff,10.0,0.0,0.0,0.0
84281edffffffff,2.0,0.0,0.0,0.0
8428301ffffffff,8.0,0.0,0.0,0.0
8428303ffffffff,3.0,0.0,0.0,0.0
8428305ffffffff,9.0,0.0,0.0,0.0
8428307ffffffff,5.0,0.0,0.0,0.0
8428309ffffffff,92.0,0.0,0.0,0.0
842830bffffffff,3.0,0.0,0.0,0.0
842830dffffffff,16.0,0.0,0.0,0.0
842831dffffffff,17.0,0.0,0.0,0.0
8428321ffffffff,4.0,0.0,0.0,0.0
8428323ffffffff,4.0,0.0,0.0,0.0
8428329ffffffff,12.0,0.0,0.0,0.0
842832bffffffff,3.0,0.0,0.0,0.0
8428337ffffffff,2.0,0.0,0.0,0.0
8428339ffffffff,1.0,0.0,0.0,0.0
842833bffffffff,1.0,0.0,0.0,0.0
8428341ffffffff,120.0,0.0,0.0,0.0
8428343ffffffff,54.0,0.0,0.0,0.0
8428345ffffffff,3.0,0.0,0.0,0.0
8428347ffffffff,27.0,0.0,0.0,0.0
842834dffffffff,127.0,0.0,0.0,0.0
8428355ffffffff,39.0,10.0,2.0,0.0
8428357ffffffff,47.0,0.0,0.0,0.0
8428361ffffffff,6.0,0.0,0.0,0.0
8428363ffffffff,81.0,0.0,0.0,0.0
8428367ffffffff,46.0,0.0,0.0,0.0
8428369ffffffff,2.0,0.0,0.0,0.0
842836bffffffff,27.0,0.0,0.0,0.0
8428809ffffffff,1.0,0.0,0.0,0.0
8428841ffffffff,4.0,0.0,0.0,0.0
8428843ffffffff,80.0,0.0,0.0,0.0
8428847ffffffff,37.0,0.0,0.0,0.0
8428855ffffffff,6.0,0.0,0.0,0.0
842888dffffffff,1.0,0.0,0.0,0.0
8428899ffffffff,3.0,0.0,0.0,0.0
84288adffffffff,2.0,0.0,0.0,0.0
84288b5ffffffff,2.0,0.0,0.0,0.0
84288e3ffffffff,2.0,0.0,0.0,0.0
84288e7ffffffff,1.0,0.0,0.0,0.0
8428907ffffffff,2.0,0.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0,0.0
8428923ffffffff,11.0,0.0,0.0,0.0
8428925ffffffff,2.0,0.0,0.0,0.0
8428927ffffffff,2.0,0.0,0.0,0.0
8428937ffffffff,2.0,0.0,0.0,0.0
842893bffffffff,2.0,0.0,0.0,0.0
8428967ffffffff,10.0,0.0,0.0,0.0
8428985ffffffff,1.0,0.0,0.0,0.0
84289d3ffffffff,5.0,0.0,0.0,0.0
84289e3ffffffff,2.0,0.0,0.0,0.0
8428a11ffffffff,3.0,0.0,0.0,0.0
8428a29ffffffff,1.0,0.0,0.0,0.0
8428a81ffffffff,2.0,0.0,0.0,0.0
8428a91ffffffff,40.0,0.0,0.0,0.0
8428a93ffffffff,77.0,0.0,0.0,0.0
8428a95ffffffff,15.0,0.0,0.0,0.0
8428a97ffffffff,28.0,0.0,1.0,0.0
8428a99ffffffff,30.0,0.0,0.0,0.0
8428a9bffffffff,2.0,0.0,0.0,0.0
8428ae1ffffffff,2.0,0.0,0.0,0.0
8428ae9ffffffff,15.0,0.0,0.0,0.0
8428b1dffffffff,3.0,0.0,0.0,0.0
8428b3bffffffff,3.0,0.0,0.0,0.0
8428b4bffffffff,2.0,0.0,0.0,0.0
8428b61ffffffff,6.0,0.0,0.0,0.0
8428b6dffffffff,6.0,0.0,0.0,0.0
8428c27ffffffff,5.0,0.0,0.0,0.0
8428d07ffffffff,2.0,0.0,0.0,0.0
8428d09ffffffff,8.0,0.0,0.0,0.0
8428d0bffffffff,2.0,0.0,2.0,0.0
8428d13ffffffff,2.0,0.0,0.0,0.0
8428d15ffffffff,19.0,0.0,0.0,0.0
8428d17ffffffff,10.0,0.0,0.0,0.0
8428d19ffffffff,2.0,0.0,0.0,0.0
8428d1bffffffff,22.0,2.0,5.0,0.0
8428d1dffffffff,3.0,0.0,0.0,0.0
8428d33ffffffff,3.0,0.0,0.0,0.0
8428d43ffffffff,2.0,0.0,0.0,0.0
8428d4bffffffff,3.0,0.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0,0.0
8428d55ffffffff,22.0,0.0,0.0,0.0
8428d59ffffffff,2.0,0.0,0.0,0.0
8428d5bffffffff,3.0,0.0,0.0,0.0
8428d5dffffffff,4.0,0.0,0.0,0.0
8428d6bffffffff,6.0,0.0,0.0,0.0
8428d81ffffffff,6.0,0.0,0.0,0.0
8428d83ffffffff,2.0,0.0,0.0,0.0
8428dc7ffffffff,13.0,0.0,2.0,0.0
8428dc9ffffffff,3.0,0.0,0.0,0.0
8428de1ffffffff,1.0,0.0,1.0,0.0
8428de3ffffffff,2.0,0.0,0.0,0.0
8428de9ffffffff,25.0,0.0,2.0,0.0
8428dedffffffff,28.0,0.0,0.0,0.0
8428f01ffffffff,24.0,0.0,0.0,0.0
8428f03ffffffff,4.0,0.0,0.0,0.0
8428f05ffffffff,9.0,0.0,0.0,0.0
8428f07ffffffff,4.0,0.0,0.0,0.0
8428f09ffffffff,3.0,0.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0,0.0
8428f15ffffffff,2.0,0.0,0.0,0.0
8428f17ffffffff,1.0,0.0,0.0,0.0
8428f1dffffffff,7.0,0.0,0.0,0.0
8428f29ffffffff,1.0,0.0,0.0,0.0
8428f33ffffffff,2.0,0.0,0.0,0.0
8428f37ffffffff,35.0,0.0,0.0,0.0
8428f39ffffffff,1.0,0.0,1.0,0.0
8428f57ffffffff,3.0,0.0,0.0,0.0
8429125ffffffff,9.0,0.0,0.0,0.0
8429127ffffffff,5.0,0.0,0.0,0.0
842912dffffffff,2.0,0.0,0.0,0.0
8429135ffffffff,8.0,0.0,0.0,3.0
84291a5ffffffff,2.0,0.0,0.0,0.0
84291a7ffffffff,177.0,0.0,0.0,0.0
842980bffffffff,2.0,0.0,0.0,0.0
842980dffffffff,1.0,0.0,0.0,0.0
842981bffffffff,10.0,0.0,0.0,0.0
842982bffffffff,10.0,0.0,0.0,7.0
8429841ffffffff,2.0,0.0,0.0,0.0
8429843ffffffff,1.0,0.0,0.0,0.0
8429855ffffffff,11.0,0.0,0.0,0.0
8429863ffffffff,10.0,0.0,0.0,0.0
8429867ffffffff,3.0,0.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0,0.0
842986bffffffff,3.0,0.0,0.0,0.0
84298c5ffffffff,4.0,0.0,0.0,0.0
84298c9ffffffff,7.0,0.0,0.0,0.0
84298cdffffffff,21.0,0.0,0.0,0.0
84298d5ffffffff,3.0,0.0,0.0,0.0
84298ddffffffff,1.0,0.0,0.0,0.0
84298e1ffffffff,4.0,0.0,0.0,0.0
84298e7ffffffff,3.0,0.0,0.0,0.0
84298e9ffffffff,19.0,0.0,0.0,0.0
8429953ffffffff,2.0,0.0,0.0,0.0
8429995ffffffff,4.0,0.0,0.0,0.0
84299b3ffffffff,2.0,0.0,0.0,0.0
84299b5ffffffff,2.0,0.0,0.0,0.0
8429a01ffffffff,9.0,0.0,0.0,0.0
8429a05ffffffff,9.0,0.0,0.0,0.0
8429a07ffffffff,5.0,0.0,0.0,0.0
8429a0bffffffff,28.0,0.0,0.0,4.0
8429a11ffffffff,3.0,0.0,0.0,0.0
8429a15ffffffff,3.0,0.0,0.0,0.0
8429a17ffffffff,52.0,0.0,0.0,0.0
8429a19ffffffff,22.0,0.0,0.0,0.0
8429a1bffffffff,2.0,0.0,0.0,0.0
8429a1dffffffff,11.0,0.0,0.0,0.0
8429a31ffffffff,9.0,0.0,0.0,0.0
8429a3bffffffff,5.0,0.0,0.0,0.0
8429a41ffffffff,46.0,0.0,0.0,0.0
8429a43ffffffff,8.0,0.0,0.0,0.0
8429a45ffffffff,3.0,0.0,0.0,0.0
8429a47ffffffff,8.0,0.0,0.0,0.0
8429a49ffffffff,4.0,0.0,0.0,0.0
8429a4dffffffff,10.0,0.0,0.0,0.0
8429a55ffffffff,9.0,0.0,0.0,0.0
8429a57ffffffff,9.0,0.0,0.0,0.0
8429a59ffffffff,8.0,0.0,0.0,0.0
8429a61ffffffff,12.0,0.0,0.0,0.0
8429a63ffffffff,5.0,0.0,0.0,0.0
