cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
8419461ffffffff,12.0,2.0,0.0,0.0
8419463ffffffff,2.0,0.0,0.0,0.0
841946bffffffff,2.0,0.0,0.0,0.0
8419481ffffffff,6.0,3.0,0.0,0.0
8419485ffffffff,20.0,0.0,0.0,0.0
841948dffffffff,24.0,4.0,0.0,0.0
8419497ffffffff,2.0,2.0,0.0,0.0
84194a1ffffffff,3.0,0.0,0.0,0.0
84194a3ffffffff,2.0,0.0,0.0,0.0
84194a5ffffffff,14.0,0.0,0.0,0.0
84194adffffffff,3.0,0.0,0.0,0.0
84194bbffffffff,2.0,1.0,0.0,0.0
84194c5ffffffff,21.0,3.0,0.0,0.0
84194d5ffffffff,4.0,0.0,0.0,0.0
84194d7ffffffff,4.0,0.0,0.0,0.0
84194dbffffffff,5.0,0.0,0.0,0.0
84194ddffffffff,13.0,6.0,0.0,0.0
84194e3ffffffff,1.0,0.0,0.0,0.0
84194e5ffffffff,3.0,0.0,0.0,0.0
84194e7ffffffff,20.0,1.0,0.0,0.0
84194e9ffffffff,1.0,0.0,0.0,0.0
84194ebffffffff,12.0,0.0,0.0,0.0
84194edffffffff,10.0,0.0,0.0,0.0
8419507ffffffff,2.0,0.0,0.0,0.0
8419511ffffffff,2.0,0.0,0.0,0.0
8419519ffffffff,2.0,0.0,0.0,0.0
841951bffffffff,1.0,0.0,0.0,0.0
841953bffffffff,2.0,0.0,0.0,0.0
8419549ffffffff,4.0,0.0,0.0,0.0
8419551ffffffff,1.0,0.0,0.0,0.0
8419553ffffffff,5.0,0.0,0.0,0.0
8419555ffffffff,10.0,0.0,0.0,0.0
8419559ffffffff,23.0,13.0,0.0,0.0
8419585ffffffff,4.0,0.0,0.0,0.0
8419589ffffffff,6.0,0.0,0.0,0.0
841958bffffffff,1.0,0.0,0.0,0.0
8419595ffffffff,3.0,0.0,0.0,0.0
8419597ffffffff,7.0,0.0,0.0,0.0
841959bffffffff,2.0,0.0,0.0,0.0
84195a7ffffffff,1.0,0.0,0.0,0.0
84195a9ffffffff,2.0,0.0,0.0,0.0
84195adffffffff,2.0,0.0,0.0,0.0
84195bbffffffff,14.0,1.0,0.0,0.0
84195c1ffffffff,2.0,0.0,0.0,0.0
84195c3ffffffff,1.0,0.0,0.0,0.0
84195c7ffffffff,3.0,1.0,0.0,0.0
84195cbffffffff,2.0,0.0,0.0,0.0
84195d1ffffffff,6.0,0.0,0.0,0.0
84195d3ffffffff,2.0,0.0,0.0,0.0
84195d7ffffffff,3.0,0.0,0.0,0.0
84195dbffffffff,14.0,0.0,0.0,0.0
84195e1ffffffff,2.0,0.0,0.0,0.0
84195e3ffffffff,1.0,0.0,0.0,0.0
84195e5ffffffff,2.0,0.0,0.0,0.0
84195e7ffffffff,2.0,0.0,0.0,0.0
84195e9ffffffff,2.0,0.0,0.0,0.0
84195edffffffff,1.0,0.0,0.0,0.0
8419683ffffffff,8.0,0.0,0.0,0.0
8419689ffffffff,21.0,0.0,0.0,0.0
8419691ffffffff,4.0,0.0,0.0,0.0
8419693ffffffff,7.0,0.0,0.0,0.0
8419695ffffffff,4.0,0.0,0.0,0.0
8419697ffffffff,4.0,0.0,0.0,0.0
841969bffffffff,3.0,0.0,0.0,0.0
841969dffffffff,3.0,0.0,0.0,0.0
84196b7ffffffff,2.0,0.0,0.0,0.0
84196b9ffffffff,5.0,0.0,0.0,0.0
84196c3ffffffff,5.0,0.0,0.0,0.0
84196d9ffffffff,7.0,0.0,0.0,0.0
84196dbffffffff,1.0,0.0,0.0,0.0
84196ddffffffff,8.0,0.0,0.0,0.0
8419723ffffffff,10.0,1.0,0.0,0.0
8419725ffffffff,2.0,0.0,0.0,0.0
841972bffffffff,2.0,0.0,0.0,0.0
841972dffffffff,2.0,0.0,0.0,0.0
8419731ffffffff,9.0,0.0,0.0,0.0
8419733ffffffff,2.0,0.0,0.0,0.0
8419739ffffffff,16.0,0.0,0.0,0.0
841973bffffffff,6.0,0.0,0.0,0.0
841973dffffffff,7.0,0.0,0.0,0.0
8419765ffffffff,6.0,0.0,0.0,0.0
8419767ffffffff,11.0,0.0,0.0,0.0
841e011ffffffff,4.0,0.0,0.0,0.0
841e013ffffffff,1.0,0.0,0.0,0.0
841e019ffffffff,5.0,0.0,0.0,0.0
841e01bffffffff,4.0,0.0,0.0,0.0
841e01dffffffff,6.0,0.0,0.0,0.0
841e031ffffffff,1.0,0.0,0.0,0.0
841e035ffffffff,2.0,0.0,2.0,0.0
841e047ffffffff,5.0,0.0,0.0,0.0
841e049ffffffff,23.0,0.0,6.0,0.0
841e053ffffffff,2.0,0.0,0.0,0.0
841e055ffffffff,11.0,0.0,3.0,0.0
841e057ffffffff,7.0,0.0,0.0,0.0
841e093ffffffff,4.0,0.0,0.0,0.0
841e09bffffffff,12.0,0.0,0.0,0.0
841e0b5ffffffff,6.0,0.0,0.0,0.0
841e0dbffffffff,2.0,0.0,0.0,0.0
841e0e7ffffffff,2.0,0.0,0.0,0.0
841e0edffffffff,2.0,0.0,0.0,0.0
841e107ffffffff,7.0,0.0,0.0,0.0
841e129ffffffff,2.0,0.0,0.0,0.0
841e12bffffffff,2.0,0.0,0.0,0.0
841e141ffffffff,2.0,0.0,0.0,0.0
841e143ffffffff,1.0,0.0,0.0,0.0
841e145ffffffff,6.0,0.0,0.0,0.0
841e147ffffffff,4.0,0.0,0.0,0.0
841e151ffffffff,8.0,0.0,4.0,0.0
841e155ffffffff,4.0,0.0,0.0,0.0
841e161ffffffff,8.0,0.0,0.0,0.0
841e163ffffffff,17.0,0.0,1.0,0.0
841e167ffffffff,25.0,0.0,0.0,0.0
841e169ffffffff,3.0,0.0,0.0,0.0
841e16bffffffff,1.0,0.0,0.0,0.0
841e16dffffffff,7.0,0.0,2.0,0.0
841e1b3ffffffff,2.0,0.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0,0.0
841e225ffffffff,1.0,0.0,0.0,0.0
841e22dffffffff,10.0,0.0,4.0,0.0
841e301ffffffff,3.0,0.0,0.0,0.0
841e305ffffffff,3.0,0.0,0.0,0.0
841e32bffffffff,16.0,0.0,0.0,0.0
841e341ffffffff,1.0,0.0,0.0,0.0
841e355ffffffff,2.0,0.0,0.0,0.0
841e35bffffffff,17.0,0.0,2.0,0.0
841e363ffffffff,2.0,0.0,0.0,0.0
841e505ffffffff,1.0,0.0,0.0,0.0
841e50dffffffff,3.0,0.0,0.0,0.0
841e525ffffffff,1.0,0.0,0.0,0.0
841e527ffffffff,7.0,0.0,1.0,0.0
841e725ffffffff,1.0,0.0,0.0,0.0
841ea41ffffffff,3.0,0.0,0.0,0.0
841ea49ffffffff,2.0,0.0,0.0,0.0
841ea4bffffffff,2.0,0.0,0.0,0.0
841ea4dffffffff,1.0,0.0,0.0,0.0
841ea91ffffffff,2.0,0.0,0.0,0.0
841ea97ffffffff,5.0,0.0,2.0,0.0
841ec01ffffffff,28.0,0.0,1.0,0.0
841ec03ffffffff,4.0,0.0,0.0,0.0
841ec05ffffffff,6.0,0.0,0.0,0.0
841ec07ffffffff,2.0,0.0,0.0,0.0
841ec0dffffffff,10.0,0.0,0.0,0.0
841ec15ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,2.0,0.0,0.0,0.0
841ec2bffffffff,2.0,0.0,0.0,0.0
841ec39ffffffff,41.0,0.0,12.0,0.0
841ec3dffffffff,2.0,0.0,0.0,0.0
841ec47ffffffff,48.0,0.0,6.0,0.0
841ec55ffffffff,4.0,0.0,0.0,0.0
841ec57ffffffff,3.0,0.0,0.0,0.0
841ec8bffffffff,2.0,0.0,0.0,0.0
841ec9bffffffff,1.0,0.0,0.0,0.0
841ecbbffffffff,1.0,0.0,0.0,0.0
841ecd5ffffffff,2.0,0.0,0.0,0.0
841ed11ffffffff,2.0,0.0,0.0,0.0
841ed53ffffffff,1.0,0.0,0.0,0.0
841ee0bffffffff,1.0,0.0,0.0,0.0
841eeb7ffffffff,2.0,0.0,0.0,0.0
841eeebffffffff,1.0,0.0,0.0,0.0
841ef01ffffffff,4.0,0.0,0.0,0.0
841ef59ffffffff,7.0,0.0,0.0,0.0
841ef63ffffffff,6.0,0.0,0.0,0.0
841f001ffffffff,4.0,4.0,0.0,0.0
841f00dffffffff,2.0,0.0,0.0,0.0
841f03bffffffff,3.0,0.0,0.0,0.0
841f041ffffffff,2.0,0.0,0.0,0.0
841f051ffffffff,9.0,0.0,0.0,0.0
841f05bffffffff,2.0,0.0,0.0,0.0
841f061ffffffff,2.0,0.0,0.0,0.0
841f0edffffffff,1.0,0.0,0.0,0.0
841f119ffffffff,1.0,1.0,0.0,0.0
841f11bffffffff,2.0,0.0,0.0,0.0
841f12dffffffff,7.0,0.0,0.0,0.0
841f133ffffffff,2.0,0.0,0.0,0.0
841f137ffffffff,8.0,0.0,0.0,0.0
841f15dffffffff,1.0,0.0,0.0,0.0
841f1c1ffffffff,2.0,2.0,0.0,0.0
841f1c3ffffffff,2.0,0.0,0.0,0.0
841f207ffffffff,3.0,0.0,0.0,0.0
841f219ffffffff,1.0,0.0,0.0,0.0
841f22bffffffff,1.0,0.0,0.0,0.0
841f22dffffffff,2.0,0.0,0.0,0.0
841f24bffffffff,10.0,0.0,0.0,0.0
841f251ffffffff,1.0,0.0,0.0,0.0
841f25dffffffff,1.0,0.0,0.0,0.0
841f283ffffffff,4.0,0.0,0.0,0.0
841f2a3ffffffff,38.0,37.0,0.0,0.0
841f2a9ffffffff,2.0,0.0,0.0,0.0
841f31dffffffff,3.0,0.0,0.0,0.0
841f325ffffffff,2.0,0.0,0.0,0.0
841f327ffffffff,7.0,4.0,0.0,0.0
841f335ffffffff,6.0,2.0,0.0,0.0
841f33dffffffff,86.0,7.0,0.0,0.0
841f355ffffffff,6.0,2.0,0.0,0.0
841f357ffffffff,5.0,2.0,0.0,0.0
841f715ffffffff,4.0,0.0,0.0,0.0
841f80bffffffff,4.0,0.0,0.0,0.0
841f815ffffffff,27.0,0.0,3.0,0.0
841f823ffffffff,2.0,0.0,0.0,0.0
841f827ffffffff,7.0,0.0,4.0,0.0
841f833ffffffff,2.0,0.0,0.0,0.0
841f835ffffffff,4.0,0.0,0.0,0.0
841f837ffffffff,7.0,0.0,1.0,0.0
841f841ffffffff,2.0,0.0,0.0,0.0
841f881ffffffff,21.0,0.0,3.0,0.0
841f883ffffffff,8.0,0.0,0.0,0.0
841f885ffffffff,4.0,0.0,2.0,0.0
841f887ffffffff,12.0,0.0,0.0,0.0
841f88bffffffff,2.0,0.0,0.0,0.0
841f88dffffffff,7.0,0.0,0.0,0.0
841f891ffffffff,4.0,0.0,0.0,0.0
841f893ffffffff,6.0,0.0,0.0,0.0
841f895ffffffff,2.0,0.0,2.0,0.0
841f897ffffffff,32.0,0.0,4.0,0.0
841f89bffffffff,2.0,0.0,0.0,0.0
841f89dffffffff,3.0,0.0,1.0,0.0
841f8a1ffffffff,9.0,0.0,0.0,0.0
841f8a3ffffffff,4.0,0.0,0.0,0.0
841f8a5ffffffff,4.0,0.0,0.0,0.0
841f8a7ffffffff,1.0,0.0,0.0,0.0
841f8a9ffffffff,2.0,0.0,2.0,0.0
841f8abffffffff,6.0,0.0,0.0,0.0
841f8adffffffff,8.0,0.0,0.0,0.0
841f8b1ffffffff,12.0,0.0,0.0,0.0
841f8b3ffffffff,4.0,0.0,0.0,0.0
841f8b5ffffffff,3.0,0.0,0.0,0.0
841f8b9ffffffff,4.0,0.0,0.0,0.0
841f8bbffffffff,12.0,0.0,4.0,0.0
841f8bdffffffff,7.0,0.0,0.0,0.0
841f8e1ffffffff,13.0,0.0,0.0,0.0
841f8e3ffffffff,4.0,0.0,0.0,0.0
841f8e5ffffffff,10.0,0.0,0.0,0.0
841f8e7ffffffff,5.0,0.0,0.0,0.0
841f913ffffffff,50.0,0.0,47.0,0.0
841f917ffffffff,7.0,0.0,0.0,0.0
841f91bffffffff,23.0,0.0,4.0,0.0
841f933ffffffff,9.0,0.0,4.0,0.0
841f98dffffffff,2.0,0.0,0.0,0.0
841f9a5ffffffff,2.0,0.0,0.0,0.0
841f9adffffffff,5.0,0.0,0.0,0.0
841f9c1ffffffff,7.0,0.0,0.0,0.0
841f9c3ffffffff,20.0,0.0,0.0,0.0
841f9c5ffffffff,11.0,0.0,6.0,0.0
841f9c7ffffffff,1.0,0.0,0.0,0.0
841f9c9ffffffff,9.0,0.0,2.0,0.0
841f9cbffffffff,19.0,0.0,0.0,0.0
841f9cdffffffff,27.0,0.0,0.0,0.0
841f9d1ffffffff,4.0,0.0,2.0,0.0
841f9d9ffffffff,11.0,0.0,0.0,0.0
841f9dbffffffff,1.0,0.0,0.0,0.0
841f9ddffffffff,15.0,0.0,2.0,0.0
841f9e1ffffffff,19.0,0.0,8.0,0.0
841f9e3ffffffff,8.0,0.0,0.0,0.0
841f9e5ffffffff,3.0,0.0,2.0,0.0
841f9e7ffffffff,12.0,0.0,0.0,0.0
841f9ebffffffff,9.0,0.0,1.0,0.0
841fa41ffffffff,2.0,0.0,0.0,0.0
841fa45ffffffff,2.0,0.0,0.0,0.0
841fa47ffffffff,6.0,0.0,0.0,0.0
841fa4dffffffff,1.0,0.0,0.0,0.0
841fa5bffffffff,2.0,0.0,0.0,0.0
841fa63ffffffff,2.0,0.0,0.0,0.0
841fa6dffffffff,5.0,0.0,0.0,0.0
841fa8dffffffff,4.0,0.0,0.0,0.0
841faadffffffff,2.0,0.0,0.0,0.0
841fac7ffffffff,4.0,0.0,0.0,0.0
841fb47ffffffff,2.0,0.0,0.0,0.0
842c001ffffffff,1.0,0.0,0.0,0.0
842c003ffffffff,7.0,0.0,0.0,3.0
842c011ffffffff,1.0,0.0,0.0,0.0
842c015ffffffff,10.0,0.0,0.0,5.0
842c019ffffffff,2.0,0.0,0.0,0.0
842c039ffffffff,2.0,0.0,0.0,0.0
842c03bffffffff,3.0,0.0,0.0,0.0
842c043ffffffff,3.0,0.0,0.0,2.0
842c049ffffffff,29.0,0.0,0.0,26.0
842c04bffffffff,15.0,0.0,0.0,3.0
842c057ffffffff,38.0,0.0,0.0,9.0
842c083ffffffff,3.0,0.0,0.0,3.0
842c095ffffffff,22.0,0.0,0.0,5.0
842c09dffffffff,24.0,0.0,0.0,12.0
842c0b7ffffffff,5.0,0.0,0.0,0.0
842c0c7ffffffff,3.0,0.0,0.0,2.0
842c0dbffffffff,2.0,0.0,0.0,0.0
842c149ffffffff,2.0,0.0,0.0,0.0
842c159ffffffff,2.0,0.0,0.0,0.0
842c191ffffffff,12.0,0.0,0.0,6.0
842c19dffffffff,2.0,0.0,0.0,0.0
842c1ddffffffff,10.0,0.0,0.0,1.0
842c205ffffffff,6.0,0.0,0.0,0.0
842c229ffffffff,8.0,0.0,0.0,0.0
842c233ffffffff,4.0,0.0,0.0,2.0
842c235ffffffff,43.0,0.0,0.0,3.0
842c261ffffffff,7.0,0.0,0.0,2.0
842c263ffffffff,39.0,0.0,0.0,1.0
842c281ffffffff,47.0,0.0,0.0,47.0
842c283ffffffff,182.0,0.0,0.0,178.0
842c2b7ffffffff,2.0,0.0,0.0,0.0
842c2b9ffffffff,2.0,0.0,0.0,2.0
842c2c1ffffffff,6.0,0.0,0.0,6.0
842c2cbffffffff,11.0,0.0,0.0,11.0
842c2e5ffffffff,8.0,0.0,0.0,7.0
842c2e7ffffffff,3.0,0.0,0.0,3.0
842c2e9ffffffff,9.0,0.0,0.0,9.0
842c333ffffffff,27.0,0.0,0.0,0.0
842c33bffffffff,8.0,0.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0,0.0
842c8ebffffffff,1.0,0.0,0.0,0.0
842cc21ffffffff,2.0,0.0,0.0,0.0
842ccb1ffffffff,8.0,0.0,0.0,0.0
842cce3ffffffff,1.0,0.0,0.0,0.0
842cd59ffffffff,5.0,0.0,0.0,0.0
842cd5bffffffff,17.0,0.0,0.0,0.0
842d00dffffffff,3.0,0.0,0.0,0.0
842d12bffffffff,58.0,0.0,0.0,2.0
842d13dffffffff,11.0,0.0,0.0,1.0
842d167ffffffff,2.0,0.0,0.0,0.0
842d16dffffffff,4.0,0.0,0.0,0.0
842d181ffffffff,2.0,0.0,0.0,0.0
842d183ffffffff,2.0,0.0,0.0,0.0
842d193ffffffff,2.0,0.0,0.0,0.0
842d19bffffffff,1.0,0.0,0.0,0.0
842d19dffffffff,2.0,0.0,0.0,0.0
842d1e5ffffffff,2.0,0.0,0.0,0.0
842d311ffffffff,2.0,0.0,0.0,0.0
842d313ffffffff,1.0,0.0,0.0,0.0
842d315ffffffff,2.0,0.0,0.0,0.0
842d329ffffffff,4.0,0.0,0.0,0.0
842d349ffffffff,5.0,0.0,1.0,0.0
842d361ffffffff,2.0,0.0,0.0,0.0
842d535ffffffff,2.0,0.0,0.0,0.0
842d547ffffffff,2.0,0.0,0.0,2.0
842da95ffffffff,3.0,0.0,0.0,0.0
84344cdffffffff,3.0,0.0,0.0,0.0
8434697ffffffff,4.0,0.0,0.0,0.0
84346bbffffffff,4.0,0.0,0.0,0.0
8438241ffffffff,5.0,0.0,0.0,0.0
8438245ffffffff,15.0,1.0,1.0,0.0
8438249ffffffff,2.0,0.0,0.0,0.0
843824bffffffff,4.0,0.0,0.0,0.0
8438251ffffffff,2.0,0.0,0.0,0.0
8438259ffffffff,67.0,0.0,1.0,0.0
8438325ffffffff,2.0,0.0,0.0,0.0
843834dffffffff,4.0,0.0,0.0,0.0
8438367ffffffff,1.0,0.0,0.0,0.0
843840bffffffff,2.0,0.0,0.0,0.0
8439009ffffffff,2.0,0.0,0.0,0.0
8439041ffffffff,40.0,1.0,3.0,0.0
8439043ffffffff,2.0,0.0,0.0,0.0
8439047ffffffff,2.0,0.0,0.0,0.0
843909bffffffff,9.0,0.0,0.0,0.0
84390a3ffffffff,6.0,0.0,0.0,0.0
84390a7ffffffff,4.0,0.0,0.0,0.0
84390abffffffff,2.0,0.0,0.0,0.0
84390b1ffffffff,4.0,0.0,0.0,0.0
84390b5ffffffff,65.0,4.0,2.0,0.0
84390b7ffffffff,4.0,0.0,0.0,0.0
84390cbffffffff,4.0,0.0,0.0,0.0
84390d3ffffffff,5.0,0.0,0.0,0.0
84390dbffffffff,1.0,0.0,0.0,0.0
8439101ffffffff,212.0,0.0,0.0,0.0
843910bffffffff,38.0,0.0,2.0,0.0
8439119ffffffff,2.0,0.0,0.0,0.0
843915dffffffff,37.0,0.0,0.0,0.0
8439181ffffffff,191.0,1.0,2.0,0.0
8439183ffffffff,15.0,0.0,0.0,0.0
8439185ffffffff,4.0,0.0,0.0,0.0
8439187ffffffff,4.0,0.0,0.0,0.0
843918dffffffff,2.0,0.0,0.0,0.0
8439193ffffffff,43.0,0.0,0.0,0.0
843919bffffffff,4.0,0.0,0.0,0.0
843919dffffffff,32.0,0.0,0.0,0.0
84391a9ffffffff,7.0,0.0,2.0,0.0
84391e1ffffffff,1.0,0.0,0.0,0.0
84391e9ffffffff,25.0,0.0,0.0,0.0
8439229ffffffff,2.0,0.0,0.0,0.0
8439235ffffffff,2.0,0.0,0.0,0.0
8439291ffffffff,10.0,0.0,0.0,0.0
8439293ffffffff,14.0,0.0,0.0,0.0
8439295ffffffff,12.0,0.0,0.0,0.0
8439297ffffffff,22.0,0.0,0.0,0.0
8439299ffffffff,2.0,0.0,0.0,0.0
843929bffffffff,1.0,0.0,0.0,0.0
843929dffffffff,2.0,0.0,0.0,0.0
84392a3ffffffff,3.0,0.0,0.0,0.0
84392b1ffffffff,6.0,1.0,0.0,0.0
84392b5ffffffff,43.0,6.0,2.0,0.0
84392b7ffffffff,2.0,0.0,0.0,0.0
84392bbffffffff,2.0,0.0,0.0,0.0
84392c1ffffffff,2.0,0.0,0.0,0.0
84392c9ffffffff,2.0,0.0,0.0,0.0
84392cbffffffff,2.0,0.0,0.0,0.0
84392d1ffffffff,1.0,0.0,0.0,0.0
84392d3ffffffff,2.0,0.0,0.0,0.0
84392d5ffffffff,9.0,0.0,0.0,0.0
84392ddffffffff,12.0,0.0,3.0,0.0
8439337ffffffff,14.0,0.0,2.0,0.0
8439339ffffffff,2.0,0.0,0.0,0.0
8439443ffffffff,7.0,0.0,0.0,0.0
8439447ffffffff,7.0,0.0,0.0,0.0
8439449ffffffff,33.0,2.0,9.0,0.0
843946dffffffff,3.0,0.0,0.0,0.0
