cell_id,Cistothorus palustris,Cistothorus palustris [paludicola Group],Cistothorus palustris [plesius Group],Cistothorus palustris [palustris Group],Cistothorus palustris griseus,Cistothorus palustris tolucensis
830e4dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ecafffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83122efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
831288fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83129bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,6.0,0.0,2.0,0.0,0.0,0.0
8312ccfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8312cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,3.0,0.0,1.0,0.0,0.0,0.0
8312dbfffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8312ddfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,9.0,0.0,0.0,2.0,0.0,0.0
83260bfffffffff,27.0,0.0,0.0,10.0,0.0,0.0
83260cfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832610fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832611fffffffff,5.0,0.0,2.0,0.0,0.0,0.0
832612fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832619fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83261dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83261efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832622fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832623fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832625fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832628fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83262dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832634fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832635fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832636fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832643fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,56.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,60.0,0.0,0.0,1.0,0.0,0.0
832649fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,44.0,0.0,0.0,2.0,0.0,0.0
83264bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,109.0,0.0,0.0,2.0,0.0,0.0
832650fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,15.0,0.0,0.0,3.0,0.0,0.0
832655fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,120.0,0.0,0.0,0.0,0.0,0.0
83265bfffffffff,35.0,0.0,0.0,1.0,0.0,0.0
83265dfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832661fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832663fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,28.0,0.0,0.0,2.0,0.0,0.0
832666fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83266dfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,16.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,7.0,0.0,3.0,0.0,0.0,0.0
832681fffffffff,22.0,0.0,1.0,0.0,0.0,0.0
832683fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,47.0,0.0,2.0,0.0,0.0,0.0
832689fffffffff,13.0,0.0,2.0,0.0,0.0,0.0
83268afffffffff,37.0,0.0,1.0,0.0,0.0,0.0
83268bfffffffff,14.0,0.0,2.0,0.0,0.0,0.0
83268cfffffffff,51.0,0.0,2.0,0.0,0.0,0.0
83268dfffffffff,106.0,0.0,14.0,0.0,0.0,0.0
83268efffffffff,30.0,0.0,1.0,0.0,0.0,0.0
832690fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,7.0,0.0,4.0,0.0,0.0,0.0
832695fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,112.0,0.0,76.0,0.0,0.0,0.0
832698fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,35.0,0.0,10.0,0.0,0.0,0.0
83269dfffffffff,99.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,6.0,0.0,2.0,0.0,0.0,0.0
8326a9fffffffff,9.0,0.0,1.0,1.0,0.0,0.0
