cell_id,Phapitreron amethystinus,Phapitreron amethystinus amethystinus/imeldae,Phapitreron amethystinus maculipectus,Phapitreron amethystinus frontalis
826847fffffffff,168.0,16.0,0.0,0.0
82684ffffffffff,175.0,17.0,0.0,0.0
826857fffffffff,3.0,3.0,0.0,0.0
82685ffffffffff,407.0,97.0,0.0,0.0
826867fffffffff,24.0,24.0,0.0,0.0
82686ffffffffff,32.0,6.0,0.0,0.0
826877fffffffff,35.0,0.0,0.0,0.0
826947fffffffff,24.0,0.0,0.0,0.0
82694ffffffffff,257.0,37.0,0.0,0.0
82696ffffffffff,16.0,1.0,0.0,0.0
