cell_id,Amazona oratrix,Amazona oratrix tresmariae,Amazona oratrix [oratrix Group]
831faafffffffff,2.0,0.0,0.0
8329a0fffffffff,2.0,0.0,0.0
8329a1fffffffff,1968.0,0.0,0.0
8329a4fffffffff,88.0,0.0,0.0
8329a5fffffffff,7.0,0.0,0.0
8348a0fffffffff,9.0,0.0,0.0
8348b1fffffffff,2.0,0.0,0.0
8348b2fffffffff,489.0,0.0,0.0
8348b3fffffffff,365.0,0.0,0.0
