cell_id,Spizella breweri,Spizella breweri breweri,Spizella breweri taverneri
83269afffffffff,4.0,0.0,0.0
83269bfffffffff,4.0,0.0,0.0
83269cfffffffff,4.0,0.0,0.0
83269dfffffffff,14.0,0.0,0.0
83269efffffffff,9.0,0.0,0.0
8326a1fffffffff,4.0,0.0,0.0
8326a5fffffffff,4.0,0.0,0.0
8326a6fffffffff,3.0,0.0,0.0
8326a8fffffffff,4.0,0.0,0.0
8326aafffffffff,55.0,0.0,0.0
8326abfffffffff,4.0,0.0,0.0
8326aefffffffff,30.0,0.0,0.0
8326b2fffffffff,1.0,0.0,0.0
8326b3fffffffff,4.0,0.0,0.0
8326b6fffffffff,5.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0
8326d2fffffffff,3.0,0.0,0.0
8326d3fffffffff,1.0,0.0,0.0
8326d4fffffffff,46.0,0.0,0.0
8326d5fffffffff,2.0,0.0,0.0
8326d6fffffffff,2.0,0.0,0.0
8326d9fffffffff,3.0,0.0,0.0
8326dafffffffff,8.0,0.0,0.0
8326dbfffffffff,4.0,0.0,0.0
8326dcfffffffff,4.0,0.0,0.0
8326defffffffff,25.0,0.0,0.0
8326edfffffffff,4.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0
8326f1fffffffff,2.0,0.0,0.0
8326f2fffffffff,16.0,4.0,0.0
8326f3fffffffff,2.0,0.0,0.0
8326f4fffffffff,4.0,0.0,0.0
8326f5fffffffff,3.0,0.0,0.0
8326f6fffffffff,2.0,0.0,0.0
832711fffffffff,2.0,0.0,0.0
832740fffffffff,2.0,0.0,0.0
832770fffffffff,1.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0
832784fffffffff,6.0,0.0,0.0
832786fffffffff,2.0,0.0,0.0
832788fffffffff,39.0,0.0,0.0
83278cfffffffff,10.0,0.0,0.0
832791fffffffff,2.0,0.0,0.0
832792fffffffff,3.0,0.0,0.0
832793fffffffff,3.0,2.0,0.0
832798fffffffff,2.0,2.0,0.0
8327b1fffffffff,5.0,0.0,0.0
8327b2fffffffff,3.0,2.0,0.0
8327b3fffffffff,29.0,6.0,0.0
8327b6fffffffff,2.0,0.0,0.0
832802fffffffff,22.0,2.0,0.0
832806fffffffff,5.0,0.0,0.0
832810fffffffff,14.0,0.0,0.0
832811fffffffff,2.0,0.0,0.0
832813fffffffff,36.0,0.0,0.0
832814fffffffff,13.0,0.0,0.0
832819fffffffff,6.0,0.0,0.0
83281afffffffff,9.0,0.0,0.0
83281bfffffffff,33.0,0.0,0.0
83281cfffffffff,10.0,0.0,0.0
83281efffffffff,67.0,0.0,0.0
832830fffffffff,66.0,0.0,0.0
832832fffffffff,96.0,2.0,0.0
832833fffffffff,14.0,0.0,0.0
832834fffffffff,113.0,1.0,0.0
832835fffffffff,63.0,10.0,1.0
832836fffffffff,32.0,0.0,0.0
832881fffffffff,7.0,0.0,0.0
832883fffffffff,3.0,0.0,0.0
832884fffffffff,32.0,0.0,0.0
832885fffffffff,5.0,0.0,0.0
832886fffffffff,3.0,0.0,0.0
832889fffffffff,10.0,0.0,0.0
83288afffffffff,4.0,0.0,0.0
83288cfffffffff,7.0,0.0,0.0
83288efffffffff,1.0,0.0,0.0
832890fffffffff,1.0,0.0,0.0
832893fffffffff,7.0,0.0,0.0
832894fffffffff,12.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0
83289dfffffffff,2.0,0.0,0.0
83289efffffffff,3.0,0.0,0.0
8328a1fffffffff,4.0,0.0,0.0
8328a2fffffffff,14.0,0.0,0.0
8328a3fffffffff,2.0,0.0,0.0
8328a8fffffffff,10.0,2.0,0.0
8328a9fffffffff,2.0,0.0,0.0
8328aafffffffff,22.0,0.0,0.0
8328adfffffffff,24.0,2.0,0.0
8328aefffffffff,10.0,0.0,0.0
8328b0fffffffff,1.0,0.0,0.0
8328b1fffffffff,2.0,0.0,0.0
8328b3fffffffff,4.0,0.0,0.0
8328b6fffffffff,16.0,2.0,0.0
8328d0fffffffff,5.0,0.0,0.0
8328d1fffffffff,16.0,0.0,0.0
8328d2fffffffff,2.0,2.0,0.0
8328d3fffffffff,15.0,0.0,0.0
8328d4fffffffff,48.0,0.0,0.0
8328d5fffffffff,35.0,0.0,0.0
8328d6fffffffff,4.0,0.0,0.0
8328d8fffffffff,3.0,0.0,0.0
8328dcfffffffff,3.0,0.0,0.0
8328defffffffff,27.0,1.0,0.0
8328f0fffffffff,44.0,0.0,0.0
8328f1fffffffff,4.0,0.0,0.0
8328f3fffffffff,2.0,0.0,0.0
8328f4fffffffff,3.0,0.0,0.0
8328f5fffffffff,3.0,0.0,0.0
832912fffffffff,42.0,0.0,0.0
832913fffffffff,2.0,0.0,0.0
832916fffffffff,2.0,0.0,0.0
83291afffffffff,19.0,1.0,0.0
832980fffffffff,3.0,0.0,0.0
832981fffffffff,7.0,0.0,0.0
832982fffffffff,2.0,0.0,0.0
832984fffffffff,17.0,0.0,0.0
832985fffffffff,7.0,0.0,0.0
832986fffffffff,6.0,0.0,0.0
832989fffffffff,12.0,0.0,0.0
83298cfffffffff,60.0,6.0,0.0
83298dfffffffff,43.0,0.0,0.0
83298efffffffff,1.0,0.0,0.0
832990fffffffff,13.0,8.0,0.0
832991fffffffff,6.0,0.0,0.0
832992fffffffff,3.0,2.0,0.0
832995fffffffff,36.0,0.0,0.0
83299bfffffffff,1.0,0.0,0.0
8329a0fffffffff,101.0,3.0,0.0
8329a1fffffffff,18.0,0.0,0.0
8329a2fffffffff,21.0,0.0,0.0
8329a3fffffffff,9.0,0.0,0.0
8329a4fffffffff,89.0,0.0,0.0
8329a5fffffffff,86.0,0.0,0.0
8329a6fffffffff,75.0,2.0,0.0
8329a8fffffffff,6.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0
8329aafffffffff,1.0,0.0,0.0
8329abfffffffff,24.0,2.0,0.0
8329acfffffffff,50.0,1.0,0.0
8329adfffffffff,25.0,0.0,0.0
8329aefffffffff,13.0,0.0,0.0
8329b0fffffffff,4.0,2.0,0.0
8329b1fffffffff,22.0,0.0,0.0
8329b2fffffffff,11.0,3.0,0.0
8329b3fffffffff,2.0,0.0,0.0
8329b5fffffffff,19.0,0.0,0.0
8329b6fffffffff,11.0,1.0,0.0
832a10fffffffff,2.0,0.0,0.0
832a15fffffffff,44.0,9.0,0.0
832a34fffffffff,10.0,0.0,0.0
832a84fffffffff,14.0,0.0,0.0
832aaafffffffff,12.0,0.0,0.0
832ab3fffffffff,35.0,0.0,0.0
832af6fffffffff,61.0,0.0,0.0
832b0cfffffffff,2.0,0.0,0.0
832b1cfffffffff,2.0,0.0,0.0
832b31fffffffff,2.0,0.0,2.0
83446dfffffffff,75.0,0.0,0.0
83446efffffffff,3.0,0.0,0.0
834805fffffffff,3.0,0.0,0.0
83480afffffffff,5.0,0.0,0.0
83480dfffffffff,1.0,0.0,0.0
834823fffffffff,7.0,2.0,0.0
83482afffffffff,3.0,0.0,0.0
83482bfffffffff,20.0,0.0,0.0
83482efffffffff,5.0,1.0,0.0
834836fffffffff,2.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0
834855fffffffff,1.0,0.0,0.0
834859fffffffff,41.0,0.0,0.0
83485afffffffff,12.0,0.0,0.0
83485bfffffffff,28.0,0.0,0.0
83485cfffffffff,2.0,0.0,0.0
83485dfffffffff,7.0,0.0,0.0
834871fffffffff,2.0,0.0,0.0
834873fffffffff,5.0,0.0,0.0
834876fffffffff,1.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0
834881fffffffff,6.0,0.0,0.0
834882fffffffff,3.0,0.0,0.0
834883fffffffff,20.0,0.0,0.0
834888fffffffff,2.0,0.0,0.0
83488afffffffff,7.0,0.0,0.0
83488cfffffffff,6.0,0.0,0.0
83488efffffffff,39.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0
834893fffffffff,1.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0
834898fffffffff,20.0,0.0,0.0
834899fffffffff,6.0,0.0,0.0
83489afffffffff,5.0,0.0,0.0
83489cfffffffff,27.0,0.0,0.0
83489dfffffffff,12.0,2.0,0.0
83489efffffffff,9.0,0.0,0.0
8348abfffffffff,2.0,0.0,0.0
8348b1fffffffff,35.0,2.0,0.0
8348b2fffffffff,4.0,0.0,0.0
8348b3fffffffff,7.0,0.0,0.0
8348c0fffffffff,5.0,0.0,0.0
8348c2fffffffff,2.0,0.0,0.0
8348c3fffffffff,6.0,0.0,0.0
8348c5fffffffff,25.0,2.0,0.0
8348c6fffffffff,2.0,0.0,0.0
8348c8fffffffff,11.0,1.0,0.0
8348ccfffffffff,2.0,2.0,0.0
8348cdfffffffff,7.0,0.0,0.0
8348cefffffffff,3.0,3.0,0.0
8348d0fffffffff,5.0,0.0,0.0
8348d1fffffffff,15.0,0.0,0.0
8348d2fffffffff,4.0,0.0,0.0
8348d3fffffffff,3.0,0.0,0.0
8348d4fffffffff,4.0,0.0,0.0
8348d6fffffffff,2.0,0.0,0.0
8348d8fffffffff,69.0,0.0,0.0
8348dafffffffff,4.0,0.0,0.0
8348dbfffffffff,17.0,0.0,0.0
8348dcfffffffff,1.0,0.0,0.0
8348defffffffff,1.0,0.0,0.0
8348e3fffffffff,6.0,0.0,0.0
8348e8fffffffff,325.0,247.0,0.0
8348e9fffffffff,22.0,5.0,0.0
8348eafffffffff,36.0,2.0,0.0
8348ebfffffffff,44.0,1.0,0.0
8348ecfffffffff,32.0,31.0,0.0
8348eefffffffff,70.0,34.0,2.0
8348f2fffffffff,36.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
8348f6fffffffff,2.0,0.0,0.0
834982fffffffff,5.0,0.0,0.0
834983fffffffff,4.0,0.0,0.0
83498cfffffffff,6.0,0.0,0.0
834990fffffffff,8.0,0.0,0.0
834995fffffffff,8.0,0.0,0.0
834996fffffffff,1.0,0.0,0.0
