cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
841e037ffffffff,2.0,0.0,0.0,0.0
841e043ffffffff,2.0,0.0,0.0,0.0
841e049ffffffff,8.0,0.0,1.0,0.0
841e053ffffffff,8.0,0.0,0.0,0.0
841e055ffffffff,7.0,0.0,0.0,0.0
841e057ffffffff,5.0,0.0,1.0,0.0
841e09bffffffff,1.0,0.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,0.0,0.0
841e163ffffffff,5.0,0.0,0.0,0.0
841e167ffffffff,2.0,0.0,0.0,0.0
841e169ffffffff,3.0,0.0,3.0,0.0
841e22dffffffff,6.0,0.0,1.0,0.0
841e233ffffffff,2.0,0.0,0.0,0.0
841e267ffffffff,1.0,0.0,0.0,0.0
841e32bffffffff,6.0,0.0,0.0,0.0
841e341ffffffff,4.0,0.0,0.0,0.0
841e35bffffffff,18.0,0.0,1.0,0.0
841ea41ffffffff,2.0,0.0,0.0,0.0
841ea4dffffffff,2.0,0.0,0.0,0.0
841eac9ffffffff,1.0,0.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0,0.0
841ec97ffffffff,1.0,0.0,0.0,0.0
841ec9dffffffff,2.0,0.0,0.0,0.0
841eca1ffffffff,7.0,0.0,0.0,0.0
841ecd5ffffffff,2.0,0.0,0.0,0.0
841ed91ffffffff,1.0,0.0,0.0,0.0
841eda1ffffffff,11.0,0.0,0.0,0.0
841eda3ffffffff,1.0,0.0,0.0,0.0
841eda7ffffffff,2.0,0.0,0.0,0.0
841ef63ffffffff,2.0,0.0,0.0,0.0
841f03bffffffff,1.0,0.0,0.0,0.0
841f05bffffffff,4.0,0.0,0.0,0.0
841f1d5ffffffff,3.0,0.0,0.0,0.0
841f25dffffffff,2.0,0.0,0.0,0.0
841f283ffffffff,2.0,0.0,0.0,0.0
841f725ffffffff,6.0,2.0,0.0,0.0
841f815ffffffff,2.0,0.0,0.0,0.0
841f823ffffffff,2.0,0.0,0.0,0.0
841f835ffffffff,3.0,0.0,2.0,0.0
841f837ffffffff,2.0,0.0,0.0,0.0
841f881ffffffff,2.0,0.0,0.0,0.0
841f897ffffffff,3.0,0.0,2.0,0.0
841f8b1ffffffff,2.0,0.0,0.0,0.0
841f8bdffffffff,2.0,0.0,2.0,0.0
841f8c3ffffffff,2.0,0.0,0.0,0.0
841f8e1ffffffff,2.0,0.0,0.0,0.0
841f9a5ffffffff,1.0,0.0,0.0,0.0
841f9c1ffffffff,4.0,0.0,1.0,0.0
841f9c3ffffffff,2.0,0.0,0.0,0.0
841f9c7ffffffff,1.0,0.0,1.0,0.0
841f9c9ffffffff,2.0,0.0,0.0,0.0
841f9cdffffffff,2.0,0.0,0.0,0.0
841f9e1ffffffff,4.0,0.0,4.0,0.0
841f9e3ffffffff,3.0,0.0,2.0,0.0
841f9e7ffffffff,2.0,0.0,2.0,0.0
841f9ebffffffff,2.0,0.0,2.0,0.0
841fae1ffffffff,2.0,0.0,0.0,0.0
842c005ffffffff,2.0,0.0,0.0,0.0
842c183ffffffff,1.0,0.0,0.0,0.0
842c1d1ffffffff,2.0,0.0,0.0,0.0
842c281ffffffff,46.0,0.0,0.0,0.0
842c283ffffffff,164.0,0.0,2.0,0.0
842c2b1ffffffff,2.0,0.0,0.0,0.0
842c2e1ffffffff,2.0,0.0,0.0,0.0
842c2e5ffffffff,2.0,0.0,0.0,0.0
842c2e7ffffffff,6.0,0.0,0.0,0.0
842c2e9ffffffff,1.0,0.0,0.0,0.0
842c333ffffffff,2.0,0.0,0.0,0.0
842c903ffffffff,4.0,0.0,0.0,0.0
842cc3dffffffff,4.0,0.0,0.0,2.0
842ccb1ffffffff,6.0,0.0,0.0,0.0
842ccb7ffffffff,6.0,0.0,0.0,0.0
842ccb9ffffffff,2.0,0.0,0.0,0.0
842cd5bffffffff,13.0,0.0,0.0,0.0
842cf55ffffffff,2.0,0.0,0.0,0.0
842d165ffffffff,2.0,0.0,0.0,0.0
842db05ffffffff,4.0,0.0,0.0,0.0
842db1dffffffff,1.0,0.0,0.0,0.0
842db29ffffffff,2.0,0.0,0.0,0.0
84344cdffffffff,3.0,0.0,0.0,0.0
8434697ffffffff,6.0,0.0,0.0,0.0
843829bffffffff,1.0,0.0,0.0,0.0
8438739ffffffff,1.0,0.0,0.0,0.0
8439015ffffffff,2.0,0.0,0.0,0.0
8439019ffffffff,11.0,0.0,0.0,0.0
843901bffffffff,1.0,0.0,0.0,0.0
8439023ffffffff,4.0,0.0,2.0,0.0
843903dffffffff,5.0,0.0,0.0,0.0
8439041ffffffff,14.0,0.0,0.0,0.0
8439051ffffffff,5.0,0.0,0.0,0.0
8439057ffffffff,31.0,4.0,4.0,0.0
8439063ffffffff,13.0,0.0,0.0,0.0
8439095ffffffff,2.0,0.0,0.0,0.0
84390a3ffffffff,7.0,0.0,1.0,0.0
84390a5ffffffff,2.0,0.0,0.0,0.0
84390b5ffffffff,9.0,0.0,0.0,0.0
84390bdffffffff,7.0,0.0,0.0,0.0
84390c1ffffffff,2.0,0.0,0.0,0.0
84390c5ffffffff,1.0,0.0,0.0,0.0
84390c7ffffffff,2.0,2.0,0.0,0.0
8439101ffffffff,22.0,0.0,0.0,0.0
8439103ffffffff,2.0,0.0,0.0,0.0
843910bffffffff,3.0,0.0,0.0,0.0
843915dffffffff,15.0,0.0,2.0,0.0
8439181ffffffff,39.0,3.0,2.0,0.0
8439183ffffffff,6.0,2.0,0.0,0.0
843919dffffffff,3.0,0.0,2.0,0.0
84391abffffffff,1.0,0.0,1.0,0.0
84391cbffffffff,2.0,0.0,0.0,0.0
84391e9ffffffff,3.0,0.0,0.0,0.0
843920dffffffff,3.0,3.0,0.0,0.0
8439217ffffffff,5.0,0.0,0.0,0.0
843921bffffffff,2.0,0.0,0.0,0.0
8439227ffffffff,2.0,0.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0,0.0
843923dffffffff,2.0,0.0,0.0,0.0
8439243ffffffff,2.0,0.0,0.0,0.0
8439259ffffffff,9.0,3.0,0.0,0.0
843925bffffffff,1.0,0.0,0.0,0.0
84392a1ffffffff,7.0,0.0,0.0,0.0
84392a3ffffffff,10.0,0.0,0.0,0.0
84392a5ffffffff,12.0,3.0,0.0,0.0
84392a7ffffffff,23.0,0.0,0.0,0.0
84392b5ffffffff,11.0,0.0,0.0,0.0
84392bbffffffff,1.0,0.0,0.0,0.0
84392bdffffffff,1.0,0.0,0.0,0.0
84392c1ffffffff,2.0,0.0,0.0,0.0
84392cbffffffff,5.0,0.0,0.0,0.0
84392d1ffffffff,2.0,0.0,0.0,0.0
84392ddffffffff,4.0,0.0,4.0,0.0
84392ebffffffff,1.0,0.0,0.0,0.0
8439333ffffffff,5.0,0.0,0.0,0.0
8439337ffffffff,28.0,0.0,0.0,0.0
8439339ffffffff,2.0,1.0,0.0,0.0
8439423ffffffff,6.0,0.0,0.0,0.0
8439427ffffffff,4.0,0.0,0.0,0.0
8439433ffffffff,1.0,0.0,0.0,0.0
8439435ffffffff,4.0,0.0,0.0,0.0
843951dffffffff,3.0,0.0,0.0,0.0
8439563ffffffff,11.0,0.0,0.0,0.0
843956bffffffff,6.0,0.0,0.0,0.0
84395c1ffffffff,54.0,0.0,0.0,0.0
84395c9ffffffff,2.0,0.0,0.0,0.0
84395d9ffffffff,1.0,0.0,0.0,0.0
843961bffffffff,2.0,0.0,0.0,0.0
8439623ffffffff,4.0,0.0,0.0,0.0
84396ddffffffff,2.0,0.0,0.0,0.0
8439721ffffffff,16.0,2.0,0.0,0.0
8439723ffffffff,4.0,0.0,0.0,0.0
8439727ffffffff,15.0,3.0,0.0,0.0
843972dffffffff,2.0,0.0,0.0,0.0
843973bffffffff,1.0,0.0,0.0,0.0
843973dffffffff,3.0,0.0,0.0,0.0
8439759ffffffff,4.0,0.0,0.0,0.0
8439765ffffffff,2.0,0.0,0.0,0.0
8439833ffffffff,8.0,7.0,0.0,0.0
843983bffffffff,4.0,0.0,0.0,0.0
84398e5ffffffff,1.0,1.0,0.0,0.0
843e6c9ffffffff,1.0,0.0,0.0,0.0
843f365ffffffff,85.0,6.0,0.0,0.0
843f4dbffffffff,1.0,0.0,0.0,0.0
843f6e3ffffffff,4.0,0.0,0.0,0.0
843f767ffffffff,1.0,0.0,0.0,0.0
8443a03ffffffff,1.0,0.0,0.0,1.0
8443a0dffffffff,1.0,0.0,0.0,0.0
8443acdffffffff,1.0,0.0,0.0,1.0
8443ae5ffffffff,7.0,0.0,0.0,3.0
8443aedffffffff,1.0,0.0,0.0,1.0
84534dbffffffff,5.0,0.0,0.0,3.0
