cell_id,Pipilo maculatus,Pipilo maculatus [oregonus Group],Pipilo maculatus arcticus,Pipilo maculatus [maculatus Group],Pipilo maculatus macronyx,Pipilo maculatus socorroensis
8412d61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,765.0,0.0,0.0,0.0,0.0,0.0
8412d65ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412d67ffffffff,303.0,0.0,0.0,0.0,0.0,0.0
8412d69ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8412d6bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412d81ffffffff,263.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412d85ffffffff,112.0,0.0,0.0,0.0,0.0,0.0
8412d87ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,435.0,0.0,0.0,0.0,0.0,0.0
8412d8bffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412d8dffffffff,80.0,0.0,0.0,0.0,0.0,0.0
8412d91ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412d93ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,140.0,0.0,0.0,0.0,0.0,0.0
8412d97ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8412d99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d9bffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,128.0,0.0,0.0,0.0,0.0,0.0
8412da1ffffffff,151.0,0.0,0.0,29.0,0.0,0.0
8412da3ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8412da5ffffffff,239.0,0.0,0.0,6.0,0.0,0.0
8412da7ffffffff,102.0,0.0,0.0,2.0,0.0,0.0
8412da9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412dabffffffff,51.0,0.0,0.0,0.0,0.0,0.0
8412dadffffffff,102.0,0.0,0.0,23.0,0.0,0.0
8412db1ffffffff,520.0,0.0,0.0,34.0,0.0,0.0
8412db3ffffffff,239.0,0.0,0.0,2.0,0.0,0.0
8412db5ffffffff,115.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,252.0,0.0,0.0,0.0,0.0,0.0
8412db9ffffffff,124.0,0.0,0.0,1.0,0.0,0.0
8412dbbffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412dbdffffffff,84.0,0.0,0.0,3.0,0.0,0.0
8412dc1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,189.0,0.0,0.0,0.0,0.0,0.0
8412dc5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8412dcbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412dd1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,418.0,0.0,0.0,0.0,0.0,0.0
8412dd9ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,675.0,0.0,0.0,0.0,0.0,0.0
8412dddffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412de1ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412de3ffffffff,120.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,2140.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,119.0,0.0,0.0,17.0,0.0,0.0
8412debffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,196.0,0.0,0.0,0.0,0.0,0.0
8412e87ffffffff,67.0,0.0,0.0,0.0,0.0,0.0
8412e89ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412e8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412eb1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412eb3ffffffff,25.0,0.0,4.0,0.0,0.0,0.0
8412eb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ebbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ebdffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8412f21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426005ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426007ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426009ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842600bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426015ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8426017ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842601dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426021ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8426023ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426025ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842602bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426031ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426033ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426035ffffffff,21.0,0.0,8.0,0.0,0.0,0.0
8426039ffffffff,41.0,0.0,4.0,0.0,0.0,0.0
842603bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
842603dffffffff,68.0,0.0,23.0,0.0,0.0,0.0
8426041ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426055ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426061ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426065ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426067ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426085ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84260adffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84260b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260b3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84260b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84260b9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84260bbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84260bdffffffff,2.0,0.0,2.0,0.0,0.0,0.0
84260e1ffffffff,7.0,0.0,2.0,0.0,0.0,0.0
84260e3ffffffff,16.0,0.0,2.0,0.0,0.0,0.0
84260e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84260e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260ebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84260edffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426103ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426105ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426107ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426109ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842610bffffffff,25.0,0.0,0.0,0.0,0.0,0.0
842610dffffffff,228.0,0.0,0.0,0.0,0.0,0.0
8426111ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8426115ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426119ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842611bffffffff,76.0,0.0,0.0,0.0,0.0,0.0
842611dffffffff,66.0,0.0,1.0,0.0,0.0,0.0
8426121ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426123ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426125ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426127ffffffff,229.0,0.0,1.0,0.0,0.0,0.0
8426129ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842612dffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8426133ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426137ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426139ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426149ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842614bffffffff,88.0,0.0,0.0,0.0,0.0,0.0
8426157ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842615bffffffff,53.0,0.0,1.0,0.0,0.0,0.0
842615dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426161ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8426163ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426165ffffffff,138.0,0.0,0.0,0.0,0.0,0.0
8426167ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842616bffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8426181ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426183ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8426185ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426187ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426189ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842618bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842618dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426193ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426197ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842619dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84261a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84261abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84261b1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84261b3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261b7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84261b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84261bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84261bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84261d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261d7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84261dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261e1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84261e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261e7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261e9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8426305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842630dffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8426321ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426327ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842632bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842632dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426333ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426335ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426337ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8426347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426349ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842634bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842635dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426361ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426363ffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8426365ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8426369ffffffff,272.0,0.0,0.0,0.0,0.0,0.0
842636bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842636dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426505ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426521ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426523ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426527ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426529ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842652bffffffff,16.0,0.0,0.0,0.0,0.0,0.0
842652dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426537ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842653dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8426561ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8426563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426565ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8426567ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
842656dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426801ffffffff,334.0,0.0,0.0,0.0,0.0,0.0
8426803ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426805ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8426807ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
842680bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842680dffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8426811ffffffff,19.0,0.0,0.0,2.0,0.0,0.0
8426813ffffffff,3409.0,0.0,0.0,227.0,0.0,0.0
8426815ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426817ffffffff,20.0,0.0,0.0,2.0,0.0,0.0
8426819ffffffff,1488.0,0.0,0.0,58.0,0.0,0.0
842681bffffffff,6174.0,0.0,0.0,134.0,0.0,0.0
842681dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426821ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426823ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8426825ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8426827ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8426829ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842682bffffffff,21.0,0.0,0.0,0.0,0.0,0.0
842682dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8426831ffffffff,353.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,68.0,0.0,0.0,0.0,0.0,0.0
8426835ffffffff,62.0,0.0,0.0,0.0,0.0,0.0
8426837ffffffff,71.0,0.0,0.0,6.0,0.0,0.0
8426839ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
842683bffffffff,29.0,0.0,0.0,0.0,0.0,0.0
842683dffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8426843ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8426847ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
842684bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426851ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8426853ffffffff,1738.0,0.0,0.0,30.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426857ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8426859ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
842685bffffffff,286.0,0.0,0.0,0.0,0.0,0.0
842685dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426867ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842686bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426881ffffffff,1089.0,0.0,0.0,7.0,0.0,0.0
8426885ffffffff,822.0,0.0,0.0,36.0,0.0,0.0
8426887ffffffff,358.0,0.0,0.0,0.0,0.0,0.0
8426889ffffffff,2187.0,0.0,0.0,52.0,0.0,0.0
842688bffffffff,36.0,0.0,0.0,0.0,0.0,0.0
842688dffffffff,917.0,0.0,0.0,13.0,0.0,0.0
8426891ffffffff,120.0,0.0,0.0,0.0,0.0,0.0
8426893ffffffff,175.0,0.0,0.0,2.0,0.0,0.0
8426895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426897ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
842689bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842689dffffffff,84.0,0.0,0.0,0.0,0.0,0.0
84268a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268a3ffffffff,44.0,0.0,0.0,2.0,0.0,0.0
84268a5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84268a7ffffffff,17.0,0.0,0.0,2.0,0.0,0.0
84268a9ffffffff,57.0,0.0,0.0,2.0,0.0,0.0
84268abffffffff,197.0,0.0,0.0,7.0,0.0,0.0
84268adffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84268b1ffffffff,120.0,0.0,0.0,0.0,0.0,0.0
84268b3ffffffff,49.0,0.0,4.0,0.0,0.0,0.0
84268b5ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
84268b7ffffffff,75.0,0.0,2.0,0.0,0.0,0.0
84268b9ffffffff,230.0,0.0,0.0,0.0,0.0,0.0
84268bbffffffff,572.0,0.0,9.0,0.0,0.0,0.0
84268bdffffffff,91.0,0.0,0.0,9.0,0.0,0.0
84268c1ffffffff,1229.0,0.0,0.0,76.0,0.0,0.0
84268c3ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84268c5ffffffff,1771.0,0.0,0.0,52.0,0.0,0.0
84268c7ffffffff,5822.0,0.0,0.0,116.0,0.0,0.0
84268c9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84268cbffffffff,39.0,0.0,0.0,0.0,0.0,0.0
84268cdffffffff,13599.0,0.0,0.0,1696.0,0.0,0.0
84268d1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84268d3ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84268d5ffffffff,173.0,0.0,0.0,0.0,0.0,0.0
84268d7ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
84268d9ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
84268dbffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84268ddffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84268e1ffffffff,74.0,0.0,0.0,4.0,0.0,0.0
84268e3ffffffff,129.0,0.0,0.0,0.0,0.0,0.0
84268e5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84268e7ffffffff,137.0,0.0,0.0,18.0,0.0,0.0
84268e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268ebffffffff,50.0,0.0,0.0,2.0,0.0,0.0
84268edffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426901ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426903ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426905ffffffff,576.0,0.0,0.0,27.0,0.0,0.0
8426907ffffffff,63.0,0.0,0.0,0.0,0.0,0.0
8426909ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842690bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842690dffffffff,312.0,0.0,0.0,36.0,0.0,0.0
8426911ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426913ffffffff,62.0,0.0,0.0,0.0,0.0,0.0
8426915ffffffff,116.0,0.0,0.0,101.0,0.0,0.0
8426917ffffffff,64.0,0.0,0.0,43.0,0.0,0.0
8426919ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842691bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
842691dffffffff,45.0,0.0,0.0,40.0,0.0,0.0
8426923ffffffff,5.0,0.0,0.0,2.0,0.0,0.0
8426927ffffffff,15.0,0.0,0.0,2.0,0.0,0.0
8426929ffffffff,382.0,0.0,0.0,13.0,0.0,0.0
842692bffffffff,65.0,0.0,0.0,14.0,0.0,0.0
842692dffffffff,29.0,0.0,0.0,2.0,0.0,0.0
8426931ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426937ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426939ffffffff,9.0,0.0,0.0,2.0,0.0,0.0
842693bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
842693dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426943ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8426945ffffffff,196.0,0.0,0.0,12.0,0.0,0.0
8426947ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8426949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842694dffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8426951ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8426953ffffffff,210.0,0.0,0.0,6.0,0.0,0.0
8426955ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426957ffffffff,88.0,0.0,0.0,5.0,0.0,0.0
8426959ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
842695bffffffff,157.0,0.0,0.0,0.0,0.0,0.0
