cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
822607fffffffff,2.0,0.0,0.0,0.0
82260ffffffffff,108.0,0.0,0.0,0.0
82262ffffffffff,22.0,0.0,0.0,0.0
822647fffffffff,269.0,0.0,0.0,0.0
822657fffffffff,122.0,0.0,0.0,0.0
82265ffffffffff,38.0,0.0,0.0,0.0
822667fffffffff,933.0,0.0,0.0,0.0
82266ffffffffff,536.0,0.0,0.0,0.0
822677fffffffff,208.0,0.0,0.0,0.0
8226cffffffffff,287.0,0.0,0.0,0.0
8226d7fffffffff,1.0,0.0,0.0,0.0
8226dffffffffff,117.0,0.0,0.0,0.0
8226e7fffffffff,196.0,0.0,0.0,0.0
822747fffffffff,145.0,0.0,0.0,0.0
82274ffffffffff,1448.0,0.0,0.0,0.0
822757fffffffff,4.0,0.0,0.0,0.0
82275ffffffffff,2282.0,0.0,0.0,0.0
82276ffffffffff,581.0,0.0,0.0,0.0
822807fffffffff,4.0,0.0,0.0,0.0
822817fffffffff,275.0,0.0,0.0,0.0
822837fffffffff,15077.0,239.0,0.0,0.0
822917fffffffff,358.0,0.0,0.0,0.0
82291ffffffffff,6.0,0.0,0.0,0.0
822987fffffffff,3422.0,6.0,0.0,0.0
82298ffffffffff,9.0,0.0,0.0,0.0
822997fffffffff,37.0,0.0,0.0,0.0
8229a7fffffffff,11934.0,8.0,0.0,0.0
8229affffffffff,1051.0,22.0,0.0,0.0
8229b7fffffffff,1587.0,0.0,0.0,0.0
822a17fffffffff,1866.0,18.0,0.0,0.0
822a37fffffffff,138.0,0.0,0.0,0.0
822a4ffffffffff,1267.0,0.0,0.0,0.0
822a87fffffffff,62.0,0.0,0.0,0.0
822a97fffffffff,1309.0,0.0,0.0,0.0
822a9ffffffffff,2.0,0.0,0.0,0.0
822aa7fffffffff,5111.0,0.0,0.0,0.0
822aaffffffffff,3209.0,42.0,0.0,0.0
822ab7fffffffff,12167.0,0.0,0.0,0.0
822ad7fffffffff,550.0,0.0,0.0,0.0
822af7fffffffff,459.0,0.0,0.0,0.0
822b07fffffffff,48.0,0.0,0.0,0.0
822b87fffffffff,2947.0,44.0,0.0,0.0
822b8ffffffffff,3276.0,0.0,0.0,0.0
822b9ffffffffff,4155.0,37.0,0.0,0.0
822baffffffffff,8750.0,0.0,0.0,0.0
824417fffffffff,14505.0,304.0,0.0,0.0
82441ffffffffff,26245.0,714.0,0.0,0.0
824437fffffffff,1037.0,132.0,0.0,0.0
824447fffffffff,7966.0,0.0,0.0,0.0
82444ffffffffff,758.0,0.0,0.0,0.0
824457fffffffff,4298.0,0.0,0.0,0.0
82445ffffffffff,629.0,0.0,0.0,0.0
824467fffffffff,1236.0,0.0,0.0,0.0
82446ffffffffff,16895.0,0.0,0.0,0.0
824477fffffffff,1338.0,0.0,0.0,0.0
