cell_id,Falco tinnunculus,Falco tinnunculus [tinnunculus Group],Falco tinnunculus canariensis/dacotiae,Falco tinnunculus neglectus/alexandri,Falco tinnunculus rufescens
83194cfffffffff,1170.0,137.0,0.0,0.0,0.0
83194dfffffffff,767.0,121.0,0.0,0.0,0.0
83194efffffffff,2685.0,278.0,0.0,0.0,0.0
831950fffffffff,177.0,8.0,0.0,0.0,0.0
831951fffffffff,563.0,64.0,0.0,0.0,0.0
831952fffffffff,15.0,0.0,0.0,0.0,0.0
831953fffffffff,145.0,20.0,0.0,0.0,0.0
831954fffffffff,78.0,10.0,0.0,0.0,0.0
831955fffffffff,222.0,29.0,0.0,0.0,0.0
831956fffffffff,68.0,42.0,0.0,0.0,0.0
831958fffffffff,383.0,24.0,0.0,0.0,0.0
831959fffffffff,1538.0,101.0,0.0,0.0,0.0
83195afffffffff,79.0,2.0,0.0,0.0,0.0
83195bfffffffff,374.0,34.0,0.0,0.0,0.0
83195cfffffffff,721.0,81.0,0.0,0.0,0.0
83195dfffffffff,1334.0,114.0,0.0,0.0,0.0
83195efffffffff,74.0,0.0,0.0,0.0,0.0
831968fffffffff,657.0,7.0,0.0,0.0,0.0
831969fffffffff,1451.0,17.0,0.0,0.0,0.0
83196bfffffffff,548.0,9.0,0.0,0.0,0.0
83196cfffffffff,16.0,0.0,0.0,0.0,0.0
83196dfffffffff,598.0,17.0,0.0,0.0,0.0
831972fffffffff,392.0,30.0,0.0,0.0,0.0
831973fffffffff,406.0,27.0,0.0,0.0,0.0
831976fffffffff,60.0,3.0,0.0,0.0,0.0
831e00fffffffff,63.0,0.0,0.0,0.0,0.0
831e01fffffffff,85.0,0.0,0.0,0.0,0.0
831e02fffffffff,1300.0,76.0,0.0,0.0,0.0
831e03fffffffff,276.0,23.0,0.0,0.0,0.0
831e04fffffffff,1189.0,80.0,0.0,0.0,0.0
831e05fffffffff,227.0,2.0,0.0,0.0,0.0
831e06fffffffff,1340.0,56.0,0.0,0.0,0.0
831e08fffffffff,65.0,0.0,0.0,0.0,0.0
831e09fffffffff,8.0,0.0,0.0,0.0,0.0
831e0afffffffff,1048.0,2.0,0.0,0.0,0.0
831e0bfffffffff,24.0,1.0,0.0,0.0,0.0
831e0cfffffffff,205.0,0.0,0.0,0.0,0.0
831e0efffffffff,763.0,31.0,0.0,0.0,0.0
831e10fffffffff,128.0,0.0,0.0,0.0,0.0
831e11fffffffff,89.0,1.0,0.0,0.0,0.0
831e12fffffffff,544.0,0.0,0.0,0.0,0.0
831e13fffffffff,701.0,2.0,0.0,0.0,0.0
831e14fffffffff,71.0,0.0,0.0,0.0,0.0
831e15fffffffff,137.0,15.0,0.0,0.0,0.0
831e16fffffffff,171.0,8.0,0.0,0.0,0.0
831e18fffffffff,29.0,1.0,0.0,0.0,0.0
831e19fffffffff,227.0,12.0,0.0,0.0,0.0
831e1afffffffff,2.0,0.0,0.0,0.0,0.0
831e1bfffffffff,1515.0,0.0,0.0,0.0,0.0
831e1cfffffffff,270.0,18.0,0.0,0.0,0.0
831e1dfffffffff,450.0,33.0,0.0,0.0,0.0
831e1efffffffff,19.0,0.0,0.0,0.0,0.0
831e20fffffffff,38.0,0.0,0.0,0.0,0.0
831e21fffffffff,22.0,0.0,0.0,0.0,0.0
831e22fffffffff,483.0,6.0,0.0,0.0,0.0
831e23fffffffff,130.0,0.0,0.0,0.0,0.0
831e24fffffffff,59.0,0.0,0.0,0.0,0.0
831e25fffffffff,20.0,0.0,0.0,0.0,0.0
831e26fffffffff,72.0,0.0,0.0,0.0,0.0
831e28fffffffff,27.0,0.0,0.0,0.0,0.0
831e29fffffffff,32.0,0.0,0.0,0.0,0.0
831e2afffffffff,93.0,0.0,0.0,0.0,0.0
831e2bfffffffff,63.0,0.0,0.0,0.0,0.0
831e2cfffffffff,8.0,0.0,0.0,0.0,0.0
831e2dfffffffff,13.0,0.0,0.0,0.0,0.0
831e2efffffffff,311.0,0.0,0.0,0.0,0.0
831e30fffffffff,605.0,6.0,0.0,0.0,0.0
831e31fffffffff,168.0,0.0,0.0,0.0,0.0
831e32fffffffff,153.0,6.0,0.0,0.0,0.0
831e33fffffffff,420.0,6.0,0.0,0.0,0.0
831e34fffffffff,1030.0,8.0,0.0,0.0,0.0
831e35fffffffff,2189.0,8.0,0.0,0.0,0.0
831e36fffffffff,535.0,28.0,0.0,0.0,0.0
831e42fffffffff,6.0,0.0,0.0,0.0,0.0
831e43fffffffff,2.0,0.0,0.0,0.0,0.0
831e49fffffffff,6.0,0.0,0.0,0.0,0.0
831e4afffffffff,9.0,0.0,0.0,0.0,0.0
831e4bfffffffff,51.0,0.0,0.0,0.0,0.0
831e4cfffffffff,6.0,0.0,0.0,0.0,0.0
831e4dfffffffff,28.0,0.0,0.0,0.0,0.0
831e50fffffffff,3.0,0.0,0.0,0.0,0.0
831e51fffffffff,79.0,0.0,0.0,0.0,0.0
831e52fffffffff,38.0,1.0,0.0,0.0,0.0
831e53fffffffff,3.0,0.0,0.0,0.0,0.0
831e54fffffffff,1.0,0.0,0.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0,0.0
831e58fffffffff,30.0,4.0,0.0,0.0,0.0
831e59fffffffff,2.0,0.0,0.0,0.0,0.0
831e5afffffffff,186.0,14.0,0.0,0.0,0.0
831e5cfffffffff,52.0,0.0,0.0,0.0,0.0
831e5dfffffffff,86.0,0.0,0.0,0.0,0.0
831e5efffffffff,147.0,0.0,0.0,0.0,0.0
831e61fffffffff,2.0,0.0,0.0,0.0,0.0
831e63fffffffff,99.0,0.0,0.0,0.0,0.0
831e64fffffffff,1.0,0.0,0.0,0.0,0.0
831e69fffffffff,12.0,0.0,0.0,0.0,0.0
831e6bfffffffff,28.0,0.0,0.0,0.0,0.0
831e6dfffffffff,18.0,0.0,0.0,0.0,0.0
831e6efffffffff,1.0,0.0,0.0,0.0,0.0
831e70fffffffff,2.0,0.0,0.0,0.0,0.0
831e72fffffffff,4.0,0.0,0.0,0.0,0.0
831e74fffffffff,3.0,0.0,0.0,0.0,0.0
831e75fffffffff,10.0,0.0,0.0,0.0,0.0
831e76fffffffff,18.0,0.0,0.0,0.0,0.0
831e80fffffffff,237.0,10.0,0.0,0.0,0.0
831e81fffffffff,5.0,0.0,0.0,0.0,0.0
831e82fffffffff,84.0,0.0,0.0,0.0,0.0
831e83fffffffff,171.0,8.0,0.0,0.0,0.0
831e84fffffffff,48.0,10.0,0.0,0.0,0.0
831e85fffffffff,10.0,0.0,0.0,0.0,0.0
831e86fffffffff,148.0,6.0,0.0,0.0,0.0
831e88fffffffff,10.0,0.0,0.0,0.0,0.0
831e8afffffffff,7.0,0.0,0.0,0.0,0.0
831e8bfffffffff,9.0,0.0,0.0,0.0,0.0
831e8cfffffffff,3.0,0.0,0.0,0.0,0.0
831e8dfffffffff,5.0,0.0,0.0,0.0,0.0
831e8efffffffff,2.0,0.0,0.0,0.0,0.0
831e90fffffffff,8.0,2.0,0.0,0.0,0.0
831e92fffffffff,18.0,4.0,0.0,0.0,0.0
831e94fffffffff,23.0,7.0,0.0,0.0,0.0
831e96fffffffff,13.0,2.0,0.0,0.0,0.0
831e99fffffffff,1.0,0.0,0.0,0.0,0.0
831e9afffffffff,65.0,1.0,0.0,0.0,0.0
831e9bfffffffff,32.0,3.0,0.0,0.0,0.0
831e9dfffffffff,53.0,0.0,0.0,0.0,0.0
831ea0fffffffff,163.0,5.0,0.0,0.0,0.0
831ea1fffffffff,37.0,0.0,0.0,0.0,0.0
831ea2fffffffff,40.0,0.0,0.0,0.0,0.0
831ea3fffffffff,14.0,0.0,0.0,0.0,0.0
831ea4fffffffff,53.0,6.0,0.0,0.0,0.0
831ea5fffffffff,87.0,1.0,0.0,0.0,0.0
831ea6fffffffff,17.0,0.0,0.0,0.0,0.0
831ea8fffffffff,131.0,0.0,0.0,0.0,0.0
831ea9fffffffff,22.0,0.0,0.0,0.0,0.0
831eabfffffffff,74.0,0.0,0.0,0.0,0.0
831eacfffffffff,27.0,0.0,0.0,0.0,0.0
831eadfffffffff,8.0,0.0,0.0,0.0,0.0
831eaefffffffff,33.0,0.0,0.0,0.0,0.0
831eb0fffffffff,142.0,25.0,0.0,0.0,0.0
831eb1fffffffff,50.0,2.0,0.0,0.0,0.0
831eb2fffffffff,33.0,2.0,0.0,0.0,0.0
831eb3fffffffff,34.0,7.0,0.0,0.0,0.0
831eb4fffffffff,48.0,0.0,0.0,0.0,0.0
831eb5fffffffff,56.0,3.0,0.0,0.0,0.0
831ec0fffffffff,468.0,31.0,0.0,0.0,0.0
831ec1fffffffff,406.0,13.0,0.0,0.0,0.0
831ec2fffffffff,655.0,1.0,0.0,0.0,0.0
831ec3fffffffff,357.0,45.0,0.0,0.0,0.0
831ec4fffffffff,712.0,38.0,0.0,0.0,0.0
831ec5fffffffff,15.0,0.0,0.0,0.0,0.0
831ec6fffffffff,68.0,0.0,0.0,0.0,0.0
831ec8fffffffff,61.0,0.0,0.0,0.0,0.0
831ec9fffffffff,736.0,7.0,0.0,0.0,0.0
831ecafffffffff,319.0,0.0,0.0,0.0,0.0
831ecbfffffffff,131.0,0.0,0.0,0.0,0.0
831eccfffffffff,112.0,13.0,0.0,0.0,0.0
831ecdfffffffff,58.0,0.0,0.0,0.0,0.0
831ecefffffffff,440.0,68.0,0.0,0.0,0.0
831ed0fffffffff,48.0,0.0,0.0,0.0,0.0
831ed1fffffffff,285.0,0.0,0.0,0.0,0.0
831ed2fffffffff,18.0,0.0,0.0,0.0,0.0
831ed3fffffffff,79.0,0.0,0.0,0.0,0.0
831ed4fffffffff,43.0,0.0,0.0,0.0,0.0
831ed5fffffffff,65.0,0.0,0.0,0.0,0.0
831ed6fffffffff,31.0,0.0,0.0,0.0,0.0
831ed8fffffffff,1.0,0.0,0.0,0.0,0.0
831ed9fffffffff,225.0,1.0,0.0,0.0,0.0
831edafffffffff,1284.0,0.0,0.0,0.0,0.0
831edbfffffffff,16.0,0.0,0.0,0.0,0.0
831edcfffffffff,290.0,0.0,0.0,0.0,0.0
831edefffffffff,242.0,0.0,0.0,0.0,0.0
831ee1fffffffff,4.0,0.0,0.0,0.0,0.0
831ee2fffffffff,22.0,1.0,0.0,0.0,0.0
831ee3fffffffff,17.0,0.0,0.0,0.0,0.0
831ee5fffffffff,2.0,0.0,0.0,0.0,0.0
831ee6fffffffff,216.0,0.0,0.0,0.0,0.0
831ee8fffffffff,36.0,4.0,0.0,0.0,0.0
831ee9fffffffff,254.0,37.0,0.0,0.0,0.0
831eeafffffffff,18.0,0.0,0.0,0.0,0.0
831eebfffffffff,542.0,23.0,0.0,0.0,0.0
831eecfffffffff,16.0,0.0,0.0,0.0,0.0
831eedfffffffff,64.0,0.0,0.0,0.0,0.0
831eeefffffffff,46.0,0.0,0.0,0.0,0.0
831ef0fffffffff,44.0,0.0,0.0,0.0,0.0
831ef1fffffffff,53.0,0.0,0.0,0.0,0.0
831ef2fffffffff,61.0,0.0,0.0,0.0,0.0
831ef3fffffffff,19.0,0.0,0.0,0.0,0.0
831ef4fffffffff,10.0,0.0,0.0,0.0,0.0
831ef5fffffffff,62.0,0.0,0.0,0.0,0.0
831ef6fffffffff,33.0,0.0,0.0,0.0,0.0
831f00fffffffff,317.0,232.0,0.0,0.0,0.0
831f01fffffffff,64.0,1.0,0.0,0.0,0.0
831f02fffffffff,77.0,2.0,0.0,0.0,0.0
831f03fffffffff,42.0,0.0,0.0,0.0,0.0
831f04fffffffff,27.0,3.0,0.0,0.0,0.0
831f05fffffffff,1117.0,45.0,0.0,0.0,0.0
831f06fffffffff,133.0,6.0,0.0,0.0,0.0
831f08fffffffff,4.0,0.0,0.0,0.0,0.0
831f09fffffffff,35.0,0.0,0.0,0.0,0.0
831f0afffffffff,7.0,0.0,0.0,0.0,0.0
831f0bfffffffff,11.0,0.0,0.0,0.0,0.0
831f0cfffffffff,2.0,0.0,0.0,0.0,0.0
831f0dfffffffff,6.0,0.0,0.0,0.0,0.0
831f0efffffffff,41.0,0.0,0.0,0.0,0.0
831f10fffffffff,165.0,2.0,0.0,0.0,0.0
831f11fffffffff,62.0,2.0,0.0,0.0,0.0
831f12fffffffff,283.0,0.0,0.0,0.0,0.0
831f13fffffffff,439.0,3.0,0.0,0.0,0.0
831f14fffffffff,243.0,4.0,0.0,0.0,0.0
831f15fffffffff,71.0,4.0,0.0,0.0,0.0
831f16fffffffff,69.0,0.0,0.0,0.0,0.0
831f18fffffffff,280.0,16.0,0.0,0.0,0.0
831f19fffffffff,138.0,0.0,0.0,0.0,0.0
831f1afffffffff,500.0,21.0,0.0,0.0,0.0
831f1bfffffffff,115.0,6.0,0.0,0.0,0.0
831f1cfffffffff,179.0,14.0,0.0,0.0,0.0
831f1dfffffffff,220.0,3.0,0.0,0.0,0.0
831f1efffffffff,28.0,8.0,0.0,0.0,0.0
831f20fffffffff,24.0,8.0,0.0,0.0,0.0
831f21fffffffff,77.0,2.0,0.0,0.0,0.0
831f22fffffffff,98.0,10.0,0.0,0.0,0.0
831f23fffffffff,133.0,49.0,0.0,0.0,0.0
831f24fffffffff,114.0,24.0,0.0,0.0,0.0
831f25fffffffff,35.0,0.0,0.0,0.0,0.0
831f26fffffffff,48.0,0.0,0.0,0.0,0.0
831f28fffffffff,52.0,0.0,0.0,0.0,0.0
831f29fffffffff,86.0,0.0,0.0,0.0,0.0
831f2afffffffff,348.0,248.0,0.0,0.0,0.0
831f2cfffffffff,7.0,0.0,0.0,0.0,0.0
831f2dfffffffff,10.0,0.0,0.0,0.0,0.0
