cell_id,Anarhynchus obscurus,Anarhynchus obscurus aquilonius,Anarhynchus obscurus obscurus
82ba27fffffffff,7.0,0.0,0.0
82bb0ffffffffff,239.0,0.0,0.0
82bb2ffffffffff,256.0,0.0,0.0
82bb57fffffffff,2724.0,25.0,0.0
82bb5ffffffffff,105.0,0.0,0.0
82bb77fffffffff,14.0,0.0,0.0
82daaffffffffff,111.0,0.0,45.0
