cell_id,Asio flammeus,Asio flammeus flammeus,Asio flammeus ponapensis,Asio flammeus sandwichensis,Asio flammeus domingensis/portoricensis,Asio flammeus galapagoensis,Asio flammeus [suinda Group]
8409597ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409599ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84095bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409883ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84098e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a4dffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409b1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840a337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840b931ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840b933ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840b937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c033ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c037ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c03bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,416.0,0.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,404.0,0.0,0.0,0.0,0.0,0.0,0.0
840c149ffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,142.0,0.0,0.0,0.0,0.0,0.0,0.0
840c241ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2cdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c309ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0
840c347ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0
840c429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c467ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c649ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,21.0,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
840c735ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c745ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840c74dffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c75dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c769ffffffff,20.0,2.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
840cdebffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840ceadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,365.0,0.0,0.0,0.0,0.0,0.0,0.0
840d093ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
840d099ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d09bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0c3ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0d9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d1b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d449ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d44dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d49dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
840d523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d527ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d533ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d56bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d605ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840d607ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840d609ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840d61bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
840d651ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840d653ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
840d6a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d6cdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840d6e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d701ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d709ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840d70bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d72dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d747ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
840d751ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
840d75bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d761ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
840d763ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
840d767ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,16.0,10.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,367.0,0.0,0.0,0.0,0.0,0.0,0.0
840e83bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e83dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e8ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec51ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeabffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840f5a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840f5abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840f9adffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8410167ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410203ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410231ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8410239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410a19ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411059ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
841105bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841128dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84112adffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84112c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411549ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84119d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aabffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411b4dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412147ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412181ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412187ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84121bbffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84122d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841246bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84124e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412583ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412595ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412721ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412769ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412897ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b63ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c9bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c9dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cbbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,54.0,3.0,0.0,0.0,0.0,0.0,0.0
8412cc7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,21.0,2.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,14.0,2.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,12.0,3.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e13ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e1bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
