cell_id,Myiozetetes similis,Myiozetetes similis [texensis Group],Myiozetetes similis [similis Group],Myiozetetes similis grandis
84450c3ffffffff,19.0,0.0,0.0,0.0
84450c5ffffffff,238.0,38.0,0.0,0.0
84450c7ffffffff,18.0,0.0,0.0,0.0
84450c9ffffffff,20.0,0.0,0.0,0.0
84450cbffffffff,1.0,0.0,0.0,0.0
84450cdffffffff,204.0,16.0,0.0,0.0
84450d1ffffffff,52.0,19.0,0.0,0.0
84450d3ffffffff,655.0,185.0,0.0,0.0
84450d5ffffffff,363.0,182.0,0.0,0.0
84450d7ffffffff,67.0,2.0,0.0,0.0
84450d9ffffffff,13.0,0.0,0.0,0.0
84450dbffffffff,26.0,11.0,0.0,0.0
84450ddffffffff,43.0,20.0,0.0,0.0
84450e1ffffffff,110.0,0.0,0.0,0.0
84450e3ffffffff,1123.0,22.0,0.0,0.0
84450e7ffffffff,31.0,0.0,0.0,0.0
84450ebffffffff,562.0,40.0,0.0,0.0
84450edffffffff,5.0,0.0,0.0,0.0
844519bffffffff,346.0,53.0,0.0,0.0
8445201ffffffff,12.0,0.0,0.0,0.0
8445203ffffffff,259.0,38.0,0.0,0.0
8445205ffffffff,911.0,0.0,0.0,0.0
8445207ffffffff,900.0,2.0,0.0,0.0
8445209ffffffff,56.0,0.0,0.0,0.0
844520bffffffff,48.0,0.0,0.0,0.0
844520dffffffff,712.0,0.0,0.0,0.0
8445211ffffffff,56.0,2.0,0.0,0.0
8445213ffffffff,414.0,9.0,0.0,0.0
8445215ffffffff,4667.0,30.0,0.0,0.0
8445217ffffffff,1132.0,2.0,0.0,0.0
8445219ffffffff,36.0,12.0,0.0,0.0
844521bffffffff,74.0,0.0,0.0,0.0
844521dffffffff,299.0,71.0,0.0,0.0
8445221ffffffff,685.0,0.0,0.0,0.0
8445225ffffffff,2789.0,0.0,0.0,0.0
8445229ffffffff,9.0,0.0,0.0,0.0
844522bffffffff,424.0,0.0,0.0,0.0
844522dffffffff,23.0,0.0,0.0,0.0
8445231ffffffff,88.0,0.0,0.0,0.0
8445233ffffffff,2386.0,71.0,0.0,0.0
844523bffffffff,520.0,0.0,0.0,0.0
8445241ffffffff,12.0,0.0,0.0,0.0
8445243ffffffff,201.0,0.0,0.0,0.0
8445247ffffffff,571.0,0.0,0.0,0.0
8445249ffffffff,349.0,0.0,0.0,0.0
844524bffffffff,71.0,0.0,0.0,0.0
844524dffffffff,32.0,0.0,0.0,0.0
8445251ffffffff,108.0,55.0,0.0,0.0
8445253ffffffff,76.0,54.0,0.0,0.0
8445255ffffffff,364.0,0.0,0.0,0.0
8445257ffffffff,204.0,22.0,0.0,0.0
844525bffffffff,228.0,91.0,0.0,0.0
844525dffffffff,18.0,8.0,0.0,0.0
8445261ffffffff,65.0,0.0,0.0,0.0
8445263ffffffff,1265.0,0.0,0.0,0.0
8445267ffffffff,9.0,0.0,0.0,0.0
8445269ffffffff,115.0,0.0,0.0,0.0
844526bffffffff,1194.0,0.0,0.0,0.0
844526dffffffff,17.0,0.0,0.0,0.0
8445281ffffffff,9.0,0.0,0.0,0.0
8445283ffffffff,53.0,4.0,0.0,0.0
8445285ffffffff,79.0,11.0,0.0,0.0
8445287ffffffff,235.0,22.0,0.0,0.0
8445289ffffffff,610.0,3.0,0.0,0.0
844528bffffffff,2.0,0.0,0.0,0.0
844528dffffffff,190.0,5.0,0.0,0.0
8445291ffffffff,11.0,0.0,0.0,0.0
8445293ffffffff,9.0,0.0,0.0,0.0
8445295ffffffff,27.0,3.0,0.0,0.0
8445297ffffffff,123.0,0.0,0.0,0.0
8445299ffffffff,5.0,0.0,0.0,0.0
844529bffffffff,47.0,2.0,0.0,0.0
84452a1ffffffff,203.0,26.0,0.0,0.0
84452a3ffffffff,135.0,19.0,0.0,0.0
84452a5ffffffff,1136.0,0.0,0.0,0.0
84452a7ffffffff,220.0,20.0,0.0,0.0
84452a9ffffffff,959.0,41.0,0.0,0.0
84452abffffffff,144.0,5.0,0.0,0.0
84452adffffffff,5746.0,552.0,0.0,0.0
84452b3ffffffff,23.0,0.0,0.0,0.0
84452b5ffffffff,78.0,0.0,0.0,0.0
84452b7ffffffff,5.0,0.0,0.0,0.0
84452b9ffffffff,180.0,19.0,0.0,0.0
84452bdffffffff,657.0,38.0,0.0,0.0
84452c1ffffffff,219.0,20.0,0.0,0.0
84452c3ffffffff,990.0,122.0,0.0,0.0
84452c5ffffffff,656.0,103.0,0.0,0.0
84452c7ffffffff,2098.0,108.0,0.0,0.0
84452c9ffffffff,181.0,62.0,0.0,0.0
84452cbffffffff,105.0,9.0,0.0,0.0
84452cdffffffff,40.0,0.0,0.0,0.0
84452d1ffffffff,3.0,0.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0,0.0
84452d5ffffffff,16.0,0.0,0.0,0.0
84452d7ffffffff,6.0,0.0,0.0,0.0
84452d9ffffffff,282.0,108.0,0.0,0.0
84452dbffffffff,100.0,0.0,0.0,0.0
84452ddffffffff,29.0,0.0,0.0,0.0
84452e1ffffffff,11782.0,239.0,0.0,0.0
84452e3ffffffff,1555.0,26.0,0.0,0.0
84452e5ffffffff,3623.0,95.0,0.0,0.0
84452e7ffffffff,517.0,3.0,0.0,0.0
84452e9ffffffff,365.0,11.0,0.0,0.0
84452ebffffffff,2215.0,233.0,0.0,0.0
84452edffffffff,132.0,0.0,0.0,0.0
8445301ffffffff,1.0,0.0,0.0,0.0
8445303ffffffff,74.0,0.0,0.0,0.0
8445305ffffffff,13.0,0.0,0.0,0.0
8445307ffffffff,7.0,0.0,0.0,0.0
8445309ffffffff,21.0,0.0,0.0,0.0
844530bffffffff,2.0,0.0,0.0,0.0
844530dffffffff,17.0,0.0,0.0,0.0
8445315ffffffff,6.0,0.0,0.0,0.0
8445319ffffffff,317.0,0.0,0.0,0.0
844531dffffffff,6.0,0.0,0.0,0.0
8445321ffffffff,111.0,0.0,0.0,0.0
8445329ffffffff,5.0,0.0,0.0,0.0
844532bffffffff,274.0,0.0,0.0,0.0
844532dffffffff,3.0,0.0,0.0,0.0
8445341ffffffff,23.0,0.0,0.0,0.0
8445343ffffffff,127.0,0.0,0.0,0.0
8445345ffffffff,8.0,0.0,0.0,0.0
8445347ffffffff,1.0,0.0,0.0,0.0
8445349ffffffff,5.0,0.0,0.0,0.0
844534bffffffff,6.0,0.0,0.0,0.0
844534dffffffff,12.0,0.0,0.0,0.0
8445351ffffffff,8.0,0.0,0.0,0.0
8445353ffffffff,215.0,0.0,0.0,0.0
8445355ffffffff,7.0,0.0,0.0,0.0
8445357ffffffff,61.0,0.0,0.0,0.0
8445359ffffffff,3.0,0.0,0.0,0.0
844535dffffffff,21.0,0.0,0.0,0.0
8445363ffffffff,66.0,0.0,0.0,0.0
8445365ffffffff,100.0,0.0,0.0,0.0
8445367ffffffff,76.0,0.0,0.0,0.0
844536bffffffff,16.0,0.0,0.0,0.0
8445649ffffffff,103.0,6.0,0.0,0.0
84456d9ffffffff,4.0,0.0,0.0,0.0
84456dbffffffff,47.0,0.0,0.0,0.0
8445721ffffffff,763.0,171.0,0.0,0.0
8445723ffffffff,22.0,11.0,0.0,0.0
8445725ffffffff,642.0,4.0,0.0,0.0
8445727ffffffff,161.0,64.0,0.0,0.0
8445729ffffffff,6.0,0.0,0.0,0.0
844572dffffffff,21.0,4.0,0.0,0.0
8445745ffffffff,1.0,0.0,0.0,0.0
8445749ffffffff,47.0,0.0,0.0,0.0
844574dffffffff,30.0,0.0,0.0,0.0
8445761ffffffff,140.0,1.0,0.0,0.0
8445765ffffffff,34.0,10.0,0.0,0.0
8445767ffffffff,135.0,26.0,0.0,0.0
8445769ffffffff,18.0,5.0,0.0,0.0
8448005ffffffff,24.0,0.0,0.0,0.0
8448007ffffffff,3.0,0.0,0.0,0.0
8448017ffffffff,8.0,0.0,0.0,0.0
8448021ffffffff,19.0,0.0,0.0,0.0
8448029ffffffff,6.0,0.0,0.0,0.0
844802bffffffff,189.0,0.0,0.0,0.0
8448031ffffffff,1.0,0.0,0.0,0.0
8448039ffffffff,2.0,0.0,0.0,0.0
844803bffffffff,4.0,0.0,0.0,0.0
8448061ffffffff,9.0,0.0,0.0,0.0
8448065ffffffff,61.0,0.0,0.0,0.0
8448067ffffffff,10.0,0.0,0.0,0.0
844806dffffffff,59.0,0.0,0.0,0.0
8448085ffffffff,4.0,0.0,0.0,0.0
84480a5ffffffff,2.0,0.0,0.0,0.0
84480a9ffffffff,63.0,0.0,0.0,0.0
84480adffffffff,578.0,0.0,0.0,0.0
84480bdffffffff,19.0,0.0,0.0,0.0
84480e3ffffffff,2.0,0.0,0.0,0.0
84480e5ffffffff,115.0,0.0,0.0,0.0
84480e7ffffffff,3.0,0.0,0.0,0.0
84480edffffffff,37.0,0.0,0.0,0.0
844815bffffffff,12.0,0.0,0.0,0.0
84481d9ffffffff,3.0,0.0,0.0,0.0
84481dbffffffff,4.0,0.0,0.0,0.0
8448305ffffffff,10.0,0.0,0.0,0.0
8448329ffffffff,32.0,0.0,0.0,0.0
844832bffffffff,37.0,0.0,0.0,0.0
8448331ffffffff,175.0,0.0,0.0,0.0
8448333ffffffff,92.0,0.0,0.0,0.0
8448335ffffffff,1.0,0.0,0.0,0.0
8448337ffffffff,118.0,0.0,0.0,0.0
8448339ffffffff,4.0,0.0,0.0,0.0
844833bffffffff,732.0,0.0,0.0,0.0
844833dffffffff,30.0,0.0,0.0,0.0
8448361ffffffff,1539.0,6.0,0.0,0.0
8448363ffffffff,2553.0,47.0,0.0,0.0
8448365ffffffff,335.0,7.0,0.0,0.0
8448367ffffffff,139.0,4.0,0.0,0.0
8448369ffffffff,2760.0,11.0,0.0,0.0
844836dffffffff,294.0,2.0,0.0,0.0
8448a21ffffffff,94.0,7.0,0.0,0.0
8448a2dffffffff,9.0,0.0,0.0,0.0
8448b5bffffffff,31.0,6.0,0.0,0.0
8449801ffffffff,4.0,0.0,0.0,0.0
8449807ffffffff,2.0,0.0,0.0,0.0
8449809ffffffff,24.0,0.0,0.0,0.0
844980bffffffff,3.0,0.0,0.0,0.0
844980dffffffff,37.0,0.0,0.0,0.0
8449819ffffffff,2.0,0.0,0.0,0.0
8449825ffffffff,1.0,1.0,0.0,0.0
8449827ffffffff,3.0,0.0,0.0,0.0
8449831ffffffff,2.0,0.0,0.0,0.0
8449843ffffffff,6.0,0.0,0.0,0.0
8449845ffffffff,2.0,0.0,0.0,0.0
8449855ffffffff,51.0,7.0,0.0,0.0
8449857ffffffff,5.0,0.0,0.0,0.0
8449859ffffffff,1.0,0.0,0.0,0.0
8449861ffffffff,66.0,0.0,0.0,0.0
8449863ffffffff,5.0,0.0,0.0,0.0
8449865ffffffff,25.0,0.0,0.0,0.0
8449869ffffffff,57.0,0.0,0.0,0.0
844986bffffffff,2.0,0.0,0.0,0.0
844986dffffffff,109.0,0.0,0.0,0.0
844988dffffffff,2.0,0.0,0.0,0.0
84498c9ffffffff,188.0,0.0,0.0,0.0
84498cbffffffff,2.0,0.0,0.0,0.0
84498d3ffffffff,1.0,0.0,0.0,0.0
84498dbffffffff,2.0,0.0,0.0,0.0
84498ebffffffff,1.0,0.0,0.0,0.0
84498edffffffff,2.0,0.0,0.0,0.0
8449901ffffffff,100.0,15.0,0.0,0.0
8449903ffffffff,48.0,0.0,0.0,0.0
8449905ffffffff,37.0,5.0,0.0,0.0
8449907ffffffff,34.0,0.0,0.0,0.0
8449909ffffffff,2.0,0.0,0.0,0.0
844990bffffffff,13.0,2.0,0.0,0.0
844990dffffffff,13.0,0.0,0.0,0.0
8449911ffffffff,47.0,0.0,0.0,0.0
8449913ffffffff,40.0,0.0,0.0,0.0
8449917ffffffff,7.0,0.0,0.0,0.0
8449919ffffffff,3.0,0.0,0.0,0.0
844991bffffffff,2.0,0.0,0.0,0.0
844991dffffffff,31.0,7.0,0.0,0.0
8449929ffffffff,75.0,4.0,0.0,0.0
844992bffffffff,116.0,31.0,0.0,0.0
8449931ffffffff,8.0,2.0,0.0,0.0
8449933ffffffff,3.0,0.0,0.0,0.0
8449937ffffffff,6.0,6.0,0.0,0.0
8449939ffffffff,5.0,0.0,0.0,0.0
844993bffffffff,10.0,7.0,0.0,0.0
844993dffffffff,93.0,6.0,0.0,0.0
8449941ffffffff,3.0,0.0,0.0,0.0
8449945ffffffff,7.0,0.0,0.0,0.0
8449949ffffffff,5.0,0.0,0.0,0.0
844994bffffffff,10.0,0.0,0.0,0.0
844994dffffffff,11.0,9.0,0.0,0.0
8449959ffffffff,87.0,0.0,0.0,0.0
8449961ffffffff,1148.0,210.0,0.0,0.0
8449963ffffffff,2940.0,1193.0,0.0,0.0
8449965ffffffff,4274.0,232.0,0.0,0.0
8449967ffffffff,641.0,58.0,0.0,0.0
8449969ffffffff,2208.0,30.0,0.0,0.0
844996bffffffff,217.0,10.0,0.0,0.0
844996dffffffff,160.0,10.0,0.0,0.0
8449981ffffffff,90.0,0.0,0.0,0.0
8449985ffffffff,7.0,0.0,0.0,0.0
8449987ffffffff,675.0,35.0,0.0,0.0
844998dffffffff,9.0,0.0,0.0,0.0
84499a3ffffffff,6.0,2.0,0.0,0.0
84499abffffffff,30.0,2.0,0.0,0.0
84499b1ffffffff,84.0,0.0,0.0,0.0
84499b3ffffffff,2.0,0.0,0.0,0.0
84499b5ffffffff,14.0,2.0,0.0,0.0
84499b7ffffffff,5.0,1.0,0.0,0.0
84499bdffffffff,7.0,0.0,0.0,0.0
84499c1ffffffff,23.0,0.0,0.0,0.0
84499c3ffffffff,2.0,0.0,0.0,0.0
84499c5ffffffff,123.0,0.0,0.0,0.0
84499c7ffffffff,8.0,0.0,0.0,0.0
84499c9ffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,71.0,0.0,0.0,0.0
84499d1ffffffff,2.0,0.0,0.0,0.0
84499dbffffffff,1.0,0.0,0.0,0.0
84499e1ffffffff,1.0,0.0,0.0,0.0
84499e3ffffffff,29.0,0.0,0.0,0.0
84499e5ffffffff,2.0,0.0,0.0,0.0
84499e7ffffffff,4.0,0.0,0.0,0.0
84499e9ffffffff,13.0,0.0,0.0,0.0
84499ebffffffff,92.0,0.0,0.0,0.0
84499edffffffff,4.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0
8449a21ffffffff,20.0,0.0,0.0,0.0
8449a23ffffffff,33.0,0.0,0.0,0.0
8449a2bffffffff,134.0,0.0,0.0,0.0
8449a2dffffffff,1.0,0.0,0.0,0.0
8449a31ffffffff,5.0,0.0,0.0,0.0
8449a39ffffffff,2.0,0.0,0.0,0.0
8449a3dffffffff,33.0,0.0,0.0,0.0
8449a81ffffffff,76.0,0.0,0.0,0.0
8449a83ffffffff,45.0,0.0,0.0,0.0
8449a85ffffffff,509.0,8.0,0.0,0.0
8449a87ffffffff,7.0,0.0,0.0,0.0
8449a89ffffffff,131.0,4.0,0.0,0.0
8449a8bffffffff,48.0,0.0,0.0,0.0
8449a8dffffffff,666.0,8.0,0.0,0.0
8449a91ffffffff,822.0,47.0,0.0,0.0
8449a93ffffffff,554.0,16.0,0.0,0.0
8449a95ffffffff,6.0,0.0,0.0,0.0
8449a97ffffffff,756.0,3.0,0.0,0.0
8449a99ffffffff,9.0,0.0,0.0,0.0
8449a9bffffffff,54.0,3.0,0.0,0.0
8449aa1ffffffff,38.0,3.0,0.0,0.0
8449aa3ffffffff,845.0,41.0,0.0,0.0
8449aa5ffffffff,18.0,5.0,0.0,0.0
8449aa7ffffffff,28.0,6.0,0.0,0.0
8449aa9ffffffff,41.0,0.0,0.0,0.0
8449aabffffffff,38.0,3.0,0.0,0.0
8449ab1ffffffff,44.0,15.0,0.0,0.0
8449ab5ffffffff,202.0,1.0,0.0,0.0
8449ab9ffffffff,1.0,0.0,0.0,0.0
8449abbffffffff,19.0,0.0,0.0,0.0
8449abdffffffff,111.0,11.0,0.0,0.0
8449ac7ffffffff,32.0,0.0,0.0,0.0
8449ad5ffffffff,51.0,2.0,0.0,0.0
8449ad7ffffffff,24.0,4.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449ae3ffffffff,89.0,0.0,0.0,0.0
8449aebffffffff,4.0,0.0,0.0,0.0
8449b01ffffffff,1.0,0.0,0.0,0.0
8449b03ffffffff,16.0,0.0,0.0,0.0
8449b0bffffffff,18.0,0.0,0.0,0.0
8449b0dffffffff,2.0,0.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0,0.0
8449b19ffffffff,37.0,0.0,0.0,0.0
8449b1dffffffff,2.0,0.0,0.0,0.0
8449b21ffffffff,25.0,4.0,0.0,0.0
8449b23ffffffff,4.0,0.0,0.0,0.0
8449b29ffffffff,1.0,0.0,0.0,0.0
8449b31ffffffff,111.0,0.0,0.0,0.0
8449b33ffffffff,1052.0,0.0,0.0,0.0
8449b35ffffffff,67.0,0.0,0.0,0.0
8449b37ffffffff,220.0,0.0,0.0,0.0
8449b39ffffffff,2.0,0.0,0.0,0.0
8449b3bffffffff,70.0,0.0,0.0,0.0
8449b3dffffffff,6.0,0.0,0.0,0.0
8449b43ffffffff,5.0,0.0,0.0,0.0
8449b47ffffffff,10.0,0.0,0.0,0.0
8449b51ffffffff,28.0,0.0,0.0,0.0
8449b53ffffffff,31.0,0.0,0.0,0.0
8449b55ffffffff,127.0,0.0,0.0,0.0
8449b57ffffffff,81.0,0.0,0.0,0.0
8449b65ffffffff,2.0,0.0,0.0,0.0
8449b67ffffffff,17.0,2.0,0.0,0.0
8449b6bffffffff,6.0,0.0,0.0,0.0
8449b6dffffffff,13.0,0.0,0.0,0.0
845e649ffffffff,2.0,0.0,0.0,0.0
845f403ffffffff,23.0,0.0,0.0,0.0
845f405ffffffff,1.0,0.0,0.0,0.0
845f407ffffffff,36.0,0.0,1.0,0.0
845f40dffffffff,2.0,0.0,0.0,0.0
845f411ffffffff,2.0,0.0,0.0,0.0
845f415ffffffff,46.0,0.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0,0.0
845f42bffffffff,48.0,0.0,2.0,0.0
845f437ffffffff,21.0,0.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0,0.0
845f445ffffffff,1.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0
845f46bffffffff,5.0,0.0,0.0,0.0
845f483ffffffff,3.0,0.0,0.0,0.0
845f485ffffffff,10.0,0.0,0.0,0.0
845f487ffffffff,40.0,0.0,0.0,0.0
845f491ffffffff,29.0,0.0,0.0,0.0
845f4a3ffffffff,11.0,0.0,0.0,0.0
845f4a7ffffffff,3.0,0.0,0.0,0.0
845f4a9ffffffff,21.0,0.0,0.0,0.0
845f4abffffffff,2.0,0.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0,0.0
845f4b9ffffffff,5.0,0.0,0.0,0.0
845f4bdffffffff,19.0,0.0,0.0,0.0
845f4cdffffffff,2.0,0.0,0.0,0.0
845f4e5ffffffff,11.0,0.0,0.0,0.0
845f4e7ffffffff,11.0,0.0,0.0,0.0
845f5d9ffffffff,1.0,0.0,0.0,0.0
845f5dbffffffff,4.0,0.0,0.0,0.0
845f683ffffffff,6.0,0.0,0.0,0.0
845f689ffffffff,2.0,0.0,0.0,0.0
845f68bffffffff,16.0,0.0,0.0,0.0
845f711ffffffff,24.0,0.0,0.0,0.0
845f713ffffffff,8.0,0.0,0.0,0.0
845f717ffffffff,2.0,0.0,0.0,0.0
845f759ffffffff,3.0,0.0,0.0,0.0
845f75dffffffff,3.0,0.0,0.0,0.0
8466005ffffffff,15.0,0.0,0.0,0.0
8466007ffffffff,6.0,0.0,0.0,0.0
8466009ffffffff,1.0,0.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0,0.0
846601bffffffff,8.0,0.0,0.0,0.0
8466021ffffffff,177.0,0.0,0.0,0.0
8466023ffffffff,31.0,0.0,0.0,0.0
8466025ffffffff,49.0,0.0,0.0,0.0
8466027ffffffff,16.0,0.0,0.0,0.0
8466029ffffffff,61.0,0.0,0.0,0.0
846602bffffffff,12.0,0.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0,0.0
8466035ffffffff,9.0,0.0,0.0,0.0
846603dffffffff,2.0,0.0,0.0,0.0
8466043ffffffff,2.0,0.0,0.0,0.0
8466045ffffffff,42.0,0.0,0.0,0.0
8466053ffffffff,3.0,0.0,0.0,0.0
8466055ffffffff,3.0,0.0,0.0,0.0
8466057ffffffff,3.0,0.0,0.0,0.0
8466061ffffffff,5.0,0.0,0.0,0.0
8466063ffffffff,13.0,0.0,0.0,0.0
8466067ffffffff,98.0,0.0,0.0,0.0
8466069ffffffff,4.0,0.0,0.0,0.0
846606bffffffff,9.0,0.0,0.0,0.0
8466081ffffffff,21.0,0.0,0.0,0.0
8466085ffffffff,6.0,0.0,0.0,0.0
8466087ffffffff,20.0,0.0,0.0,0.0
8466089ffffffff,46.0,0.0,0.0,0.0
846608dffffffff,311.0,0.0,0.0,0.0
8466091ffffffff,3.0,0.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0,0.0
8466097ffffffff,11.0,0.0,0.0,0.0
8466099ffffffff,7.0,0.0,0.0,0.0
846609bffffffff,3.0,0.0,0.0,0.0
84660a1ffffffff,14.0,0.0,0.0,0.0
84660a3ffffffff,2.0,0.0,0.0,0.0
84660a5ffffffff,7.0,0.0,0.0,0.0
84660a7ffffffff,88.0,0.0,0.0,0.0
84660adffffffff,7.0,0.0,0.0,0.0
84660b3ffffffff,36.0,0.0,0.0,0.0
84660b7ffffffff,14.0,0.0,0.0,0.0
84660bbffffffff,9.0,0.0,0.0,0.0
84660bdffffffff,13.0,0.0,0.0,0.0
84660c1ffffffff,20.0,0.0,0.0,0.0
84660c3ffffffff,9.0,0.0,0.0,0.0
84660c5ffffffff,1.0,0.0,0.0,0.0
84660c7ffffffff,12.0,0.0,0.0,0.0
84660cbffffffff,70.0,0.0,2.0,0.0
84660cdffffffff,2.0,0.0,0.0,0.0
84660d1ffffffff,56.0,0.0,0.0,0.0
84660d3ffffffff,9.0,0.0,0.0,0.0
84660d9ffffffff,12.0,0.0,0.0,0.0
84660dbffffffff,6.0,0.0,0.0,0.0
84660ddffffffff,51.0,0.0,0.0,0.0
84660e1ffffffff,17.0,0.0,0.0,0.0
84660e3ffffffff,17.0,0.0,0.0,0.0
84660e7ffffffff,6.0,0.0,0.0,0.0
84660e9ffffffff,10.0,0.0,0.0,0.0
84660ebffffffff,7.0,0.0,0.0,0.0
8466103ffffffff,6.0,0.0,0.0,0.0
8466107ffffffff,5.0,0.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0,0.0
8466111ffffffff,4.0,0.0,0.0,0.0
8466113ffffffff,32.0,0.0,0.0,0.0
8466119ffffffff,22.0,0.0,0.0,0.0
8466139ffffffff,6.0,0.0,0.0,0.0
8466153ffffffff,34.0,0.0,0.0,0.0
846615bffffffff,12.0,0.0,0.0,0.0
8466163ffffffff,17.0,0.0,0.0,0.0
8466165ffffffff,71.0,0.0,2.0,0.0
8466167ffffffff,33.0,0.0,2.0,0.0
8466183ffffffff,16.0,0.0,0.0,0.0
8466191ffffffff,55.0,0.0,0.0,0.0
8466193ffffffff,241.0,0.0,2.0,0.0
8466197ffffffff,9.0,0.0,0.0,0.0
8466199ffffffff,22.0,0.0,0.0,0.0
846619bffffffff,222.0,0.0,1.0,0.0
846619dffffffff,30.0,0.0,0.0,0.0
84661a5ffffffff,11.0,0.0,0.0,0.0
84661adffffffff,5.0,0.0,0.0,0.0
84661b1ffffffff,55.0,0.0,0.0,0.0
84661b3ffffffff,1.0,0.0,0.0,0.0
84661b5ffffffff,2.0,0.0,0.0,0.0
84661b9ffffffff,10.0,0.0,0.0,0.0
84661bdffffffff,2.0,0.0,0.0,0.0
84661c1ffffffff,9.0,0.0,0.0,0.0
84661c9ffffffff,28.0,0.0,0.0,0.0
84661cbffffffff,8.0,0.0,0.0,0.0
84661cdffffffff,62.0,0.0,0.0,0.0
84661d1ffffffff,34.0,0.0,1.0,0.0
84661d3ffffffff,3.0,0.0,0.0,0.0
84661d5ffffffff,1.0,0.0,0.0,0.0
84661d7ffffffff,14.0,0.0,0.0,0.0
84661ddffffffff,1.0,0.0,0.0,0.0
84661e1ffffffff,1.0,0.0,0.0,0.0
84661ebffffffff,25.0,0.0,0.0,0.0
8466201ffffffff,131.0,0.0,2.0,0.0
8466203ffffffff,29.0,0.0,4.0,0.0
8466205ffffffff,430.0,0.0,16.0,0.0
8466207ffffffff,12.0,0.0,0.0,0.0
846620bffffffff,197.0,0.0,1.0,0.0
8466211ffffffff,15.0,0.0,0.0,0.0
8466213ffffffff,13.0,0.0,0.0,0.0
8466217ffffffff,179.0,0.0,0.0,0.0
8466219ffffffff,13.0,0.0,0.0,0.0
846621bffffffff,11.0,0.0,0.0,0.0
846621dffffffff,6.0,0.0,0.0,0.0
8466221ffffffff,319.0,0.0,15.0,0.0
8466225ffffffff,89.0,0.0,1.0,0.0
8466227ffffffff,81.0,0.0,2.0,0.0
846622bffffffff,1351.0,0.0,30.0,0.0
8466231ffffffff,8.0,0.0,0.0,0.0
8466239ffffffff,2.0,0.0,0.0,0.0
846623bffffffff,17.0,0.0,0.0,0.0
846623dffffffff,10.0,0.0,2.0,0.0
8466257ffffffff,5.0,0.0,0.0,0.0
8466281ffffffff,2.0,0.0,0.0,0.0
8466283ffffffff,10.0,0.0,2.0,0.0
8466289ffffffff,3.0,0.0,0.0,0.0
846628bffffffff,9.0,0.0,0.0,0.0
8466291ffffffff,50.0,0.0,0.0,0.0
8466293ffffffff,31.0,0.0,0.0,0.0
8466295ffffffff,8.0,0.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0,0.0
8466299ffffffff,5.0,0.0,0.0,0.0
846629bffffffff,46.0,0.0,0.0,0.0
