cell_id,Megascops koepckeae,Megascops koepckeae koepckeae,Megascops koepckeae hockingi
828e67fffffffff,32.0,1.0,4.0
828e6ffffffffff,10.0,0.0,9.0
828f57fffffffff,19.0,0.0,0.0
828f5ffffffffff,6.0,1.0,0.0
828f77fffffffff,82.0,7.0,0.0
