cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
830241fffffffff,44.0,0.0,0.0,0.0,0.0
83024cfffffffff,2.0,0.0,0.0,0.0,0.0
83024efffffffff,30.0,0.0,0.0,0.0,0.0
830259fffffffff,2.0,0.0,0.0,0.0,0.0
83025cfffffffff,5.0,0.0,0.0,0.0,0.0
8302c0fffffffff,1.0,0.0,0.0,0.0,0.0
8302c8fffffffff,2.0,0.0,0.0,0.0,0.0
8302c9fffffffff,2.0,0.0,0.0,0.0,0.0
8302cafffffffff,267.0,0.0,0.0,0.0,0.0
8302cbfffffffff,1.0,0.0,0.0,0.0,0.0
8302cdfffffffff,4.0,0.0,0.0,0.0,0.0
8302cefffffffff,2.0,0.0,0.0,0.0,0.0
8302d6fffffffff,2.0,0.0,0.0,0.0,0.0
8302ddfffffffff,86.0,0.0,0.0,0.0,0.0
8302e8fffffffff,2.0,0.0,0.0,0.0,0.0
8302edfffffffff,2.0,0.0,0.0,0.0,0.0
830c02fffffffff,2.0,0.0,0.0,0.0,0.0
830c06fffffffff,2.0,0.0,0.0,0.0,0.0
830c14fffffffff,2145.0,0.0,0.0,0.0,595.0
830c15fffffffff,53.0,0.0,0.0,0.0,18.0
830c1bfffffffff,17.0,0.0,0.0,0.0,4.0
830c1efffffffff,80.0,0.0,0.0,0.0,0.0
830c24fffffffff,4.0,0.0,0.0,0.0,0.0
830c30fffffffff,11.0,0.0,0.0,0.0,7.0
830c32fffffffff,2.0,0.0,0.0,0.0,2.0
830c33fffffffff,12.0,0.0,0.0,0.0,5.0
830c34fffffffff,2.0,0.0,0.0,0.0,0.0
830c41fffffffff,37.0,0.0,0.0,16.0,0.0
830c42fffffffff,85.0,11.0,0.0,12.0,13.0
830c45fffffffff,81.0,0.0,0.0,21.0,4.0
830c46fffffffff,30.0,0.0,0.0,2.0,0.0
830c50fffffffff,138.0,0.0,0.0,10.0,2.0
830c51fffffffff,199.0,0.0,0.0,15.0,0.0
830c54fffffffff,6.0,0.0,0.0,0.0,0.0
830c55fffffffff,166.0,0.0,0.0,8.0,12.0
830c63fffffffff,1.0,0.0,0.0,0.0,0.0
